"Coordinate 1","Coordinate 2","Ellipsoid Dimensions","Tags","Description","Segment IDs","Parent ID","Type","ID","syn_id","size","size_bin","region","side","neuropil","pre_root_id","post_root_id","pre_status","post_status"
"(510880, 161440, 80460)","","","","FLA","","","Point","","153340808",4,1,"central_brain","left","FLA","720575941591033598","720575941197721886","proofread","fragment"
"(498352, 160688, 73980)","","","","FLA","","","Point","","146565356",4,1,"central_brain","left","FLA","720575941633860037","720575941585097116","proofread","fragment"
"(518080, 156512, 98775)","","","","FLA","","","Point","","159354821",4,1,"central_brain","left","FLA","720575941583701599","720575940884105442","proofread","fragment"
"(521968, 141392, 90225)","","","","FLA","","","Point","","159079996",4,1,"central_brain","left","FLA","720575941393989124","720575941399042851","proofread","proofread"
"(506576, 140080, 81945)","","","","FLA","","","Point","","146098125",5,1,"central_brain","left","FLA","720575941506463909","720575941035080867","proofread","fragment"
"(523472, 161600, 84060)","","","","FLA","","","Point","","158723462",5,1,"central_brain","left","FLA","720575941505523043","720575941590516636","fragment","fragment"
"(512384, 142960, 83880)","","","","FLA","","","Point","","152553059",3,1,"central_brain","left","FLA","720575941570168820","720575940871006658","proofread","fragment"
"(462496, 173456, 91440)","","","","FLA","","","Point","","124380800",5,1,"central_brain","right","FLA","720575941478920527","720575941567365678","proofread","proofread"
"(450576, 135488, 89280)","","","","FLA","","","Point","","108974027",3,1,"central_brain","right","FLA","720575941496974464","720575941507034954","proofread","fragment"
"(461920, 153776, 112320)","","","","FLA","","","Point","","124102398",5,1,"central_brain","right","FLA","720575941633127621","720575941023381283","proofread","fragment"
"(451104, 154272, 83295)","","","","FLA","","","Point","","109499476",4,1,"central_brain","right","FLA","720575941465861686","720575941465087542","fragment","fragment"
"(459024, 143472, 89685)","","","","FLA","","","Point","","116874450",3,1,"central_brain","right","FLA","720575941541583133","720575941557826151","proofread","fragment"
"(449408, 149264, 99135)","","","","FLA","","","Point","","109773838",3,1,"central_brain","right","FLA","720575941644258642","720575940484996217","proofread","fragment"
"(470016, 167632, 84510)","","","","FLA","","","Point","","131025955",1,1,"central_brain","right","FLA","720575941564723456","720575941671438247","proofread","proofread"
"(464160, 133024, 74925)","","","","FLA","","","Point","","124039008",3,1,"central_brain","right","FLA","720575941482333635","720575940491646805","proofread","fragment"
"(449200, 143024, 100755)","","","","FLA","","","Point","","109399166",5,1,"central_brain","right","FLA","720575941520268248","720575940613191895","proofread","fragment"
"(448800, 141776, 94590)","","","","FLA","","","Point","","111411473",5,1,"central_brain","right","FLA","720575941430989511","720575940652394612","fragment","fragment"
"(580592, 106064, 156645)","","","","GA","","","Point","","190549132",3,1,"central_brain","left","GA","720575941663811196","720575940828910198","proofread","fragment"
"(578576, 97616, 162225)","","","","GA","","","Point","","190779040",5,1,"central_brain","left","GA","720575941730092331","720575941510433296","proofread","proofread"
"(583568, 90432, 152595)","","","","GA","","","Point","","195811728",4,1,"central_brain","left","GA","720575941564468487","720575940524906295","proofread","fragment"
"(585664, 91504, 148725)","","","","GA","","","Point","","195553345",4,1,"central_brain","left","GA","720575940496027072","720575940494863552","fragment","fragment"
"(581472, 89776, 151920)","","","","GA","","","Point","","195807775",3,1,"central_brain","left","GA","720575941520626099","720575941627083577","proofread","proofread"
"(579376, 90656, 155610)","","","","GA","","","Point","","190418232",4,1,"central_brain","left","GA","720575941489708929","720575941507231255","fragment","proofread"
"(578160, 102064, 157545)","","","","GA","","","Point","","190542915",5,1,"central_brain","left","GA","720575941510709008","720575941475555899","fragment","proofread"
"(573136, 108176, 168210)","","","","GA","","","Point","","191667576",4,1,"central_brain","left","GA","720575941550254148","720575941479807712","fragment","proofread"
"(586944, 90736, 157590)","","","","GA","","","Point","","195616995",4,1,"central_brain","left","GA","720575941413483853","720575940494803679","fragment","fragment"
"(582032, 94256, 148455)","","","","GA","","","Point","","195526574",5,1,"central_brain","left","GA","720575941576223670","720575941438689042","proofread","proofread"
"(396816, 84576, 142560)","","","","GA","","","Point","","78917944",5,1,"central_brain","right","GA","720575941572937288","720575940653081663","proofread","fragment"
"(387056, 91488, 144000)","","","","GA","","","Point","","69736217",4,1,"central_brain","right","GA","720575941472363818","720575941553485585","proofread","fragment"
"(392240, 88544, 139950)","","","","GA","","","Point","","73467540",5,1,"central_brain","right","GA","720575941547561588","720575941570167540","proofread","proofread"
"(398880, 92304, 150345)","","","","GA","","","Point","","78159539",4,1,"central_brain","right","GA","720575941474874154","720575941479167850","proofread","proofread"
"(391360, 86320, 145440)","","","","GA","","","Point","","73551745",4,1,"central_brain","right","GA","720575941643294920","720575941553465939","proofread","proofread"
"(390832, 99056, 150120)","","","","GA","","","Point","","73881715",3,1,"central_brain","right","GA","720575941597132114","720575941562190738","fragment","proofread"
"(395664, 83616, 143550)","","","","GA","","","Point","","73472410",4,1,"central_brain","right","GA","720575941432200879","720575940726949200","proofread","fragment"
"(387360, 97408, 145800)","","","","GA","","","Point","","73366467",4,1,"central_brain","right","GA","720575940700350678","720575940700277206","fragment","fragment"
"(393104, 89776, 150210)","","","","GA","","","Point","","73733450",4,1,"central_brain","right","GA","720575941614567250","720575941614441685","fragment","fragment"
"(387520, 86400, 143595)","","","","GA","","","Point","","73463720",3,1,"central_brain","right","GA","720575941437061695","720575940772708959","proofread","fragment"
"(558752, 170736, 48420)","","","","GNG","","","Point","","181430219",5,1,"central_brain","left","GNG","720575941344960555","720575941344642091","fragment","fragment"
"(553920, 221936, 105030)","","","","GNG","","","Point","","182349800",5,1,"central_brain","left","GNG","720575941414452961","720575941553264211","fragment","proofread"
"(562064, 195872, 66375)","","","","GNG","","","Point","","182294480",3,1,"central_brain","left","GNG","720575941492841136","720575941492973031","proofread","identified"
"(503008, 223264, 54045)","","","","GNG","","","Point","","147473673",5,1,"central_brain","left","GNG","720575940562212591","720575940562299375","fragment","fragment"
"(541056, 192560, 60120)","","","","GNG","","","Point","","171315803",5,1,"central_brain","left","GNG","720575941536141746","720575941461054174","proofread","fragment"
"(571384, 210056, 90945)","","","","GNG","","","Point","","187333728",2,1,"central_brain","left","GNG","720575941477270963","720575941107079851","fragment","fragment"
"(512240, 223232, 72855)","","","","GNG","","","Point","","153710112",3,1,"central_brain","left","GNG","720575941564803513","720575941491857461","fragment","proofread"
"(517232, 266832, 71100)","","","","GNG","","","Point","","160339007",3,1,"outside","left","GNG","720575940537378590","720575940537279262","fragment","fragment"
"(512960, 221776, 89235)","","","","GNG","","","Point","","153817987",4,1,"central_brain","left","GNG","720575941690954971","720575940952200096","proofread","fragment"
"(544592, 252960, 117540)","","","","GNG","","","Point","","177015641",5,1,"central_brain","left","GNG","720575941477013825","720575940636231660","proofread","fragment"
"(403840, 249808, 97245)","","","","GNG","","","Point","","80723927",5,1,"central_brain","right","GNG","720575941507987877","720575940555616347","proofread","fragment"
"(432400, 227536, 72900)","","","","GNG","","","Point","","97423880",4,1,"central_brain","right","GNG","720575941556631222","720575941479913858","fragment","proofread"
"(448944, 188320, 62640)","","","","GNG","","","Point","","110697137",5,1,"central_brain","right","GNG","720575941556195300","720575941452255730","proofread","fragment"
"(474576, 148864, 37755)","","","","GNG","","","Point","","130817050",4,1,"central_brain","right","GNG","720575941688188399","720575941022994776","proofread","fragment"
"(476304, 217344, 66735)","","","","GNG","","","Point","","131454855",5,1,"central_brain","right","GNG","720575941597051761","720575940454990985","proofread","fragment"
"(444528, 238416, 115200)","","","","GNG","","","Point","","111354314",1,1,"central_brain","right","GNG","720575941425138218","720575941482535366","fragment","proofread"
"(417040, 156784, 31455)","","","","GNG","","","Point","","90206468",5,1,"central_brain","right","GNG","720575941424408637","720575941424579389","fragment","fragment"
"(448288, 192688, 98010)","","","","GNG","","","Point","","110503973",3,1,"central_brain","right","GNG","720575941563967847","720575941438934292","proofread","fragment"
"(462960, 159584, 44505)","","","","GNG","","","Point","","125431139",3,1,"central_brain","right","GNG","720575941660555856","720575940962336634","proofread","fragment"
"(460800, 227856, 50535)","","","","GNG","","","Point","","125129008",1,1,"central_brain","right","GNG","720575941604179646","720575941093108933","proofread","fragment"
"(555888, 164768, 174825)","","","","GOR","","","Point","","180908375",4,1,"central_brain","left","GOR","720575941507476805","720575940511299397","proofread","fragment"
"(530576, 158544, 165105)","","","","GOR","","","Point","","164407865",3,1,"central_brain","left","GOR","720575941569801586","720575941429070942","proofread","fragment"
"(508480, 156128, 163845)","","","","GOR","","","Point","","152766791",3,1,"central_brain","left","GOR","720575941509891945","720575941509868649","fragment","fragment"
"(523728, 143680, 155430)","","","","GOR","","","Point","","158321404",4,1,"central_brain","left","GOR","720575941477434420","720575940585764895","fragment","fragment"
"(561584, 161424, 165555)","","","","GOR","","","Point","","181664059",4,1,"central_brain","left","GOR","720575941472459531","720575940498932935","proofread","fragment"
"(547712, 153152, 171360)","","","","GOR","","","Point","","175425123",4,1,"central_brain","left","GOR","720575941481191866","720575941545693660","fragment","fragment"
"(552576, 156832, 168705)","","","","GOR","","","Point","","175117225",5,1,"central_brain","left","GOR","720575941551023476","720575941041691274","proofread","fragment"
"(517984, 167328, 168615)","","","","GOR","","","Point","","159627420",3,1,"central_brain","left","GOR","720575940683914855","720575940684358759","fragment","fragment"
"(523216, 162032, 165645)","","","","GOR","","","Point","","159404341",3,1,"central_brain","left","GOR","720575941483106243","720575940682287773","proofread","fragment"
"(560288, 169856, 169965)","","","","GOR","","","Point","","181585640",3,1,"central_brain","left","GOR","720575940614594099","720575940615135539","fragment","fragment"
"(457216, 157248, 162000)","","","","GOR","","","Point","","118079500",3,1,"central_brain","right","GOR","720575941483053510","720575941013037058","proofread","fragment"
"(423680, 144816, 165600)","","","","GOR","","","Point","","91599382",3,1,"central_brain","right","GOR","720575941558647204","720575940820581096","proofread","fragment"
"(444160, 157456, 166050)","","","","GOR","","","Point","","110345328",5,1,"central_brain","right","GOR","720575941035897894","720575941530951763","fragment","fragment"
"(442048, 160016, 172620)","","","","GOR","","","Point","","103191744",3,1,"central_brain","right","GOR","720575941507205541","720575941024684483","proofread","fragment"
"(436176, 158384, 170865)","","","","GOR","","","Point","","103182612",5,1,"central_brain","right","GOR","720575941042425958","720575941042426214","fragment","fragment"
"(417584, 159504, 167850)","","","","GOR","","","Point","","90169460",3,1,"central_brain","right","GOR","720575941514364739","720575941613092269","proofread","identified"
"(405856, 158064, 165330)","","","","GOR","","","Point","","84833374",4,1,"central_brain","right","GOR","720575941030576701","720575941030794813","fragment","fragment"
"(406176, 154144, 158535)","","","","GOR","","","Point","","84110795",4,1,"central_brain","right","GOR","720575941600738857","720575941022161988","proofread","fragment"
"(397376, 160896, 154035)","","","","GOR","","","Point","","78987760",4,1,"central_brain","right","GOR","720575941547495092","720575940988004576","proofread","fragment"
"(399824, 154064, 154440)","","","","GOR","","","Point","","79954002",3,1,"central_brain","right","GOR","720575940926823874","720575940927434178","fragment","fragment"
"(506816, 809024, 250200)","","","","HTct","","","Point","","150000702",4,1,"ventral_nerve_cord","left","HTct","720575941476202801","720575941053133146","proofread","fragment"
"(503232, 752880, 262395)","","","","HTct","","","Point","","149401198",4,1,"ventral_nerve_cord","left","HTct","720575941491877833","720575941619865738","proofread","fragment"
"(513840, 745344, 237735)","","","","HTct","","","Point","","155753110",3,1,"ventral_nerve_cord","left","HTct","720575941566805498","720575941223426708","proofread","fragment"
"(505312, 759232, 250695)","","","","HTct","","","Point","","149700925",4,1,"ventral_nerve_cord","left","HTct","720575941616420053","720575941566895098","proofread","proofread"
"(496992, 736960, 241110)","","","","HTct","","","Point","","143982283",3,1,"ventral_nerve_cord","left","HTct","720575941473850720","720575941119912113","proofread","fragment"
"(533392, 700544, 250380)","","","","HTct","","","Point","","167362449",3,1,"ventral_nerve_cord","left","HTct","720575941411441323","720575941590250536","proofread","proofread"
"(505136, 811552, 269370)","","","","HTct","","","Point","","150046717",5,1,"ventral_nerve_cord","left","HTct","720575941567556918","720575941434381710","fragment","proofread"
"(503952, 751216, 229860)","","","","HTct","","","Point","","149438449",5,1,"ventral_nerve_cord","left","HTct","720575941438773548","720575940586993848","proofread","fragment"
"(486704, 776032, 254205)","","","","HTct","","","Point","","138762161",3,1,"ventral_nerve_cord","left","HTct","720575940888318533","720575941447279146","fragment","fragment"
"(503744, 708784, 254205)","","","","HTct","","","Point","","149152945",5,1,"ventral_nerve_cord","left","HTct","720575940993562809","720575941569529458","fragment","proofread"
"(437312, 720320, 214920)","","","","HTct","","","Point","","106014437",5,1,"ventral_nerve_cord","right","HTct","720575941522965053","720575940462358599","fragment","fragment"
"(452224, 781280, 246150)","","","","HTct","","","Point","","120975204",5,1,"ventral_nerve_cord","right","HTct","720575941485179856","720575941201351300","proofread","fragment"
"(474160, 753424, 234495)","","","","HTct","","","Point","","133426213",3,1,"ventral_nerve_cord","right","HTct","720575941539809997","720575941594515158","proofread","proofread"
"(487600, 693328, 219330)","","","","HTct","","","Point","","138121745",4,1,"ventral_nerve_cord","right","HTct","720575941572851087","720575941223531494","proofread","fragment"
"(465216, 680208, 255825)","","","","HTct","","","Point","","126949837",4,1,"ventral_nerve_cord","right","HTct","720575941626272650","720575941470540573","proofread","fragment"
"(473904, 736016, 222120)","","","","HTct","","","Point","","133780877",5,1,"ventral_nerve_cord","right","HTct","720575941542617117","720575941526681421","proofread","proofread"
"(467216, 780704, 225315)","","","","HTct","","","Point","","128092886",5,1,"ventral_nerve_cord","right","HTct","720575941473472608","720575941549753150","proofread","proofread"
"(452064, 794496, 231615)","","","","HTct","","","Point","","121435881",5,1,"ventral_nerve_cord","right","HTct","720575941652915924","720575940977071144","proofread","fragment"
"(438224, 740208, 223650)","","","","HTct","","","Point","","106254902",3,1,"ventral_nerve_cord","right","HTct","720575941473760554","720575940573689797","proofread","fragment"
"(458336, 693504, 241515)","","","","HTct","","","Point","","120379917",3,1,"ventral_nerve_cord","right","HTct","720575941613233171","720575941495591291","proofread","proofread"
"(519280, 772704, 275580)","","","","HTct_UTct_T3","","","Point","","161935878",4,1,"ventral_nerve_cord","left","HTct_UTct_T3","720575941555640740","720575940641246476","proofread","fragment"
"(515264, 697760, 259065)","","","","HTct_UTct_T3","","","Point","","155269089",4,1,"ventral_nerve_cord","left","HTct_UTct_T3","720575940801113525","720575940801047221","fragment","fragment"
"(511328, 763184, 269415)","","","","HTct_UTct_T3","","","Point","","156064278",3,1,"ventral_nerve_cord","left","HTct_UTct_T3","720575940406118807","720575940406117527","fragment","fragment"
"(517728, 778416, 273465)","","","","HTct_UTct_T3","","","Point","","161977795",4,1,"ventral_nerve_cord","left","HTct_UTct_T3","720575941516782220","720575941688267416","fragment","proofread"
"(507600, 780496, 270540)","","","","HTct_UTct_T3","","","Point","","156053266",5,1,"ventral_nerve_cord","left","HTct_UTct_T3","720575940636363208","720575941654144499","fragment","fragment"
"(506896, 762464, 267660)","","","","HTct_UTct_T3","","","Point","","156062732",4,1,"ventral_nerve_cord","left","HTct_UTct_T3","720575941471932901","720575941319715503","fragment","fragment"
"(528016, 752096, 271845)","","","","HTct_UTct_T3","","","Point","","167906822",5,1,"ventral_nerve_cord","left","HTct_UTct_T3","720575941506644540","720575941343176606","proofread","fragment"
"(540096, 762016, 264555)","","","","HTct_UTct_T3","","","Point","","173469617",4,1,"ventral_nerve_cord","left","HTct_UTct_T3","720575941506522021","720575941469139817","proofread","fragment"
"(502128, 789888, 272340)","","","","HTct_UTct_T3","","","Point","","149822348",3,1,"ventral_nerve_cord","left","HTct_UTct_T3","720575941521115319","720575941058917340","fragment","fragment"
"(532384, 771472, 264915)","","","","HTct_UTct_T3","","","Point","","167679802",5,1,"ventral_nerve_cord","left","HTct_UTct_T3","720575941438449708","720575941478399850","proofread","proofread"
"(457264, 706624, 258165)","","","","HTct_UTct_T3","","","Point","","120371342",5,1,"ventral_nerve_cord","right","HTct_UTct_T3","720575941435581740","720575940406249034","proofread","fragment"
"(463472, 711040, 259605)","","","","HTct_UTct_T3","","","Point","","127065580",4,1,"ventral_nerve_cord","right","HTct_UTct_T3","720575941444405812","720575941023200487","fragment","fragment"
"(479728, 685440, 258525)","","","","HTct_UTct_T3","","","Point","","137771344",4,1,"ventral_nerve_cord","right","HTct_UTct_T3","720575941527833016","720575940508109384","proofread","fragment"
"(480096, 675584, 255285)","","","","HTct_UTct_T3","","","Point","","137681130",4,1,"ventral_nerve_cord","right","HTct_UTct_T3","720575941458177747","720575940539990393","proofread","fragment"
"(462176, 755888, 253440)","","","","HTct_UTct_T3","","","Point","","127533243",1,1,"ventral_nerve_cord","right","HTct_UTct_T3","720575940888036429","720575941531867585","fragment","fragment"
"(471584, 700448, 258750)","","","","HTct_UTct_T3","","","Point","","132898996",4,1,"ventral_nerve_cord","right","HTct_UTct_T3","720575941486700098","720575941473497062","proofread","fragment"
"(429840, 776880, 234000)","","","","HTct_UTct_T3","","","Point","","99361301",4,1,"ventral_nerve_cord","right","HTct_UTct_T3","720575940796677929","720575940797134121","fragment","fragment"
"(467392, 695744, 260550)","","","","HTct_UTct_T3","","","Point","","126962096",3,1,"ventral_nerve_cord","right","HTct_UTct_T3","720575941602242750","720575941421752336","proofread","fragment"
"(457808, 746560, 254430)","","","","HTct_UTct_T3","","","Point","","120807380",4,1,"ventral_nerve_cord","right","HTct_UTct_T3","720575941024360246","720575941024087862","fragment","fragment"
"(472528, 698912, 259695)","","","","HTct_UTct_T3","","","Point","","133211108",3,1,"ventral_nerve_cord","right","HTct_UTct_T3","720575941461076493","720575941643100754","proofread","proofread"
"(486896, 176192, 189495)","","","","IB","","","Point","","136380428",3,1,"central_brain","left","IB","720575941489716944","720575941408698798","proofread","proofread"
"(494480, 179760, 161370)","","","","IB","","","Point","","141451959",3,1,"central_brain","left","IB","720575941557445796","720575941039086869","proofread","fragment"
"(513504, 193392, 193455)","","","","IB","","","Point","","153740527",3,1,"central_brain","left","IB","720575941564728576","720575940616728175","proofread","fragment"
"(486912, 179168, 182250)","","","","IB","","","Point","","136397332",5,1,"central_brain","left","IB","720575941599334556","720575940690543200","identified","fragment"
"(533408, 159696, 184185)","","","","IB","","","Point","","164770635",4,1,"central_brain","left","IB","720575941578560470","720575941581289174","fragment","fragment"
"(498304, 188304, 166230)","","","","IB","","","Point","","147398903",3,1,"central_brain","left","IB","720575941501963202","720575941447403339","fragment","fragment"
"(530736, 170352, 191880)","","","","IB","","","Point","","164968639",3,1,"central_brain","left","IB","720575941452917882","720575941480437739","proofread","fragment"
"(510880, 165696, 174825)","","","","IB","","","Point","","152937109",5,1,"central_brain","left","IB","720575941516707427","720575941638580085","proofread","proofread"
"(510752, 161360, 170595)","","","","IB","","","Point","","152056930",5,1,"central_brain","left","IB","720575940635311358","720575940635411710","fragment","fragment"
"(527568, 183856, 180585)","","","","IB","","","Point","","166159119",5,1,"central_brain","left","IB","720575941668467699","720575941554924571","proofread","proofread"
"(430720, 169184, 190485)","","","","IB","","","Point","","96992746",4,1,"central_brain","right","IB","720575941444062283","720575941449875893","fragment","proofread"
"(470672, 185296, 172260)","","","","IB","","","Point","","131212497",3,1,"central_brain","right","IB","720575941393603990","720575941212644387","proofread","fragment"
"(444960, 187120, 191295)","","","","IB","","","Point","","111056078",4,1,"central_brain","right","IB","720575941562314230","720575940710533237","fragment","fragment"
"(459520, 197056, 182025)","","","","IB","","","Point","","118958662",3,1,"central_brain","right","IB","720575941529352328","720575941009371415","fragment","fragment"
"(472336, 194144, 170595)","","","","IB","","","Point","","131294218",3,1,"central_brain","right","IB","720575941494177406","720575941390374149","proofread","fragment"
"(448832, 184160, 168795)","","","","IB","","","Point","","110965529",4,1,"central_brain","right","IB","720575941515358051","720575941569596718","fragment","proofread"
"(448464, 177952, 169785)","","","","IB","","","Point","","110964949",4,1,"central_brain","right","IB","720575941097230360","720575940983851038","fragment","fragment"
"(434208, 191424, 178110)","","","","IB","","","Point","","104018997",5,1,"central_brain","right","IB","720575941377472477","720575941377467357","fragment","fragment"
"(480304, 175760, 188685)","","","","IB","","","Point","","136359505",4,1,"central_brain","right","IB","720575941565130642","720575941357660675","proofread","fragment"
"(453216, 199312, 188235)","","","","IB","","","Point","","118533760",5,1,"central_brain","right","IB","720575941565854610","720575941122195569","proofread","fragment"
"(582896, 171584, 189720)","","","","ICL","","","Point","","196975788",4,1,"central_brain","left","ICL","720575941504652850","720575940465314637","proofread","fragment"
"(580784, 160736, 188865)","","","","ICL","","","Point","","197021545",3,1,"central_brain","left","ICL","720575941627074668","720575940788445291","proofread","fragment"
"(536224, 143072, 202500)","","","","ICL","","","Point","","169722784",5,1,"central_brain","left","ICL","720575941523192147","720575941177098159","fragment","fragment"
"(588048, 180912, 174690)","","","","ICL","","","Point","","197441319",3,1,"central_brain","left","ICL","720575941473290592","720575941488028844","fragment","fragment"
"(546848, 137328, 208665)","","","","ICL","","","Point","","174832730",3,1,"central_brain","left","ICL","720575941453086535","720575941455736642","proofread","fragment"
"(542224, 156224, 178380)","","","","ICL","","","Point","","169897043",4,1,"central_brain","left","ICL","720575940994945635","720575941545563356","fragment","fragment"
"(550112, 138192, 214605)","","","","ICL","","","Point","","175692040",5,1,"central_brain","left","ICL","720575941498082688","720575941529943712","proofread","fragment"
"(570416, 166752, 166635)","","","","ICL","","","Point","","186997601",5,1,"central_brain","left","ICL","720575940626819563","720575940626983147","fragment","fragment"
"(574736, 122016, 169425)","","","","ICL","","","Point","","190723956",3,1,"central_brain","left","ICL","720575941491815113","720575940831995943","proofread","fragment"
"(582896, 145648, 171000)","","","","ICL","","","Point","","196823270",5,1,"central_brain","left","ICL","720575941514761804","720575940464444782","proofread","fragment"
"(397600, 167376, 168885)","","","","ICL","","","Point","","79858234",5,1,"central_brain","right","ICL","720575941461192132","720575940781618433","proofread","fragment"
"(388608, 151072, 172125)","","","","ICL","","","Point","","74786107",5,1,"central_brain","right","ICL","720575941610658634","720575940483946295","proofread","fragment"
"(372736, 185360, 177705)","","","","ICL","","","Point","","67534323",3,1,"central_brain","right","ICL","720575941480979680","720575941449847118","proofread","proofread"
"(426128, 138208, 184680)","","","","ICL","","","Point","","95610391",3,1,"central_brain","right","ICL","720575941537191907","720575941660898727","proofread","fragment"
"(410368, 138848, 159255)","","","","ICL","","","Point","","84191986",4,1,"central_brain","right","ICL","720575941690109915","720575941114272145","proofread","fragment"
"(419680, 150480, 203940)","","","","ICL","","","Point","","89334633",3,1,"central_brain","right","ICL","720575941595626791","720575941670062257","proofread","proofread"
"(384960, 130288, 162270)","","","","ICL","","","Point","","70975606",4,1,"central_brain","right","ICL","720575941549684596","720575941614232146","proofread","fragment"
"(378592, 185600, 189270)","","","","ICL","","","Point","","72192458",3,1,"central_brain","right","ICL","720575941664348028","720575940405954082","proofread","fragment"
"(422080, 130592, 206730)","","","","ICL","","","Point","","89455615",4,1,"central_brain","right","ICL","720575941441446079","720575941236249452","proofread","fragment"
"(403152, 158704, 177165)","","","","ICL","","","Point","","79253016",4,1,"central_brain","right","ICL","720575941564710056","720575941071556634","identified","fragment"
"(547136, 241440, 130815)","","","","IPS","","","Point","","176959426",5,1,"central_brain","left","IPS","720575941546221317","720575941454244265","proofread","proofread"
"(526768, 193520, 127665)","","","","IPS","","","Point","","165415409",2,1,"central_brain","left","IPS","720575940880761448","720575940881197416","fragment","fragment"
"(579248, 208592, 121500)","","","","IPS","","","Point","","192890749",3,1,"central_brain","left","IPS","720575941549300541","720575940673011165","proofread","fragment"
"(540208, 197312, 112410)","","","","IPS","","","Point","","170955856",3,1,"central_brain","left","IPS","720575941569349370","720575940522350869","proofread","fragment"
"(538752, 230352, 132030)","","","","IPS","","","Point","","171477234",4,1,"central_brain","left","IPS","720575941448373056","720575940555040036","fragment","fragment"
"(582624, 203104, 127305)","","","","IPS","","","Point","","197792070",5,1,"central_brain","left","IPS","720575941565310215","720575940632047152","proofread","fragment"
"(543488, 215152, 122940)","","","","IPS","","","Point","","171564165",4,1,"central_brain","left","IPS","720575941516638467","720575941002083401","proofread","fragment"
"(560848, 205664, 105615)","","","","IPS","","","Point","","182132699",5,1,"central_brain","left","IPS","720575941113105728","720575941112913216","fragment","fragment"
"(528992, 240416, 122625)","","","","IPS","","","Point","","166019215",5,1,"central_brain","left","IPS","720575940556119686","720575940556120710","fragment","fragment"
"(605136, 211248, 121140)","","","","IPS","","","Point","","207064420",4,1,"central_brain","left","IPS","720575941437394143","720575941189917488","proofread","fragment"
"(412704, 195424, 116100)","","","","IPS","","","Point","","85395903",3,1,"central_brain","right","IPS","720575941450793385","720575941595590951","proofread","proofread"
"(398448, 211040, 114885)","","","","IPS","","","Point","","80018857",3,1,"central_brain","right","IPS","720575941644799826","720575941651737877","proofread","fragment"
"(367856, 209408, 98730)","","","","IPS","","","Point","","65134624",3,1,"central_brain","right","IPS","720575941515238234","720575940449100365","proofread","fragment"
"(410864, 222960, 111600)","","","","IPS","","","Point","","85499149",5,1,"central_brain","right","IPS","720575941577519961","720575940712038894","proofread","fragment"
"(452640, 217344, 135810)","","","","IPS","","","Point","","118439726",5,1,"central_brain","right","IPS","720575941519536051","720575940476495261","proofread","fragment"
"(382688, 201472, 127935)","","","","IPS","","","Point","","71777201",4,1,"central_brain","right","IPS","720575941536270360","720575940435126620","fragment","fragment"
"(380848, 217520, 117765)","","","","IPS","","","Point","","71747199",4,1,"central_brain","right","IPS","720575941406474031","720575941505880719","proofread","fragment"
"(380864, 215808, 105660)","","","","IPS","","","Point","","72051495",3,1,"central_brain","right","IPS","720575941595497509","720575940804018154","proofread","fragment"
"(419360, 213424, 111555)","","","","IPS","","","Point","","91145582",5,1,"central_brain","right","IPS","720575941638266399","720575941569015981","proofread","fragment"
"(406400, 225408, 107100)","","","","IPS","","","Point","","85706818",4,1,"central_brain","right","IPS","720575941596301607","720575941466719766","proofread","proofread"
"(550192, 695904, 225180)","","","","IntTct","","","Point","","177945988",3,1,"ventral_nerve_cord","left","IntTct","720575941458128307","720575941457797360","fragment","proofread"
"(532304, 669456, 198990)","","","","IntTct","","","Point","","166830457",5,1,"ventral_nerve_cord","left","IntTct","720575941482557882","720575941519376217","proofread","fragment"
"(559952, 622816, 177435)","","","","IntTct","","","Point","","182925826",3,1,"ventral_nerve_cord","left","IntTct","720575941393490838","720575941629359000","proofread","fragment"
"(517136, 608144, 198180)","","","","IntTct","","","Point","","160565862",4,1,"ventral_nerve_cord","left","IntTct","720575941498438523","720575940532483432","proofread","fragment"
"(516016, 660336, 208710)","","","","IntTct","","","Point","","155121352",3,1,"ventral_nerve_cord","left","IntTct","720575941411724050","720575941508861521","fragment","fragment"
"(522256, 592608, 188010)","","","","IntTct","","","Point","","160702523",4,1,"ventral_nerve_cord","left","IntTct","720575941510509072","720575940766019310","proofread","fragment"
"(503120, 655824, 215910)","","","","IntTct","","","Point","","148878566",4,1,"ventral_nerve_cord","left","IntTct","720575941692996314","720575941692979674","fragment","fragment"
"(552192, 649312, 209160)","","","","IntTct","","","Point","","177986507",5,1,"ventral_nerve_cord","left","IntTct","720575941579198585","720575940806220187","proofread","fragment"
"(528576, 644160, 199305)","","","","IntTct","","","Point","","166402786",5,1,"ventral_nerve_cord","left","IntTct","720575941568043388","720575940397500303","fragment","fragment"
"(544912, 660704, 214875)","","","","IntTct","","","Point","","177429699",4,1,"ventral_nerve_cord","left","IntTct","720575941573620744","720575940493697463","proofread","fragment"
"(486640, 608240, 181800)","","","","IntTct","","","Point","","137155567",1,1,"ventral_nerve_cord","right","IntTct","720575940964964380","720575941463160208","fragment","proofread"
"(448352, 682096, 198720)","","","","IntTct","","","Point","","112767556",3,1,"ventral_nerve_cord","right","IntTct","720575941530867075","720575941101736943","proofread","fragment"
"(470008, 681568, 182632)","","","","IntTct","","","Point","","126850283",2,1,"ventral_nerve_cord","right","IntTct","720575941721638714","720575941390672790","proofread","proofread"
