"Coordinate 1","Coordinate 2","Ellipsoid Dimensions","Tags","Description","Segment IDs","Parent ID","Type","ID","syn_id","size","size_bin","region","side","neuropil","pre_root_id","post_root_id","pre_status","post_status"
"(483856, 921376, 294615)","","","","LNp_T3","","","Point","","140049987",4,1,"ventral_nerve_cord","left","LNp_T3","720575941687971291","720575940792226905","proofread","fragment"
"(467424, 960736, 264960)","","","","LNp_T3","","","Point","","129609479",1,1,"ventral_nerve_cord","left","LNp_T3","720575941454546679","720575941454453751","fragment","fragment"
"(463136, 945744, 273645)","","","","LNp_T3","","","Point","","129458504",5,1,"ventral_nerve_cord","left","LNp_T3","720575941253273515","720575941252921515","fragment","fragment"
"(394864, 877792, 249840)","","","","LNp_T3","","","Point","","76711719",5,1,"ventral_nerve_cord","right","LNp_T3","720575941689154828","720575941525489508","proofread","proofread"
"(382848, 956560, 210555)","","","","LNp_T3","","","Point","","72801980",3,1,"ventral_nerve_cord","right","LNp_T3","720575941435104003","720575940437138999","fragment","fragment"
"(366144, 923456, 227295)","","","","LNp_T3","","","Point","","65579504",4,1,"ventral_nerve_cord","right","LNp_T3","720575941627125817","720575940502466480","proofread","fragment"
"(371472, 929648, 228150)","","","","LNp_T3","","","Point","","68971389",3,1,"ventral_nerve_cord","right","LNp_T3","720575941512640978","720575940497600934","proofread","fragment"
"(366848, 933584, 221355)","","","","LNp_T3","","","Point","","65625379",3,1,"ventral_nerve_cord","right","LNp_T3","720575941556819713","720575941578439513","proofread","proofread"
"(364752, 917888, 231705)","","","","LNp_T3","","","Point","","65520323",5,1,"ventral_nerve_cord","right","LNp_T3","720575941590285096","720575941470220643","proofread","fragment"
"(398816, 843008, 243855)","","","","LNp_T3","","","Point","","81183279",5,1,"ventral_nerve_cord","right","LNp_T3","720575941456443807","720575941446226757","identified","fragment"
"(367888, 923872, 229455)","","","","LNp_T3","","","Point","","65580357",4,1,"ventral_nerve_cord","right","LNp_T3","720575941491605447","720575940518089582","fragment","fragment"
"(371744, 926528, 229185)","","","","LNp_T3","","","Point","","68971497",5,1,"ventral_nerve_cord","right","LNp_T3","720575941471573347","720575940498767526","fragment","fragment"
"(379584, 959936, 202635)","","","","LNp_T3","","","Point","","72626739",5,1,"ventral_nerve_cord","right","LNp_T3","720575941468970304","720575940576128821","proofread","fragment"
"(648480, 216224, 102870)","","","","LO","","","Point","","222948490",5,1,"optic_lobe","left","LO","720575941499565986","720575941442986959","fragment","fragment"
"(681760, 212576, 67410)","","","","LO","","","Point","","230394654",5,1,"optic_lobe","left","LO","720575941633590432","720575941574129161","proofread","proofread"
"(728128, 164304, 150120)","","","","LO","","","Point","","243384946",5,1,"optic_lobe","left","LO","720575941546014213","720575941261955553","proofread","fragment"
"(724816, 133024, 129195)","","","","LO","","","Point","","239946571",4,1,"optic_lobe","left","LO","720575941635352251","720575941536510296","proofread","proofread"
"(668864, 182560, 86760)","","","","LO","","","Point","","227840454",5,1,"optic_lobe","left","LO","720575941500122593","720575940935231717","proofread","fragment"
"(699488, 156976, 99135)","","","","LO","","","Point","","233315947",4,1,"optic_lobe","left","LO","720575941553532415","720575941446048426","proofread","proofread"
"(714320, 122576, 127665)","","","","LO","","","Point","","237777441",4,1,"optic_lobe","left","LO","720575941627855498","720575941535071619","proofread","identified"
"(709600, 137344, 128295)","","","","LO","","","Point","","235416063",3,1,"optic_lobe","left","LO","720575941171445253","720575941245313736","fragment","fragment"
"(713280, 140400, 140580)","","","","LO","","","Point","","237735560",4,1,"optic_lobe","left","LO","720575941473350954","720575940596912091","proofread","fragment"
"(734016, 131376, 127035)","","","","LO","","","Point","","243354451",5,1,"optic_lobe","left","LO","720575941534085093","720575941520547955","proofread","fragment"
"(296112, 218080, 148545)","","","","LO","","","Point","","45978548",5,1,"optic_lobe","right","LO","720575941573445432","720575941426902483","fragment","fragment"
"(281616, 213952, 175680)","","","","LO","","","Point","","40476561",3,1,"optic_lobe","right","LO","720575941473270283","720575941296520445","identified","fragment"
"(248000, 188752, 156195)","","","","LO","","","Point","","31079997",3,1,"optic_lobe","right","LO","720575941154985062","720575941544994459","fragment","fragment"
"(224800, 155456, 145305)","","","","LO","","","Point","","25001567",3,1,"optic_lobe","right","LO","720575941353859356","720575941347987841","fragment","fragment"
"(255328, 174736, 81675)","","","","LO","","","Point","","33443373",3,1,"optic_lobe","right","LO","720575941456956656","720575941432854946","proofread","fragment"
"(233952, 176960, 134370)","","","","LO","","","Point","","28860190",3,1,"optic_lobe","right","LO","720575941574038415","720575941257945876","proofread","fragment"
"(267552, 134624, 151785)","","","","LO","","","Point","","37487604",3,1,"optic_lobe","right","LO","720575941471045341","720575940858033778","proofread","fragment"
"(259856, 191136, 136125)","","","","LO","","","Point","","36463864",5,1,"optic_lobe","right","LO","720575941541396509","720575940678861186","proofread","fragment"
"(268640, 165056, 133245)","","","","LO","","","Point","","37947237",3,1,"optic_lobe","right","LO","720575941473107498","720575941505979301","proofread","proofread"
"(267200, 209120, 79920)","","","","LO","","","Point","","36826076",3,1,"optic_lobe","right","LO","720575941594660971","720575941609655017","identified","proofread"
"(738016, 163552, 170730)","","","","LOP","","","Point","","246314903",5,1,"optic_lobe","left","LOP","720575941446748586","720575941591707672","proofread","fragment"
"(725376, 204000, 154080)","","","","LOP","","","Point","","242078488",3,1,"optic_lobe","left","LOP","720575941510274433","720575941535392600","proofread","proofread"
"(753776, 221328, 53550)","","","","LOP","","","Point","","248670600",3,1,"optic_lobe","left","LOP","720575941555403770","720575941461749971","fragment","proofread"
"(682960, 230064, 103635)","","","","LOP","","","Point","","232708139",1,1,"optic_lobe","left","LOP","720575941542913031","720575941475325694","fragment","fragment"
"(741120, 188208, 158625)","","","","LOP","","","Point","","246849237",5,1,"optic_lobe","left","LOP","720575941439540703","720575940706357226","proofread","fragment"
"(760688, 176576, 132570)","","","","LOP","","","Point","","250701844",4,1,"optic_lobe","left","LOP","720575941461738310","720575941390857297","proofread","fragment"
"(737344, 221040, 93330)","","","","LOP","","","Point","","246777332",4,1,"optic_lobe","left","LOP","720575941543617053","720575941536822810","proofread","proofread"
"(747184, 223184, 38250)","","","","LOP","","","Point","","248950504",4,1,"optic_lobe","left","LOP","720575940460853603","720575941518235795","fragment","proofread"
"(707712, 225296, 112095)","","","","LOP","","","Point","","236684273",5,1,"optic_lobe","left","LOP","720575941524251639","720575941563703797","proofread","fragment"
"(690477, 230509, 57906)","","","","LOP","","","Point","","232702967",5,1,"optic_lobe","left","LOP","720575941491826124","720575940699452580","proofread","fragment"
"(220864, 200272, 124605)","","","","LOP","","","Point","","24195244",3,1,"optic_lobe","right","LOP","720575941438390357","720575941500382281","proofread","proofread"
"(272992, 231664, 104895)","","","","LOP","","","Point","","39046290",5,1,"optic_lobe","right","LOP","720575941517795950","720575941245154510","proofread","fragment"
"(195888, 196752, 128880)","","","","LOP","","","Point","","18669034",4,1,"optic_lobe","right","LOP","720575941508987717","720575941364541629","identified","fragment"
"(254592, 235264, 144720)","","","","LOP","","","Point","","34309970",4,1,"optic_lobe","right","LOP","720575941473125440","720575940578756337","proofread","fragment"
"(193104, 208960, 72225)","","","","LOP","","","Point","","16786629",3,1,"optic_lobe","right","LOP","720575941564284470","720575940627108026","proofread","fragment"
"(204464, 194256, 164880)","","","","LOP","","","Point","","21411029",3,1,"optic_lobe","right","LOP","720575941423679919","720575940595711069","fragment","fragment"
"(206800, 215264, 75645)","","","","LOP","","","Point","","21689621",5,1,"optic_lobe","right","LOP","720575941627139227","720575941626863929","proofread","proofread"
"(234880, 208304, 132750)","","","","LOP","","","Point","","29373115",3,1,"optic_lobe","right","LOP","720575941638696223","720575940427310982","proofread","fragment"
"(266064, 237680, 108540)","","","","LOP","","","Point","","37040257",5,1,"optic_lobe","right","LOP","720575941679264445","720575941361490282","proofread","fragment"
"(211424, 186864, 149130)","","","","LOP","","","Point","","20961717",4,1,"optic_lobe","right","LOP","720575941407845038","720575941483704829","proofread","proofread"
"(552288, 645840, 133605)","","","","LTct","","","Point","","177909245",3,1,"ventral_nerve_cord","left","LTct","720575941491506997","720575940991120230","proofread","fragment"
"(506864, 722016, 202500)","","","","LTct","","","Point","","149793867",1,1,"ventral_nerve_cord","left","LTct","720575941451960387","720575941516100954","fragment","proofread"
"(554400, 637648, 157500)","","","","LTct","","","Point","","182947259",5,1,"ventral_nerve_cord","left","LTct","720575941402823715","720575941105417297","proofread","fragment"
"(529680, 662224, 175320)","","","","LTct","","","Point","","166600852",3,1,"ventral_nerve_cord","left","LTct","720575941470633871","720575941470634127","fragment","fragment"
"(508576, 733296, 178425)","","","","LTct","","","Point","","155574170",3,1,"ventral_nerve_cord","left","LTct","720575941579945561","720575941418503129","proofread","fragment"
"(501552, 738048, 181980)","","","","LTct","","","Point","","149589299",5,1,"ventral_nerve_cord","left","LTct","720575941668481779","720575941384699865","proofread","fragment"
"(539520, 723328, 211320)","","","","LTct","","","Point","","172883137",3,1,"ventral_nerve_cord","left","LTct","720575941574746377","720575940912148836","proofread","fragment"
"(517008, 726512, 178515)","","","","LTct","","","Point","","161572878",5,1,"ventral_nerve_cord","left","LTct","720575941521525579","720575941536303858","proofread","proofread"
"(522496, 670288, 179730)","","","","LTct","","","Point","","161869521",4,1,"ventral_nerve_cord","left","LTct","720575941474434078","720575941088837111","fragment","fragment"
"(526288, 725792, 177390)","","","","LTct","","","Point","","167146852",5,1,"ventral_nerve_cord","left","LTct","720575941494330750","720575941456334751","proofread","proofread"
"(516080, 705040, 165825)","","","","LTct","","","Point","","155389867",4,1,"ventral_nerve_cord","right","LTct","720575941552129927","720575941464508865","proofread","fragment"
"(484736, 725680, 175905)","","","","LTct","","","Point","","138268862",4,1,"ventral_nerve_cord","right","LTct","720575941580279229","720575941559245038","fragment","proofread"
"(531456, 633056, 128430)","","","","LTct","","","Point","","166805666",4,1,"ventral_nerve_cord","right","LTct","720575941586314308","720575941479284960","proofread","proofread"
"(483728, 714784, 165825)","","","","LTct","","","Point","","138306807",3,1,"ventral_nerve_cord","right","LTct","720575941593904342","720575941614841045","proofread","proofread"
"(501200, 692336, 176265)","","","","LTct","","","Point","","149009679",3,1,"ventral_nerve_cord","right","LTct","720575941439278421","720575940739725791","proofread","fragment"
"(508432, 668560, 171585)","","","","LTct","","","Point","","155097914",5,1,"ventral_nerve_cord","right","LTct","720575941475633514","720575941205720290","fragment","fragment"
"(505024, 705232, 179055)","","","","LTct","","","Point","","149225606",5,1,"ventral_nerve_cord","right","LTct","720575941413455252","720575941369918597","proofread","fragment"
"(475712, 671344, 179460)","","","","LTct","","","Point","","133031340",5,1,"ventral_nerve_cord","right","LTct","720575941626271626","720575941034265522","proofread","fragment"
"(530480, 637536, 144720)","","","","LTct","","","Point","","166408210",3,1,"ventral_nerve_cord","right","LTct","720575941336192839","720575941335669831","fragment","fragment"
"(504432, 704736, 179325)","","","","LTct","","","Point","","149225212",4,1,"ventral_nerve_cord","right","LTct","720575941424973396","720575941570733420","proofread","fragment"
"(578816, 188112, 225405)","","","","MB_CA","","","Point","","193070186",5,1,"central_brain","left","MB_CA","720575941592972840","720575941485907518","proofread","fragment"
"(579008, 196256, 218745)","","","","MB_CA","","","Point","","192909757",5,1,"central_brain","left","MB_CA","720575941479047648","720575940468519174","proofread","fragment"
"(567392, 177184, 228150)","","","","MB_CA","","","Point","","186987662",3,1,"central_brain","left","MB_CA","720575941734526507","720575941463594368","proofread","fragment"
"(613920, 180208, 208980)","","","","MB_CA","","","Point","","210798925",3,1,"central_brain","left","MB_CA","720575941237399122","720575941575821176","fragment","fragment"
"(574400, 175968, 235035)","","","","MB_CA","","","Point","","192155333",5,1,"central_brain","left","MB_CA","720575941413891156","720575941411651668","fragment","fragment"
"(606080, 161552, 233010)","","","","MB_CA","","","Point","","205858541",4,1,"central_brain","left","MB_CA","720575941496971136","720575940629911893","proofread","fragment"
"(561520, 185360, 217530)","","","","MB_CA","","","Point","","181836062",5,1,"central_brain","left","MB_CA","720575940380135412","720575941533685258","fragment","proofread"
"(612272, 190272, 215595)","","","","MB_CA","","","Point","","210875975",3,1,"central_brain","left","MB_CA","720575941627520923","720575941538291861","proofread","proofread"
"(589680, 192464, 203580)","","","","MB_CA","","","Point","","197497945",4,1,"central_brain","left","MB_CA","720575941512884044","720575941604971710","fragment","proofread"
"(609632, 183024, 215010)","","","","MB_CA","","","Point","","209492960",4,1,"central_brain","left","MB_CA","720575941564011062","720575941558608676","fragment","proofread"
"(395296, 195600, 205695)","","","","MB_CA","","","Point","","75241704",3,1,"central_brain","right","MB_CA","720575941530840504","720575941489940172","proofread","proofread"
"(367248, 171216, 217485)","","","","MB_CA","","","Point","","64625025",3,1,"central_brain","right","MB_CA","720575941669349107","720575941585532126","proofread","proofread"
"(400448, 169200, 231390)","","","","MB_CA","","","Point","","80408770",3,1,"central_brain","right","MB_CA","720575941482622627","720575941674731578","proofread","fragment"
"(377440, 183872, 211725)","","","","MB_CA","","","Point","","67731573",5,1,"central_brain","right","MB_CA","720575941517877331","720575941432332247","fragment","proofread"
"(399200, 190192, 211995)","","","","MB_CA","","","Point","","80696496",4,1,"central_brain","right","MB_CA","720575941563501736","720575941489498677","proofread","proofread"
"(363248, 175472, 215550)","","","","MB_CA","","","Point","","64458522",5,1,"central_brain","right","MB_CA","720575941554922119","720575941625154762","proofread","proofread"
"(363840, 178112, 226125)","","","","MB_CA","","","Point","","64681406",4,1,"central_brain","right","MB_CA","720575941547471721","720575941391012758","proofread","fragment"
"(384320, 177584, 233190)","","","","MB_CA","","","Point","","71228167",4,1,"central_brain","right","MB_CA","720575941482622627","720575940622914892","proofread","fragment"
"(403168, 180064, 233865)","","","","MB_CA","","","Point","","79373739",4,1,"central_brain","right","MB_CA","720575941604176886","720575941553266726","proofread","fragment"
"(405008, 168720, 222300)","","","","MB_CA","","","Point","","79097792",3,1,"central_brain","right","MB_CA","720575941641538079","720575941384928250","proofread","fragment"
"(571808, 57136, 178425)","","","","MB_ML","","","Point","","190315358",4,1,"central_brain","left","MB_ML","720575941482495930","720575941643337298","fragment","proofread"
"(496256, 77072, 174015)","","","","MB_ML","","","Point","","140429907",4,1,"central_brain","left","MB_ML","720575941656845268","720575941449558621","proofread","proofread"
"(502272, 93888, 167265)","","","","MB_ML","","","Point","","145778433",4,1,"central_brain","left","MB_ML","720575941431047343","720575941330819519","fragment","fragment"
"(501696, 95728, 178290)","","","","MB_ML","","","Point","","145661666",4,1,"central_brain","left","MB_ML","720575941439309631","720575941499400012","proofread","fragment"
"(583856, 68704, 171945)","","","","MB_ML","","","Point","","195484297",3,1,"central_brain","left","MB_ML","720575941443040794","720575941443651098","fragment","fragment"
"(498608, 64880, 168975)","","","","MB_ML","","","Point","","146111941",4,1,"central_brain","left","MB_ML","720575941553906589","720575940710718688","fragment","fragment"
"(577136, 60496, 172620)","","","","MB_ML","","","Point","","190390857",3,1,"central_brain","left","MB_ML","720575941573151227","720575941348624665","fragment","fragment"
"(583040, 63600, 166095)","","","","MB_ML","","","Point","","195573696",4,1,"central_brain","left","MB_ML","720575941475915313","720575940627773027","proofread","fragment"
"(506304, 89344, 160515)","","","","MB_ML","","","Point","","145889957",4,1,"central_brain","left","MB_ML","720575941448126688","720575941498581068","fragment","fragment"
"(579008, 83920, 173115)","","","","MB_ML","","","Point","","190469272",4,1,"central_brain","left","MB_ML","720575941564876951","720575941522517323","proofread","proofread"
"(421808, 61056, 160515)","","","","MB_ML","","","Point","","88300119",5,1,"central_brain","right","MB_ML","720575941430677719","720575941218023389","proofread","fragment"
"(489056, 78592, 163080)","","","","MB_ML","","","Point","","140445229",3,1,"central_brain","right","MB_ML","720575941552141191","720575941234143743","proofread","fragment"
"(420992, 62736, 154620)","","","","MB_ML","","","Point","","88659100",3,1,"central_brain","right","MB_ML","720575941549179965","720575941216329693","proofread","fragment"
"(416800, 68928, 160335)","","","","MB_ML","","","Point","","88445668",5,1,"central_brain","right","MB_ML","720575941469116858","720575941447058535","fragment","fragment"
"(422768, 52352, 168075)","","","","MB_ML","","","Point","","88269042",4,1,"central_brain","right","MB_ML","720575941667191795","720575941508203536","fragment","fragment"
"(426832, 59792, 145170)","","","","MB_ML","","","Point","","94499481",4,1,"central_brain","right","MB_ML","720575941525447140","720575941313804269","fragment","fragment"
"(416512, 60608, 158355)","","","","MB_ML","","","Point","","88296695",5,1,"central_brain","right","MB_ML","720575941482622627","720575941524453091","proofread","fragment"
"(389152, 85792, 160335)","","","","MB_ML","","","Point","","73417901",3,1,"central_brain","right","MB_ML","720575941597551552","720575941497798369","proofread","proofread"
"(405072, 80960, 172485)","","","","MB_ML","","","Point","","77612435",5,1,"central_brain","right","MB_ML","720575941559276303","720575941519203251","proofread","proofread"
"(445696, 45040, 173115)","","","","MB_ML","","","Point","","108076421",4,1,"central_brain","right","MB_ML","720575941402093088","720575940639369595","fragment","fragment"
"(611488, 87776, 169965)","","","","MB_PED","","","Point","","208399662",4,1,"central_brain","left","MB_PED","720575941536688872","720575940589742695","proofread","fragment"
"(607712, 130736, 184635)","","","","MB_PED","","","Point","","205178048",3,1,"central_brain","left","MB_PED","720575941503929889","720575941463530672","fragment","fragment"
"(596688, 125792, 187290)","","","","MB_PED","","","Point","","200426550",3,1,"central_brain","left","MB_PED","720575941246506735","720575941246551791","fragment","fragment"
"(603216, 118272, 183375)","","","","MB_PED","","","Point","","205984955",5,1,"central_brain","left","MB_PED","720575941456690096","720575941457315534","fragment","fragment"
"(574080, 104720, 176490)","","","","MB_PED","","","Point","","190674898",3,1,"central_brain","left","MB_PED","720575941492122800","720575941543234845","proofread","proofread"
"(586656, 111952, 177660)","","","","MB_PED","","","Point","","195745957",4,1,"central_brain","left","MB_PED","720575940551567378","720575941447510197","fragment","fragment"
"(598976, 99504, 169470)","","","","MB_PED","","","Point","","200266309",4,1,"central_brain","left","MB_PED","720575941590011972","720575941403979120","proofread","proofread"
"(589760, 101648, 182835)","","","","MB_PED","","","Point","","195761211",5,1,"central_brain","left","MB_PED","720575941513673487","720575941513669903","fragment","fragment"
"(595232, 105936, 171045)","","","","MB_PED","","","Point","","200530160",5,1,"central_brain","left","MB_PED","720575941482152387","720575940613854751","identified","fragment"
"(597360, 80608, 172755)","","","","MB_PED","","","Point","","200165868",5,1,"central_brain","left","MB_PED","720575941642161016","720575941689127692","fragment","proofread"
"(389600, 90880, 155925)","","","","MB_PED","","","Point","","73418024",5,1,"central_brain","right","MB_PED","720575941466605142","720575941476655156","proofread","proofread"
"(397456, 105808, 157230)","","","","MB_PED","","","Point","","77782496",3,1,"central_brain","right","MB_PED","720575941626773962","720575940388986672","proofread","fragment"
"(387728, 108080, 166815)","","","","MB_PED","","","Point","","73593505",4,1,"central_brain","right","MB_PED","720575941547093384","720575941415411996","fragment","proofread"
"(391936, 96752, 166770)","","","","MB_PED","","","Point","","74081313",3,1,"central_brain","right","MB_PED","720575941516139354","720575941462437776","fragment","proofread"
"(380400, 85216, 158985)","","","","MB_PED","","","Point","","69831787",5,1,"central_brain","right","MB_PED","720575941553717383","720575941416009108","proofread","proofread"
"(387360, 100928, 157500)","","","","MB_PED","","","Point","","73891299",3,1,"central_brain","right","MB_PED","720575941525905252","720575940450812996","proofread","fragment"
"(379776, 114768, 160380)","","","","MB_PED","","","Point","","70508398",5,1,"central_brain","right","MB_PED","720575941556209152","720575941556215296","fragment","fragment"
"(369536, 97312, 168075)","","","","MB_PED","","","Point","","66184128",4,1,"central_brain","right","MB_PED","720575941644463736","720575941040910158","proofread","fragment"
"(384064, 101744, 161505)","","","","MB_PED","","","Point","","69807776",3,1,"central_brain","right","MB_PED","720575941606204606","720575941586084230","proofread","proofread"
"(393088, 98608, 163485)","","","","MB_PED","","","Point","","74081799",3,1,"central_brain","right","MB_PED","720575941434317198","720575941426566740","proofread","proofread"
"(574000, 106704, 210330)","","","","MB_VL","","","Point","","191389158",5,1,"central_brain","left","MB_VL","720575941486712898","720575941333753259","identified","fragment"
"(579216, 100624, 187425)","","","","MB_VL","","","Point","","190439626",4,1,"central_brain","left","MB_VL","720575941206586044","720575941206557116","fragment","fragment"
"(569200, 98816, 200880)","","","","MB_VL","","","Point","","185132026",3,1,"central_brain","left","MB_VL","720575941588637252","720575940565124800","proofread","fragment"
"(585040, 109568, 239310)","","","","MB_VL","","","Point","","196458668",4,1,"central_brain","left","MB_VL","720575941549685620","720575940696994934","proofread","fragment"
"(574144, 102176, 193230)","","","","MB_VL","","","Point","","191290821",4,1,"central_brain","left","MB_VL","720575941673002663","720575941133701501","proofread","fragment"
"(566912, 111968, 249975)","","","","MB_VL","","","Point","","186194170",4,1,"central_brain","left","MB_VL","720575940908428216","720575941014842961","fragment","fragment"
"(549776, 94512, 245025)","","","","MB_VL","","","Point","","173878576",3,1,"central_brain","left","MB_VL","720575940857023405","720575940792256891","fragment","fragment"
"(590336, 99040, 205875)","","","","MB_VL","","","Point","","200306603",4,1,"central_brain","left","MB_VL","720575941627819372","720575940641568554","proofread","fragment"
"(580992, 108496, 241020)","","","","MB_VL","","","Point","","196450427",4,1,"central_brain","left","MB_VL","720575941480332825","720575941690120344","fragment","proofread"
"(590736, 103136, 236475)","","","","MB_VL","","","Point","","200877698",5,1,"central_brain","left","MB_VL","720575941559024366","720575940831019502","proofread","fragment"
"(391088, 80688, 171090)","","","","MB_VL","","","Point","","73349823",3,1,"central_brain","right","MB_VL","720575941498067666","720575941553155411","fragment","fragment"
"(412112, 90992, 237645)","","","","MB_VL","","","Point","","83000992",3,1,"central_brain","right","MB_VL","720575941514521699","720575941352043547","fragment","fragment"
"(414976, 77040, 198765)","","","","MB_VL","","","Point","","88313093",4,1,"central_brain","right","MB_VL","720575941611385674","720575940930201712","proofread","fragment"
"(403472, 97008, 200655)","","","","MB_VL","","","Point","","77701246",3,1,"central_brain","right","MB_VL","720575941449571194","720575941538293383","fragment","fragment"
"(414496, 89392, 202275)","","","","MB_VL","","","Point","","82894668",3,1,"central_brain","right","MB_VL","720575941491905737","720575941615358937","proofread","fragment"
"(387856, 84304, 169695)","","","","MB_VL","","","Point","","73557572",3,1,"central_brain","right","MB_VL","720575941575815784","720575941498029266","proofread","fragment"
"(407248, 98336, 200880)","","","","MB_VL","","","Point","","83177103",4,1,"central_brain","right","MB_VL","720575941435542158","720575941610973357","proofread","proofread"
"(411280, 95328, 221895)","","","","MB_VL","","","Point","","85286913",5,1,"central_brain","right","MB_VL","720575941498609633","720575940847879829","fragment","fragment"
"(400400, 94208, 196695)","","","","MB_VL","","","Point","","77698609",5,1,"central_brain","right","MB_VL","720575941572952059","720575941532523478","fragment","fragment"
"(393504, 78768, 178335)","","","","MB_VL","","","Point","","73341469",3,1,"central_brain","right","MB_VL","720575941638397301","720575941561727286","proofread","fragment"
"(801728, 121264, 33165)","","","","ME","","","Point","","257704600",4,1,"optic_lobe","left","ME","720575941450946573","720575940969564929","fragment","fragment"
"(827472, 130768, 135990)","","","","ME","","","Point","","265163843",5,1,"optic_lobe","left","ME","720575941432625545","720575941429029209","proofread","fragment"
"(774560, 151328, 77535)","","","","ME","","","Point","","255152970",3,1,"optic_lobe","left","ME","720575941428247380","720575940809423437","proofread","fragment"
"(759056, 188960, 58410)","","","","ME","","","Point","","250646710",5,1,"optic_lobe","left","ME","720575941640721013","720575940506146063","proofread","fragment"
"(763984, 115776, 90765)","","","","ME","","","Point","","249705953",3,1,"optic_lobe","left","ME","720575941577964392","720575941209491696","proofread","fragment"
"(796064, 127200, 176760)","","","","ME","","","Point","","258015887",5,1,"optic_lobe","left","ME","720575941518332819","720575941456084471","proofread","fragment"
"(766064, 121904, 126540)","","","","ME","","","Point","","252116597",3,1,"optic_lobe","left","ME","720575941418268444","720575941443219273","proofread","fragment"
"(781552, 96080, 120645)","","","","ME","","","Point","","254908012",4,1,"optic_lobe","left","ME","720575941550482292","720575941088380818","proofread","fragment"
"(782464, 135408, 174915)","","","","ME","","","Point","","254146022",5,1,"optic_lobe","left","ME","720575941536219992","720575941146439231","proofread","fragment"
"(821696, 112112, 78120)","","","","ME","","","Point","","263829267",3,1,"optic_lobe","left","ME","720575941200524319","720575941200823071","fragment","fragment"
"(223408, 112032, 138150)","","","","ME","","","Point","","25154619",3,1,"optic_lobe","right","ME","720575941613767526","720575941489835580","proofread","fragment"
"(187440, 99488, 99945)","","","","ME","","","Point","","15005494",4,1,"optic_lobe","right","ME","720575941531196600","720575940933802352","proofread","fragment"
"(126720, 135024, 130770)","","","","ME","","","Point","","1048835",3,1,"optic_lobe","right","ME","720575941582949333","720575941594164261","fragment","proofread"
"(128176, 211184, 67725)","","","","ME","","","Point","","1622687",4,1,"optic_lobe","right","ME","720575941536264730","720575941264339646","proofread","fragment"
"(225184, 197744, 49410)","","","","ME","","","Point","","26493716",4,1,"optic_lobe","right","ME","720575941411161884","720575940902161283","fragment","fragment"
"(159392, 209200, 104895)","","","","ME","","","Point","","9501556",5,1,"optic_lobe","right","ME","720575941446780330","720575941144424004","identified","fragment"
"(133504, 164688, 82170)","","","","ME","","","Point","","2187686",5,1,"optic_lobe","right","ME","720575941523876863","720575941481916614","fragment","proofread"
"(152752, 150208, 46440)","","","","ME","","","Point","","6452229",5,1,"optic_lobe","right","ME","720575941659725648","720575940805637900","proofread","fragment"
"(210832, 117664, 87570)","","","","ME","","","Point","","19779353",4,1,"optic_lobe","right","ME","720575941454922221","720575941222036924","proofread","fragment"
"(211600, 136992, 111915)","","","","ME","","","Point","","21066704",5,1,"optic_lobe","right","ME","720575941087777463","720575941087777207","fragment","fragment"
"(552240, 743792, 191250)","","","","MesoNM-T2","","","Point","","178649654",5,1,"ventral_nerve_cord","left","MesoNM-T2","720575941524103524","720575940406425800","proofread","fragment"
"(576672, 773856, 176310)","","","","MesoNM-T2","","","Point","","195179124",4,1,"ventral_nerve_cord","left","MesoNM-T2","720575941434096910","720575940489597910","proofread","fragment"
"(558432, 764208, 156015)","","","","MesoNM-T2","","","Point","","184237920",5,1,"ventral_nerve_cord","left","MesoNM-T2","720575941458435283","720575941319503746","proofread","fragment"
"(560096, 731728, 253575)","","","","MesoNM-T2","","","Point","","184120518",5,1,"ventral_nerve_cord","left","MesoNM-T2","720575941441633883","720575941454008265","proofread","fragment"
"(590320, 798352, 187785)","","","","MesoNM-T2","","","Point","","204480984",5,1,"ventral_nerve_cord","left","MesoNM-T2","720575941499033431","720575940896859383","fragment","fragment"
"(562112, 731808, 189315)","","","","MesoNM-T2","","","Point","","183807282",3,1,"ventral_nerve_cord","left","MesoNM-T2","720575941549359103","720575940885482219","proofread","fragment"
"(525504, 770720, 183870)","","","","MesoNM-T2","","","Point","","167667464",4,1,"ventral_nerve_cord","left","MesoNM-T2","720575941615267225","720575941551870692","proofread","fragment"
"(566128, 742720, 256275)","","","","MesoNM-T2","","","Point","","189536375",3,1,"ventral_nerve_cord","left","MesoNM-T2","720575941527860390","720575941570793288","proofread","proofread"
"(523072, 743376, 190620)","","","","MesoNM-T2","","","Point","","161961214",4,1,"ventral_nerve_cord","left","MesoNM-T2","720575941645096865","720575941492350078","proofread","proofread"
"(567712, 761024, 233190)","","","","MesoNM-T2","","","Point","","189765948",4,1,"ventral_nerve_cord","left","MesoNM-T2","720575941459558800","720575941483891386","proofread","proofread"
"(446064, 767616, 160335)","","","","MesoNM-T2","","","Point","","113562441",3,1,"ventral_nerve_cord","right","MesoNM-T2","720575940880958501","720575941407690744","fragment","fragment"
"(441248, 676448, 185760)","","","","MesoNM-T2","","","Point","","105523648",5,1,"ventral_nerve_cord","right","MesoNM-T2","720575940954532915","720575940989586779","fragment","fragment"
"(477472, 713616, 143730)","","","","MesoNM-T2","","","Point","","133016175",3,1,"ventral_nerve_cord","right","MesoNM-T2","720575941576229385","720575940879516626","proofread","fragment"
