id,UMAP1,UMAP2,supervoxel_id,position,side,region,flow,super_class,hemilineage,cell_function,nerve,cell_type,fafb_cell_type,manc_cell_type,cluster,super_cluster
720575941468687581,-5.786566650367557,4.317813519545335,77059754677388598,"147192, 180168, 4702",left,ventral_nerve_cord,efferent,motor,NA,leg_motor,left_mesothoracic_leg_nerve,tibia_extensor_FETi,NA,Ti extensor MN,EFF_13,middle-hind leg
720575941497863497,-5.691672241187869,4.1290766039569675,76989660878392237,"143785, 187358, 5009",left,ventral_nerve_cord,efferent,motor,03A,leg_motor,left_mesothoracic_leg_nerve,tibia_extensor_SETi,NA,Ti extensor MN,EFF_13,middle-hind leg
720575941494963582,-6.1485599632032475,4.327567223616383,77060098476245819,"146691,189458,5517",left,ventral_nerve_cord,efferent,motor,19A,leg_motor,left_mesothoracic_leg_nerve,femur_reductor,NA,auto:IN19A013,EFF_13,middle-hind leg
720575941687653238,-5.8986691589124804,4.361897591658387,76919360853905225,"143233,189695,5100",left,ventral_nerve_cord,efferent,motor,17X,leg_motor,left_mesothoracic_leg_nerve,trochanter_extensor,NA,Tr extensor MN,EFF_13,middle-hind leg
720575941494740094,-6.456288730598272,4.0361558237750845,76216979484666353,"122478, 228584, 6552",left,ventral_nerve_cord,efferent,motor,NA,leg_motor,left_metathoracic_leg_nerve,sternal_anterior_rotator_ventrolateral_ribbon,NA,Sternal anterior rotator MN,EFF_13,middle-hind leg
720575941403875952,5.046722019218638,2.2640708723743384,75443473054495037,"100339, 245417, 6560",left,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg08,NA,MNad53,EFF_03,abdomen-positioning
720575941654220561,4.972899759315673,2.375004176207338,75513910518116541,"102341, 246013, 6548",left,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg96f,NA,MNad53,EFF_03,abdomen-positioning
720575941415020572,-5.98916283795911,3.2488151827533582,76146747978021718,"119404, 231588, 5760",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_metathoracic_leg_nerve,long_tendon_muscle_ltm_B,NA,ltm1-tibia MN,EFF_13,middle-hind leg
720575941468774667,-6.50525513837415,3.662322167464051,76216910698063271,"121448, 226580, 6299",left,ventral_nerve_cord,efferent,motor,16B,leg_motor,left_metathoracic_leg_nerve,trochanter_flexor_ventrolateral_ribbon,NA,auto:IN16B020,EFF_13,middle-hind leg
720575941528662438,-6.321039592719852,3.2295767107685003,76357648052229137,"126931, 225920, 5798",left,ventral_nerve_cord,efferent,motor,19A,leg_motor,left_metathoracic_leg_nerve,accessory_tibia_flexor_B,NA,MNhl02,EFF_13,middle-hind leg
720575941483327485,7.25065764238757,0.9446271696765769,75091835558905065,"90069, 249921, 6736",left,ventral_nerve_cord,efferent,visceral_circulatory,NA,NA,abdominal_nerve_trunk,EFFabg35,NA,MNad09,EFF_05,abdomen-ureter
720575941431160824,-6.565075313545037,3.372358922072198,76357648052379629,"125922, 225953, 5850",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_metathoracic_leg_nerve,tibia_flexor,NA,Acc. ti flexor MN,EFF_13,middle-hind leg
720575941458778182,-0.7122024650343034,1.8612362185199556,76145579612675995,"120081, 198263, 5242",left,ventral_nerve_cord,efferent,visceral_circulatory,27X,"myomodulation,energy_metabolism",NA,EN27X010,NA,EN27X010,EFF_09,flight-energy-power
720575941563946038,6.560021484398078,0.2556849756915903,75724810591904690,"107884, 241629, 6431",left,ventral_nerve_cord,efferent,visceral_circulatory,NA,"diuresis,stress_tolerance,pain_threshold",abdominal_nerve_trunk,EFFabg44,NA,MNad13,EFF_15,abdomen-reproductive
720575941628601126,2.481619203590573,1.009569529600892,75443404335053424,"99801, 241943, 6566",left,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg10,NA,MNad11,EFF_07,abdomen motor 1
720575941562109440,4.891917074226547,2.287996892042922,75372966804353278,"98213, 240492, 6343",left,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg12,NA,MNad02,EFF_03,abdomen motor 1
720575941645259128,-6.196863567329227,4.432140950270448,77060167128775640,"145531, 192460, 5317",left,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,left_mesothoracic_leg_nerve,sternal_posterior_rotator_MesoLN_dorsal_5,NA,MNml29,EFF_13,middle-hind leg
720575941627279515,8.961018646263302,-3.0655156335155627,76773949367269295,"138140, 51092, 967",left,central_brain,efferent,motor,putative_primary,proboscis_motor,left_maxillary-labial_nerve,MN7,MN7,NA,EFF_01,proboscis-antenna
720575941547204488,8.2114807014696,-1.266095261863914,76562568189761623,"132234, 41321, 707",left,central_brain,efferent,motor,putative_primary,salivary_motor,left_maxillary-labial_nerve,MN13,MN13,NA,EFF_02,ingestion-digestion
720575941484914498,9.060437763237179,-3.2814419230739738,76914755641775346,"142099, 51738, 1274",left,central_brain,efferent,motor,putative_primary,proboscis_motor,left_maxillary-labial_nerve,MN2Da,MN2Da,NA,EFF_01,proboscis-antenna
720575941585908446,8.796116436027706,-3.50043737500116,77055493264866972,"146552,51938,1752",left,central_brain,efferent,motor,putative_primary,antenna_motor,left_antennal_nerve,CB0750,CB0750,NA,EFF_01,proboscis-antenna
720575941573843464,8.44355734636707,-1.9111863335888053,76351393170016257,"126589, 40282, 451",left,central_brain,efferent,motor,putative_primary,pharynx_motor,left_pharyngeal_nerve,MN12D,MN12D,NA,EFF_02,ingestion-digestion
720575941402749552,-4.908841526008426,-4.532127018861022,77125793356177751,"148917, 50590, 1824",left,central_brain,efferent,motor,LB3__prim,antenna_motor,left_antennal_nerve,CB0873,CB0873,NA,EFF_11,front leg
720575941589105292,8.897556388878069,-2.9755493363659027,76844386897484257,"139424, 51291, 1066",left,central_brain,efferent,motor,putative_primary,proboscis_motor,left_maxillary-labial_nerve,MN7,MN7,NA,EFF_01,proboscis-antenna
720575941571565307,5.218452060722531,1.871904734679017,75161516906860440,"90492, 231323, 5943",left,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_second_abdominal_nerve, right_second_abdominal_nerve",EN00B026,NA,EN00B026,EFF_03,abdomen-ureter
720575941406487726,7.365992630027938,0.47136760146215967,75864929538242016,"111386, 221333, 6316",left,ventral_nerve_cord,efferent,visceral_circulatory,NA,"diuresis,stress_tolerance,pain_threshold",left_second_abdominal_nerve,EFFabg38,NA,MNad54,EFF_04,energy homeostasis
720575941478745921,7.906867111229143,0.11224103362158304,75654098317755247,"106487, 230139, 6854",left,ventral_nerve_cord,efferent,visceral_circulatory,27X,"diuresis,stress_tolerance,pain_threshold",left_second_abdominal_nerve,EFFabg37,NA,MNad21,EFF_04,energy homeostasis
720575941566876726,7.5528665428392285,0.3956449070651864,75864860818933295,"111084, 221170, 6373",left,ventral_nerve_cord,efferent,visceral_circulatory,NA,"diuresis,stress_tolerance,pain_threshold",left_second_abdominal_nerve,EFFabg36,NA,MNad54,EFF_04,energy homeostasis
720575941619965567,4.938149059318723,-0.3184694012920533,76286523528062069,"124913, 204600, 6326",left,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_dorsal_metathoracic_nerve, right_dorsal_metathoracic_nerve",EN00B007,NA,EN00B007,EFF_06,feeding-endocrine
720575941437487148,2.0651535486213675,1.6402274409015547,75654166969807395,"105568, 232513, 6417",left,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,abdominal_nerve_trunk,EN00B026,NA,EN00B026,EFF_07,abdomen-ureter
720575941498727035,-1.0939275378950228,2.1235357561786596,76216292222823466,"121783, 208235, 6320",left,ventral_nerve_cord,efferent,motor,06A,leg_motor,left_metathoracic_leg_nerve,MNhl88,NA,MNhl88,EFF_09,flight-energy-power
720575941479276227,1.6470718329183471,1.2408040800769637,75724192049483364,"106680, 223203, 6163",left,ventral_nerve_cord,efferent,motor,NA,NA,left_fourth_abdominal_nerve,EFFabg18,NA,MNad16,EFF_07,abdomen motor 1
720575941539828828,5.382201993965333,-0.2773445805828246,75161585626529819,"90492, 231930, 6005",left,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_second_abdominal_nerve, right_second_abdominal_nerve",EN00B024,NA,EN00B024,EFF_06,feeding-endocrine
720575941489671625,2.2135546748868835,1.5094293394763798,75794354501501797,"108672, 216189, 5817",left,ventral_nerve_cord,efferent,motor,NA,NA,right_fourth_abdominal_nerve,EFFabg19,NA,MNad06,EFF_07,abdomen motor 1
720575941460086995,2.0583828856579682,1.113190774031434,75021123083241220,"87218, 239619, 6264",left,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,right_fourth_abdominal_nerve,EN00B026,NA,EN00B026,EFF_07,abdomen-ureter
720575941559964175,1.767502123617352,1.2767432966907357,75794423288010870,"109584, 218164, 6064",left,ventral_nerve_cord,efferent,motor,12A,NA,left_fourth_abdominal_nerve,EFFabg25,NA,MNad44,EFF_07,abdomen motor 1
720575941568802094,7.259919727348508,0.4129973688800674,75794698300003236,"108808, 225616, 6517",left,ventral_nerve_cord,efferent,visceral_circulatory,00B,"diuresis,stress_tolerance,pain_threshold",left_second_abdominal_nerve,EFFabg49,NA,MNad13,EFF_04,abdomen-reproductive
720575941502737899,1.4409152512781034,1.3149229326923226,75935298215170929,"112832, 221751, 6009",left,ventral_nerve_cord,efferent,motor,06A,NA,left_fourth_abdominal_nerve,EFFabg14,NA,MNad02,EFF_07,abdomen motor 1
720575941436910303,6.094618404411496,-0.812376078061309,75443335682467623,"99189, 239804, 6748",left,ventral_nerve_cord,efferent,motor,NA,NA,left_fourth_abdominal_nerve,ENXXX226,NA,ENXXX226,EFF_16,thoracic-abdominal
720575941540889037,1.7018025164834858,1.4417148867328498,75443335682611146,"99538, 239740, 6803",left,ventral_nerve_cord,efferent,motor,06A,NA,left_fourth_abdominal_nerve,EFFabg25,NA,MNad10,EFF_07,abdomen motor 1
720575941513203459,2.196972394489463,1.5015240946491049,75162135583857348,"91957, 248785, 6826",left,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg19,NA,MNad06,EFF_07,abdomen motor 1
720575941437614933,1.65063836624545,1.05635250002936,75162204303067225,"91432, 249903, 6729",left,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg18,NA,MNad16,EFF_07,abdomen motor 1
720575941574222152,7.875685298942746,0.20019901187017924,75794698166020386,"109905, 226243, 6091",left,ventral_nerve_cord,efferent,visceral_circulatory,27X,"diuresis,stress_tolerance,pain_threshold",left_fourth_abdominal_nerve,EFFabg37,NA,MNad21,EFF_04,energy homeostasis
720575941438919724,0.5241268520585929,0.999022368498597,76075692173141189,"118521, 212368, 6226",left,ventral_nerve_cord,efferent,motor,03B,NA,left_second_abdominal_nerve,EFFabg31,NA,MNad36,EFF_09,abdomen motor 2
720575941622252796,-6.267391597724735,3.659394864149842,76357579466636825,"125649, 223601, 6185",left,ventral_nerve_cord,efferent,motor,03A,leg_motor,left_first_abdominal_nerve,tergotrochanter_extensor_MetaAN,NA,MNhl02,EFF_13,middle-hind leg
720575941577119825,-6.353065883613406,3.654081944533143,76216979350686043,"121108, 228281, 6130",left,ventral_nerve_cord,efferent,motor,12B,leg_motor,left_first_abdominal_nerve,tergotrochanter_extensor_MetaAN,NA,MNhl01,EFF_13,middle-hind leg
720575941492529278,1.9515512726612099,0.980585459776672,75935023404150183,"113330, 213944, 6177",left,ventral_nerve_cord,efferent,motor,NA,NA,left_second_abdominal_nerve,EFFabg33,NA,MNad30,EFF_07,abdomen motor 1
720575941517726936,-6.433546459174933,4.050153378554139,76216704606977647,"121138, 221043, 6636",left,ventral_nerve_cord,efferent,motor,13B,leg_motor,left_metathoracic_leg_nerve,sternal_posterior_rotator_dorsomedial_ribbon,NA,auto:IN13B001,EFF_13,middle-hind leg
720575941551713415,-1.0845665092237606,2.028220538206849,76216154783624894,"122657, 204464, 6241",left,ventral_nerve_cord,efferent,motor,03B,haltere_motor,left_first_abdominal_nerve,MNad29,NA,MNad29,EFF_09,flight-energy-power
720575941644108961,4.8467613106004634,-0.2985023221294558,76145510960363168,"118964, 195160, 5518",left,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_metathoracic_leg_nerve, right_metathoracic_leg_nerve",EN00B008_T3,NA,EN00B008,EFF_06,feeding-endocrine
720575941618260607,-6.310314571357529,3.3374692240436343,75935573227132682,"113653, 230840, 6457",left,ventral_nerve_cord,efferent,motor,08A,leg_motor,left_metathoracic_leg_nerve,sternal_posterior_rotator_dorsomedial_ribbon,NA,auto:IN08A002,EFF_13,middle-hind leg
720575941488656332,5.097362840675534,2.4578279295642647,75443472920638583,"99727, 245259, 6139",left,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg99f,NA,auto:EN00B002,EFF_03,abdomen-positioning
720575941605127670,6.565974319481065,1.7155412474353597,75302735431613167,"96005, 244371, 5932",left,ventral_nerve_cord,efferent,visceral_circulatory,NA,NA,abdominal_nerve_trunk,ab-PDF,NA,auto:INXXX441,EFF_05,abdomen-ureter
720575941535900353,6.483697498344627,0.5223419705112313,75232641565808144,"93230, 252063, 6102",left,ventral_nerve_cord,efferent,visceral_circulatory,NA,ovulation,abdominal_nerve_trunk,EFFabg41,NA,MNad17,EFF_15,abdomen-reproductive
720575941547348029,6.4772544746629634,0.11840689570501788,75232572913379291,"92177, 251493, 6343",left,ventral_nerve_cord,efferent,visceral_circulatory,NA,ovulation,abdominal_nerve_trunk,EFFabg41,NA,MNad23,EFF_15,abdomen-reproductive
720575941468776971,2.5511055832139813,1.529952172346864,75443404268036023,"100103, 242558, 6347",left,ventral_nerve_cord,efferent,motor,06A,NA,abdominal_nerve_trunk,EFFabg20,NA,MNad15,EFF_07,abdomen motor 1
720575941415606556,4.893173301719846,2.2616339960773395,75021535534556459,"86258, 253793, 6863",left,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg07,NA,MNad08,EFF_03,abdomen-positioning
720575941531195595,-6.334399616218387,3.700931195326605,76427879424750954,"127145, 221920, 6106",left,ventral_nerve_cord,efferent,motor,08A,leg_motor,left_metathoracic_leg_nerve,trochanter_flexor_ventrolateral_ribbon,NA,Sternal anterior rotator MN,EFF_13,middle-hind leg
720575941525586507,-6.5066427345045446,4.007828835554872,76146335795083918,"119265, 219272, 6166",left,ventral_nerve_cord,efferent,motor,21A,leg_motor,left_metathoracic_leg_nerve,sternal_posterior_rotator_dorsomedial_ribbon,NA,auto:IN21A001,EFF_13,middle-hind leg
720575941526075673,-6.380582248664676,-3.216484781197758,76563393292801632,"132849, 66564, 2335",left,central_brain,efferent,motor,MX12__prim,neck_motor,left_ventral_cervical_nerve,"VCvN1,VCvN2","VCvN1,VCvN2",NA,EFF_12,head-eye-antenna
720575941513444089,9.0409279709093,-3.279844041756835,76492680481494597,"129864, 56178, 699",left,central_brain,efferent,motor,putative_primary,proboscis_motor,left_maxillary-labial_nerve,MN4a,MN4a,NA,EFF_01,proboscis-antenna
720575941535409178,-2.487533008552384,2.1830865183551693,76427398320857695,"127721, 208246, 5703",left,ventral_nerve_cord,efferent,motor,16B,haltere_steering,left_first_abdominal_nerve,MNhm42,NA,MNhm42,EFF_17,flight-steering
720575941502759767,-6.194286739326279,3.4819580355365587,76287348228913541,"123337, 227394, 6590",left,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,left_metathoracic_leg_nerve,femur_reductor_tiny,NA,Fe reductor MN,EFF_13,middle-hind leg
720575941434381710,-0.9973239059217539,1.976497773237977,76427398321122603,"127503, 207703, 5804",left,ventral_nerve_cord,efferent,motor,16B,haltere_steering,left_first_abdominal_nerve,hiii2 MN,NA,hiii2 MN,EFF_09,flight-energy-power
720575941564037430,-1.3362747783430209,2.3261772433002332,76427398320852703,"127889, 208751, 5704",left,ventral_nerve_cord,efferent,motor,16B,haltere_steering,left_third_abdominal_nerve,hi2 MN,NA,hi2 MN,EFF_09,flight-energy-power
720575941650258709,-6.199831401801883,3.637495163985047,76216429728501062,"121262, 211626, 6436",left,ventral_nerve_cord,efferent,motor,NA,haltere_motor,left_metathoracic_leg_nerve,MNhl59,NA,MNhl59,EFF_13,middle-hind leg
720575941632094880,-6.1050237769849875,3.579274300642762,76216910765347061,"122024, 226542, 6619",left,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,left_metathoracic_leg_nerve,femur_reductor_tiny,NA,Fe reductor MN,EFF_13,middle-hind leg
720575941549899892,-6.3809494132764915,3.527761105604921,76076585660280829,"117393,238238,6822",left,ventral_nerve_cord,efferent,motor,NA,leg_motor,left_first_abdominal_nerve,tergotrochanter_extensor_MetaAN,NA,MNhl02,EFF_13,middle-hind leg
720575941491272393,-6.385821735359012,3.62501585871772,76357579400098224,"125387, 224713, 6123",left,ventral_nerve_cord,efferent,motor,NA,leg_motor,left_metathoracic_leg_nerve,trochanter_flexor_ventrolateral_ribbon,NA,Sternal anterior rotator MN,EFF_13,middle-hind leg
720575941665539827,-1.2431267852552494,2.240311030455391,76216085997430801,"122792, 201905, 6134",left,ventral_nerve_cord,efferent,motor,06A,leg_motor,left_metathoracic_leg_nerve,MNhl88,NA,MNhl88,EFF_09,flight-energy-power
720575941537495489,-6.364306842780876,4.061342362471383,75935710532370878,"112866, 234523, 6136",left,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,left_metathoracic_leg_nerve,pleural_remotor_and_abductor_dorsomedial_ribbon,NA,MNhl29,EFF_13,middle-hind leg
720575941546998972,-1.4024180526502719,2.371841076918397,76356960924121267,"126250, 205286, 5896",left,ventral_nerve_cord,efferent,motor,08A,haltere_power,left_first_abdominal_nerve,hDVM MN,NA,hDVM MN,EFF_09,flight-energy-power
720575941508440193,-6.460803424812151,3.4458628931720567,76357648052334347,"126361, 225452, 5823",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_metathoracic_leg_nerve,tibia_flexor_Fast,NA,Ti flexor MN,EFF_13,middle-hind leg
720575941509003792,-6.3454050178297035,3.518236283369813,76427948076772066,"127383, 223603, 5736",left,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,left_metathoracic_leg_nerve,accessory_trochanter_flexor,NA,MNhl29,EFF_13,middle-hind leg
720575941480482755,-6.4116081352003444,3.8919140139301147,76357648118977611,"126581, 225843, 5898",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_metathoracic_leg_nerve,tarsus_depressor_B,NA,MNhl68,EFF_13,middle-hind leg
720575941435859232,-6.3001655692823455,3.282746438093934,76146816764636055,"120345, 234937, 5995",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_metathoracic_leg_nerve,tarsus_depressor_B,NA,MNhl68,EFF_13,middle-hind leg
720575941521190835,-6.4553569907911434,3.46851122767524,76357648052354985,"126768, 225769, 5839",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_metathoracic_leg_nerve,tibia_flexor,NA,Ti flexor MN,EFF_13,middle-hind leg
720575941471839296,-6.538463985420065,3.5810886660297228,76146541886822384,"120658, 226737, 6062",left,ventral_nerve_cord,efferent,motor,19A,leg_motor,left_metathoracic_leg_nerve,tibia_extensor_FETi,NA,Ti extensor MN,EFF_13,middle-hind leg
720575941488989129,-1.4275149459608178,2.4819129744251107,76356685979706253,"125281, 198026, 5845",left,ventral_nerve_cord,efferent,motor,08A,haltere_steering,left_first_abdominal_nerve,hi1 MN,NA,hi1 MN,EFF_09,flight-energy-power
720575941578679121,-6.633761798835582,3.935906533308772,76357510747164399,"125866, 221986, 6173",left,ventral_nerve_cord,efferent,motor,19A,leg_motor,left_metathoracic_leg_nerve,sternotrochanter_extensor_ventrolateral_ribbon,NA,Sternotrochanter MN,EFF_13,middle-hind leg
720575941689495515,-5.940241729713278,3.2243744173725055,76498591631914828,"129656, 232612, 5597",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_metathoracic_leg_nerve,long_tendon_muscle_ltm_B,NA,ltm1-tibia MN,EFF_13,middle-hind leg
720575941519179480,-6.27940884778577,3.2016426363666377,76427948076681593,"128602, 224309, 5692",left,ventral_nerve_cord,efferent,motor,16B,leg_motor,left_metathoracic_leg_nerve,tarsus_levator_D,NA,Pleural remotor/abductor MN,EFF_13,middle-hind leg
720575941549456673,-5.934868251777469,3.200223568983829,76146747978251913,"119142, 232148, 5842",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_metathoracic_leg_nerve,long_tendon_muscle_ltm_B,NA,ltm2-femur MN,EFF_13,middle-hind leg
720575941624174844,-6.263701831794559,3.248588208266063,76146747978092519,"120131, 231555, 5775",left,ventral_nerve_cord,efferent,motor,16B,leg_motor,left_metathoracic_leg_nerve,tarsus_depressor_dipalpha_ventralU,NA,MNhl64,EFF_13,middle-hind leg
720575941474483249,-1.3205772990949738,2.4750729838092553,76286454741002091,"124877, 202314, 5893",left,ventral_nerve_cord,efferent,motor,08A,haltere_motor,left_first_abdominal_nerve,hi1 MN,NA,MNad28,EFF_09,flight-energy-power
720575941497037218,-6.390400325752078,3.5377289095599984,76005941904382234,"115904, 231078, 6257",left,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,left_metathoracic_leg_nerve,accessory_trochanter_flexor,NA,Tr flexor MN,EFF_13,middle-hind leg
720575941484865346,-6.39203683087902,3.416420106001644,76357648119073479,"125688, 227313, 5937",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_metathoracic_leg_nerve,accessory_tibia_flexor_B,NA,Acc. ti flexor MN,EFF_13,middle-hind leg
720575941486464066,-2.5260023231275612,2.227125529356758,76427123443148703,"127080, 198690, 5765",left,ventral_nerve_cord,efferent,motor,16B,haltere_steering,left_first_abdominal_nerve,MNhm03,NA,MNhm03,EFF_17,flight-steering
720575941525682253,-6.680266773200811,-3.2967798671047355,76706948749708896,"136010,149748,4220",left,ventral_nerve_cord,efferent,motor,16B,neck_motor,left_dorsal_prothoracic_nerve,DProN3b,NA,"DProN3a,DProN3b",EFF_12,head-eye-antenna
720575941503713003,8.57205542375965,-2.0353885254184867,76562293311461052,"131209, 33482, 694",left,central_brain,efferent,motor,putative_primary,pharynx_motor,right_pharyngeal_nerve,MNx01,MNx01,NA,EFF_02,ingestion-digestion
720575941470698507,8.482052886985988,-0.5990263184826035,76632662055478324,"134632, 33944, 573",left,central_brain,efferent,motor,putative_primary,crop_motor,left_pharyngeal_nerve_or_accessory_pharyngeal_nerve,CEM,CEM,NA,EFF_02,ingestion-digestion
720575941474569521,8.570949638389791,-2.0905904135028983,76492130658447451,"129974, 40153, 364",left,central_brain,efferent,motor,putative_primary,pharynx_motor,left_pharyngeal_nerve,MN12D,MN12D,NA,EFF_02,ingestion-digestion
720575941410682479,9.11431797792834,-3.1446950396816398,76844111952602290,"141288, 43455, 798",left,central_brain,efferent,motor,putative_primary,proboscis_motor,left_pharyngeal_nerve_or_accessory_pharyngeal_nerve,MN9,MN9,NA,EFF_01,proboscis-antenna
720575941450979150,7.906360710167126,0.1968832054813245,76844044239966652,"139771, 41013, 4716",left,central_brain,efferent,visceral_circulatory,NA,NA,left_corpus_cardiacum_nerve,l_NSC,l_NSC_unknown,NA,EFF_04,energy homeostasis
720575941445316266,-0.8726951236494201,2.5761321821887777,76355792425109231,"125425, 170665, 5054",left,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_anterior_dorsal_mesothoracic_nerve, left_mesothoracic_accessory_nerve, right_anterior_dorsal_mesothoracic_nerve, right_mesothoracic_accessory_nerve, right_mesothoracic_leg_nerve, left_mesothoracic_leg_nerve",EN00B011,NA,EN00B011,EFF_09,flight-energy-power
720575941495677383,-0.6438659782178988,2.011310700484071,76355998516020710,"125262, 177504, 4644",left,ventral_nerve_cord,efferent,visceral_circulatory,27X,"myomodulation,energy_metabolism",NA,EN27X010,NA,EN27X010,EFF_09,flight-energy-power
720575941495645819,6.1458831672899015,-0.8694269022266532,76356273327480988,"125150,185980,4599",left,ventral_nerve_cord,efferent,motor,putative_primary,NA,left_dorsal_metathoracic_nerve,ENXXX226,NA,ENXXX226,EFF_16,thoracic-abdominal
720575941556144100,-6.0917972678907475,4.426180008955739,76919292335450058,"142256,187520,5745",left,ventral_nerve_cord,efferent,motor,20B.21B.22B,leg_motor,left_mesothoracic_leg_nerve,sternal_posterior_rotator_MesoLN_dorsal_5,NA,Sternal posterior rotator MN,EFF_13,middle-hind leg
720575941566243938,8.356126869224758,-1.6722185274879624,76913999660347288,"142544, 30416, 864",left,central_brain,efferent,motor,putative_primary,pharynx_motor,left_pharyngeal_nerve,MN11V,MN11V,NA,EFF_02,ingestion-digestion
720575941492158414,8.321148479484737,-0.4078490695278319,76773468196734507,"137217, 35354, 489",left,central_brain,efferent,motor,putative_primary,pharynx_motor,left_pharyngeal_nerve,MNx05,MNx05,NA,EFF_02,ingestion-digestion
720575941535342563,8.499256217979646,-1.9793705305378104,76632799427531455,"135153, 38883, 354",left,central_brain,efferent,motor,putative_primary,pharynx_motor,left_pharyngeal_nerve,MNx02,MNx02,NA,EFF_02,ingestion-digestion
720575941472369783,8.388112152122677,-1.7780232688705588,76632799427444742,"134286, 37177, 332",left,central_brain,efferent,motor,putative_primary,pharynx_motor,left_pharyngeal_nerve,MN10,MN10,NA,EFF_02,ingestion-digestion
720575941541136077,-0.6802763099439711,1.9875172415454718,76566348633139768,"131434, 155274, 3935",left,ventral_nerve_cord,efferent,visceral_circulatory,27X,"myomodulation,energy_metabolism",NA,EN27X010,NA,EN27X010,EFF_09,flight-energy-power
720575941560383347,-1.0088049525983918,3.0312277117450592,77762342808594157,"167505,145730,5520",left,ventral_nerve_cord,efferent,motor,16B,wing_power,left_anterior_dorsal_mesothoracic_nerve,DVM1a-c,NA,DVMn 1a-c,EFF_09,flight-energy-power
720575941547394081,-1.8995837325819125,2.6035043039996992,77762342875826979,"167505, 146872, 5704",left,ventral_nerve_cord,efferent,motor,16B,wing_steering,left_anterior_dorsal_mesothoracic_nerve,i2,NA,i2 MN,EFF_17,flight-steering
720575941537008370,-5.873677646613897,4.242179993696961,77201522756398263,"149867, 209004, 4016",left,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,left_mesothoracic_leg_nerve,accessory_trochanter_flexor,NA,Sternal adductor MN,EFF_13,middle-hind leg
720575941556245156,-5.669207488990613,3.964374665327821,76989592091975001,"143863, 184447, 4815",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_mesothoracic_leg_nerve,accessory_tibia_flexor_A,NA,Ti flexor MN,EFF_13,middle-hind leg
720575941668553639,-5.642259036994754,4.187005166121267,76919567012157449,"141906,194895,5022",left,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,left_mesothoracic_leg_nerve,accessory_trochanter_flexor,NA,Acc. tr flexor MN,EFF_13,middle-hind leg
720575941505496610,-5.63025752255994,3.724554184981141,77059960836015379,"145812, 186164, 4772",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_mesothoracic_leg_nerve,accessory_tibia_flexor_B,NA,MNml80,EFF_13,middle-hind leg
720575941497881417,-5.726943408942996,3.934787396498475,76989316945194654,"144161, 176190, 3763",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_mesothoracic_leg_nerve,tibia_flexor,NA,Ti flexor MN,EFF_13,middle-hind leg
720575941501921419,-5.633445655799688,4.1326538363178065,77130192074097928,"148048, 180988, 4542",left,ventral_nerve_cord,efferent,motor,15B,leg_motor,left_mesothoracic_leg_nerve,tibia_flexor,NA,Ti flexor MN,EFF_13,middle-hind leg
720575941577004881,-5.830930149055287,4.259736184187698,76918948201343512,"143169, 177627, 3766",left,ventral_nerve_cord,efferent,motor,19A,leg_motor,left_mesothoracic_leg_nerve,tarsus_levator_D,NA,MNml81,EFF_13,middle-hind leg
