bodyid,dataset,flow,super_class,cell_class,cell_sub_class,cell_type,region,side,cell_function,cell_function_detailed,peripheral_target_type,body_part_sensory,body_part_effector,nerve,hemilineage,sexually_dimorphic,neurotransmitter_verified,neuropeptide_verified,neurotransmitter_predicted
63867,MANC,afferent,sensory,taste_bristle_gustatory_neuron,middle_leg_taste_bristle_gustatory_neuron,LgLG1b,ventral_nerve_cord,NA,gustatory,"ppk23, ppk25",taste_bristle,middle_leg,NA,NA,NA,NA,NA,NA,NA
87399,MANC,afferent,sensory,taste_bristle_gustatory_neuron,middle_leg_taste_bristle_gustatory_neuron,LgLG2,ventral_nerve_cord,NA,gustatory,"contact_pheromone, Ir52a, Ir52b",taste_bristle,middle_leg,NA,NA,NA,NA,NA,NA,NA
132311,MANC,afferent,sensory,taste_bristle_gustatory_neuron,middle_leg_taste_bristle_gustatory_neuron,LgLG2,ventral_nerve_cord,NA,gustatory,"contact_pheromone, Ir52a, Ir52b",taste_bristle,middle_leg,NA,NA,NA,NA,NA,NA,NA
21580293661,MANC,afferent,sensory,taste_bristle_gustatory_neuron,middle_leg_taste_bristle_gustatory_neuron,LgLG2,ventral_nerve_cord,NA,gustatory,"contact_pheromone, Ir52a, Ir52b",taste_bristle,middle_leg,NA,NA,NA,NA,NA,NA,NA
80272,MANC,afferent,sensory,taste_bristle_gustatory_neuron,front_leg_taste_bristle_gustatory_neuron,LgLG2,ventral_nerve_cord,NA,gustatory,"contact_pheromone, Ir52a, Ir52b",taste_bristle,front_leg,NA,NA,NA,NA,NA,NA,NA
39260616116,MANC,afferent,sensory,taste_bristle_gustatory_neuron,front_leg_taste_bristle_gustatory_neuron,LgLG4,ventral_nerve_cord,NA,gustatory,"sugar, low_salt, Gr64f, Ir56b",taste_bristle,front_leg,NA,NA,NA,NA,NA,NA,NA
10120,MANC,afferent,sensory,chordotonal_organ_neuron,hind_leg_claw_chordotonal_organ_neuron,SNpp50,ventral_nerve_cord,left,proprioception,position,chordotonal_organ,hind_leg,NA,left_metathoracic_leg_nerve,NA,isomorphic,acetylcholine,NA,glutamate
10133,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN19A001,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,19A,isomorphic,gaba,NA,gaba
10158,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A067,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,20A.22A,dimorphic,acetylcholine,NA,acetylcholine
10203,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN08A002,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,08A,isomorphic,glutamate,NA,glutamate
10215,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN19A007,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,19A,isomorphic,gaba,NA,gaba
10258,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN19A002,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,19A,isomorphic,gaba,NA,gaba
10265,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN13B001,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,13B,isomorphic,gaba,NA,gaba
10341,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN03A039,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,03A,isomorphic,acetylcholine,NA,acetylcholine
10357,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN21A047,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,21A,dimorphic,NA,NA,glutamate
10405,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN13A003,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,13A,isomorphic,gaba,NA,gaba
10498,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN17A001,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,17A,isomorphic,acetylcholine,NA,acetylcholine
10533,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN14A002,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,14A,isomorphic,NA,NA,glutamate
10651,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN26X001,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,26X,isomorphic,NA,NA,gaba
10682,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN21A003,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,21A,isomorphic,NA,NA,glutamate
10742,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN09A003,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,09A,isomorphic,gaba,NA,gaba
10803,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN08A005,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,08A,isomorphic,glutamate,NA,glutamate
10876,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN17A025,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,17A,isomorphic,acetylcholine,NA,acetylcholine
10877,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN14A001,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,14A,isomorphic,NA,NA,gaba
10890,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN08A006,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,08A,isomorphic,NA,NA,gaba
10927,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,INXXX464,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,TBD,isomorphic,NA,NA,acetylcholine
11131,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN21A006,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,21A,isomorphic,NA,NA,glutamate
11166,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN13A015,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,13A,isomorphic,gaba,NA,gaba
11189,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN13B010,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,13B,isomorphic,gaba,NA,glutamate
11206,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN21A008,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,21A,isomorphic,NA,NA,glutamate
11271,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN13A006,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,13A,isomorphic,gaba,NA,gaba
11323,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN13A001,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,13A,isomorphic,gaba,NA,gaba
11412,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN03A053,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,03A,isomorphic,acetylcholine,NA,acetylcholine
11501,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN13A014,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,13A,isomorphic,gaba,NA,gaba
11503,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN08A007,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,08A,isomorphic,glutamate,NA,glutamate
11599,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN03A007,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,03A,isomorphic,acetylcholine,NA,acetylcholine
11631,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN21A017,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,21A,isomorphic,NA,NA,acetylcholine
11667,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN19A020,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,19A,isomorphic,gaba,NA,gaba
11699,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN19A021,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,19A,isomorphic,gaba,NA,gaba
11724,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN17A017,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,17A,isomorphic,acetylcholine,NA,acetylcholine
11764,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A047,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,20A.22A,isomorphic,acetylcholine,NA,acetylcholine
11813,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,MNhl02,ventral_nerve_cord,left,leg_motor,unknown_leg_movement,leg_muscle,NA,hind_leg,left_first_abdominal_nerve,TBD,isomorphic,NA,NA,glutamate
11826,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN21A016,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,21A,isomorphic,NA,NA,glutamate
11837,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN09A006,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,09A,isomorphic,gaba,NA,gaba
11903,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN16B024,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,16B,isomorphic,glutamate,NA,glutamate
11935,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN19A016,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,19A,isomorphic,gaba,NA,gaba
11989,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN13A012,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,13A,isomorphic,gaba,NA,gaba
12006,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN14A005,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,14A,isomorphic,NA,NA,glutamate
12054,MANC,intrinsic,ventral_nerve_cord_intrinsic,sequential_leg_neuromeres,ventral_nerve_cord_ipsilateral_restricted,IN17A007,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,17A,isomorphic,acetylcholine,NA,acetylcholine
12058,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN03A006,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,03A,isomorphic,acetylcholine,NA,acetylcholine
12069,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN13B013,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,13B,isomorphic,gaba,NA,gaba
12118,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN09A010,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,09A,isomorphic,gaba,NA,gaba
12248,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN21A014,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,21A,isomorphic,NA,NA,glutamate
12294,MANC,afferent,sensory,orphan_neuron,hind_leg_orphan_neuron,SNxxxx,ventral_nerve_cord,left,NA,NA,orphan,hind_leg,NA,left_metathoracic_leg_nerve,NA,isomorphic,NA,NA,glutamate
12315,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,INXXX466,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,TBD,isomorphic,NA,NA,acetylcholine
12421,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN08A008,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,08A,isomorphic,glutamate,NA,glutamate
12470,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN03B031,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,03B,isomorphic,NA,NA,gaba
12511,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A006,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,20A.22A,isomorphic,acetylcholine,NA,acetylcholine
12522,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN26X002,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,26X,isomorphic,NA,NA,gaba
12533,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN21A002,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,21A,isomorphic,NA,NA,glutamate
12538,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_bilateral_restricted,IN23B018,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,23B,dimorphic,acetylcholine,NA,acetylcholine
12550,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN14A008,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,14A,isomorphic,NA,NA,glutamate
12585,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,Ti flexor MN,ventral_nerve_cord,left,leg_motor,flex_femur_tibia_joint,tibia_flexor_muscle,NA,hind_leg,left_metathoracic_leg_nerve,15B,isomorphic,glutamate,NA,glutamate
12643,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN01B025,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,01B,dimorphic,gaba,NA,gaba
12759,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,Acc. ti flexor MN,ventral_nerve_cord,left,leg_motor,flex_femur_tibia_joint,accessory_tibia_flexor_muscle,NA,hind_leg,left_metathoracic_leg_nerve,15B,isomorphic,glutamate,NA,glutamate
12771,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN16B032,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,16B,dimorphic,glutamate,NA,glutamate
12860,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN19A022,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,19A,isomorphic,gaba,NA,gaba
12900,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN03A014,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,03A,isomorphic,acetylcholine,NA,acetylcholine
12907,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN16B029,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,16B,isomorphic,glutamate,NA,glutamate
12918,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN13A059,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,13A,isomorphic,gaba,NA,gaba
12953,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN16B036,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,16B,isomorphic,glutamate,NA,glutamate
12998,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN16B030,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,16B,isomorphic,glutamate,NA,glutamate
13067,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN19A033,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,19A,isomorphic,gaba,NA,gaba
13087,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN16B053,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,16B,isomorphic,glutamate,NA,glutamate
13095,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,MNhl66,ventral_nerve_cord,left,leg_motor,unknown_leg_movement,leg_muscle,NA,hind_leg,left_metathoracic_leg_nerve,TBD,isomorphic,NA,NA,glutamate
13192,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,Ti flexor MN,ventral_nerve_cord,left,leg_motor,flex_femur_tibia_joint,tibia_flexor_muscle,NA,hind_leg,left_metathoracic_leg_nerve,15B,isomorphic,glutamate,NA,glutamate
13210,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN13B012,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,13B,isomorphic,gaba,NA,gaba
13311,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,Ti flexor MN,ventral_nerve_cord,left,leg_motor,flex_femur_tibia_joint,tibia_flexor_muscle,NA,hind_leg,left_metathoracic_leg_nerve,15B,isomorphic,glutamate,NA,gaba
13327,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN14A010,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,14A,isomorphic,NA,NA,glutamate
13515,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN19A031,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,19A,isomorphic,gaba,NA,gaba
13581,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN01B023,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,01B,dimorphic,gaba,NA,gaba
13713,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN13B054,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,13B,isomorphic,gaba,NA,gaba
13735,MANC,afferent,sensory,hair_plate_neuron,hind_leg_hair_plate_neuron,SNpp45,ventral_nerve_cord,left,proprioception,joint_angle,hair_plate,hind_leg,NA,left_metathoracic_leg_nerve,NA,isomorphic,NA,NA,acetylcholine
13737,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN14A011,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,14A,isomorphic,NA,NA,glutamate
13835,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN01B042,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,01B,isomorphic,gaba,NA,gaba
13909,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN04B068,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,04B,isomorphic,acetylcholine,NA,acetylcholine
13978,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN16B033,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,16B,isomorphic,glutamate,NA,glutamate
14027,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN14A009,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,14A,isomorphic,NA,NA,glutamate
14032,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN03A092,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,03A,dimorphic,acetylcholine,NA,acetylcholine
14100,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A006,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,20A.22A,isomorphic,acetylcholine,NA,acetylcholine
14139,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN01B027,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,01B,isomorphic,gaba,NA,gaba
14145,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN14A013,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,14A,isomorphic,NA,NA,glutamate
14192,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A004,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,20A.22A,isomorphic,acetylcholine,NA,acetylcholine
14217,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN04B063,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,04B,isomorphic,acetylcholine,NA,acetylcholine
14225,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN13B017,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,13B,isomorphic,gaba,NA,gaba
14226,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,Acc. ti flexor MN,ventral_nerve_cord,left,leg_motor,flex_femur_tibia_joint,accessory_tibia_flexor_muscle,NA,hind_leg,left_metathoracic_leg_nerve,15B,isomorphic,glutamate,NA,acetylcholine
14286,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN21A019,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,21A,isomorphic,NA,NA,glutamate
14339,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,MNhl68,ventral_nerve_cord,left,leg_motor,unknown_leg_movement,leg_muscle,NA,hind_leg,left_metathoracic_leg_nerve,15B,isomorphic,glutamate,NA,glutamate
14343,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,ltm2-femur MN,ventral_nerve_cord,left,leg_motor,pull_long_tendon,long_tendon_muscle_2,NA,hind_leg,left_metathoracic_leg_nerve,15B,isomorphic,glutamate,NA,glutamate
14353,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN04B044,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,04B,isomorphic,acetylcholine,NA,acetylcholine
14466,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN03A026,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,03A,isomorphic,acetylcholine,NA,acetylcholine
14468,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,Ti flexor MN,ventral_nerve_cord,left,leg_motor,flex_femur_tibia_joint,tibia_flexor_muscle,NA,hind_leg,left_metathoracic_leg_nerve,15B,isomorphic,glutamate,NA,glutamate
14471,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN01A036,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,01A,isomorphic,acetylcholine,NA,acetylcholine
14833,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN09A072,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,09A,isomorphic,gaba,NA,gaba
14885,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN03A031,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,03A,isomorphic,acetylcholine,NA,acetylcholine
14928,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN16B040,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,16B,isomorphic,glutamate,NA,glutamate
15038,MANC,efferent,motor,leg_motor_neuron,hind_leg_motor_neuron,Acc. ti flexor MN,ventral_nerve_cord,left,leg_motor,flex_femur_tibia_joint,accessory_tibia_flexor_muscle,NA,hind_leg,left_metathoracic_leg_nerve,15B,isomorphic,glutamate,NA,glutamate
15357,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN17A052,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,17A,isomorphic,acetylcholine,NA,acetylcholine
15404,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN13A029,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,13A,isomorphic,gaba,NA,gaba
15539,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN08A017,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,08A,isomorphic,glutamate,NA,glutamate
15620,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_ipsilateral_restricted,IN17A058,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,17A,isomorphic,acetylcholine,NA,acetylcholine
15673,MANC,intrinsic,ventral_nerve_cord_intrinsic,NA,ventral_nerve_cord_ipsilateral_restricted,IN08A043,ventral_nerve_cord,left,NA,NA,NA,NA,NA,NA,08A,isomorphic,glutamate,NA,glutamate
15727,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN13B038,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,13B,isomorphic,gaba,NA,gaba
15773,MANC,intrinsic,ventral_nerve_cord_intrinsic,single_leg_neuromere,ventral_nerve_cord_contralateral_restricted,IN13B023,ventral_nerve_cord,right,NA,NA,NA,NA,NA,NA,13B,isomorphic,gaba,NA,gaba
