bodyid,dataset,flow,super_class,cell_class,cell_sub_class,cell_type,region,side,cell_function,cell_function_detailed,peripheral_target_type,body_part_sensory,body_part_effector,nerve,hemilineage,sexually_dimorphic,neurotransmitter_verified,neuropeptide_verified,neurotransmitter_predicted
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4a,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5a,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T3,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T3,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T3,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,lobula_intrinsic,,Li06,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,lobula_intrinsic,,Li06,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm5f,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,lobula_intrinsic,,Li09,optic_lobe,left,,,,,,,,isomorphic,,,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4c,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm25,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm25,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4c,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C2,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R8,optic_lobe,right,visual_chromatic,,photoreceptor,retina,,,,isomorphic,"histamine,acetylcholine",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm25,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,distal_medulla,,Dm11,optic_lobe,left,,,,,,,,isomorphic,glutamate,,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5a,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C2,optic_lobe,right,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,right,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,lobula_intrinsic,,Li15,optic_lobe,right,,,,,,,,isomorphic,,,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R7,optic_lobe,right,visual_chromatic,,photoreceptor,retina,,,,isomorphic,histamine,,octopamine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary_y,,TmY10,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4a,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C2,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R8,optic_lobe,left,visual_chromatic,,photoreceptor,retina,,,,isomorphic,"histamine,acetylcholine",,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4c,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R7,optic_lobe,right,visual_chromatic,,photoreceptor,retina,,,,isomorphic,histamine,,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,right,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R7,optic_lobe,right,visual_chromatic,,photoreceptor,retina,,,,isomorphic,histamine,,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4d,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,lobula_intrinsic,,Li10,optic_lobe,right,,,,,,,,isomorphic,glutamate,,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,proximal_medulla,,Pm03,optic_lobe,left,,,,,,,,isomorphic,gaba,,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4c,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4a,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary_y,,TmY10,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm5f,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm21,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R8,optic_lobe,right,visual_chromatic,,photoreceptor,retina,,,,isomorphic,"histamine,acetylcholine",,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary_y,,TmY10,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T3,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4a,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R8,optic_lobe,left,visual_chromatic,,photoreceptor,retina,,,,isomorphic,"histamine,acetylcholine",,gaba
,MANC,intrinsic,central_brain_intrinsic,,,CB0979,central_brain,right,,,,,,,MD3,isomorphic,,,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5c,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm5f,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5a,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,lobula_intrinsic,,Li09,optic_lobe,right,,,,,,,,isomorphic,,,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4d,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T3,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm21,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4a,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T3,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm21,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T3,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C2,optic_lobe,right,,,,,,,,isomorphic,"gaba,nitric_oxide",,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,lobula_intrinsic,,Li06,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R7,optic_lobe,left,visual_chromatic,,photoreceptor,retina,,,,isomorphic,histamine,,dopamine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5c,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T3,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C2,optic_lobe,right,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T3,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4a,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary_y,,TmY10,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4a,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5a,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,proximal_medulla,,Pm02,optic_lobe,left,,,,,,,,isomorphic,gaba,,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5a,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4d,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,right,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4c,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary_y,,TmY10,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm21,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,lobula_intrinsic,,Li02,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,right,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C3,optic_lobe,right,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4c,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm25,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C2,optic_lobe,right,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4a,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R8,optic_lobe,left,visual_chromatic,,photoreceptor,retina,,,,isomorphic,"histamine,acetylcholine",,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5a,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,proximal_medulla,,Pm01,optic_lobe,right,,,,,,,,isomorphic,gaba,,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R7,optic_lobe,left,visual_chromatic,,photoreceptor,retina,,,,isomorphic,histamine,,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,serpentine_medulla,,Sm19,optic_lobe,left,,,,,,,,isomorphic,,,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C2,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,lobula_intrinsic,,Li06,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R7,optic_lobe,right,visual_chromatic,,photoreceptor,retina,,,,isomorphic,histamine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,distal_medulla,,Dm3p,optic_lobe,right,,,,,,,,isomorphic,glutamate,,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,translobula_plate,,Tlp4,optic_lobe,left,,,,,,,,isomorphic,glutamate,,glutamate
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R8,optic_lobe,right,visual_chromatic,,photoreceptor,retina,,,,isomorphic,"histamine,acetylcholine",,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm5f,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C2,optic_lobe,right,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm5f,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm25,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm25,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4a,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R7,optic_lobe,left,visual_chromatic,,photoreceptor,retina,,,,isomorphic,histamine,,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5a,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm21,optic_lobe,left,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,y_neuron,,Y4,optic_lobe,left,,,,,,,,isomorphic,,,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5a,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,optic_lobe_intrinsic_centrifugal,,C2,optic_lobe,left,,,,,,,,isomorphic,"gaba,nitric_oxide",,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transmedullary,,Tm25,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4a,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R8,optic_lobe,right,visual_chromatic,,photoreceptor,retina,,,,isomorphic,"histamine,acetylcholine",,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4c,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T2a,optic_lobe,right,,,,,,,,isomorphic,,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,serpentine_medulla,,Sm16,optic_lobe,left,,,,,,,,isomorphic,,,gaba
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5c,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5a,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R8,optic_lobe,right,visual_chromatic,,photoreceptor,retina,,,,isomorphic,"histamine,acetylcholine",,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5a,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,left,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R7,optic_lobe,left,visual_chromatic,,photoreceptor,retina,,,,isomorphic,histamine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T5d,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,intrinsic,optic_lobe_intrinsic,transverse_neuron,,T4b,optic_lobe,right,,,,,,,,isomorphic,acetylcholine,,acetylcholine
,MANC,afferent,sensory,photoreceptor_neuron,retina_photoreceptor_neuron,R8,optic_lobe,right,visual_chromatic,,photoreceptor,retina,,,,isomorphic,"histamine,acetylcholine",,glutamate
,MANC,intrinsic,optic_lobe_intrinsic,proximal_medulla,,Pm02,optic_lobe,left,,,,,,,,isomorphic,gaba,,gaba
