root_id,UMAP1,UMAP2,supervoxel_id,position,side,region,super_class,hemilineage,cell_function,cell_type,fafb_cell_type,manc_cell_type,super_cluster,cns_network
720575941350274352,-8.517705349337117,3.179822913625882,76285217388087060,"124050, 165580, 4474",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,18B,NA,GFC1,NA,GFC1,NA,leg VNC
720575941350334256,-8.172548679720421,1.4778112091809976,76566554724664623,"132990, 161403, 3762",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,00A,NA,IN00A059,NA,IN00A059,NA,leg VNC
720575941350352176,-9.27849426687862,4.909270516851591,76849060694884999,"140784, 191228, 4533",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,21A,NA,IN21A042,NA,IN21A042,NA,leg VNC
720575941350354224,-10.25188103140499,10.194219819524932,76144961003469355,"119383, 178248, 4829",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,06A,NA,IN06A085,NA,IN06A085,NA,dorsal VNC
720575941350374960,-8.491665272127646,-1.8333356461733112,75792911190976243,"108963, 173850, 4977",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,08A,NA,IN08A011,NA,IN08A011,NA,dorsal VNC
720575941350393904,-8.308568386446492,-1.5219729027956257,76356067168794846,"126581, 178713, 4521",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,06B,NA,IN06B047,NA,IN06B047,NA,dorsal VNC
720575941350395952,-8.090085415255086,-0.8239879093378315,76285423613821351,"124842, 170844, 4808",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,00A,proprioception,IN00A022,NA,IN00A022,NA,dorsal VNC
720575941350396464,-8.063946155916708,-0.6181754551141989,76566554791839191,"131648, 161562, 4040",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,00A,NA,IN00A043,NA,IN00A043,NA,dorsal VNC
720575941350409264,-8.402333645235553,-1.6869984946459065,76144686057931962,"119309, 170485, 4369",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,08B,NA,IN08B073,NA,IN08B073,NA,dorsal VNC
720575941350413360,-8.24373093069698,3.840196839788603,76004498124521686,"115007, 188336, 3793",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,04B,NA,IN04B108,NA,IN04B108,NA,leg VNC
720575941350420016,-8.932833103548544,4.753392926672149,76989935554865343,"145383, 195683, 4200",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,03A,NA,IN03A071,NA,IN03A071,NA,leg VNC
720575941350424112,-12.56533375204708,0.2009359367877712,75653891421078502,"106200, 223512, 3944",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,14A,NA,IN14A018,NA,IN14A018,NA,leg VNC
720575941350427696,-6.424783615480917,-1.3858329138963947,76075348105668771,"117286, 201359, 4356",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,10B,proprioception,IN10B052,NA,IN10B052,NA,lateral brain
720575941350441008,-10.182789234529993,9.048286668279813,76918742445232564,"141768, 171869, 5166",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,16B,proprioception,IN16B092,NA,IN16B092,NA,dorsal VNC
720575941350441264,-9.537632374178425,4.808739892461943,76849129346953638,"139753, 193403, 4165",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,20A.22A,NA,IN20A.22A085,NA,IN20A.22A085,NA,leg VNC
720575941350443312,-12.099070934664267,0.5391695120126475,75793941848962989,"109496, 204353, 4525",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,01A,NA,IN01A057,NA,IN01A057,NA,leg VNC
720575941350455344,-9.662078289400593,1.475092164495634,76146404380587563,"120390, 222291, 5733",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,19A,proprioception,IN19A117,NA,IN19A117,NA,leg VNC
720575941350471472,-11.244683651339068,0.28203297338788413,76357785289737714,"126335, 231302, 4976",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,13A,NA,IN13A053,NA,IN13A053,NA,leg VNC
720575941350473008,-10.167647747408406,10.181267968633815,76075210734204621,"116998, 196791, 4688",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,08B,NA,IN08B108,NA,IN08B108,NA,dorsal VNC
720575941350482992,-4.024122146975055,12.261497727850124,75654510433119914,"105148, 243154, 5949",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,02A,NA,INXXX346,NA,INXXX346,NA,abdominal VNC
720575941350526512,-1.8260841649880581,6.291930428960966,76069849608518264,"117916, 37603, 898",right,central_brain,central_brain_intrinsic,MD_SA1,NA,CB1563,CB1563,NA,NA,flange median bundle
720575941350528560,12.016595454801068,-7.129647024652316,76069713444592631,"117904, 32992, 5746",right,central_brain,central_brain_intrinsic,DM1_CX_v,NA,PFNd,PFNd,NA,NA,central complex related
720575941350531376,0.1957026588806939,-0.7947045645921955,75859225217736927,"110648, 52573, 4012",right,central_brain,central_brain_intrinsic,putative_primary,NA,PS280,PS280,NA,NA,posterior brain
720575941350878768,12.833189578641402,1.5319819369107954,76984231703907761,"143619, 25491, 3631",left,central_brain,central_brain_intrinsic,EBa1,NA,ER6,ER6,NA,NA,central complex related
720575941350979376,4.797036738980752,13.48125003955667,76773194258031112,"137649, 26658, 3915",left,central_brain,central_brain_intrinsic,EBa1,NA,ER3m,ER3m,NA,NA,central complex related
720575941351040048,14.049448581326947,8.11212467334573,75507175673744493,"102147, 45529, 5224",right,central_brain,central_brain_intrinsic,MBp,NA,KCab,KCab,NA,NA,right olfactory
720575941351040304,-10.325983433138386,3.3872246660978074,76708391590070340,"136465, 194332, 3262",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,01B,NA,IN01B065,NA,IN01B065,NA,leg VNC
720575941351118640,6.025098415006145,-15.243207701227021,77336831607831950,"155105, 47268, 4775",left,central_brain,central_brain_intrinsic,MBp,NA,KCa'b',KCapbp-ap1,NA,NA,left olfactory
720575941351164464,-12.208426861177937,0.23204726658170124,75372554017387877,"96772, 227565, 4389",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,21A,NA,INXXX053,NA,INXXX053,NA,leg VNC
720575941351407664,2.886031480420573,5.984202615240264,74452056224264710,"71313, 58194, 3025",right,optic_lobe,visual_projection,NA,NA,LLPC2,LLPC2,NA,NA,right visual
720575941351471152,-1.4537976068368126,2.635975352743315,74802937603830521,"79968, 29879, 1915",right,central_brain,central_brain_intrinsic,VLPl4_anterior,NA,AVLP421,AVLP421,NA,NA,lateral brain
720575941351873072,15.415713878262983,0.4540206410676708,76703719001526169,"135393, 54506, 4553",left,central_brain,central_brain_intrinsic,DM4_CX_p,NA,PFNp_d,NA,NA,NA,central complex related
720575941351883568,6.529177756894572,-12.537608870050265,76844250465449745,"140601, 48383, 4956",left,central_brain,central_brain_intrinsic,MBp,NA,KCapbp-ap1,KCapbp-ap1,NA,NA,left olfactory
720575941351909680,-9.549353985201373,3.900723926046538,76004497788971129,"115039, 186731, 2507",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,13B,NA,IN13B037,NA,IN13B037,NA,leg VNC
720575941351912496,-11.538358120333207,-0.32969436862166035,76357578996751859,"125016, 224767, 4568",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,14A,proprioception,IN14A028,NA,IN14A028,NA,leg VNC
720575941351912752,-12.413943676363484,3.757694474676298,77128886001506734,"149019, 143072, 3002",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,16B,NA,IN16B080,NA,IN16B080,NA,leg VNC
720575941351919408,-4.856563476931112,-3.7764015279024377,77406856016274162,"157528, 37864, 1896",right,ventral_nerve_cord,ascending,08B,nociception,AN08B018,AN_AVLP_43,AN08B018,vibratory,lateral brain
720575941351927600,-10.418860821138873,8.924976579168487,76003811130919632,"116399, 166444, 4476",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,07B,NA,IN07B038,NA,IN07B038,NA,dorsal VNC
720575941351937840,6.0594130474219146,-14.561767347833468,77266462930701255,"151597, 49090, 5009",left,central_brain,central_brain_intrinsic,MBp,NA,KCab,KCab,NA,NA,left olfactory
720575941351990832,13.91209468423222,-3.9099783978670373,76139875761557711,"119298, 27558, 4616",right,central_brain,central_brain_intrinsic,DM6_dorso_medial,NA,FB6J,FB7D,NA,NA,central complex related
720575941352042288,5.823162170041544,-15.076887854120093,76773813001589913,"137736, 46081, 4870",left,central_brain,central_brain_intrinsic,MBp,NA,KCg,KCab,NA,NA,left olfactory
720575941352043312,6.348462672818645,-12.6934363923281,76983956759394327,"143588, 18186, 3564",left,central_brain,central_brain_intrinsic,MBp,NA,KCg-m,KCg-m,NA,NA,left olfactory
720575941352049712,6.066351981748087,-13.180810698053195,77124625595410781,"147469, 14479, 3822",left,central_brain,central_brain_intrinsic,MBp,NA,KCg-m,KCg-m,NA,NA,left olfactory
720575941352057392,14.079782100308881,8.351554147222686,75155331952702304,"90186, 45847, 5168",right,central_brain,central_brain_intrinsic,MBp,NA,KC,auto:KCab,NA,NA,right olfactory
720575941352057904,-8.90916004599239,9.972239724615264,75788856406131802,"108784, 51312, 3649",right,central_brain,descending,PSp2,NA,DNpe054,DNpe054,DNht001,head orienting,dorsal VNC
720575941352068656,-1.2241013330331016,-0.45876307108099573,75226180793562066,"93008, 60032, 1574",right,central_brain,central_brain_intrinsic,LB3,NA,CB3794,CB3794,NA,NA,dorsal VNC
720575941352132912,6.53796205102299,-12.531856306573703,77055012899108345,"147157, 38270, 4123",left,central_brain,central_brain_intrinsic,MBp,NA,KCa'b',KCg-m,NA,NA,left olfactory
720575941352155952,5.845058532346231,-14.525981672784642,77055425283441446,"146179, 50797, 4500",left,central_brain,central_brain_intrinsic,MBp,NA,KCab,KCab,NA,NA,left olfactory
720575941352181296,10.264037700284465,3.035795203664945,75647019137803036,"104842, 18684, 2658",right,central_brain,central_brain_intrinsic,ALl1_dorsal,NA,CB2504,CB2504,NA,NA,right olfactory
720575941352187184,5.54597339211796,1.912302128294157,74028881552419561,"58988, 30690, 2546",right,optic_lobe,visual_projection,NA,NA,MTe01a,MTe01a,NA,NA,inferior brain
720575941352199472,6.193265052426797,-6.485456236383271,75717388284567315,"107189, 18889, 4167",right,central_brain,central_brain_intrinsic,CREa2_medial,appetitive_learning,PAM06,PAM06,NA,NA,superior brain
720575941352201264,4.276318164456829,6.826702825048613,74591831773741492,"74732,30544,3382",right,central_brain,central_brain_intrinsic,VLPd&p1_dorsal,NA,PVLP006,PVLP006,NA,NA,right visual
720575941352202800,6.4928523021826585,-13.435150869867162,76914687795189428,"141356, 49162, 4545",left,central_brain,central_brain_intrinsic,MBp,NA,KCg-m,KCg-m,NA,NA,left olfactory
720575941352223280,-2.2843290847649746,6.71552395007913,76633005586476660,"133369, 44569, 507",left,central_brain,central_brain_intrinsic,putative_primary,NA,CB0370,CB0370,NA,NA,flange median bundle
720575941352236336,-1.0001794976105858,-1.2570467076509722,76633143495038756,"134944, 48282, 2249",left,central_brain,central_brain_intrinsic,MD3,NA,CB2067,CB2067,NA,NA,posterior brain
720575941352244016,-2.969761280428427,5.616904965856716,76000030620478138,"115270, 53983, 1018",right,central_brain,central_brain_intrinsic,putative_primary,NA,CB3615,CB3615,NA,NA,flange median bundle
720575941352258864,2.18693289338444,4.2798535742551564,75155262763456550,"90703, 44164, 3363",right,central_brain,central_brain_intrinsic,VLPp&l1_anterior,NA,CL128a,CL128a,NA,NA,right visual
720575941352286512,6.387299152005657,-6.839564569970918,76702825178562453,"137152, 26858, 2717",left,central_brain,central_brain_intrinsic,ALv2,NA,CB1013,CB1013,NA,NA,left olfactory
720575941352359472,2.611098857511027,-2.2996444783418903,77265569241930365,"153310, 21379, 3722",left,central_brain,central_brain_intrinsic,AOTUv3_ventral,NA,AOTU039,AOTU039,NA,NA,inferior brain
720575941352368688,-9.395363239656945,3.7012677111417527,76215466582016853,"121245, 183656, 2311",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,13B,NA,IN13B029,NA,IN13B029,NA,leg VNC
720575941352405552,4.478760333646282,2.221727363088774,73818462111333610,"52644, 50245, 782",right,optic_lobe,visual_projection,NA,NA,MTe54,MTe54,NA,NA,inferior brain
720575941352445744,4.334661098111614,1.259365192869352,74803487896452908,"80857, 46201, 3956",right,central_brain,central_brain_intrinsic,SLPpl2,NA,PLP119,PLP119,NA,NA,inferior brain
720575941352470576,-2.8571824115624596,-7.75435138561423,75225562654159994,"93293, 41442, 2929",right,central_brain,central_brain_intrinsic,VLPa2,NA,PVLP024,PVLP024,NA,NA,right visual
720575941352552240,-2.8303691429009605,6.095064870336698,76773880714733356,"138371, 48784, 1131",left,central_brain,central_brain_intrinsic,putative_primary,NA,CB0786,CB0786,NA,NA,flange median bundle
720575941352589360,3.0082369762549237,-3.605955132028414,77336556864395280,"154645, 38954, 5369",left,central_brain,central_brain_intrinsic,SLPav2,NA,CL014,CL014,NA,NA,inferior brain
720575941352611888,14.534402461637002,-2.583863743326021,76140012999321073,"119616, 32535, 3881",left,central_brain,central_brain_intrinsic,DM2_CX_v,NA,vDelta,vDeltaA_a,NA,NA,central complex related
720575941352617776,5.603564830411416,-15.043576010248021,77125588003414632,"148190, 43938, 5022",left,central_brain,central_brain_intrinsic,MBp,NA,KCg,auto:KCg-m,NA,NA,left olfactory
720575941352631600,8.323855014432414,-2.2024376473634977,75647500777976449,"106476, 33437, 4904",right,central_brain,central_brain_intrinsic,SMPpv1,NA,CB0975,CB0975,NA,NA,flange median bundle
720575941352676144,5.1341529804358315,2.1169652857572308,74381069004379280,"68144, 40145, 2876",right,optic_lobe,visual_projection,NA,NA,MC64,auto:MeTu4c,NA,NA,inferior brain
720575941352738608,-11.931651501070514,4.8989798941404095,75792154404355535,"110032,151392,1681",right,ventral_nerve_cord,NA,NA,NA,NA,NA,auto:SNpp52,NA,leg VNC
720575941352779824,4.471348853696331,-2.2636752209871545,75858813102265860,"111025, 40088, 4809",right,central_brain,central_brain_intrinsic,VLPd&p1_posterior,NA,SMP597,SMP597,NA,NA,superior brain
720575941352800048,-2.7469076198449307,-2.980683573266817,75014525006964709,"87986, 44144, 2446",right,central_brain,central_brain_intrinsic,VLPa2,NA,"SAD015,SAD018","SAD015,SAD018",NA,NA,lateral brain
720575941352844336,5.906870456326945,-10.259920843622044,77125037307705651,"149408, 28144, 1292",left,central_brain,central_brain_intrinsic,ALv1,NA,M_vPNml87,M_vPNml87,NA,NA,left olfactory
720575941352861744,10.915195079434856,3.048783771017241,74732981914883230,"79056, 42288, 4822",right,central_brain,central_brain_intrinsic,MBp,NA,KCg-d,KCg-d,NA,NA,right olfactory
720575941352867120,-8.2559913677087,-1.4048599086015952,76075623453503807,"117731, 210355, 6174",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,19B,NA,IN19B047,NA,IN19B047,NA,dorsal VNC
720575941352877616,6.342846007932169,-10.593974836847142,76913725252646550,"141405, 22126, 2708",left,central_brain,central_brain_intrinsic,ALl1_dorsal,NA,lLN2X12,lLN2X12,NA,NA,left olfactory
720575941352898608,-3.9956990760674644,12.023617021063016,75372898017835675,"98008, 238294, 6109",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,NA,NA,INXXX230,NA,INXXX230,NA,abdominal VNC
720575941352900400,-8.744843868624224,4.153274289587187,76638023315634797,"133862, 193013, 4902",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,03A,NA,IN03A060,NA,IN03A060,NA,leg VNC
720575941352907824,-3.6549321693291827,11.72654461047952,75654372927458764,"105088, 238320, 5847",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,NA,NA,INXXX930_f,NA,INXXX395,NA,abdominal VNC
720575941352917296,-11.169299511324423,4.601649037817168,76284873119696594,"124918, 155379, 1942",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,14A,NA,IN14A015,NA,IN14A015,NA,leg VNC
720575941352918576,-6.07160988272335,2.2514023699552284,76211068334264392,"121379, 52628, 1559",left,central_brain,descending,MX3,neuromodulatory,DNg70,DNg70,DNxn180,feeding,abdominal VNC
720575941352919856,-11.825692562471882,4.644020787695096,75862661124489682,"111044, 155014, 3774",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,03A,NA,IN03A022,NA,IN03A022,NA,leg VNC
720575941352922928,-11.546362308870807,0.11748559705321686,76216910496933392,"122239, 225775, 5601",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,20A.22A,NA,IN20A.22A010,NA,IN20A.22A010,NA,leg VNC
720575941352925744,-12.031201748262896,10.854207269170926,76004841989946437,"115822, 198075, 4668",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,07B,NA,IN07B053,NA,IN07B053,NA,dorsal VNC
720575941352934192,-11.22010555685665,0.4139852740556469,76286935911605416,"123187, 216397, 6422",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,21A,NA,IN21A013,NA,IN21A013,NA,leg VNC
720575941352941360,-11.182466892611046,-0.2859258434980642,76005460398700144,"114873, 215554, 4604",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,23B,NA,IN23B068,NA,IN23B068,NA,leg VNC
720575941352943152,-11.33842506827022,-0.42629513957197773,76427879491229580,"128222, 221408, 6151",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,09A,NA,IN09A001,NA,IN09A001,NA,leg VNC
720575941352943920,-9.418076900850787,4.8718974509031066,76919498091588422,"141909, 192617, 4336",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,20A.22A,NA,IN20A.22A041,NA,IN20A.22A041,NA,leg VNC
720575941352944176,-10.727843670259968,0.7796499647886027,75865685519044334,"110876, 244233, 6403",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,20A.22A,NA,IN20A.22A008,NA,IN20A.22A008,NA,leg VNC
720575941352944432,-6.4728440326562096,-1.1356346688478718,76145510557963488,"120018, 195111, 4078",right,ventral_nerve_cord,ascending,17B,NA,AN17B007,AN_AVLP_SAD_3,AN17B007,taste-touch,lateral brain
720575941352944944,-8.03963795126583,4.303445092657255,76145098307894923,"119660, 182479, 4207",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,12B,NA,IN12B023,NA,IN12B023,NA,leg VNC
720575941352946736,-8.078146366487998,-0.6792819581239948,76566623443968269,"132072, 162586, 3696",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,00A,NA,IN00A032,NA,IN00A032,NA,dorsal VNC
720575941352965936,3.007369132626994,5.923131219366239,74944499994291540,"84090, 54162, 2927",right,central_brain,visual_centrifugal,no_lineage,NA,cLP02,cLP02,NA,NA,right visual
720575941352968496,5.979126544583782,-9.090922125360322,77124969594839062,"148062, 26000, 5143",left,central_brain,central_brain_intrinsic,LHd1,NA,CB1033,CB1033,NA,NA,left olfactory
720575941352972080,3.900098891843302,7.9043652930051564,74663162389579288,"76638, 57617, 2739",right,optic_lobe,visual_projection,VPNd1,escape_takeoff,LPLC1,LPLC1,NA,NA,right visual
720575941352978224,13.327732654202924,6.889238110998321,75225631977354769,"92963, 44137, 5151",right,central_brain,central_brain_intrinsic,MBp,NA,KCg-m,KCg-m,NA,NA,right olfactory
720575941352981040,3.474923940289958,-0.39559651233847254,74521188084986525,"73476, 21990, 3264",right,central_brain,central_brain_intrinsic,SLPa&l1_anterior,NA,CL090_a,CL090_a,NA,NA,inferior brain
720575941352987696,-13.37306442679073,10.826579324224639,76427261016522009,"128663, 202950, 6347",left,ventral_nerve_cord,sensory_ascending,NA,proprioception,SApp17,SA_DMT_DMetaN_12,SApp17,NA,NA
720575941352998960,1.2938164192328283,-4.625245817682099,77196231222782742,"150125, 52442, 3463",left,central_brain,central_brain_intrinsic,putative_primary,NA,CB0668,CB0668,NA,NA,left visual
720575941353006896,6.507480235684855,-2.6752948842256794,75647294485538388,"106172, 27338, 4471",right,central_brain,central_brain_intrinsic,SMPp&v1_posterior,NA,CB2809,CB2809,NA,NA,superior brain
720575941353031728,5.743048282254681,-6.652817019006561,77618031639054526,"162244, 40252, 4360",left,central_brain,central_brain_intrinsic,VLPl4_dorsal,NA,LHAV4i1,LHAV4i1,NA,NA,left olfactory
720575941353040432,2.229787202466472,-1.3251636109560259,76421831304897946,"128508, 41592, 2829",left,central_brain,central_brain_intrinsic,VESa2,NA,CB2594,CB2594,NA,NA,inferior brain
720575941353056048,13.094812007535442,-7.475049742242649,76491994159691079,"129393, 36779, 4079",right,central_brain,central_brain_intrinsic,DM1_CX_d2,NA,FC1B,FC1D,NA,NA,central complex related
720575941353074480,5.717719169248086,-5.831073053857638,77617825614822779,"163396, 34124, 4871",left,central_brain,central_brain_intrinsic,LHp1,NA,CB1755,CB1755,NA,NA,left olfactory
720575941353080624,-3.100664524446981,5.305798760870147,75577818155139784,"104213, 53592, 931",right,central_brain,descending,putative_primary,NA,DNge036,DNge036,DNfl042,probing,flange median bundle
720575941353081648,-0.5778855961671044,2.5802376189023737,77265569040426744,"152308, 22284, 2891",right,central_brain,central_brain_intrinsic,LALv1_ventral,NA,CB3404,CB3404,NA,NA,lateral brain
720575941353082672,6.337175460446817,-2.3188245377748737,75436531984363119,"98544, 37795, 4894",right,central_brain,central_brain_intrinsic,CLp1_or_SLPpm2,NA,CB3541,CB3541,NA,NA,superior brain
720575941353089328,15.709799380887494,0.8358799733907452,76281025500335563,"123481, 40668, 4590",left,central_brain,central_brain_intrinsic,DM1_CX_p,NA,PFNp_c,PFNp,NA,NA,central complex related
720575941353092400,7.4803372341284575,-0.33622772314245813,75014113294062369,"87048, 30893, 4754",right,central_brain,central_brain_intrinsic,LHd1,NA,CB2279,CB2279,NA,NA,superior brain
720575941353092656,3.56239733277653,0.021259642460988906,74732431957420754,"77976, 25193, 3916",right,central_brain,central_brain_intrinsic,SLPa&l1_anterior,NA,PLP057b,PLP057b,NA,NA,inferior brain
720575941353100336,12.847396464932903,1.5215138115674722,76280750555113809,"124426, 32727, 4268",left,central_brain,central_brain_intrinsic,DM3_CX_d2,NA,EPG,EPG,NA,NA,central complex related
720575941353104432,3.8367601352820224,2.761914245107818,75224944514285622,"93260, 22925, 4165",right,central_brain,central_brain_intrinsic,CREa2_ventral,NA,CB0007,CB0007,NA,NA,inferior brain
720575941353112112,-9.959593204866906,9.485954514959502,76637404773244188,"133512, 176075, 4642",left,ventral_nerve_cord,ascending,07B,NA,AN07B046,AN_GNG_179,AN07B046,flight steering 2,dorsal VNC
720575941353112880,1.8989934641012982,3.599894992330717,74873925091431050,"81981, 48943, 2844",right,optic_lobe,visual_projection,NA,visual,LC31b,LC31b,NA,NA,right visual
720575941353113136,-3.191022781740682,-6.355338820001435,77547181523183081,"160127, 26598, 3142",left,central_brain,central_brain_intrinsic,VLPl&p1_lateral,NA,CB2512,CB2512,NA,NA,left visual
720575941353115440,5.038408847440226,1.728827468374418,74240056504025960,"64920, 31998, 2403",right,optic_lobe,visual_projection,NA,NA,MTe04,MTe04,NA,NA,inferior brain
720575941353130032,5.7296362835059,-1.6856576285570395,74943881787522618,"83997, 35995, 3995",right,central_brain,central_brain_intrinsic,VLPl&p1_posterior,NA,CRE103b,CRE103b,NA,NA,superior brain
720575941353130544,13.942148776639446,-3.6077437482088346,76632456970965880,"134655, 28465, 4672",left,central_brain,central_brain_intrinsic,EBa1,NA,CB3890,CB3890,NA,NA,central complex related
720575941353136688,2.339537950147135,-1.1105249009340534,75788443753850074,"109047, 39615, 2407",right,central_brain,central_brain_intrinsic,VESa2,NA,CB2056,CB2056,NA,NA,inferior brain
720575941353147440,3.5720551925787754,-1.9571461758821733,75436050813971446,"98679, 23726, 4436",right,central_brain,central_brain_intrinsic,AOTUv3_dorsal,NA,SMP016_a,SMP016_a,NA,NA,inferior brain
720575941353157168,-1.5459438842644857,-0.23998440124685871,76352149554799812,"126016, 62421, 2292",left,central_brain,central_brain_intrinsic,LB7,NA,CB1431,CB1431,NA,NA,dorsal VNC
720575941353164592,-2.2343863529076753,-4.263136633416964,77406581608375401,"157221, 30048, 3795",left,central_brain,central_brain_intrinsic,VLPd1,NA,AVLP048,AVLP048,NA,NA,lateral brain
720575941353175088,14.277968021024211,-2.9226002774446735,76843769429335220,"139449, 32914, 5042",left,central_brain,central_brain_intrinsic,DL1_dorsal,NA,FB8H,FB7L,NA,NA,central complex related
720575941353177392,-3.9817287010064297,9.682869187811063,75724604232245737,"107696, 233928, 5692",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,NA,NA,INXXX440,NA,INXXX440,NA,abdominal VNC
720575941353183280,8.953120799649701,2.3694190897733436,74521532151798168,"73146, 31096, 4957",right,central_brain,central_brain_intrinsic,LHp2,NA,CB2470,CB2470,NA,NA,right olfactory
720575941353199152,3.510294051755412,-0.334515967151476,74592244224678752,"74919, 41578, 3850",right,central_brain,central_brain_intrinsic,putative_primary,NA,CL130,CL130,NA,NA,inferior brain
720575941353201200,-1.8943563979973959,-7.86730075695212,78040381006380318,"174899, 43873, 2364",left,optic_lobe,visual_projection,NA,visual,LCe02,LCe02,NA,NA,left visual
720575941353201712,5.459465118039591,-3.269952782174898,76632525757993334,"133292, 28907, 5069",left,central_brain,central_brain_intrinsic,putative_primary,NA,LHPV10d1,LHPV10d1,NA,NA,superior brain
720575941353204016,-1.9475462716927696,4.875093690374541,75718143393639591,"107056, 41804, 1124",right,central_brain,central_brain_intrinsic,putative_primary,NA,CB0226,CB0226,NA,NA,flange median bundle
720575941353204272,13.823082538236127,-6.277711161157441,76069712975105850,"116914, 34793, 4053",left,central_brain,central_brain_intrinsic,DM2_CX_d1,NA,FR1,FR1,NA,NA,central complex related
720575941353229872,13.9268756824622,-4.670810469171357,75717869253481591,"107716, 33688, 3840",right,central_brain,central_brain_intrinsic,DM2_CX_p,NA,hDeltaG,hDeltaG,NA,NA,central complex related
720575941353247536,-9.497007755648152,3.952145329931424,76145098106292518,"120441, 183742, 3352",right,ventral_nerve_cord,ascending,10B,NA,AN10B046,AN_GNG_165,AN10B046,proprioceptive,leg VNC
720575941353261360,-2.981799034487264,-4.6989839158266316,77617687639196133,"163248, 29660, 2880",left,central_brain,central_brain_intrinsic,VLPl&p2_lateral,NA,CB1196,CB1196,NA,NA,lateral brain
720575941353268016,2.1384480911383457,-6.047935732385468,73747406575541036,"50248, 30518, 2494",right,optic_lobe,visual_projection,VPNl&d1_lateral,NA,MeMe_e02,MeMe_e02,NA,NA,inferior brain
720575941353283376,2.946200461972697,-4.176009424707248,77899781359846519,"171440, 48416, 3986",left,central_brain,central_brain_intrinsic,VPNp&v1_ventral,NA,PLP181,PLP181,NA,NA,inferior brain
720575941353292592,1.9966202694067787,-5.618639715692355,79166349297193181,"207413,45788,1102",left,optic_lobe,visual_projection,NA,NA,MTe02,auto:MTe02,NA,NA,inferior brain
720575941353298992,5.930192084897502,-8.615987547418431,78180363117787640,"179408, 22416, 4575",left,central_brain,central_brain_intrinsic,VLPl4_dorsal,NA,CB2973,CB2973,NA,NA,left olfactory
720575941353307184,-5.976622490297813,-9.109514959832982,76492200183792487,"130976,42376,3546",left,central_brain,central_brain_intrinsic,NA,NA,NA,auto:CB0738,NA,NA,left visual
720575941353320496,5.808004470456582,-6.679808863183809,77547662828211803,"160507, 40233, 4264",left,central_brain,central_brain_intrinsic,VPNp&v1_posterior,NA,CB2141,CB2141,NA,NA,left olfactory
720575941353327920,5.909421535123333,-2.6132409653871784,77477431723921255,"158146, 44335, 4888",left,central_brain,central_brain_intrinsic,LHp2,NA,CB1781,CB1781,NA,NA,superior brain
720575941353337136,0.7935384231695961,-2.831541069528414,77618100090046020,"162857,42276,3332",left,central_brain,central_brain_intrinsic,SLPa&l1_lateral,NA,WED039,WED039,NA,NA,posterior brain
720575941353338672,15.768133731473428,0.8867508091718426,75788650516328725,"108831, 46336, 4746",right,central_brain,central_brain_intrinsic,DM3_CX_v,NA,PFNp_a,PFNp,NA,NA,central complex related
