id,UMAP1,UMAP2,supervoxel_id,position,side,region,super_class,hemilineage,cell_function,nerve,cell_type,fafb_cell_type,manc_cell_type,super_cluster,cns_network
720575941351919408,31.007454742049475,-19.264889336718504,77406856016274162,"157528, 37864, 1896",right,ventral_nerve_cord,ascending,08B,nociception,NA,AN08B018,AN_AVLP_43,AN08B018,vibratory,lateral brain
720575941352057904,-13.792568336868987,-42.896757699145255,75788856406131802,"108784, 51312, 3649",right,central_brain,descending,PSp2,NA,NA,DNpe054,DNpe054,DNht001,head orienting,dorsal VNC
720575941352918576,-0.5340869833476387,17.33929576765162,76211068334264392,"121379, 52628, 1559",left,central_brain,descending,MX3,neuromodulatory,NA,DNg70,DNg70,DNxn180,feeding,abdominal VNC
720575941352944432,-7.335323940659269,8.289139174328861,76145510557963488,"120018, 195111, 4078",right,ventral_nerve_cord,ascending,17B,NA,NA,AN17B007,AN_AVLP_SAD_3,AN17B007,taste-touch,lateral brain
720575941353080624,16.458178390120757,10.723018072949465,75577818155139784,"104213, 53592, 931",right,central_brain,descending,putative_primary,NA,NA,DNge036,DNge036,DNfl042,probing,flange median bundle
720575941353112112,16.461001266097323,-33.168722726000745,76637404773244188,"133512, 176075, 4642",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B046,AN_GNG_179,AN07B046,flight steering 2,dorsal VNC
720575941353247536,29.35931097373892,-1.526480413569395,76145098106292518,"120441, 183742, 3352",right,ventral_nerve_cord,ascending,10B,NA,NA,AN10B046,AN_GNG_165,AN10B046,proprioceptive,leg VNC
720575941353771056,4.915195811843172,54.418214224682856,76144067314691048,"119094, 152463, 3544",left,central_brain,descending,LB7__prim,NA,NA,DNge100,DNge100,DNg47,probing,flange median bundle
720575941353897264,-10.16275895729135,11.782314680920654,76005254307208744,"115442, 209852, 4823",right,ventral_nerve_cord,ascending,05B,NA,NA,AN05B097,AN_GNG_SAD_5,AN05B097,postural control,flange median bundle
720575941354281776,-4.372461687470183,8.219613455639895,75576650124933358,"103556,18615,1747",right,central_brain,descending,putative_primary,neuromodulatory,NA,DNc01,DNc01,DNc01,reproduction,flange median bundle
720575941390285462,-21.475829254532556,-16.756361580981196,75930968083141165,"114111, 92500, 3049",right,central_brain,descending,LB12,NA,NA,DNg05_b,DNg05_b,DNg05,flight steering 1,dorsal VNC
720575941390308246,-1.800887476349577,-28.193993188036867,76001336760067070,"115766, 92500, 2746",left,central_brain,descending,LB7,NA,NA,DNge118,DNge118,DNut054,head orienting,dorsal VNC
720575941390604438,2.7652202735893883,-29.6680933009519,76353180547835670,"124946, 92500, 2909",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B072,auto:AN_GNG_175,AN07B072,head orienting,dorsal VNC
720575941390619140,3.3615406642906813,-31.969503976000723,75789337107226719,"109639, 65732, 2483",right,central_brain,descending,LB6,reaching,NA,DNg10,auto:DNg10,DNg10,head orienting,dorsal VNC
720575941390623382,1.6850391517632164,-12.705317116869871,75930830643858863,"113493, 89839, 2941",right,central_brain,descending,putative_primary,flight,NA,DNp20,DNp20,DNp20,flight power,posterior brain
720575941390722710,30.29703985557486,20.821792029248293,75930968082535647,"113925, 92500, 2836",right,central_brain,descending,MX12,grooming,NA,DNge025,DNge025,DNg12,grooming,leg VNC
720575941391682052,32.678126205062156,-6.157753564013426,76071705503976456,"117609, 92500, 2654",left,ventral_nerve_cord,ascending,10B,NA,NA,AN10B047,AN_AVLP_28,AN10B047,vibratory,leg VNC
720575941391756548,28.85736929283072,22.254975699292245,76703855702182644,"135839, 58570, 1654",left,central_brain,descending,MX12,NA,NA,DNfl028,auto:DNg12_b,DNfl028,grooming,leg VNC
720575941392278678,9.541277755355132,-35.06702671159643,76216085862729846,"122350, 201180, 5427",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B089,NA,AN07B089,flight steering 2,dorsal VNC
720575941392742148,15.357827056502598,-33.690565682543706,76356892003402386,"126779, 203531, 5162",left,ventral_nerve_cord,ascending,08B,NA,NA,AN08B079_b,AN_GNG_VES_9,AN08B071,flight steering 2,dorsal VNC
720575941392812548,-26.67193521156381,-17.17581234086889,75296137691181669,"95214, 47784, 3513",right,central_brain,descending,putative_primary,NA,NA,DNp26,DNp26,DNp26,flight steering 1,dorsal VNC
720575941393196950,-13.42008889808725,-42.44579563249488,75788718967595025,"109163, 48926, 3796",right,central_brain,descending,PSp2,NA,NA,DNpe008,DNpe008,DNht001,head orienting,dorsal VNC
720575941393242628,-4.838001858139737,7.445939921246584,76212443059856089,"121591, 92500, 3058",right,central_brain,descending,putative_primary,hunger,NA,DNp30,DNp30,DNp30,reproduction,lateral brain
720575941393354390,14.209305633162753,-35.345278359545645,76216085796012028,"122176, 201267, 5312",left,ventral_nerve_cord,ascending,19B,NA,NA,AN19B106,NA,AN19B106,flight steering 2,dorsal VNC
720575941393488790,16.557938445662757,-32.640802956713614,76567173468490689,"132986, 179012, 4821",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B046,AN_GNG_179,AN07B046,flight steering 2,dorsal VNC
720575941393722006,-20.149628769303067,19.19617404829126,76212442992569810,"122716, 92500, 2740",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B081,NA,AN08B081,threat response,leg VNC
720575941393745046,-4.358913790131315,0.05983605276208699,76004360685713167,"114831, 182761, 3832",right,ventral_nerve_cord,ascending,04A,NA,NA,AN04A001,AN_GNG_165,AN04A001,walking,leg VNC
720575941393748630,4.362481940840974,11.44455852399927,75935298215035901,"113768, 222839, 5958",right,ventral_nerve_cord,ascending,01A,NA,NA,AN01A006,AN_GNG_48,AN01A006,postural control,leg VNC
720575941393864342,17.8988312374108,38.495347403393794,76495704742589777,"130864, 145563, 2903",right,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX041,AN_GNG_123,ANXXX041,tactile,leg VNC
720575941394119830,-12.068668495560392,27.581103705273684,75507106618598848,"100798, 44001, 3880",right,central_brain,descending,PSp3,walking,NA,DNp42,DNp42,DNp42,threat response,leg VNC
720575941394131094,-15.77656854286264,-2.2045439254178447,75930968015648191,"113577, 92500, 2807",left,central_brain,descending,MX0__prim,reproduction,NA,DNg26,DNg26,DNg26,reproduction,dorsal VNC
720575941394278916,-24.99144281044076,-16.557480431689207,76633212482668404,"133505, 49199, 3162",left,central_brain,descending,putative_primary,NA,NA,DNbe004,DNbe004,DNb07,flight steering 1,dorsal VNC
720575941394289668,-11.649356018448575,-1.194163180483763,76212443059664513,"121889, 92500, 2983",left,central_brain,descending,putative_primary,NA,NA,DNpe055,DNpe055,DNxn102,postural control,dorsal VNC
720575941394658198,1.0537835250847496,-2.095065928591673,76001336759749474,"115242, 92500, 2640",right,central_brain,descending,LB3__prim,NA,NA,DNge043,DNge043,DNg37,head orienting,posterior brain
720575941398969123,-6.017961155319914,2.6047009457216816,75788718900134913,"110488,48424,3403",right,central_brain,descending,LB12,NA,NA,DNg02_d,DNg02_d,NA,flight power,posterior brain
720575941399042851,8.289468635176915,6.543421648846682,76001336759552743,"115618, 92500, 2572",left,central_brain,descending,putative_primary,NA,NA,DNge077,DNge077,DNfl025,feeding,flange median bundle
720575941399099427,17.6815174709313,12.812099837170658,76353180480440086,"125339, 92500, 2720",right,central_brain,descending,putative_primary,NA,NA,DNfl033,auto:DNg37,DNfl033,probing,flange median bundle
720575941399380515,28.653601516341464,21.847478293286382,75577955728599267,"103389, 58837, 1532",right,central_brain,descending,MX12,grooming,NA,DNg12_e,DNg12_e,DNg12,grooming,leg VNC
720575941399595555,5.400827277755036,-34.39213047136205,75930968082726323,"114332, 92500, 2905",left,ventral_nerve_cord,ascending,06A,NA,NA,AN06A062,NA,AN06A062,flight steering 2,dorsal VNC
720575941400285475,2.2697623859398517,-22.11261234392065,75718762070396020,"106729, 59483, 1954",right,central_brain,descending,LB7__prim,NA,NA,DNge125,DNge125,DNnt020,head orienting,dorsal VNC
720575941400290851,2.5742815624230064,-21.780008889330805,75859637198934821,"112570, 64954, 2694",right,central_brain,descending,putative_primary,NA,NA,DNg49,DNg49,DNg49,head orienting,dorsal VNC
720575941400319779,8.169091094588534,9.712746046887455,76425542157029101,"127223, 151586, 2978",right,ventral_nerve_cord,ascending,08B,puff,NA,AN08B022,AN_VES_GNG_7,AN08B022,walking,leg VNC
720575941401375011,29.93029104576041,2.4142507542238785,76071705503990000,"118039, 92500, 2660",left,ventral_nerve_cord,ascending,10B,NA,NA,AN10B051,AN_AVLP_51,AN10B051,proprioceptive,lateral brain
720575941401738787,-3.265233408356414,18.603125952588137,76287004094761294,"123065, 217435, 4604",left,ventral_nerve_cord,ascending,08B,NA,NA,AN08B023,AN_GNG_165,auto:AN08B023,postural control,leg VNC
720575941401753635,-20.607503067398774,-16.401886559618895,76703993342671526,"137048, 62072, 2511",left,central_brain,descending,LB12,NA,NA,DNg06,DNg06,DNxn100,flight power,dorsal VNC
720575941401766435,11.911422599410313,6.791246794568119,76702756190496820,"135186, 25317, 1647",left,central_brain,descending,putative_primary,NA,NA,DNbe007,DNbe007,DNxl082,probing,leg VNC
720575941401783587,2.042211879348055,19.04667034040552,76566691895091979,"132707, 164184, 2703",left,ventral_nerve_cord,ascending,09B,NA,NA,ANXXX196,AN_GNG_SAD_6,AN09B042,feeding,abdominal VNC
720575941401786403,9.51713072166373,-29.133886910571043,75788925125594637,"109654, 54423, 3653",right,central_brain,descending,putative_primary,NA,NA,DNpe004,DNpe004,DNut042,head orienting,dorsal VNC
720575941401813027,-11.258690964127286,16.694922827588137,76005116867730851,"116143, 206057, 4631",right,ventral_nerve_cord,ascending,17B,NA,NA,AN17B002,AN_GNG_AMMC_1,AN17B002,reproduction,lateral brain
720575941401814307,6.148767341231601,2.25066819082361,75723023616910870,"107475, 187912, 5379",left,central_brain,descending,putative_primary,walking,NA,DNge050,DNge050,DNxl049,postural control,leg VNC
720575941401962787,2.4503062854759845,14.224551581250244,76001336759565185,"116435, 92500, 2579",left,central_brain,descending,putative_primary,octopaminergic,NA,DNg104,DNg104,DNxl101,reproduction,lateral brain
720575941402279971,-19.867261063004243,19.055455588208254,76212442992759303,"120850, 92500, 2801",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B089,AN_GNG_147,AN08B089,threat response,leg VNC
720575941402551331,-0.5537458468921032,-15.130979157580319,76914687325388852,"142762, 50343, 2738",left,central_brain,descending,putative_primary,NA,NA,DNb03,DNb03,DNb03,head orienting,dorsal VNC
720575941402821923,-8.200418602371915,1.688501857625063,75859431040710484,"111768, 58152, 2756",left,central_brain,descending,putative_primary,escape_takeoff,NA,DNp05,DNp05,DNp05,postural control,leg VNC
720575941403220771,-2.3265310634620042,22.21331348310571,76146060447938439,"119782, 212100, 4569",right,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX046,AN_multi_69,ANXXX046,taste-touch,leg VNC
720575941403931248,12.833142150496737,33.727326773510995,76001336692337925,"115556, 92500, 2541",left,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX092,AN_GNG_27,ANXXX092,tactile,leg VNC
720575941403959920,-1.5191866268164957,2.5292622078524194,76212443059209789,"120885, 92500, 2823",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B100,AN_GNG_VES_9,AN08B100,walking,leg VNC
720575941404711792,-2.385862957382902,-1.4095430146588726,76285286107559345,"123031, 167603, 4467",left,central_brain,descending,PSp2,NA,NA,DNpe016,DNpe016,DNxn174,walking,leg VNC
720575941404748144,15.739930022811189,3.7282647122011747,76914893215140534,"142914, 56250, 1633",left,central_brain,descending,MX12,NA,NA,DNge106,DNge106,DNxl097,probing,flange median bundle
720575941404754544,-12.643547188187346,1.9502653111086443,76142074315445836,"118895, 92500, 2960",left,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX169,AN_GNG_14,ANXXX169,reproduction,abdominal VNC
720575941404813680,-8.837023865128264,-40.63318882097145,76001336826747948,"116567, 92500, 2844",left,central_brain,descending,LB7,NA,NA,DNg36_b,DNg36_b,DNut042,head orienting,dorsal VNC
720575941404874352,14.482550490950839,2.1691578854189477,75507518197683485,"101711, 56051, 1231",right,central_brain,descending,MX12__prim,NA,NA,DNge173,DNge173,DNfl021,probing,flange median bundle
720575941404900464,-16.61877835884164,13.437734984265385,76212442992566923,"122343, 92500, 2738",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B099_a,AN_GNG_SAD_32,auto:AN08B096,threat response,leg VNC
720575941404923248,3.5131319652550377,54.576318167553964,76563049494516031,"131481, 56286, 1723",right,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX043,AN_AVLP_GNG_22,ANXXX043,tactile,leg VNC
720575941404981360,-11.245699058914884,-45.483992196215574,76562912592129718,"131467, 51785, 3652",left,central_brain,descending,PSp2,steering,NA,DNp17,DNp17,DNp17,head orienting,dorsal VNC
720575941405473327,-17.185456406021814,-16.91342411149878,76282811804039639,"123454, 92500, 3056",left,central_brain,descending,LB12,NA,NA,DNge015,DNge015,DNg110,flight power,dorsal VNC
720575941405745776,-17.41603768959115,-25.529446221484125,76703580891621334,"135309, 49681, 2015",left,central_brain,descending,MX3,NA,NA,DNg106,DNg106,DNg106,flight power,posterior brain
720575941405855918,17.70016752586295,38.018189810620356,76636992188334851,"134928, 161891, 3765",left,ventral_nerve_cord,ascending,12B,NA,NA,AN12B055,AN_GNG_127,AN12B055,tactile,leg VNC
720575941406194800,0.5463833700173054,3.917784355984743,76351737170591282,"125908, 50518, 1948",left,central_brain,descending,putative_primary,abdomen_motion,NA,DNg14,DNg14,DNg14,postural control,leg VNC
720575941406270576,1.524255145644442,15.444956206189214,75929318412950930,"114180, 43317, 1466",right,ventral_nerve_cord,ascending,27X,NA,NA,ANXXX433,AN_GNG_PRW_3,ANXXX433,feeding,flange median bundle
720575941407235502,21.034035552596347,9.86700191389185,76636717176353289,"134534, 154537, 3301",left,ventral_nerve_cord,ascending,08B,NA,NA,AN08B098,AN_GNG_187,AN08B098,postural control,leg VNC
720575941407499055,-2.8235219825751634,9.662675284253174,76282811736253077,"123904, 92500, 2623",right,ventral_nerve_cord,ascending,12B,NA,NA,AN12B089,AN_GNG_200,AN12B089,reproduction,leg VNC
720575941407788206,28.223826278304347,17.350636862622313,76844524471084982,"139914, 57204, 1659",left,central_brain,descending,MX12__prim,NA,NA,DNge029,DNge029,NA,probing,flange median bundle
720575941407841071,-5.310672890091643,-0.8041543733014507,76773812666260499,"137292, 45070, 3689",left,central_brain,descending,putative_primary,landing,NA,DNp07,DNp07,DNp07,walking,leg VNC
720575941408363950,16.1821335445397,37.6012052525149,76566142072434026,"131346, 149290, 2545",right,ventral_nerve_cord,ascending,17A,NA,NA,AN17A076,auto:AN_GNG_73,AN17A076,tactile,leg VNC
720575941408617519,-6.89415324821542,17.217378043042242,75513772810413131,"102258, 242602, 5409",left,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX987,AN_AVLP_GNG_5,ANXXX074,postural control,abdominal VNC
720575941408634671,13.001979697798983,0.06463379453283132,76212443059368072,"121139, 92500, 2879",right,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX318,AN_GNG_77,ANXXX318,walking steering,abdominal VNC
720575941408639535,1.2653258930199296,0.09634529839616594,76211549437925426,"121119, 66959, 1900",right,central_brain,descending,putative_primary,NA,NA,DNge148,DNge148,DNxn147,postural control,leg VNC
720575941408800047,8.39683328971793,12.193977736340576,75724535110361289,"107060, 232373, 4244",right,ventral_nerve_cord,ascending,01B,NA,NA,AN01B011,AN_GNG_VES_7,AN01B011,walking,leg VNC
720575941408820271,-1.1532438506133402,24.318301581250246,75999893315673606,"115374, 51032, 1518",left,ventral_nerve_cord,ascending,09B,nociception,NA,AN09B004,AN_multi_95,AN09B004,taste-touch,leg VNC
720575941408856879,9.352558005904454,30.79238071333032,75583591798781039,"103208, 225322, 5395",right,ventral_nerve_cord,ascending,01B,NA,NA,AN01B002,BM_Taste,AN01B002,reproduction,leg VNC
720575941409225902,-20.35792840614389,9.008975409375244,75577749436090103,"104233, 52181, 1022",right,central_brain,descending,putative_primary,NA,NA,DNg102,DNg102,DNxn181,visceral control,abdominal VNC
720575941409519022,-17.074896942520837,17.914613150464113,77055081081851552,"145918, 39747, 2095",left,central_brain,descending,SMPpv2_ventral,escape_takeoff,NA,DNp02,DNp02,DNp02,threat response,leg VNC
720575941409588271,-18.318873535538422,15.881479643689214,75717938040814134,"107459, 35858, 4319",right,central_brain,descending,putative_primary,NA,NA,DNpe026,DNpe026,DNxn155,threat response,posterior brain
720575941409888303,-3.716241966629728,23.213000677929926,76285973100956658,"124562, 187010, 3697",left,ventral_nerve_cord,ascending,05B,NA,NA,AN05B102,AN_multi_66,AN05B102,taste-touch,lateral brain
720575941410113451,28.545164931868804,23.851527594433836,76918398579510009,"143263, 161294, 4173",left,ventral_nerve_cord,ascending,19B,NA,NA,AN19B015,AN_GNG_6,AN19B015,grooming,leg VNC
720575941411184043,3.6097344051354088,57.08291759382349,76707292078934305,"136577, 161301, 3294",right,ventral_nerve_cord,ascending,05B,NA,NA,AN05B071,AN_GNG_197,AN05B071,tactile,leg VNC
720575941411290539,0.08551751480032552,-5.043535328997556,75864998056040123,"112529, 225238, 5415",left,ventral_nerve_cord,ascending,04B,NA,NA,AN04B003,AN_IPS_GNG_7,AN04B003,reproduction,leg VNC
720575941411344043,-23.52248681678842,13.93105354200464,76212443059494457,"121165, 92500, 2920",right,ventral_nerve_cord,ascending,18B,NA,NA,AN18B032,AN_GNG_78,AN18B032,postural control,dorsal VNC
720575941411405995,-10.328956734085782,30.025889777051027,76215054534024686,"121731, 170587, 3497",right,ventral_nerve_cord,ascending,17A,NA,NA,AN17A004,AN_GNG_160,AN17A004,taste-touch,leg VNC
720575941411441323,-21.979212891007165,-14.756675339831299,75647912625471754,"105236, 45496, 3251",right,central_brain,descending,WEDd1,NA,NA,DNae009,DNae009,DNxn124,flight steering 1,dorsal VNC
720575941411472555,-2.680009018326506,-1.1590491305722639,75858743912709776,"111163, 36878, 2905",right,central_brain,descending,putative_primary,NA,NA,DNb09,DNb09,DNb09,walking,leg VNC
720575941411527057,-5.267928730393156,-31.242554284228266,76282811803405303,"124724, 92500, 2831",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B082,AN_GNG_172,AN07B082,head orienting,dorsal VNC
720575941411719279,-12.88016046180795,1.5200412500963763,76071705571108510,"118629, 92500, 2910",right,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX169,AN_GNG_14,ANXXX169,reproduction,abdominal VNC
720575941411740817,-10.824254166031581,16.631905936108648,76356960991306960,"125705, 206283, 6170",left,ventral_nerve_cord,ascending,17B,NA,NA,AN17B008,AN_GNG_AMMC_3,AN17B008,taste-touch,leg VNC
720575941412047787,4.70745359764029,-1.6678896914853496,76426848296963735,"127395, 191597, 4812",right,ventral_nerve_cord,ascending,19B,NA,NA,AN19B014,AN_GNG_144,AN19B014,postural control,leg VNC
720575941412103535,-3.097028147125944,9.929724120007569,76425610876082112,"128955, 155128, 2828",left,ventral_nerve_cord,ascending,12B,NA,NA,AN12B089,AN_GNG_200,AN12B089,reproduction,leg VNC
720575941412619631,-19.6372081150062,16.419860266552984,75788650449297517,"109330, 45312, 4508",right,central_brain,descending,putative_primary,NA,NA,DNpe027_ab,DNpe027,DNxn153,postural control,leg VNC
720575941412623215,30.179833282088534,23.710793875561762,76492543042772877,"129055, 51997, 625",left,central_brain,descending,MX12,grooming,NA,DNg12_e,DNg12_e,DNg12,grooming,leg VNC
720575941412626799,-11.176055084610685,2.9997738827334004,75935023135923298,"113912, 214008, 5233",left,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX214,AN_GNG_14,ANXXX214,reproduction,abdominal VNC
720575941412795759,-20.064631592179037,17.83980312238794,76071705504220526,"118766, 92500, 2747",left,ventral_nerve_cord,ascending,08B,NA,NA,AN08B048,AN_multi_104,AN08B048,threat response,leg VNC
720575941413167215,1.6027747283928548,-34.85561237443823,76636648658428876,"134857, 152808, 4091",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B049,SA_DMT_DMetaN_3,AN07B049,head orienting,dorsal VNC
720575941413189999,-13.529058586502773,21.78977718244653,76565867328177477,"132304, 140733, 2850",right,central_brain,descending,PSp2,NA,NA,DNp38,DNp38,DNp38,threat response,lateral brain
720575941413382289,13.745170463179841,-37.0733438502683,76286454540208154,"123266, 201988, 5326",left,ventral_nerve_cord,ascending,19B,NA,NA,AN19B104,NA,AN19B104,flight steering 2,dorsal VNC
720575941413514607,-16.432399879837725,19.051713370190676,76212442992611643,"121418, 92500, 2754",right,central_brain,descending,MX3,NA,NA,DNge099,DNge099,DNxn154,threat response,leg VNC
720575941413523604,9.309228767012847,-3.021494008196776,76001336893739146,"115890, 92500, 3073",right,ventral_nerve_cord,ascending,02A,NA,NA,AN02A046,AN_GNG_82,AN02A046,walking steering,leg VNC
720575941413558639,-14.263059746170743,-22.81979236711401,76352218274118370,"124978, 65458, 2241",right,central_brain,descending,LB7,NA,NA,DNge091,DNge091,DNxn144,flight power,posterior brain
720575941413566748,13.27222620353629,-37.01400241960424,76353180548022908,"125113, 92500, 2975",right,ventral_nerve_cord,ascending,19B,NA,NA,AN19B059,AN_GNG_IPS_20,AN19B059,flight steering 2,dorsal VNC
720575941413642268,6.601063121413486,-12.959477044238037,76282811804121476,"124706, 92500, 3070",left,central_brain,descending,putative_primary,NA,NA,DNg78,DNg78,DNg78,head orienting,dorsal VNC
720575941413778833,14.197932113265294,-37.71589145769017,76216085795973137,"122853, 200899, 5302",left,ventral_nerve_cord,ascending,19B,NA,NA,AN19B104,NA,AN19B104,flight steering 2,dorsal VNC
720575941414341521,-11.85352052345346,-1.6132091056241433,75999893919429161,"114705, 50178, 3730",right,central_brain,descending,putative_primary,NA,NA,DNpe055,DNpe055,DNxn102,postural control,dorsal VNC
720575941414353436,2.4756189476006183,-33.25675068010229,76563393293144245,"131151, 65929, 2462",left,central_brain,descending,LB6,reaching,NA,DNg10,DNg10,DNg10,head orienting,dorsal VNC
720575941414491028,-8.027871261978847,23.981456183301024,76285079680575236,"124058, 161512, 3414",right,central_brain,descending,NA,NA,NA,DNge102,DNge102,DNxl128,taste-touch,leg VNC
720575941414908561,-7.794345985794769,-14.817241288317625,76778004889965798,"139260, 170664, 4971",right,ventral_nerve_cord,ascending,06B,NA,NA,AN06B031,SA_DMT_DMetaN_12,AN06B031,flight power,dorsal VNC
720575941414947220,-13.328591476822599,22.603904150830328,77125243869076431,"149397, 34218, 2940",left,central_brain,descending,putative_primary,NA,NA,DNpe031,DNpe031,DNxn187,threat response,leg VNC
720575941415224348,2.6850258003227867,-33.008902169360105,76492818323411268,"130916, 60656, 2196",left,central_brain,descending,LB7,NA,NA,DNge116,DNge116,DNg36,head orienting,dorsal VNC
720575941415395473,1.0688919912331258,28.831550024853765,76777729542080572,"137805, 162709, 3119",right,ventral_nerve_cord,ascending,05B,NA,NA,AN05B078,AN_AVLP_GNG_23,AN05B078,taste-touch,leg VNC
720575941415445908,2.5991908203118,-1.0164817344083235,76075554466073912,"118274, 208776, 5315",left,ventral_nerve_cord,ascending,putative_primary,NA,NA,ANXXX094,AN_multi_47,ANXXX094,flight power,posterior brain
720575941415497617,-0.3268770386226023,-25.72356662858862,76353180548095777,"125448, 92500, 3003",left,ventral_nerve_cord,ascending,11B,NA,NA,AN11B008,AN_GNG_175,AN11B008,head orienting,dorsal VNC
720575941415598737,9.358142722701327,1.0914828408823567,76000649431214869,"116604, 73047, 2275",right,central_brain,descending,putative_primary,walking,NA,DNb08,DNb08,DNb08,walking,leg VNC
720575941415605276,-22.964131485367517,29.145566367016848,76005391678636619,"114735, 214695, 4399",right,ventral_nerve_cord,ascending,10B,NA,NA,AN10B037,AN_GNG_88,AN10B037,proprioceptive,leg VNC
720575941415707420,-10.35767091407846,15.035347365246828,76914412179038055,"142722, 42941, 1715",left,central_brain,descending,MD3,NA,NA,DNg24,DNg24,DNg24,reproduction,lateral brain
720575941415777937,-14.616950165177089,-24.07013187517065,76703649678161171,"137051, 51940, 2243",left,central_brain,descending,LB7,NA,NA,DNge091,DNge091,DNxn117,flight power,dorsal VNC
720575941416654620,-9.601288925553066,32.06902446638207,76285766807877743,"123880, 180873, 3084",right,ventral_nerve_cord,ascending,17A,NA,NA,AN17A018,AN_GNG_SAD_1,AN17A018,taste-touch,leg VNC
720575941416724764,-1.5341149677283612,17.6650308598147,76426504565010994,"127409, 181861, 4154",left,ventral_nerve_cord,ascending,05B,NA,NA,AN05B097,AN_multi_76,AN05B097,feeding,superior brain
720575941416742172,-13.572770248795257,16.44037570844751,76071705571550603,"117063, 92500, 3056",right,ventral_nerve_cord,ascending,19A,halting,NA,AN19A018_c,AN_GNG_52,AN19A018,threat response,abdominal VNC
720575941416780828,32.57304655418325,-18.4837442408933,77547318760745652,"161704, 29616, 2349",right,ventral_nerve_cord,ascending,10B,NA,NA,AN10B029,AN_AVLP_43,AN10B029,vibratory,lateral brain
720575941417243164,-3.3504933227546063,4.069983385907229,76142074315206462,"119707, 92500, 2875",right,central_brain,descending,SMPpv1,NA,NA,DNpe046,DNpe046,auto:ANXXX084,reproduction,abdominal VNC
720575941424975956,4.505244124984042,-15.110074616564697,76282811803491894,"123000, 92500, 2856",right,ventral_nerve_cord,ascending,06B,NA,NA,AN06B999,auto:DNge043,NA,head orienting,posterior brain
720575941425381716,10.599387038802403,-31.54620609392065,75789337107106965,"109137, 66178, 2438",right,central_brain,descending,LB6,NA,NA,DNge085,DNge085,DNxn109,flight steering 2,dorsal VNC
720575941425384532,-13.871619354630218,-33.33129749406713,75930968082612274,"114282, 92500, 2865",right,ventral_nerve_cord,ascending,19B,NA,NA,AN19B060,SA_DMT_DMetaN_12,AN19B060,flight steering 2,dorsal VNC
720575941426612564,-20.860379349137045,-13.905857659472412,75718831058133899,"106779, 61830, 2920",right,central_brain,descending,LB12,NA,NA,DNg02_a,DNg02_a,DNg92,flight power,dorsal VNC
720575941427901012,17.501007903670565,12.48384895216089,75648461978272419,"105162, 61824, 1578",right,central_brain,descending,LB7__prim,NA,NA,DNge100,DNge100,DNfl020,probing,flange median bundle
720575941427934548,1.6704620014183678,0.21735100861054238,76210725475088213,"121823, 41840, 4399",left,central_brain,descending,putative_primary,NA,NA,DNpe020,DNpe020,NA,postural control,leg VNC
720575941427950676,-6.649160992050872,-1.4801314841641824,76004910709606053,"114955, 200265, 4742",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B036,AN_IPS_WED_2,AN07B036,flight power,dorsal VNC
720575941428164233,14.119758475875154,2.266414069043215,76001336759585161,"115303, 92500, 2585",right,central_brain,descending,MX12__prim,NA,NA,DNge174,DNge174,DNfl021,probing,flange median bundle
720575941428247800,-3.216878544235929,9.527816199170168,76355310985685233,"125154, 156941, 3350",left,ventral_nerve_cord,ascending,12B,NA,NA,AN12B089,NA,AN12B089,reproduction,leg VNC
720575941428274313,2.58035217628409,-33.983721352709715,76353180547871205,"125200, 92500, 2924",right,ventral_nerve_cord,ascending,06A,NA,NA,AN06A112,auto:SA_DMT_DMetaN_12,AN06A112,head orienting,dorsal VNC
720575941428365193,32.997225631331695,14.304747008191164,75577955728536977,"102668, 58199, 1522",right,central_brain,descending,MX12,NA,NA,DNg12_b,DNg12_b,DNnt013,grooming,dorsal VNC
720575941428563540,-17.216925751114594,15.989831351147709,75718006760304538,"108475, 36992, 4331",right,central_brain,descending,SMPpm1,NA,NA,DNpe043,DNpe043,DNxn159,threat response,leg VNC
720575941428568404,2.5900138507836017,17.35652484785181,76281299572850189,"123078, 47768, 1480",left,ventral_nerve_cord,ascending,01A,NA,NA,AN01A055,AN_SLP_LH_1,AN01A055,feeding,superior brain
