node,layer_mean,root_id
2,9.060240963855422,720575940596125868
3,8.63855421686747,720575940597856265
4,8.602409638554217,720575940597944841
5,8.602409638554217,720575940598267657
6,8.94578313253012,720575940599333574
7,8.957831325301205,720575940599457990
8,9.13855421686747,720575940599459782
9,9.120481927710843,720575940599704006
10,9.108433734939759,720575940599729862
11,9.096385542168674,720575940599733446
13,9.060240963855422,720575940599755718
14,9.150602409638553,720575940599763910
15,9.168674698795181,720575940599797164
16,9.204819277108435,720575940600071689
17,8.626506024096386,720575940600084489
18,9.156626506024097,720575940600101641
19,9.096385542168674,720575940600124169
20,9.012048192771084,720575940600143369
21,9.265060240963855,720575940600150793
23,9.024096385542169,720575940600547529
24,8.271084337349398,720575940600588204
25,9.018072289156626,720575940600623020
27,8.162650602409638,720575940600722348
28,8.795180722891565,720575940600782252
29,9.024096385542169,720575940600850441
30,8.849397590361447,720575940600866569
31,9.108433734939759,720575940600934665
33,8.421686746987952,720575940601067436
34,8.86144578313253,720575940601103625
35,9.355421686746988,720575940601206499
36,9.024096385542169,720575940601263473
37,8.536144578313253,720575940601325484
38,8.783132530120483,720575940601412361
39,8.614457831325302,720575940601423625
40,8.391566265060241,720575940601566217
41,8.271084337349398,720575940601568777
42,9.012048192771084,720575940601598892
43,9.337349397590362,720575940601603185
44,8.96987951807229,720575940601653513
45,9.120481927710843,720575940601672201
46,9.343373493975903,720575940601712649
47,7.993975903614458,720575940601736201
48,9.0,720575940601867017
49,8.75301204819277,720575940602090976
50,9.108433734939759,720575940602120928
52,9.186746987951807,720575940602140862
54,7.481927710843373,720575940602309600
55,6.246987951807229,720575940602313952
56,8.897590361445783,720575940602337504
58,8.13855421686747,720575940602380768
59,9.168674698795181,720575940602382304
60,9.204819277108435,720575940602398473
61,9.343373493975903,720575940602401214
62,7.855421686746988,720575940602415584
63,7.831325301204819,720575940602430944
64,7.126506024096385,720575940602444512
65,7.186746987951807,720575940602447328
66,8.825301204819278,720575940602483424
67,9.22289156626506,720575940602497726
69,6.397590361445783,720575940602534112
70,10.602409638554217,720575940602553568
71,10.542168674698795,720575940602564320
72,9.234939759036145,720575940602572768
73,9.156626506024097,720575940602577598
74,10.355421686746988,720575940602605536
75,7.5,720575940602618848
