node,layer_mean,root_id
2,10.271084337349398,720575940596125868
3,9.680722891566266,720575940597856265
4,10.006024096385541,720575940597944841
5,9.885542168674698,720575940598267657
6,10.066265060240964,720575940599333574
7,10.03012048192771,720575940599457990
8,10.313253012048193,720575940599459782
9,10.301204819277109,720575940599704006
10,10.156626506024097,720575940599729862
11,10.343373493975903,720575940599733446
13,10.132530120481928,720575940599755718
14,10.283132530120483,720575940599763910
15,10.24698795180723,720575940599797164
16,10.283132530120483,720575940600071689
17,9.831325301204819,720575940600084489
18,10.216867469879517,720575940600101641
19,10.228915662650602,720575940600124169
20,10.216867469879517,720575940600143369
21,10.349397590361447,720575940600150793
23,10.012048192771084,720575940600547529
24,10.301204819277109,720575940600588204
25,10.409638554216867,720575940600623020
27,10.36144578313253,720575940600722348
28,9.987951807228916,720575940600782252
29,10.066265060240964,720575940600850441
30,10.30722891566265,720575940600866569
31,10.144578313253012,720575940600934665
33,10.198795180722891,720575940601067436
34,10.120481927710843,720575940601103625
35,10.13855421686747,720575940601206499
36,9.91566265060241,720575940601263473
37,10.379518072289157,720575940601325484
38,9.77710843373494,720575940601412361
39,9.975903614457831,720575940601423625
40,10.355421686746988,720575940601566217
41,10.349397590361447,720575940601568777
42,10.05421686746988,720575940601598892
43,10.090361445783133,720575940601603185
44,10.283132530120483,720575940601653513
45,10.150602409638553,720575940601672201
46,10.090361445783133,720575940601712649
47,9.644578313253012,720575940601736201
48,10.162650602409638,720575940601867017
49,7.9397590361445785,720575940602090976
50,8.41566265060241,720575940602120928
52,9.644578313253012,720575940602140862
54,9.08433734939759,720575940602309600
55,8.963855421686747,720575940602313952
56,8.602409638554217,720575940602337504
58,8.662650602409638,720575940602380768
59,6.807228915662651,720575940602382304
60,10.078313253012048,720575940602398473
61,10.210843373493976,720575940602401214
62,9.060240963855422,720575940602415584
63,8.006024096385541,720575940602430944
64,8.385542168674698,720575940602444512
65,7.295180722891566,720575940602447328
66,9.933734939759036,720575940602483424
67,10.27710843373494,720575940602497726
69,8.837349397590362,720575940602534112
70,9.704819277108435,720575940602553568
71,9.427710843373495,720575940602564320
72,10.234939759036145,720575940602572768
73,10.216867469879517,720575940602577598
74,9.548192771084338,720575940602605536
75,9.102409638554217,720575940602618848
