node,layer_mean,root_id
2,8.373493975903614,720575940596125868
3,8.03012048192771,720575940597856265
4,8.24698795180723,720575940597944841
5,8.042168674698795,720575940598267657
6,8.433734939759036,720575940599333574
7,8.403614457831326,720575940599457990
8,8.457831325301205,720575940599459782
9,8.433734939759036,720575940599704006
10,8.427710843373495,720575940599729862
11,8.536144578313253,720575940599733446
13,8.337349397590362,720575940599755718
14,8.53012048192771,720575940599763910
15,8.55421686746988,720575940599797164
16,8.493975903614459,720575940600071689
17,8.102409638554217,720575940600084489
18,8.397590361445783,720575940600101641
19,8.481927710843374,720575940600124169
20,8.451807228915662,720575940600143369
21,8.542168674698795,720575940600150793
23,8.355421686746988,720575940600547529
24,8.536144578313253,720575940600588204
25,8.55421686746988,720575940600623020
27,8.710843373493976,720575940600722348
28,8.24698795180723,720575940600782252
29,8.373493975903614,720575940600850441
30,8.397590361445783,720575940600866569
31,8.46987951807229,720575940600934665
33,8.421686746987952,720575940601067436
34,8.385542168674698,720575940601103625
35,8.289156626506024,720575940601206499
36,8.234939759036145,720575940601263473
37,8.680722891566266,720575940601325484
38,8.19277108433735,720575940601412361
39,8.120481927710843,720575940601423625
40,8.75301204819277,720575940601566217
41,8.710843373493976,720575940601568777
42,8.24698795180723,720575940601598892
43,8.156626506024097,720575940601603185
44,8.385542168674698,720575940601653513
45,8.385542168674698,720575940601672201
46,8.289156626506024,720575940601712649
47,7.879518072289157,720575940601736201
48,8.22289156626506,720575940601867017
49,6.608433734939759,720575940602090976
50,6.210843373493976,720575940602120928
52,8.096385542168674,720575940602140862
54,7.463855421686747,720575940602309600
55,7.13855421686747,720575940602313952
56,6.126506024096385,720575940602337504
58,5.265060240963855,720575940602380768
59,5.349397590361446,720575940602382304
60,8.409638554216867,720575940602398473
61,8.313253012048193,720575940602401214
62,6.554216867469879,720575940602415584
63,6.367469879518072,720575940602430944
64,6.77710843373494,720575940602444512
65,6.120481927710843,720575940602447328
66,7.548192771084337,720575940602483424
67,8.5,720575940602497726
69,7.102409638554217,720575940602534112
70,8.012048192771084,720575940602553568
71,7.963855421686747,720575940602564320
72,8.475903614457831,720575940602572768
73,8.506024096385541,720575940602577598
74,8.19277108433735,720575940602605536
75,6.813253012048193,720575940602618848
76,8.403614457831326,720575940602619249
77,7.981927710843373,720575940602677617
78,6.0120481927710845,720575940602703072
79,5.710843373493976,720575940602718432
81,8.08433734939759,720575940602728364
82,8.349397590361447,720575940602737598
83,8.259036144578314,720575940602747360
84,8.891566265060241,720575940602783968
85,8.481927710843374,720575940602790610
86,8.132530120481928,720575940602800608
87,7.909638554216867,720575940602815200
88,7.819277108433735,720575940602829536
89,8.391566265060241,720575940602831328
90,6.566265060240964,720575940602849248
91,7.957831325301205,720575940602857440
92,8.69277108433735,720575940602857696
93,8.204819277108435,720575940602858464
94,8.120481927710843,720575940602862560
95,7.072289156626506,720575940602864300
96,5.385542168674699,720575940602879404
97,8.301204819277109,720575940602880736
98,7.0120481927710845,720575940602885344
99,5.253012048192771,720575940602891232
100,6.650602409638554,720575940602893228
101,5.301204819277109,720575940602914988
102,8.36144578313253,720575940602917088
103,8.234939759036145,720575940602920364
104,8.301204819277109,720575940602922976
105,8.439759036144578,720575940602928608
106,7.933734939759036,720575940602943968
108,6.391566265060241,720575940602964140
109,6.596385542168675,720575940602974688
110,7.506024096385542,720575940602977248
111,8.63855421686747,720575940602996448
112,7.22289156626506,720575940603011808
113,6.957831325301205,720575940603012832
114,8.048192771084338,720575940603022304
115,1.0,720575940603029472
116,6.825301204819277,720575940603032748
117,8.108433734939759,720575940603042272
118,7.879518072289157,720575940603045804
119,8.024096385542169,720575940603048108
120,7.837349397590361,720575940603050668
121,8.078313253012048,720575940603067360
122,7.897590361445783,720575940603077600
123,7.819277108433735,720575940603082720
124,7.9879518072289155,720575940603084972
125,8.96987951807229,720575940603094700
126,7.801204819277109,720575940603111392
127,7.614457831325301,720575940603114464
128,7.301204819277109,720575940603117996
129,7.530120481927711,720575940603121888
130,6.403614457831325,720575940603123936
131,5.951807228915663,720575940603125216
132,7.006024096385542,720575940603144416
133,6.506024096385542,720575940603152998
134,5.879518072289157,720575940603167916
135,8.234939759036145,720575940603174368
136,7.493975903614458,720575940603174572
137,8.331325301204819,720575940603176049
138,1.0,720575940603183840
139,5.433734939759036,720575940603186790
140,7.903614457831325,720575940603195421
141,6.481927710843373,720575940603195494
142,8.289156626506024,720575940603197408
143,1.0,720575940603198432
144,7.927710843373494,720575940603200428
145,6.86144578313253,720575940603201452
