UMAP1,UMAP2,id,top_nt,side,region,super_class,hemilineage,cell_function,nerve,composite_cell_type,cell_class,cell_sub_class,cell_type,fafb_cell_type,manc_cell_type,neck_group,group,label,unordered_cluster,cluster,colours
-20.94200799961507,5.442002880629641,720575941350890544,acetylcholine,left,neck_connective,descending,LB7,NA,NA,DNge110,descending,,DNge110,DNge110,DNut054,OUT,descending_OUT,NA,19,DN_06,#695B52
22.297511119647627,28.3407169461814,720575941351919408,acetylcholine,right,neck_connective,ascending,08B,NA,NA,AN08B018,ascending,NA,AN08B018,AN_AVLP_43,AN08B018,OUT,ascending_OUT,NA,11,AN_23,#8D6F58
-36.62464807529866,9.57275639778052,720575941352057904,serotonin,left,neck_connective,descending,PSp2,NA,NA,DNpe054,descending,NA,DNpe054,DNpe054,NA,OUT,descending_OUT,NA,16,DN_05,#9C9286
19.880856532855635,-21.52219046348657,720575941352918576,gaba,left,neck_connective,descending,MX3,neuromodulatory,NA,DNg70,descending,,DNg70,DNg70,DNxn180,IN,descending_IN,DNg70,22,DN_16,#C4B39C
21.21529294948161,21.982587444838625,720575941352944432,gaba,right,neck_connective,ascending,17B,NA,NA,AN17B007,ascending,NA,AN17B007,AN_AVLP_SAD_3,AN17B007,OUT,ascending_OUT,NA,11,AN_23,#8D6F58
-9.687459926800127,-14.403657329026121,720575941353080624,acetylcholine,right,neck_connective,descending,putative_primary,NA,NA,DNge036,descending,,DNge036,DNge036,DNfl042,IN,descending_IN,NA,10,DN_13,#CF603E
-15.992299061016436,18.519763577040774,720575941353112112,acetylcholine,left,neck_connective,ascending,07B,NA,NA,AN07B046,ascending,NA,AN07B046,AN_GNG_179,AN07B046,IN,ascending_IN,NA,14,AN_08,#D73029
22.748682994647627,-18.558639895859617,720575941353204784,acetylcholine,right,neck_connective,ascending,09B,NA,NA,AN09B018,ascending,NA,AN09B018,AN_GNG_71,AN09B018,IN,ascending_IN,NA,7,AN_18,#E92F2F
19.885449428363447,11.540380108412844,720575941353247536,acetylcholine,right,neck_connective,ascending,10B,NA,NA,AN10B046,ascending,NA,AN10B046,AN_GNG_165,AN10B046,OUT,ascending_OUT,NA,6,AN_22,#FA4141
-27.253205280498857,11.049768078383547,720575941353374512,acetylcholine,left,neck_connective,ascending,07B,NA,NA,AN07B085,ascending,NA,AN07B085,AN_GNG_175,AN07B085,IN,ascending_IN,NA,13,AN_04,#F35438
-26.75223634739339,0.18284319644842728,720575941390285462,glutamate,right,neck_connective,descending,LB12,NA,NA,DNg05_b,descending,NA,DNg05_b,DNg05_b,DNg05,IN,descending_IN,NA,4,DN_02,#F96A3C
-29.252600650982256,10.803290951308352,720575941390308246,acetylcholine,left,neck_connective,descending,LB7,NA,NA,DNge118,descending,,DNge118,DNge118,DNut054,IN,descending_IN,NA,13,DN_04,#F35438
-30.153485279278154,12.674025166091067,720575941390604438,acetylcholine,right,neck_connective,ascending,CREl1,NA,NA,NA,ascending,NA,720575941390604438,NA,NA,OUT,ascending_OUT,NA,13,AN_04,#F35438
-30.150277118877764,20.084630596694094,720575941390619140,glutamate,right,neck_connective,descending,LB6,NA,NA,DNg10,descending,NA,DNg10,NA,DNg10,IN,descending_IN,NA,5,DN_09,#EF9334
-33.94528482456624,7.53266679054175,720575941390623382,glutamate;acetylcholine,right,neck_connective,descending,putative_primary,ocellar,NA,DNp20,descending,,DNp20,DNp20,DNp20,IN,descending_IN,DNp20,16,DN_05,#9C9286
-1.3667614867252063,-27.179746997300047,720575941390722710,acetylcholine,right,neck_connective,descending,MX12,grooming,NA,DNge025,descending,,DNge025,DNge025,DNg12,IN,descending_IN,DNge025,12,DN_11,#EFB135
24.436308879657393,18.926742184218508,720575941391682052,acetylcholine,left,neck_connective,ascending,10B,NA,NA,AN10B047,ascending,NA,AN10B047,AN_GNG_166,AN10B047,OUT,ascending_OUT,NA,6,AN_22,#FA4141
-22.02237222690999,18.257346737441164,720575941392278678,acetylcholine;gaba,left,neck_connective,ascending,07B,NA,NA,AN07B089,ascending,unknown_orphan_neuron,AN07B089,NA,AN07B089,OUT,ascending_OUT,NA,14,AN_08,#D73029
-18.120200138286943,20.343705761489016,720575941392742148,acetylcholine,left,neck_connective,ascending,08B,NA,NA,AN08B100,ascending,,AN08B100,AN_GNG_VES_9,AN08B100,OUT,ascending_OUT,NA,14,AN_08,#D73029
-23.236464481548662,1.8516634584036886,720575941392812548,acetylcholine,right,neck_connective,descending,putative_primary,NA,NA,DNp26,descending,,DNp26,DNp26,DNp26,IN,descending_IN,NA,4,DN_02,#F96A3C
-36.583392124370924,9.907067883071047,720575941393196950,serotonin,right,neck_connective,descending,PSp2,NA,NA,DNpe054,descending,NA,DNpe054,DNpe054,DNht001,OUT,descending_OUT,NA,16,DN_05,#9C9286
25.437497157855635,5.984703171309572,720575941393242628,serotonin;gaba,right,neck_connective,descending,putative_primary,neuromodulatory,NA,DNp30,descending,,DNp30,DNp30,DNp30,OUT,descending_OUT,DNp30,6,DN_22,#FA4141
-19.383154850201006,21.73269807105933,720575941393354390,acetylcholine,left,neck_connective,ascending,19B,NA,NA,AN19B106,ascending,NA,AN19B106,NA,AN19B106,OUT,ascending_OUT,NA,14,AN_08,#D73029
-16.93375490208089,18.630117046889406,720575941393488790,acetylcholine,left,neck_connective,ascending,07B,NA,NA,AN07B046,ascending,NA,AN07B046,AN_GNG_179,AN07B046,IN,ascending_IN,NA,14,AN_08,#D73029
14.832678813739424,7.511989700850588,720575941393722006,acetylcholine,right,neck_connective,ascending,08B,NA,NA,AN08B081,ascending,,AN08B081,AN_5_None,AN08B081,OUT,ascending_OUT,NA,18,AN_25,#FAC240
-2.4765136053127,4.3079901815024435,720575941393745046,acetylcholine,right,neck_connective,ascending,04A,NA,NA,AN04A001,ascending,NA,AN04A001,AN_GNG_165,AN04A001,IN,ascending_IN,NA,26,AN_27,#FBCD5A
2.8323848436313916,-7.243412864151853,720575941393748630,acetylcholine,right,neck_connective,ascending,01A,NA,NA,AN01A006,ascending,NA,AN01A006,AN_GNG_48,AN01A006,IN,ascending_IN,NA,2,AN_12,#9FB555
20.551232356830244,-7.854030978623289,720575941393864342,gaba,right,neck_connective,ascending,TBD,NA,NA,ANXXX041,ascending,NA,ANXXX041,AN_GNG_123,ANXXX041,OUT,ascending_OUT,NA,1,AN_20,#409D3D
-21.445687275127764,-0.9099816798600139,720575941393983382,acetylcholine;gaba,right,neck_connective,ascending,07B,NA,NA,AN07B004,ascending,,AN07B004,AN_multi_28,AN07B004,IN,ascending_IN,NA,4,AN_02,#F96A3C
-18.333186130718584,6.524227726515871,720575941399032099,glutamate,right,neck_connective,descending,MX3,NA,NA,DNg08_b,descending,NA,DNg08_b,DNg08_b,DNg08,OUT,descending_OUT,NA,19,DN_06,#695B52
1.5781052301365186,-17.96085776084985,720575941399042851,acetylcholine,left,neck_connective,descending,putative_primary,NA,NA,DNge077,descending,,DNge077,DNge077,DNfl025,IN,descending_IN,NA,2,DN_12,#9FB555
-8.880166034893389,-16.524553668442625,720575941399099427,NA,right,neck_connective,descending,NA,NA,NA,DNfl033,descending,NA,DNfl033,NA,DNfl033,IN,descending_IN,NA,10,DN_13,#CF603E
-2.0903127004665087,-26.40645445579614,720575941399380515,acetylcholine,right,neck_connective,descending,MX12,grooming,NA,DNg12_e,descending,NA,DNg12_e,DNg12_e,DNg12,IN,descending_IN,DNg12_e,12,DN_11,#EFB135
-25.377987842754717,15.883241283949953,720575941399595555,gaba,left,neck_connective,ascending,06A,NA,NA,AN06A062,ascending,NA,AN06A062,NA,AN06A062,IN,ascending_IN,NA,5,AN_09,#EF9334
-14.920930843548174,-1.55558468097772,720575941400285475,acetylcholine,right,neck_connective,descending,LB7__prim,NA,NA,DNge125,descending,,DNge125,DNge125,DNnt020,IN,descending_IN,NA,24,DN_01,#55B151
-15.91535661716878,-0.7274189412030162,720575941400290851,acetylcholine;gaba,right,neck_connective,descending,putative_primary,NA,NA,DNg49,descending,,DNg49,DNg49,DNg49,IN,descending_IN,NA,24,DN_01,#55B151
5.2297091672855665,-11.577935588303465,720575941400300835,gaba,right,neck_connective,ascending,12B,NA,NA,AN12B019,ascending,NA,AN12B019,AN_multi_15,AN12B019,IN,ascending_IN,NA,2,AN_12,#9FB555
6.545558471484785,-10.906157863083738,720575941400319779,acetylcholine,right,neck_connective,ascending,08B,puff,NA,AN08B022,ascending,NA,AN08B022,AN_VES_GNG_7,AN08B022,IN,ascending_IN,AN08B022,2,AN_12,#9FB555
-23.874567966656084,-2.2692283510598124,720575941400820515,acetylcholine,left,neck_connective,descending,LB12,NA,NA,DNg110,descending,NA,DNg110,DNg110,DNg110,IN,descending_IN,NA,4,DN_02,#F96A3C
-12.551484089092607,6.294581520613772,720575941400967459,gaba,left,ventral_nerve_cord,ascending,TBD,NA,NA,EAXXX079,ascending,wing_neurosecretory_cell,EAXXX079,NA,EAXXX079,OUT,ascending_OUT,NA,21,AN_07,#5BB86E
24.26920606593669,14.736780750807863,720575941401375011,acetylcholine,left,neck_connective,ascending,10B,NA,NA,AN10B051,ascending,NA,AN10B051,AN_AVLP_51,AN10B051,OUT,ascending_OUT,NA,6,AN_22,#FA4141
14.635490436359053,-14.972590815964598,720575941401738787,acetylcholine,left,neck_connective,ascending,CREl1,NA,NA,NA,ascending,NA,720575941401738787,NA,NA,OUT,ascending_OUT,NA,22,AN_16,#C4B39C
-23.165076236919756,-1.4235408424767435,720575941401753635,acetylcholine,left,neck_connective,descending,LB12,NA,NA,DNg06,descending,NA,DNg06,DNg06,DNxn100,OUT,descending_OUT,NA,4,DN_02,#F96A3C
-10.391665439800615,5.751731026229006,720575941401765923,gaba,left,neck_connective,ascending,06B,NA,NA,AN06B031,ascending,NA,AN06B031,SA_DMT_ADMN_10,AN06B031,IN,ascending_IN,NA,21,AN_07,#5BB86E
-3.564084749416704,-8.844155681076902,720575941401766435,acetylcholine,left,neck_connective,descending,putative_primary,NA,NA,DNbe007,descending,,DNbe007,DNbe007,DNxl082,IN,descending_IN,NA,10,DN_13,#CF603E
26.04558660487712,-16.752573382798094,720575941401783587,NA,left,neck_connective,ascending,NA,NA,NA,AN_GNG_SAD_6,ascending,NA,AN_GNG_SAD_6,AN_GNG_SAD_6,NA,IN,ascending_IN,NA,7,AN_18,#E92F2F
-22.36568735142171,14.330782520827395,720575941401786403,acetylcholine,right,neck_connective,descending,putative_primary,NA,NA,DNpe004,descending,NA,DNpe004,DNpe004,NA,IN,descending_IN,NA,5,DN_09,#EF9334
17.709313411517744,-24.990867984238523,720575941401806883,glutamate;gaba,left,neck_connective,descending,putative_primary,NA,NA,DNg80,descending,,DNg80,DNg80,DNg80,IN,descending_IN,NA,9,DN_14,#3D9D98
18.096270580096846,18.117204296645266,720575941401813027,gaba,right,neck_connective,ascending,17B,NA,NA,AN17B002,ascending,NA,AN17B002,AN_GNG_AMMC_1,AN17B002,IN,ascending_IN,NA,6,AN_22,#FA4141
-1.565753917888994,-5.429137599411863,720575941401814307,acetylcholine,left,neck_connective,descending,putative_primary,walking,NA,DNge050,descending,,DNge050,DNge050,DNxl049,IN,descending_IN,DNge050,3,DN_26,#2C8EC0
21.138255138202314,-14.205541980210203,720575941401962787,octopamine;gaba,left,neck_connective,descending,putative_primary,neuromodulatory,NA,DNg104,descending,,DNg104,DNg104,DNxl101,OUT,descending_OUT,DNg104,7,DN_18,#E92F2F
13.820174236102705,5.234665501174074,720575941402279971,acetylcholine,right,neck_connective,ascending,08B,NA,NA,AN08B089,ascending,,AN08B089,AN_GNG_147,AN08B089,OUT,ascending_OUT,NA,18,AN_25,#FAC240
18.23324300746501,-9.693903338852781,720575941403931248,acetylcholine,left,neck_connective,ascending,TBD,NA,NA,ANXXX092,ascending,,ANXXX092,AN_GNG_27,ANXXX092,IN,ascending_IN,NA,1,AN_20,#409D3D
4.465757865710859,7.342786896285158,720575941403937136,acetylcholine,right,neck_connective,ascending,08B,NA,NA,AN08B015,ascending,NA,AN08B015,AN_GNG_186,AN08B015,IN,ascending_IN,NA,15,AN_24,#41A4D5
3.8632044980961133,-9.462149035874265,720575941403959920,acetylcholine,right,neck_connective,ascending,08B,NA,NA,AN08B100,ascending,,AN08B100,AN_GNG_VES_9,AN08B100,OUT,ascending_OUT,NA,2,AN_12,#9FB555
-20.331789951519365,22.060672390517336,720575941404619888,acetylcholine,left,neck_connective,ascending,19B,NA,NA,AN19B104,ascending,NA,AN19B104,AN_4_None,AN19B104,OUT,ascending_OUT,NA,14,AN_08,#D73029
1.2936647127109815,2.221319544371706,720575941404711792,acetylcholine,right,neck_connective,descending,PSp2,NA,NA,DNpe016,descending,,DNpe016,DNpe016,DNxn174,IN,descending_IN,NA,3,DN_26,#2C8EC0
-5.421603660778398,-16.028624904099363,720575941404748144,acetylcholine,left,neck_connective,descending,MX12,NA,NA,DNge106,descending,NA,DNge106,DNge106,DNxl097,IN,descending_IN,NA,10,DN_13,#CF603E
13.382967014117842,-27.06016005271997,720575941404754544,glutamate,left,neck_connective,ascending,TBD,NA,NA,ANXXX169,ascending,NA,ANXXX169,NA,ANXXX169,IN,ascending_IN,NA,9,AN_14,#3D9D98
-35.03571985264241,14.284788715895754,720575941404813680,acetylcholine,left,neck_connective,descending,LB7,NA,NA,DNg36_b,descending,NA,DNg36_b,DNg36_b,DNut042,IN,descending_IN,NA,16,DN_05,#9C9286
-3.3948023130458544,-16.06622637504663,720575941404874352,acetylcholine,right,neck_connective,descending,MX12__prim,NA,NA,DNge173,descending,NA,DNge173,DNge173,DNfl021,IN,descending_IN,NA,10,DN_13,#CF603E
11.311063785358076,7.756468403395754,720575941404900464,acetylcholine,right,neck_connective,ascending,08B,NA,NA,AN_GNG_SAD_32,ascending,NA,AN_GNG_SAD_32,AN_GNG_SAD_32,NA,OUT,ascending_OUT,NA,18,AN_25,#FAC240
26.136094112201338,-2.784876477661985,720575941404923248,acetylcholine,right,neck_connective,ascending,TBD,NA,NA,ANXXX043,ascending,,ANXXX043,AN_AVLP_GNG_22,ANXXX043,OUT,ascending_OUT,NA,1,AN_20,#409D3D
-35.52295969028889,10.76151143318091,720575941404981360,acetylcholine,left,neck_connective,descending,PSp2,steering,NA,DNp17,descending,NA,DNp17,DNp17,DNp17,IN,descending_IN,DNp17,16,DN_05,#9C9286
-37.73236368198811,7.88666020637427,720575941405179760,acetylcholine,right,neck_connective,descending,CREl1,NA,NA,NA,descending,NA,720575941405179760,NA,NA,OUT,descending_OUT,NA,16,DN_05,#9C9286
-23.805346470074053,1.3421025157538473,720575941405473327,acetylcholine,left,neck_connective,descending,LB12,NA,NA,DNge015,descending,NA,DNge015,DNge015,NA,IN,descending_IN,NA,4,DN_02,#F96A3C
12.273734111590986,-6.815973174515623,720575941405855918,gaba,left,neck_connective,ascending,12B,NA,NA,AN12B055,ascending,NA,AN12B055,AN_GNG_127,AN12B055,OUT,ascending_OUT,NA,17,AN_15,#61BAE7
8.354218501849775,8.051972973403078,720575941407235502,acetylcholine,left,neck_connective,ascending,08B,NA,NA,AN08B098,ascending,NA,AN08B098,AN_GNG_187,AN08B098,OUT,ascending_OUT,NA,18,AN_25,#FAC240
8.684873599811201,-3.502299678269285,720575941407499055,gaba,right,neck_connective,ascending,12B,NA,NA,AN12B089,ascending,NA,AN12B089,AN_GNG_200,AN12B089,OUT,ascending_OUT,NA,17,AN_15,#61BAE7
19.109072704120283,-11.22187079185571,720575941407564718,glutamate;octopamine,left,neck_connective,ascending,12B,NA,NA,AN12B011,ascending,,AN12B011,AN_GNG_151,AN12B011,IN,ascending_IN,NA,1,AN_20,#409D3D
-4.8775577356380175,-25.3975700258645,720575941407788206,glutamate,left,central_brain,descending,MX12__prim,NA,NA,DNge029,descending,NA,DNge029,DNge029,NA,IN,descending_IN,NA,12,DN_11,#EFB135
-5.717906933025713,4.442240822371584,720575941407841071,acetylcholine,left,neck_connective,descending,putative_primary,landing,NA,DNp07,descending,,DNp07,DNp07,DNp07,IN,descending_IN,DNp07,26,DN_27,#FBCD5A
24.90848257045329,2.2756351113883078,720575941408170799,glutamate,left,neck_connective,descending,,NA,NA,DNge102,descending,,DNge102,DNge102,DNxn165,OUT,descending_OUT,NA,8,DN_19,#79B2E0
18.64803792934001,-8.670457255783933,720575941408363950,acetylcholine,right,neck_connective,ascending,17A,NA,NA,AN17A076,ascending,NA,AN17A076,NA,AN17A076,IN,ascending_IN,NA,1,AN_20,#409D3D
30.429387111468916,-3.707767379227537,720575941408436142,gaba,right,neck_connective,ascending,05B,pheromone,NA,AN05B023,ascending_neuron,NA,AN05B023,AN_GNG_192,AN05B023,OUT,ascending_OUT,AN05B023,8,AN_19,#79B2E0
8.632889766498213,2.7245005250540792,720575941408508078,glutamate,right,neck_connective,descending,PSp3,NA,NA,DNp08,descending,,DNp08,DNp08,DNp08,IN,descending_IN,NA,15,DN_24,#41A4D5
2.3925249765354444,-11.864358317795652,720575941408535343,NA,left,neck_connective,descending,NA,NA,NA,DNb08,descending,NA,DNb08,DNb08,DNb08,OUT,descending_OUT,NA,2,DN_12,#9FB555
0.7448860595661452,-9.9766715883645,720575941408568238,NA,right,neck_connective,descending,NA,NA,NA,DNb08,descending,NA,DNb08,DNb08,DNb08,IN,descending_IN,NA,2,DN_12,#9FB555
3.245429296298628,3.268140184935671,720575941408568750,acetylcholine,left,neck_connective,ascending,19B,NA,NA,AN19B001,ascending,NA,AN19B001,AN_GNG_IPS_11,AN19B001,IN,ascending_IN,NA,3,AN_26,#2C8EC0
-1.054776113228197,-25.915382754746336,720575941408577327,acetylcholine,left,neck_connective,descending,MX12__prim,grooming,NA,DNg62,descending,,DNg62,DNg62,DNg62,IN,descending_IN,DNg62,12,DN_11,#EFB135
17.246937770648604,-1.4877634167107523,720575941408617519,acetylcholine,left,neck_connective,ascending,TBD,NA,NA,ANXXX380,ascending,,ANXXX380,AN_AVLP_PVLP_1,ANXXX380,IN,ascending_IN,NA,25,AN_21,#672775
-1.0176324953597735,-15.573014628830808,720575941408634671,acetylcholine,right,neck_connective,ascending,TBD,NA,NA,ANXXX318,ascending,NA,ANXXX318,AN_GNG_77,ANXXX318,IN,ascending_IN,NA,2,AN_12,#9FB555
1.6239988992649366,0.3392706990805684,720575941408639535,acetylcholine,right,neck_connective,descending,putative_primary,NA,NA,DNge148,descending,NA,DNge148,DNge148,DNxn147,IN,descending_IN,NA,3,DN_26,#2C8EC0
6.193693179889326,4.006826984938723,720575941408661934,acetylcholine,right,neck_connective,descending,putative_primary,NA,NA,DNpe026,descending,,DNpe026,DNpe026,DNxn155,IN,descending_IN,NA,15,DN_24,#41A4D5
10.156165141864424,-10.953565013352293,720575941408800047,gaba,right,neck_connective,ascending,01B,NA,NA,AN01B011,ascending,NA,AN01B011,AN_GNG_VES_7,AN01B011,IN,ascending_IN,NA,17,AN_15,#61BAE7
29.37985708217204,-5.112841975632566,720575941408820271,acetylcholine,left,neck_connective,ascending,09B,NA,NA,AN09B004,ascending,NA,AN09B004,AN_multi_95,AN09B004,OUT,ascending_OUT,NA,1,AN_20,#409D3D
20.93467237453044,-8.590141665879148,720575941408856879,gaba,right,neck_connective,ascending,01B,NA,NA,AN01B002,ascending,NA,AN01B002,BM_Taste,AN01B002,OUT,ascending_OUT,NA,1,AN_20,#409D3D
-1.8078230430644702,-25.73609198326196,720575941410113451,acetylcholine,left,neck_connective,ascending,19B,NA,NA,AN19B015,ascending,NA,AN19B015,AN_GNG_6,AN19B015,IN,ascending_IN,NA,12,AN_11,#EFB135
19.382605571551924,-3.3379727720650614,720575941411184043,gaba,right,neck_connective,ascending,05B,NA,NA,AN05B071,ascending,NA,AN05B071,AN_GNG_197,AN05B071,OUT,ascending_OUT,NA,1,AN_20,#409D3D
-19.581023197368975,5.337092506941897,720575941411212715,acetylcholine,right,neck_connective,descending,MX3;LB3,NA,NA,DNg32,descending,,DNg32,DNg32,DNg32,IN,descending_IN,NA,19,DN_06,#695B52
1.5925305078464795,-12.856704127732176,720575941411223467,acetylcholine,left,neck_connective,descending,WEDd1,steering,NA,DNa01,descending,NA,DNa01,DNa01,DNa01,IN,descending_IN,DNa01,2,DN_12,#9FB555
-4.856848697857256,-1.7090605616005838,720575941411290539,acetylcholine,left,neck_connective,ascending,04B,NA,NA,AN04B003,ascending,NA,AN04B003,AN_IPS_GNG_7,AN04B003,IN,ascending_IN,NA,3,AN_26,#2C8EC0
7.2493109891849805,8.013237583693606,720575941411344043,glutamate,right,neck_connective,ascending,18B,NA,NA,AN18B032,ascending,NA,AN18B032,AN_GNG_78,AN18B032,IN,ascending_IN,NA,15,AN_24,#41A4D5
17.622784633441572,-2.1006122946175516,720575941411405995,acetylcholine,right,neck_connective,ascending,17A,NA,NA,AN17A004,ascending,NA,AN17A004,AN_GNG_160,AN17A004,IN,ascending_IN,NA,25,AN_21,#672775
-24.347447376446123,-0.5357357978257121,720575941411441323,acetylcholine,right,neck_connective,descending,WEDd1,NA,NA,DNae009,descending,,DNae009,DNae009,DNxn124,IN,descending_IN,NA,4,DN_02,#F96A3C
2.9241037557560254,1.764158833083254,720575941411472555,glutamate,right,neck_connective,descending,putative_primary,NA,NA,DNb09,descending,,DNb09,DNb09,DNb09,IN,descending_IN,NA,3,DN_26,#2C8EC0
-31.499331455425615,10.373096096572024,720575941411527057,acetylcholine,right,neck_connective,ascending,07B,NA,NA,AN07B082,ascending,NA,AN07B082,AN_GNG_172,AN07B082,IN,ascending_IN,NA,16,AN_05,#9C9286
15.963252086444502,-31.87332571739282,720575941411620207,acetylcholine,left,neck_connective,descending,MX12__prim,NA,NA,DNg33,descending,,DNg33,DNg33,DNg33,IN,descending_IN,NA,9,DN_14,#3D9D98
25.535016078754072,-17.897547137680906,720575941411719083,acetylcholine,right,neck_connective,descending,putative_primary,NA,NA,DNg67,descending,NA,DNg67,DNg67,NA,OUT,descending_OUT,NA,7,DN_18,#E92F2F
12.969674129291182,-26.794248950425047,720575941411719279,glutamate,left,neck_connective,ascending,TBD,NA,NA,ANXXX169,ascending,NA,ANXXX169,AN_GNG_14,ANXXX169,IN,ascending_IN,NA,9,AN_14,#3D9D98
21.966835994525557,18.629436123427492,720575941411740817,gaba,left,neck_connective,ascending,17B,NA,NA,AN17B008,ascending,,AN17B008,AN_GNG_AMMC_3,AN17B008,IN,ascending_IN,NA,6,AN_22,#FA4141
14.708908099933272,-1.1386533498200357,720575941412103535,gaba,left,neck_connective,ascending,12B,NA,NA,AN12B089,ascending,NA,AN12B089,AN_GNG_200,AN12B089,OUT,ascending_OUT,NA,25,AN_21,#672775
6.074725646777754,3.448320496138674,720575941412619631,NA,right,neck_connective,descending,NA,NA,NA,DNxn153,descending,NA,DNxn153,NA,DNxn153,IN,descending_IN,NA,15,DN_24,#41A4D5
-6.044665317730303,-24.590368640366453,720575941412623215,acetylcholine,left,neck_connective,descending,MX12,grooming,NA,DNg12_e,descending,NA,DNg12_e,DNg12_e,DNg12,IN,descending_IN,DNg12_e,12,DN_11,#EFB135
8.888042468829756,-24.293697726670164,720575941412626799,acetylcholine,left,neck_connective,ascending,TBD,NA,NA,ANXXX214,ascending,NA,ANXXX214,AN_GNG_14,ANXXX214,IN,ascending_IN,NA,27,AN_17,#7E378C
10.273933429523115,3.2171176553336203,720575941412795759,acetylcholine,left,neck_connective,ascending,08B,NA,NA,AN08B048,ascending,NA,AN08B048,AN_multi_104,AN08B048,OUT,ascending_OUT,NA,15,AN_24,#41A4D5
-19.77004526157796,22.07702599769507,720575941413382289,acetylcholine,left,neck_connective,ascending,19B,NA,NA,AN19B104,ascending,NA,AN19B104,AN_4_None,AN19B104,OUT,ascending_OUT,NA,14,AN_08,#D73029
-0.22572277088582016,-13.184304606858152,720575941413523604,unclear,right,neck_connective,ascending,02A,NA,NA,AN02A046,ascending,NA,AN02A046,AN_GNG_82,AN02A046,OUT,ascending_OUT,NA,2,AN_12,#9FB555
-23.14927194614827,22.628291714247805,720575941413566748,acetylcholine,right,neck_connective,ascending,19B,NA,NA,AN19B059,ascending,,AN19B059,AN_GNG_IPS_20,AN19B059,IN,ascending_IN,NA,20,AN_10,#973EA9
-12.26183698673665,-5.2071088671120584,720575941413642268,acetylcholine,left,neck_connective,descending,putative_primary,NA,NA,DNg78,descending,,DNg78,DNg78,DNg78,IN,descending_IN,NA,24,DN_01,#55B151
-20.929661731914873,22.19799767738257,720575941413778833,acetylcholine,left,neck_connective,ascending,19B,NA,NA,AN19B104,ascending,NA,AN19B104,AN_4_None,AN19B104,OUT,ascending_OUT,NA,20,AN_10,#973EA9
8.10006143550456,1.7704480767813742,720575941414262161,acetylcholine,right,neck_connective,descending,SMPpv2_ventral,NA,NA,DNpe021,descending,,DNpe021,DNpe021,DNxn163,IN,descending_IN,NA,15,DN_24,#41A4D5
-22.982043247417803,-3.1015790819558084,720575941414341521,acetylcholine,right,neck_connective,descending,putative_primary,NA,NA,DNpe055,descending,,DNpe055,DNpe055,DNxn102,IN,descending_IN,NA,23,DN_03,#B56FCC
-24.854367237285967,14.075224506911379,720575941414353436,glutamate,left,neck_connective,descending,LB6,NA,NA,DNg10,descending,NA,DNg10,DNg10,DNg10,IN,descending_IN,NA,5,DN_09,#EF9334
-22.429398517803545,1.7090920091239035,720575941414424977,acetylcholine,right,neck_connective,descending,putative_primary,NA,NA,DNp57,descending,,DNp57,DNp57,DNp57,IN,descending_IN,NA,4,DN_02,#F96A3C
-29.13638589878499,20.54279290443335,720575941414483604,acetylcholine,right,neck_connective,ascending,19B,NA,NA,AN19B039,ascending,,AN19B039,AN_4_None,AN19B039,IN,ascending_IN,NA,5,AN_09,#EF9334
25.64545537929118,1.7601259828177511,720575941414491028,glutamate,right,neck_connective,descending,,NA,NA,DNge102,descending,,DNge102,DNge102,DNxn165,OUT,descending_OUT,NA,8,DN_19,#79B2E0
15.774039287372236,8.306453335341555,720575941414779284,acetylcholine,right,neck_connective,ascending,08B,NA,NA,AN08B109,ascending,,AN08B109,AN_5_None,AN08B109,OUT,ascending_OUT,NA,18,AN_25,#FAC240
20.649981517596846,3.449137079772097,720575941414947220,glutamate,left,neck_connective,descending,putative_primary,NA,NA,DNpe031,descending,NA,DNpe031,DNpe031,DNxn187,IN,descending_IN,NA,25,DN_21,#672775
-24.44401071567952,13.769292461928469,720575941415224348,acetylcholine,left,neck_connective,descending,LB7,NA,NA,DNge116,descending,,DNge116,DNge116,DNg36,IN,descending_IN,NA,5,DN_09,#EF9334
-29.058119754986162,2.107702124175173,720575941415601692,glutamate,left,neck_connective,descending,MX3,NA,NA,DNg42,descending,,DNg42,DNg42,DNg42,IN,descending_IN,NA,4,DN_02,#F96A3C
20.76797773341716,12.298126804885012,720575941415605276,acetylcholine,right,neck_connective,ascending,10B,NA,NA,AN10B037,ascending,NA,AN10B037,AN_GNG_88,AN10B037,OUT,ascending_OUT,NA,6,AN_22,#FA4141
19.128714580340986,18.951188671645266,720575941415707420,gaba,left,neck_connective,descending,MD3,NA,NA,DNg24,descending,,DNg24,DNg24,DNg24,IN,descending_IN,NA,6,DN_22,#FA4141
-28.05560205479085,6.583329308089358,720575941416329500,acetylcholine,left,neck_connective,descending,PSp2,steering,NA,DNp17,descending_neuron,NA,DNp17,DNp17,DNxn112,OUT,descending_OUT,DNp17,13,DN_04,#F35438
23.831484813495283,-6.800390613022703,720575941416654620,acetylcholine,right,neck_connective,ascending,17A,NA,NA,AN17A018,ascending,NA,AN17A018,AN_GNG_SAD_1,AN17A018,IN,ascending_IN,NA,1,AN_20,#409D3D
25.853688258929854,-11.847095858994383,720575941416724764,acetylcholine,left,neck_connective,ascending,05B,NA,NA,AN05B097,ascending,,AN05B097,AN_multi_76,AN05B097,IN,ascending_IN,NA,7,AN_18,#E92F2F
