bodyid,post,pre,downstream,upstream,synweight,totalNtPredictions,predictedNt,voxels,class,entryNerve,name,ntAcetylcholineProb,ntGabaProb,ntGlutamateProb,ntUnknownProb,origin,location,locationType,predictedNtProb,prefix,rootSide,statusLabel,subclass,synonyms,systematicType,target,type,vfbId,modality,tag,cluster,subcluster,receptorType,status,celltypeTotalNtPredictions,celltypePredictedNt,group,somaSide,birthtime,hemilineage,serial,serialMotif,somaNeuromere,somaLocation,description,avgLocation,exitNerve,subclassabbr,transmission,tosomaLocation,longTract,rootLocation,source,soma
10120,222,292,2455,222,2677,292,glutamate,285043777,sensory neuron,MetaLN_L,SNpp50_MetaLN_L,0.46436903,0.059754644,0.46649638,0.009379934,metathoracic leg,"18250,20158,12491",auto,0.46649638,SN,LHS,Prelim Roughly traced,chordotonal organ,FeCO claw,SNpp50,LegNpT3_L,SNpp50,VFB_jrcv07t4,proprioceptive,16.03.h3,94,29,chordotonal organ,Traced,14544,acetylcholine,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,FALSE
10133,14907,2216,16602,14907,31509,2216,gaba,5893236035,intrinsic neuron,NA,IN19A001_T3_L,0.0057691615,0.86921936,0.122672595,0.0023388942,LegNpT3_L,"17300,11304,11150",soma,0.86921936,IR,NA,Roughly traced,IR,NA,IN19A001,LegNpT3_L,IN19A001,VFB_jrcv07th,NA,NA,NA,NA,NA,Traced,13371,gaba,10169,LHS,early secondary,19A,10133,independent leg,T3,"list(17300, 11304, 11150),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
10158,911,212,1499,911,2410,212,acetylcholine,338538528,intrinsic neuron,None,IN20A.22A067_T3_L,0.6903333,0.13984698,0.16198663,0.007833079,LegNpT3_L,"20324,15378,10843",user,0.6903333,IR,NA,Roughly traced,IR,NA,IN20A.22A067,LegNpT3_L,IN20A.22A067,VFB_jrcv07u6,NA,NA,NA,NA,NA,Traced,4470,acetylcholine,10158,LHS,secondary,20A.22A,NA,NA,T3,"list(17999, 14398, 5051),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",20A in T3 LHS,"list(20293, 15901, 10843),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
10203,13499,2203,14463,13499,27962,2203,glutamate,5389165602,intrinsic neuron,NA,IN08A002_T3_L,0.045338366,0.066144936,0.8847294,0.0037873376,LegNpT3_L,"14101,22040,10161",soma,0.88410825,IR,NA,Roughly traced,IR,NA,IN08A002,LegNpT3_L,IN08A002,VFB_jrcv07vf,NA,NA,NA,NA,NA,Traced,13939,glutamate,10198,LHS,early secondary,08A,10198,independent leg,T3,"list(14101, 22040, 10161),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",was 16B,,NA,NA,NA,,NA,,NA,TRUE
10215,10637,1988,15452,10637,26089,1988,gaba,4091633727,intrinsic neuron,NA,IN19A007_T3_L,0.008849296,0.6931234,0.29532972,0.002697593,LegNpT3_L,"17655,10135,12696",soma,0.69282854,IR,NA,Roughly traced,IR,NA,IN19A007,LegNpT3_L,IN19A007,VFB_jrcv07vr,NA,NA,NA,NA,NA,Traced,12776,gaba,10215,LHS,early secondary,19A,10215,independent leg,T3,"list(17655, 10135, 12696),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
10258,13812,2649,20926,13812,34738,2649,gaba,4987013588,intrinsic neuron,NA,IN19A002_T3_L,0.0051406403,0.86496174,0.12720065,0.0026969656,LegNpT3_L,"17296,9433,17633",soma,0.86470413,IR,NA,Roughly traced,IR,NA,IN19A002,LegNpT3_L,IN19A002,VFB_jrcv07wy,NA,NA,NA,NA,NA,Traced,16540,gaba,10258,LHS,primary,19A,10146,independent leg,T3,"list(17296, 9433, 17633),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
10265,5725,2662,20201,5725,25926,2662,gaba,5460329084,intrinsic neuron,None,IN13B001_T3_R,0.011874437,0.8893201,0.095026806,0.003778678,LegNpT3_L,"19385,25776,14432",user,0.8893201,CR,NA,Roughly traced,CR,NA,IN13B001,LegNpT3_L,IN13B001,VFB_jrcv07x5,NA,NA,NA,NA,NA,Traced,15247,gaba,10229,RHS,primary,13B,10116,independent leg,T3,"list(22221, 27653, 9524),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",13B in T3 RHS,"list(19385, 25740, 13375),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
10341,2878,547,3479,2878,6357,547,acetylcholine,954322088,intrinsic neuron,NA,IN03A039_T3_L,0.55821115,0.18319854,0.25257695,0.006013345,LegNpT3_L,"18519,9018,14809",soma,0.55821115,IR,NA,Roughly traced,IR,NA,IN03A039,LegNpT3_L,IN03A039,VFB_jrcv07z9,NA,NA,NA,NA,NA,Traced,3828,acetylcholine,10341,LHS,secondary,03A,10341,independent leg,T3,"list(18519, 9018, 14809),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
10357,1091,202,1708,1091,2799,202,glutamate,482938412,intrinsic neuron,None,IN21A047_T3_L,0.045144532,0.016823618,0.9373525,6.793554e-4,LegNpT3_L,"21627,15935,15496",user,0.93598187,IR,NA,Roughly traced,IR,NA,IN21A047,LegNpT3_L,IN21A047,VFB_jrcv07zp,NA,NA,NA,NA,NA,Traced,2430,glutamate,10357,LHS,secondary,21A,10357,independent leg,T3,"list(19383, 17238, 5957),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",21A? in T3 LHS,"list(21734, 15812, 15496),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
10405,10000,2374,20733,10000,30733,2374,gaba,4213040219,intrinsic neuron,NA,IN13A003_T3_L,0.02028213,0.7582042,0.2185221,0.0029915625,LegNpT3_L,"17858,23939,6663",soma,0.7580478,IR,NA,Roughly traced,IR,NA,IN13A003,LegNpT3_L,IN13A003,VFB_jrcv0811,NA,NA,NA,NA,NA,Traced,15270,gaba,10350,LHS,primary,13A,10185,independent leg,T3,"list(17858, 23939, 6663),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",13A? in T3 LHS,,NA,NA,NA,,NA,,NA,TRUE
10498,13980,2492,19799,13980,33779,2492,acetylcholine,3977308214,intrinsic neuron,NA,IN17A001_T3_L,0.9481906,0.0090655,0.03994885,0.002795023,LegNpT3_L,"17018,10250,16230",soma,0.9481906,IR,NA,Roughly traced,IR,NA,IN17A001,LegNpT3_L,IN17A001,VFB_jrcv083m,NA,NA,NA,NA,NA,Traced,14738,acetylcholine,10498,LHS,primary,17A,10072,independent leg,T3,"list(17018, 10250, 16230),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",9A??,,NA,NA,NA,,NA,,NA,TRUE
10533,7826,2212,19253,7826,27079,2212,glutamate,3863790190,intrinsic neuron,NA,IN14A002_T3_R,0.009985014,0.016746428,0.9718972,0.0013713967,LegNpT3_L,"23541,27150,8631",soma,0.9718972,CR,NA,Roughly traced,CR,NA,IN14A002,LegNpT3_L,IN14A002,VFB_jrcv084l,NA,NA,NA,NA,NA,Traced,13111,glutamate,10533,RHS,primary,14A,10533,independent leg,T3,"list(23541, 27150, 8631),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
10651,6552,2149,16639,6552,23191,2149,gaba,3532721339,intrinsic neuron,NA,IN26X001_T3_R,0.004147523,0.938249,0.053072747,0.0045307144,LegNpT3_L,"22175,27089,12309",soma,0.938249,CR,NA,Roughly traced,CR,NA,IN26X001,LegNpT3_L,IN26X001,VFB_jrcv087v,NA,NA,NA,10487,NA,Traced,13417,gaba,10651,RHS,primary,26X,10487,independent leg,T3,"list(22175, 27089, 12309),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",5B?? in T3 RHS,,NA,NA,NA,,NA,,NA,TRUE
10682,8014,1345,9762,8014,17776,1345,glutamate,3476551317,intrinsic neuron,None,IN21A003_T3_L,0.03621119,0.051476017,0.9084085,0.0039042975,LegNpT3_L,"21697,15943,15496",user,0.9084085,IR,NA,Roughly traced,IR,NA,IN21A003,LegNpT3_L,IN21A003,VFB_jrcv088q,NA,NA,NA,NA,NA,Traced,7849,glutamate,10682,LHS,primary,21A,10682,independent leg,T3,"list(19796, 19081, 4745),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",21A in T3 LHS,"list(21734, 15812, 15496),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
10742,8357,1866,13192,8357,21549,1866,gaba,3350147117,intrinsic neuron,NA,IN09A003_T3_L,0.009061997,0.8246838,0.16126482,0.0049893926,LegNpT3_L,"17012,10651,14450",soma,0.8246838,IR,NA,Roughly traced,IR,NA,IN09A003,LegNpT3_L,IN09A003,VFB_jrcv08ae,NA,NA,NA,NA,NA,Traced,11662,gaba,10742,LHS,primary,09A,10537,independent leg,T3,"list(17012, 10651, 14450),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",9A??,,NA,NA,NA,,NA,,NA,TRUE
10803,11033,1213,8564,11033,19597,1213,glutamate,3263694108,intrinsic neuron,NA,IN08A005_T3_L,0.029307732,0.051121,0.9142865,0.0052847513,LegNpT3_L,"15564,22764,8361",soma,0.9139469,IR,NA,Roughly traced,IR,NA,IN08A005,LegNpT3_L,IN08A005,VFB_jrcv08c3,NA,NA,NA,NA,NA,Traced,7502,glutamate,10586,LHS,primary,08A,10586,independent leg,T3,"list(15564, 22764, 8361),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
10876,6740,1009,7098,6740,13838,1009,acetylcholine,1989391038,intrinsic neuron,NA,IN17A025_T3_L,0.9026296,0.019272687,0.07405611,0.0040416084,LegNpT3_L,"17592,11012,22377",soma,0.9026296,IR,NA,Roughly traced,IR,NA,IN17A025,LegNpT3_L,IN17A025,VFB_jrcv08e4,NA,NA,NA,NA,NA,Traced,5840,acetylcholine,10876,LHS,early secondary,17A,10876,independent leg,T3,"list(17592, 11012, 22377),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",9A??,,NA,NA,NA,,NA,,NA,TRUE
10877,3363,1822,17243,3363,20606,1822,gaba,3621822852,intrinsic neuron,NA,IN14A001_T3_R,0.0036047944,0.8766453,0.11723887,0.0025110317,LegNpT3_L,"22008,27167,13579",soma,0.8766453,CR,NA,Roughly traced,CR,NA,IN14A001,LegNpT3_L,IN14A001,VFB_jrcv08e5,proprioceptive,NA,NA,NA,NA,Traced,11356,gaba,10877,RHS,primary,14A,10424,independent leg,T3,"list(22008, 27167, 13579),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
10890,9999,1214,8919,9999,18918,1214,gaba,3230093794,intrinsic neuron,NA,IN08A006_T3_L,0.015868615,0.8180471,0.1645448,0.0015394844,LegNpT3_L,"13486,23758,12121",soma,0.8173893,IR,NA,Roughly traced,IR,"LUL130, Feng et al. 2020",IN08A006,LegNpT3_L,IN08A006,VFB_jrcv08ei,NA,NA,NA,NA,NA,Traced,7161,gaba,10890,LHS,primary,08A,10652,independent leg,T3,"list(13486, 23758, 12121),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",Cluster with 13323 and 14084; Similar to serial 13246,,NA,NA,NA,,NA,,NA,TRUE
10927,11958,2114,15748,11958,27706,2114,acetylcholine,3522797237,intrinsic neuron,NA,INXXX464_T3_L,0.7992384,0.08583298,0.109870404,0.00505824,LegNpT3_L,"17146,13727,8578",soma,0.7992384,IR,NA,Roughly traced,IR,NA,INXXX464,LegNpT3_L,INXXX464,VFB_jrcv08fj,NA,NA,NA,NA,NA,Traced,13897,acetylcholine,10677,LHS,primary,TBD,10274,independent leg,T3,"list(17146, 13727, 8578),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",was 8A.16B,,NA,NA,NA,,NA,,NA,TRUE
11131,6983,1031,7196,6983,14179,1031,glutamate,2764955498,intrinsic neuron,None,IN21A006_T3_L,0.06427175,0.09325663,0.83550936,0.0069622598,LegNpT3_L,"21675,16003,15496",user,0.83550936,IR,NA,Roughly traced,IR,NA,IN21A006,LegNpT3_L,IN21A006,VFB_jrcv08l7,NA,NA,NA,NA,NA,Traced,5768,glutamate,11131,LHS,primary,21A,11131,independent leg,T3,"list(18752, 20137, 5415),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",21A in T3 LHS,"list(21734, 15812, 15496),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
11166,2690,670,5433,2690,8123,670,gaba,1703348352,intrinsic neuron,NA,IN13A015_T3_L,0.0053271814,0.9414087,0.051235687,0.0020284408,LegNpT3_L,"16727,18424,4965",soma,0.9414087,IR,NA,Roughly traced,IR,NA,IN13A015,LegNpT3_L,IN13A015,VFB_jrcv08m6,NA,NA,NA,NA,NA,Traced,4119,gaba,11166,LHS,early secondary,13A,11166,independent leg,T3,"list(16727, 18424, 4965),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11189,3558,1528,13102,3558,16660,1528,glutamate,1938690667,intrinsic neuron,NA,IN13B010_T3_R,0.0067208773,0.42079997,0.5692704,0.0032087725,LegNpT3_L,"20894,25515,9126",soma,0.56909627,CR,NA,Roughly traced,CR,NA,IN13B010,LegNpT3_L,IN13B010,VFB_jrcv08mt,NA,NA,NA,NA,NA,Traced,9242,glutamate,11189,RHS,primary,13B,11189,independent leg,T3,"list(20894, 25515, 9126),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11206,9873,1144,7987,9873,17860,1144,glutamate,2700494552,intrinsic neuron,NA,IN21A008_T3_L,0.032622203,0.095267504,0.8641552,0.00795511,LegNpT3_L,"18428,13524,10326",soma,0.8641552,IR,NA,Roughly traced,IR,NA,IN21A008,LegNpT3_L,IN21A008,VFB_jrcv08na,NA,NA,NA,NA,NA,Traced,6164,glutamate,11060,LHS,primary,21A,11438,independent leg,T3,"list(18428, 13524, 10326),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11271,5745,1467,12065,5745,17810,1467,gaba,2630306520,intrinsic neuron,None,IN13A006_T3_L,0.012387245,0.66894734,0.3148015,0.0038638834,LegNpT3_L,"19998,25058,17143",user,0.66894734,IR,NA,Roughly traced,IR,NA,IN13A006,LegNpT3_L,IN13A006,VFB_jrcv08p3,NA,NA,NA,NA,NA,Traced,8787,gaba,10940,LHS,primary,13A,10824,independent leg,T3,"list(16608, 19202, 4315),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",ECM,"list(19998, 25138, 17303),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",None,NA,NA,,NA,,NA,TRUE
11323,9499,1656,12583,9499,22082,1656,gaba,3407458212,intrinsic neuron,NA,IN13A001_T3_L,0.009005098,0.6881229,0.29343754,0.009434403,LegNpT3_L,"17380,21995,6533",soma,0.6881229,IR,NA,Roughly traced,IR,NA,IN13A001,LegNpT3_L,IN13A001,VFB_jrcv08qj,NA,NA,NA,NA,NA,Traced,12152,gaba,10153,LHS,primary,13A,10153,independent leg,T3,"list(17380, 21995, 6533),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11412,1944,307,1910,1944,3854,307,acetylcholine,665381537,intrinsic neuron,None,IN03A053_T3_L,0.6489515,0.13185953,0.21528196,0.0039070365,LegNpT3_L,"21980,15021,16961",user,0.64736176,IR,NA,Roughly traced,IR,NA,IN03A053,LegNpT3_L,IN03A053,VFB_jrcv08t0,NA,NA,NA,NA,NA,Traced,1796,acetylcholine,11412,LHS,secondary,03A,NA,NA,T3,"list(19618, 11875, 15043),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",3A? in T3 LHS,"list(22240, 15488, 16961),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
11501,8760,689,4243,8760,13003,689,gaba,2364821554,intrinsic neuron,NA,IN13A014_T3_L,0.03294215,0.8092218,0.15014626,0.0076897675,LegNpT3_L,"18569,21091,6172",soma,0.8092218,IR,NA,Roughly traced,IR,NA,IN13A014,LegNpT3_L,IN13A014,VFB_jrcv08vh,NA,NA,NA,NA,NA,Traced,4419,gaba,11277,LHS,primary,13A,11103,independent leg,T3,"list(18569, 21091, 6172),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11503,7841,1005,6243,7841,14084,1005,glutamate,2381772275,intrinsic neuron,None,IN08A007_T3_L,0.06074002,0.08191496,0.8555399,0.0018051116,LegNpT3_L,"13288,18980,17914",user,0.8555399,IR,NA,Roughly traced,IR,NA,IN08A007,LegNpT3_L,IN08A007,VFB_jrcv08vj,NA,NA,NA,NA,NA,Traced,6576,glutamate,11340,LHS,primary,08A,11340,independent leg,T3,"list(12060, 20748, 12881),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",13A? in T3 LHS,"list(13372, 18899, 17914),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
11599,4866,1277,10209,4866,15075,1277,acetylcholine,2322262007,intrinsic neuron,NA,IN03A007_T3_L,0.902652,0.021755602,0.072333045,0.0032593142,LegNpT3_L,"17816,8998,14724",soma,0.902652,IR,NA,Roughly traced,IR,NA,IN03A007,LegNpT3_L,IN03A007,VFB_jrcv08y7,NA,NA,NA,NA,NA,Traced,8505,acetylcholine,11599,LHS,early secondary,03A,10483,independent leg,T3,"list(17816, 8998, 14724),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11631,5879,983,6059,5879,11938,983,acetylcholine,2289329509,intrinsic neuron,NA,IN21A017_T3_L,0.7372866,0.11465964,0.14161779,0.0064359326,LegNpT3_L,"18126,10191,14280",soma,0.7372866,IR,NA,Roughly traced,IR,NA,IN21A017,LegNpT3_L,IN21A017,VFB_jrcv08z3,NA,NA,NA,NA,NA,Traced,6992,acetylcholine,11631,LHS,primary,21A,12073,independent leg,T3,"list(18126, 10191, 14280),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11667,7715,901,6206,7715,13921,901,gaba,2548480841,intrinsic neuron,NA,IN19A020_T3_L,0.012776365,0.79221153,0.19334765,0.0016644285,LegNpT3_L,"17634,10502,10931",soma,0.79221153,IR,NA,Roughly traced,IR,NA,IN19A020,LegNpT3_L,IN19A020,VFB_jrcv0903,NA,NA,NA,NA,NA,Traced,5544,gaba,11299,LHS,early secondary,19A,11299,independent leg,T3,"list(17634, 10502, 10931),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11699,4899,804,5508,4899,10407,804,gaba,2234453295,intrinsic neuron,NA,IN19A021_T3_L,0.014103037,0.726804,0.25156927,0.0075236857,LegNpT3_L,"17639,10417,11921",soma,0.726804,IR,NA,Roughly traced,IR,NA,IN19A021,LegNpT3_L,IN19A021,VFB_jrcv090z,NA,NA,NA,NA,NA,Traced,5094,gaba,11363,LHS,early secondary,19A,11363,independent leg,T3,"list(17639, 10417, 11921),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11724,5476,1387,10108,5476,15584,1387,acetylcholine,2193665964,intrinsic neuron,NA,IN17A017_T3_L,0.9205773,0.021590427,0.055416036,0.0024162293,LegNpT3_L,"16430,11543,13398",soma,0.9205773,IR,NA,Roughly traced,IR,NA,IN17A017,LegNpT3_L,IN17A017,VFB_jrcv091o,NA,NA,NA,NA,NA,Traced,8621,acetylcholine,11602,LHS,early secondary,17A,11381,independent leg,T3,"list(16430, 11543, 13398),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",9A??,,NA,NA,NA,,NA,,NA,TRUE
11764,1173,309,2339,1173,3512,309,acetylcholine,409149436,intrinsic neuron,None,IN20A.22A047_T3_L,0.7950951,0.07319478,0.12893704,0.0027731066,LegNpT3_L,"20349,15418,10843",user,0.7950951,IR,NA,Roughly traced,IR,NA,IN20A.22A047,LegNpT3_L,IN20A.22A047,VFB_jrcv092s,NA,NA,NA,11764,NA,Traced,2001,acetylcholine,11764,LHS,secondary,20A.22A,NA,NA,T3,"list(18506, 14589, 5581),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",20A? in T3 LHS,"list(20293, 15901, 10843),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
11813,12635,132,900,12635,13535,132,glutamate,2530211362,motor neuron,NA,MNhl02_AbN1_L,0.10427123,0.19248761,0.6689841,0.034257032,LegNpT3,"11602,21140,12407",soma,0.63938415,MN,NA,Roughly traced,hl,NA,MNhl02,hind leg,MNhl02,VFB_jrcv0945,NA,NA,NA,NA,NA,Traced,154,glutamate,11274,LHS,primary,TBD,11274,independent leg,T3,"list(11602, 21140, 12407),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",Axon fused to another MN,,AbN1_L,hl,NA,,NA,,NA,TRUE
11826,5377,1138,8748,5377,14125,1138,glutamate,2149037016,intrinsic neuron,NA,IN21A016_T3_L,0.046153124,0.099309884,0.85140747,0.003129544,LegNpT3_L,"17808,11126,10379",soma,0.85140747,IR,NA,Roughly traced,IR,NA,IN21A016,LegNpT3_L,IN21A016,VFB_jrcv094i,NA,NA,NA,NA,NA,Traced,6596,glutamate,11826,LHS,primary,21A,11502,independent leg,T3,"list(17808, 11126, 10379),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
11837,6375,1573,13637,6375,20012,1573,gaba,2827824762,intrinsic neuron,NA,IN09A006_T3_L,0.0049259365,0.7319509,0.2575098,0.005613372,LegNpT3_L,"16633,10780,15871",soma,0.7319509,IR,NA,Roughly traced,IR,NA,IN09A006,LegNpT3_L,IN09A006,VFB_jrcv094t,NA,NA,NA,NA,NA,Traced,11047,gaba,10920,LHS,primary,09A,10920,independent leg,T3,"list(16633, 10780, 15871),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,NA,NA,,NA,,NA,TRUE
