bodyid,post,pre,downstream,upstream,synweight,totalNtPredictions,predictedNt,voxels,class,entryNerve,name,ntAcetylcholineProb,ntGabaProb,ntGlutamateProb,ntUnknownProb,origin,location,locationType,predictedNtProb,prefix,rootSide,statusLabel,subclass,synonyms,systematicType,target,type,vfbId,modality,tag,cluster,subcluster,receptorType,status,celltypeTotalNtPredictions,celltypePredictedNt,group,somaSide,birthtime,hemilineage,serial,serialMotif,somaNeuromere,somaLocation,description,avgLocation,exitNerve,subclassabbr,transmission,tosomaLocation,longTract,rootLocation,source,soma
53609617775,42,14,97,42,139,14,glutamate,38808637,sensory ascending,MetaLN_L,SAchxx_MetaLN_L,0.050933667,0.10385171,0.81337637,0.03183823,metathoracic leg,"23092,38345,67070",neck,0.79636866,AS,LHS,Roughly traced,taste bristle,NA,SAchxx,LegNpT3_L.LegNpT1_L,SAchxx,VFB_jrcvl25y,chemosensory,NA,NA,NA,NA,Traced,698,glutamate,NA,NA,NA,NA,NA,NA,NA,,NA,,CvC,NA,NA,,VTV,"list(23092, 38345, 67070),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,FALSE
12487,808,320,1732,808,2540,320,acetylcholine,1759016165,sensory neuron,ADMN_R,SNpp38_ADMN_R,0.7462742,0.06339768,0.1672103,0.023117824,wing,"32064,23872,44640",auto,0.7462742,SN,RHS,Roughly traced,campaniform sensilla,wing CS Whitlock and Palka 1995,SNpp38,WTct_R,SNpp38,VFB_jrcv09mv,proprioceptive,NA,82,58,NA,Traced,2769,acetylcholine,11712,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,FALSE
12668,742,332,1903,742,2645,332,acetylcholine,1667546903,sensory neuron,ADMN_R,SNpp38_ADMN_R,0.76998407,0.0581422,0.14430733,0.02756638,wing,"31701,23771,44871",auto,0.76998407,SN,RHS,Roughly traced,campaniform sensilla,wing CS Whitlock and Palka 1995,SNpp38,WTct_R,SNpp38,VFB_jrcv09rw,proprioceptive,NA,82,58,NA,Traced,2769,acetylcholine,11712,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,FALSE
14178,547,338,1991,547,2538,338,acetylcholine,1115968076,sensory neuron,ADMN_R,SNpp38_ADMN_R,0.6699815,0.06280475,0.25212222,0.01509156,wing,"32356,27744,44896",auto,0.6699815,SN,RHS,Roughly traced,campaniform sensilla,wing CS Whitlock and Palka 1995,SNpp38,WTct_R,SNpp38,VFB_jrcv0axu,proprioceptive,NA,82,58,NA,Traced,2769,acetylcholine,11712,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,FALSE
16472,439,391,2479,439,2918,391,acetylcholine,851863579,sensory neuron,ADMN_R,SNpp28_ADMN_R,0.7259572,0.06603894,0.18865019,0.019353645,wing,"31975,26706,45047",auto,0.7259572,SN,RHS,Roughly traced,campaniform sensilla,wing CS Whitlock and Palka 1995,SNpp28,WTct_R,SNpp28,VFB_jrcv0cpk,proprioceptive,NA,72,52,NA,Traced,5769,acetylcholine,14753,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,FALSE
19244,585,525,3818,585,4403,525,acetylcholine,603992604,sensory neuron,ADMN_R,SNpp09_ADMN_R,0.6980897,0.040666908,0.25194535,0.009297991,wing,"34036,29156,43265",auto,0.6980897,SN,RHS,Roughly traced,campaniform sensilla,wing CS Whitlock and Palka 1995,SNpp09,WTct_R.Ov_R,SNpp09,VFB_jrcv0euk,proprioceptive,NA,53,36,NA,Traced,2330,acetylcholine,14462,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,FALSE
20721,278,333,2081,278,2359,333,acetylcholine,514390304,sensory neuron,ADMN_R,SNpp37_ADMN_R,0.853516,0.027984811,0.112335406,0.0061637927,wing,"31716,27401,44832",auto,0.853516,SN,RHS,Roughly traced,campaniform sensilla,wing CS Whitlock and Palka 1995,SNpp37,WTct_R,SNpp37,VFB_jrcv0fzl,proprioceptive,NA,81,58,NA,Traced,2088,acetylcholine,17847,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,FALSE
20881,219,342,2194,219,2413,342,acetylcholine,505529013,sensory neuron,ADMN_R,SNpp37_ADMN_R,0.84924835,0.031901147,0.10740814,0.011442378,wing,"31863,24197,44860",auto,0.84924835,SN,RHS,Prelim Roughly traced,campaniform sensilla,wing CS Whitlock and Palka 1995,SNpp37,WTct_R,SNpp37,VFB_jrcv0g41,proprioceptive,NA,81,58,NA,Traced,2088,acetylcholine,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,FALSE
11055,17130,679,4809,17130,21939,679,acetylcholine,3891815776,ascending neuron,None,AN09B001_A1_L,0.8809739,0.023621222,0.084585086,0.010819821,multi,"23479,37862,67070",user,0.8776329,BA,RHS,Roughly traced,BA,NA,AN09B001,multi,AN09B001,VFB_jrcv08j3,chemosensory,NA,NA,11055,NA,Traced,1362,acetylcholine,11055,LHS,primary,09B,NA,NA,A1,"19453,10596,20753",NA,,CvC,NA,NA,,VTV,,NA,TRUE
13053,260,1388,10859,260,11119,1388,acetylcholine,1514694503,descending neuron,CvC,DNxn160_CvC_L,0.9595519,0.005649791,0.03330198,0.0014963681,brain,"21564,37230,67070",user,0.9595519,DN,LHS,Roughly traced,xn,NA,DNxn160,LegNp.LTct_RL,DNxn160,VFB_jrcv0a2l,NA,NA,NA,NA,NA,Traced,2729,acetylcholine,13053,NA,NA,NA,NA,NA,NA,,NA,,None,NA,NA,,DLV,"list(21564, 37230, 67070),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,FALSE
13343,242,1341,10346,242,10588,1341,acetylcholine,1425013182,descending neuron,CvC,DNxn160_CvC_R,0.948879,0.008887938,0.040246665,0.0019864046,brain,"25180,37741,67070",user,0.948879,DN,RHS,Roughly traced,xn,NA,DNxn160,LegNp.LTct_RL,DNxn160,VFB_jrcv0aan,NA,NA,NA,NA,NA,Traced,2729,acetylcholine,13053,NA,NA,NA,NA,NA,NA,,NA,,None,NA,NA,,DLV,"list(25180, 37741, 67070),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,FALSE
14877,2279,534,3874,2279,6153,534,glutamate,1080164898,ascending neuron,None,AN09B030_T1_L,0.037352942,0.036719184,0.92332834,0.0025995607,multi,"20293,38299,56598",user,0.92332834,BA,RHS,Roughly traced,BA,NA,AN09B030,multi,AN09B030,VFB_jrcv0bh9,tactile,NA,NA,NA,NA,Traced,2198,glutamate,14636,LHS,early secondary,09B,13981,ascending,T1,"21422,38349,59087",9B in T1 LHS; 1st pass ECM,"list(20215, 38194, 56598),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",CvC,NA,NA,,VTV,,NA,TRUE
16414,3135,467,3078,3135,6213,467,gaba,900388869,ascending neuron,None,AN05B046_T1_R,0.011161379,0.92058784,0.06550492,0.0027458586,multi,"25219,38150,45015",user,0.92058784,BA,LHS,Roughly traced,BA,NA,AN05B046,multi,AN05B046,VFB_jrcv0cny,NA,NA,NA,13169,NA,Traced,1464,gaba,16414,RHS,early secondary,05B,NA,NA,T1,"24777,40844,45119",5B in T1 RHS; 1st pass ECM,"list(25171, 38150, 45076),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",CvC,NA,NA,,VTV,,NA,TRUE
17733,2378,340,2410,2378,4788,340,gaba,743873684,ascending neuron,None,AN05B058_T1_L,0.0053987093,0.8832379,0.10719202,0.004171349,multi,"18951,37472,45337",user,0.8832379,BA,RHS,Roughly traced,BA,NA,AN05B058,multi,AN05B058,VFB_jrcv0dol,proprioceptive_tactile,NA,NA,NA,NA,Traced,698,gaba,17733,LHS,secondary,05B,NA,NA,T1,"20877,41021,44461",5B in T1 LHS; 1st pass ECM,"list(18873, 37472, 45448),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",CvC,NA,NA,,VTV,,NA,TRUE
18432,517,182,1341,517,1858,182,glutamate,405996714,intrinsic neuron,None,IN16B107_T3_L,0.033464182,0.031802338,0.9288603,0.005873169,HTct_L.IntTct_L,"12772,20960,16184",user,0.92898464,II,NA,Roughly traced,II,NA,IN16B107,multi_L,IN16B107,VFB_jrcv0e80,proprioceptive,NA,NA,NA,NA,Traced,531,glutamate,25100,LHS,secondary,16B,NA,NA,T3,"13125,22580,11772",16B in T3 LHS,"list(12687, 20686, 16184),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",None,NA,NA,,NA,,NA,TRUE
18838,1020,291,1831,1020,2851,291,glutamate,753873765,intrinsic neuron,None,IN16B051_T3_L,0.048883535,0.035440855,0.9148807,7.949071e-4,HTct_L.IntTct,"12531,20539,16183",user,0.9148807,II,NA,Roughly traced,II,NA,IN16B051,IntTct.HTct_L,IN16B051,VFB_jrcv0eja,proprioceptive,NA,NA,NA,NA,Traced,1067,glutamate,18838,LHS,secondary,16B,NA,NA,T3,"12233,21757,15245",16B? in T3 LHS,"list(12687, 20686, 16184),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",None,NA,NA,,NA,,NA,TRUE
25138,597,196,1547,597,2144,196,glutamate,418319666,intrinsic neuron,NA,IN16B103_T3_L,0.030534657,0.02249315,0.9462088,7.634248e-4,UTct_L,"12181,23167,13868",soma,0.9462088,II,NA,Roughly traced,II,NA,IN16B103,multi,IN16B103,VFB_jrcv0jea,proprioceptive,NA,NA,NA,NA,Traced,385,glutamate,22764,LHS,secondary,16B,NA,NA,T3,"12181,23167,13868",NA,,None,NA,NA,,NA,,NA,TRUE
25744,510,177,1328,510,1838,177,glutamate,392685581,intrinsic neuron,None,IN16B107_T3_L,0.04145473,0.034450434,0.9226026,0.001492249,multi_L,"12659,20579,16183",user,0.9226026,II,NA,Roughly traced,II,NA,IN16B107,multi_L,IN16B107,VFB_jrcv0jv4,proprioceptive,NA,NA,NA,NA,Traced,531,glutamate,25100,LHS,secondary,16B,NA,NA,T3,"13346,22530,11278",16B? in T3 LHS,"list(12687, 20686, 16184),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
37290,57,215,1804,57,1861,215,acetylcholine,116194655,descending neuron,CvC,DNxn112_CvC_L,0.89574754,0.031098383,0.06476166,0.00839241,brain,"21617,34470,67070",user,0.89574754,DN,LHS,Roughly traced,xn,NA,DNxn112,UTct.IntTct_L,DNxn112,VFB_jrcv0sru,NA,NA,NA,NA,NA,Traced,1471,acetylcholine,28396,NA,NA,NA,NA,NA,NA,,NA,,None,NA,NA,,MTD-I,"list(21617, 34470, 67070),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,FALSE
15132,3277,786,5376,3277,8653,786,acetylcholine,1033362559,intrinsic neuron,NA,IN18B020_T3_R,0.77986073,0.031452958,0.18175597,0.006930307,HTct_R.LegNpT3_R,"33834,18245,21688",soma,0.77986073,BI,NA,Roughly traced,BI,NA,IN18B020,HTct_L.WTct_L,IN18B020,VFB_jrcv0boc,NA,NA,NA,NA,NA,Traced,3880,acetylcholine,14479,RHS,primary,18B,10749,dorsal,T3,"33834,18245,21688",NA,,NA,NA,NA,,NA,,NA,TRUE
15804,1973,593,4741,1973,6714,593,acetylcholine,1175422939,intrinsic neuron,None,IN08B039_T3_R,0.85962903,0.037478797,0.092617735,0.010274427,HTct_R.LegNpT3_R,"29286,24824,21538",user,0.85962903,BI,NA,Roughly traced,BI,NA,IN08B039,UTct_R.UTct_L,IN08B039,VFB_jrcv0c70,proprioceptive_tactile,NA,NA,NA,NA,Traced,593,acetylcholine,15804,RHS,secondary,08B,NA,NA,T3,"32318,26709,17320",best match is 14610; 8B? in T3 RHS; ECM,"list(29494, 24555, 21538),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",None,NA,NA,,NA,,NA,TRUE
19000,1368,280,1661,1368,3029,280,gaba,818563300,intrinsic neuron,None,IN06B053_T3_R,0.0046388726,0.854821,0.13695343,0.0035866825,multi,"24020,20451,19451",user,0.854821,BI,NA,Roughly traced,BI,NA,IN06B053,UTct_L,IN06B053,VFB_jrcv0ens,NA,NA,NA,NA,NA,Traced,1868,gaba,17990,RHS,secondary,06B,NA,NA,T3,"23046,21199,6768",6B? in T3 RHS,"list(24088, 20314, 19451),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
28599,718,208,1574,718,2292,208,acetylcholine,303915726,intrinsic neuron,NA,IN07B090_A1_R,0.91480476,0.01559135,0.06547461,0.004129319,HTct_R.ANm,"30030,13443,21645",soma,0.91480476,BI,NA,Roughly traced,BI,NA,IN07B090,multi,IN07B090,VFB_jrcv0m2f,NA,NA,NA,NA,NA,Traced,1253,acetylcholine,28121,RHS,secondary,07B,NA,NA,A1,"30030,13443,21645",NA,,NA,NA,NA,,NA,,NA,TRUE
102746,679,377,2326,679,3005,377,acetylcholine,496233883,intrinsic neuron,None,IN07B064_T3_R,0.92094344,0.055678755,0.016913494,0.0064642914,HTct_R.HTct_L,"28330,24277,21938",user,0.92094344,BI,NA,Roughly traced,BI,NA,IN07B064,UTct_L,IN07B064,VFB_jrcv27a2,NA,NA,NA,NA,NA,Traced,1564,acetylcholine,20375,RHS,secondary,07B,NA,NA,T3,"24413,28455,10953",7B in T3 RHS; ECM,"list(28371, 24407, 21938),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",None,NA,NA,,NA,,NA,TRUE
16924,2657,874,5249,2657,7906,874,gaba,893351586,intrinsic neuron,None,IN00A025_T1_M,0.015638534,0.65572983,0.32447663,0.0041549997,multi,"22552,35262,45240",user,0.65572983,BI,NA,Roughly traced,BI,NA,IN00A025,multi,IN00A025,VFB_jrcv0d24,NA,NA,NA,NA,NA,Traced,4365,gaba,16924,Midline,secondary,00A,NA,NA,T1,"22002,37670,41907","0B in T1, 2nd pass ECM","list(22558, 35262, 45105),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
18300,3165,610,3206,3165,6371,610,glutamate,761862105,intrinsic neuron,None,IN00A048_T1_M,0.020301595,0.46743122,0.49096942,0.021297786,multi,"22555,35262,45187",user,0.49096942,BI,NA,Roughly traced,BI,NA,IN00A048,multi,IN00A048,VFB_jrcv0e4c,NA,NA,NA,NA,NA,Traced,2141,gaba,18300,Midline,secondary,00A,NA,NA,T1,"23351,39640,43093","0B in T1, 1st pass ECM","list(22558, 35262, 45105),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
18346,3933,432,2187,3933,6120,432,glutamate,819901820,intrinsic neuron,None,IN00A036_T1_M,0.045447502,0.478756,0.4686987,0.0070977905,multi,"22463,35262,45214",user,0.478756,BI,NA,Roughly traced,BI,NA,IN00A036,multi,IN00A036,VFB_jrcv0e5m,NA,NA,NA,NA,NA,Traced,1507,gaba,18346,Midline,secondary,00A,16573,complex,T1,"21734,39657,43091","0B in T1, 1st pass ECM, some asymmetry","list(22558, 35262, 45105),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
23633,1757,278,2042,1757,3799,278,gaba,455330211,intrinsic neuron,None,IN00A063_T1_M,0.011834142,0.72266173,0.26235855,0.0031455779,multi,"21150,34404,46257",user,0.72266173,BI,NA,Roughly traced,BI,NA,IN00A063,multi,IN00A063,VFB_jrcv0i8h,NA,NA,NA,NA,NA,Traced,2356,gaba,23633,Midline,secondary,00A,23633,dorsal,T1,"22068,41272,43667",6B? in T1 LHS,"list(20896, 34404, 46172),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",CvC,NA,NA,,NA,,NA,TRUE
13661,1058,353,2314,1058,3372,353,acetylcholine,549669930,intrinsic neuron,None,IN07B076_T3_R,0.8518225,0.018030621,0.1257542,0.004392659,HTct_R.HTct_L,"28470,24372,21938",user,0.8518225,BI,NA,Roughly traced,BI,NA,IN07B076,HTct_L.WTct_L,IN07B076,VFB_jrcv0ajh,NA,NA,NA,NA,NA,Traced,2204,acetylcholine,13661,RHS,secondary,07B,NA,NA,T3,"23863,28496,13526",7B in T3 RHS; ECM,"list(28371, 24407, 21938),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",None,NA,NA,,NA,,NA,TRUE
17281,679,232,1328,679,2007,232,acetylcholine,358414946,intrinsic neuron,None,IN07B076_T3_R,0.8087514,0.033168387,0.15121207,0.006868145,HTct_R.HTct_L,"28350,24422,21938",user,0.8087514,BI,NA,Roughly traced,BI,NA,IN07B076,HTct_L.WTct_L,IN07B076,VFB_jrcv0dc1,NA,NA,NA,NA,NA,Traced,2204,acetylcholine,17281,RHS,secondary,07B,NA,NA,T3,"24165,26553,20418",7B in T3 RHS; ECM,"list(28371, 24407, 21938),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",None,NA,NA,,NA,,NA,TRUE
21359,703,237,1529,703,2232,237,acetylcholine,483600265,intrinsic neuron,NA,IN19B089_A1_R,0.82740587,0.035647962,0.12715429,0.009791894,multi,"26265,13289,29972",soma,0.82740587,BI,NA,Roughly traced,BI,NA,IN19B089,WTct_L,IN19B089,VFB_jrcv0ghb,NA,NA,NA,NA,NA,Traced,1740,acetylcholine,21359,RHS,secondary,19B,NA,NA,A1,"26265,13289,29972",NA,,NA,NA,NA,,NA,,NA,TRUE
23346,1425,206,1414,1425,2839,206,acetylcholine,473213281,intrinsic neuron,NA,IN19B094_A1_R,0.9193458,0.013680719,0.064619385,0.002354105,LegNpT3_R.ANm,"26319,13424,27766",soma,0.9193458,BI,NA,Roughly traced,BI,NA,IN19B094,UTct_R.UTct_L,IN19B094,VFB_jrcv0i0i,NA,NA,NA,NA,NA,Traced,1128,acetylcholine,23346,RHS,secondary,19B,NA,NA,A1,"26319,13424,27766",NA,,NA,NA,NA,,NA,,NA,TRUE
13028,2950,1019,4578,2950,7528,1019,acetylcholine,1519424433,intrinsic neuron,NA,INXXX138_A1_L,0.7179816,0.17552929,0.0851607,0.021328444,HTct_R.HTct_L,"22690,15859,14611",soma,0.7179816,BI,NA,Roughly traced,BI,NA,INXXX138,HTct_R.WTct_R,INXXX138,VFB_jrcv0a1w,NA,NA,NA,NA,NA,Traced,2040,acetylcholine,13028,LHS,primary,TBD,NA,NA,A1,"22690,15859,14611",NA,,NA,NA,NA,,NA,,NA,TRUE
13442,3320,1116,9707,3320,13027,1116,gaba,1682205063,intrinsic neuron,NA,IN05B031_A1_L,0.013772204,0.78295213,0.19898252,0.004293157,multi,"18485,7826,17298",soma,0.78295213,BI,NA,Roughly traced,BI,NA,IN05B031,multi,IN05B031,VFB_jrcv0ade,NA,NA,NA,NA,NA,Traced,2208,gaba,13442,LHS,secondary,05B,NA,NA,A1,"18485,7826,17298",NA,,NA,NA,NA,,NA,,NA,TRUE
14609,2281,492,4208,2281,6489,492,gaba,922935567,intrinsic neuron,None,INXXX204_A1_R,0.013805136,0.7846445,0.19680826,0.0047420873,multi,"24141,20222,20106",user,0.7846445,BI,NA,Roughly traced,BI,NA,INXXX204,multi,INXXX204,VFB_jrcv0b9t,NA,NA,NA,10444,NA,Traced,2322,gaba,14609,RHS,primary,TBD,NA,NA,A1,"23935,17353,14124",12B? in T3 RHS; ECM; atypical - similar to group 10378,"list(24206, 20063, 20106),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",None,NA,NA,,NA,,NA,TRUE
25429,227,221,1679,227,1906,221,acetylcholine,327367482,intrinsic neuron,None,IN18B055_T3_R,0.9409064,0.018056042,0.03733276,0.003704773,multi,"31334,19128,26091",user,0.9409064,BI,NA,Roughly traced,BI,NA,IN18B055,LegNpT3_L.LegNpT3_R,IN18B055,VFB_jrcv0jmd,NA,NA,NA,NA,NA,Traced,790,acetylcholine,25429,RHS,secondary,18B,NA,NA,T3,"31536,15842,25715",18B? in T3 RHS,"list(31150, 19130, 26781),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16575,1699,441,3283,1699,4982,441,acetylcholine,846721785,intrinsic neuron,None,IN03A054_T2_L,0.91214454,0.014808985,0.06898467,0.0040618065,LegNpT2_L.LegNpT3_L,"19144,24350,31026",user,0.91214454,II,NA,Roughly traced,II,NA,IN03A054,LegNpT2_L,IN03A054,VFB_jrcv0csf,NA,NA,NA,15430,NA,Traced,2643,acetylcholine,16575,LHS,secondary,03A,16575,independent leg,T2,"21205,25851,20389",3A in T2 LHS,"list(19001, 24483, 31026),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
26772,363,202,1209,363,1572,202,gaba,365704890,intrinsic neuron,None,IN12B079_T3_R,0.002510829,0.9344316,0.057945378,0.0051121823,LegNpT3_L,"24232,20089,20106",user,0.9344316,CI,NA,Roughly traced,CI,NA,IN12B079,LegNpT3_L.LegNpT2_L,IN12B079,VFB_jrcv0kno,NA,NA,NA,NA,NA,Traced,2653,gaba,20319,RHS,secondary,12B,NA,NA,T3,"22436,19521,6036",12B? in T3 RHS,"list(24206, 20063, 20106),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
158541,1211,346,2438,1211,3649,346,acetylcholine,404179698,intrinsic neuron,None,IN03A052_T2_L,0.8257612,0.04350613,0.124436855,0.0062957946,LegNpT2_L.LegNpT3_L,"19080,24368,31026",user,0.8257612,II,NA,Roughly traced,II,NA,IN03A052,LegNpT2_L,IN03A052,VFB_jrcv3ebx,NA,NA,NA,15430,NA,Traced,4319,acetylcholine,17304,LHS,secondary,03A,NA,NA,T2,,3A in T2 LHS,"list(19001, 24483, 31026),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,"list(18877, 23781, 24484),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,FALSE
13988,2361,297,1992,2361,4353,297,acetylcholine,1231781472,ascending neuron,None,AN09B031_T2_L,0.9468838,0.03669979,0.0067184293,0.009698009,multi,"22244,37556,67070",user,0.9468838,BA,BIL,Roughly traced,BA,NA,AN09B031,multi,AN09B031,VFB_jrcv0ask,NA,NA,NA,NA,NA,Traced,596,acetylcholine,13988,LHS,early secondary,09B,NA,NA,T2,"12812,33592,42451",NA,,CvC,NA,NA,,VTV,,NA,TRUE
14264,1872,299,2093,1872,3965,299,acetylcholine,1108010794,ascending neuron,None,AN09B031_T2_R,0.9698235,0.007548977,0.01851185,0.004115696,multi,"22046,37971,67070",user,0.9698235,BA,BIL,Roughly traced,BA,NA,AN09B031,multi,AN09B031,VFB_jrcv0b08,NA,NA,NA,NA,NA,Traced,596,acetylcholine,13988,RHS,early secondary,09B,NA,NA,T2,"33427,35969,42075",9B in T2 RHS; ECM; bilaterally ascending,,CvC,NA,NA,,VTV,,NA,TRUE
165510,1250,262,1697,1250,2947,262,gaba,482852907,ascending neuron,None,AN05B083_T1_L,0.027798986,0.7933047,0.1741138,0.0047825165,multi,"18804,37472,45423",user,0.7933047,BA,RHS,Roughly traced,BA,NA,AN05B083,multi,AN05B083,VFB_jrcv3jpi,NA,NA,NA,NA,NA,Traced,570,gaba,157177,LHS,secondary,05B,NA,NA,T1,"19092,40267,43777",5B in T1 LHS; 1st pass ECM,"list(18873, 37472, 45448),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",CvC,NA,NA,,VTV,,NA,TRUE
12869,3460,801,4701,3460,8161,801,gaba,1422511660,intrinsic neuron,NA,IN00A020_T1_M,0.005042575,0.6613215,0.33003607,0.003599849,mVACT1_R.mVACT1_L,"21477,38288,41768",soma,0.6613215,BR,NA,Roughly traced,BR,NA,IN00A020,mVACT1_L.mVACT1_R,IN00A020,VFB_jrcv09xh,NA,NA,NA,10127,NA,Traced,3130,gaba,12869,Midline,primary,00A,NA,NA,T1,"21477,38288,41768",NA,,NA,NA,NA,,NA,,NA,TRUE
33104,198,63,409,198,607,63,glutamate,197466752,intrinsic neuron,None,IN02A066_T3_L,0.023505328,0.051462684,0.92353034,0.0015016574,HTct_L,"23124,25195,27680",user,0.92353034,IR,NA,Roughly traced,IR,NA,IN02A066,HTct_L,IN02A066,VFB_jrcv0pjk,NA,NA,NA,NA,NA,Traced,719,glutamate,29748,LHS,secondary,02A,NA,NA,T3,"21844,25677,18568",2A in T3 LHS,"list(23162, 25082, 27681),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
