seed,seed_type,max_influence_log,in_group,group_status,combined_group,root_id
AN00A002_720575941433075470,ascending,18.89,TRUE,above threshold,ascending above threshold,720575941433075470
AN00A006_720575941471916608,ascending,15.36,FALSE,below threshold,ascending below threshold,720575941471916608
AN00A006_720575941486776642,ascending,17.06,FALSE,below threshold,ascending below threshold,720575941486776642
AN00A006_720575941487876560,ascending,18.16,TRUE,above threshold,ascending above threshold,720575941487876560
AN00A006_720575941515909635,ascending,15.98,FALSE,below threshold,ascending below threshold,720575941515909635
AN00A006_720575941630020134,ascending,18.14,TRUE,above threshold,ascending above threshold,720575941630020134
AN01A001_720575941449981277,ascending,18.49,TRUE,above threshold,ascending above threshold,720575941449981277
AN01A001_720575941579788533,ascending,18.12,TRUE,above threshold,ascending above threshold,720575941579788533
AN01A006_720575941393748630,ascending,18.81,TRUE,above threshold,ascending above threshold,720575941393748630
AN01A006_720575941499772066,ascending,18.27,TRUE,above threshold,ascending above threshold,720575941499772066
AN01A014_720575941495128446,ascending,20.81,TRUE,above threshold,ascending above threshold,720575941495128446
AN01A014_720575941563670023,ascending,20.76,TRUE,above threshold,ascending above threshold,720575941563670023
AN01A021_720575941578527065,ascending,18.02,TRUE,above threshold,ascending above threshold,720575941578527065
AN01A021_720575941632875461,ascending,20.24,TRUE,above threshold,ascending above threshold,720575941632875461
AN01A033_720575941474562334,ascending,14.08,FALSE,below threshold,ascending below threshold,720575941474562334
AN01A033_720575941548340104,ascending,14.6,FALSE,below threshold,ascending below threshold,720575941548340104
AN01A049_720575941554198555,ascending,20.44,TRUE,above threshold,ascending above threshold,720575941554198555
AN01A049_720575941654974169,ascending,20,TRUE,above threshold,ascending above threshold,720575941654974169
AN01A055_720575941456851693,ascending,19.56,TRUE,above threshold,ascending above threshold,720575941456851693
AN01A055_720575941545087493,ascending,16.18,FALSE,below threshold,ascending below threshold,720575941545087493
AN01A055_720575941574730235,ascending,15.85,FALSE,below threshold,ascending below threshold,720575941574730235
AN01A055_720575941593714027,ascending,14.7,FALSE,below threshold,ascending below threshold,720575941593714027
AN01A055_720575941611188554,ascending,15.16,FALSE,below threshold,ascending below threshold,720575941611188554
AN01A055_720575941691165848,ascending,19.89,TRUE,above threshold,ascending above threshold,720575941691165848
AN01B002_720575941408856879,ascending,17.83,FALSE,below threshold,ascending below threshold,720575941408856879
AN01B002_720575941431062959,ascending,18.11,TRUE,above threshold,ascending above threshold,720575941431062959
AN01B002_720575941542469724,ascending,16.96,FALSE,below threshold,ascending below threshold,720575941542469724
AN01B002_720575941578509401,ascending,17.25,FALSE,below threshold,ascending below threshold,720575941578509401
AN01B002_720575941612188589,ascending,17.82,FALSE,below threshold,ascending below threshold,720575941612188589
AN01B002_720575941688158447,ascending,18.26,TRUE,above threshold,ascending above threshold,720575941688158447
AN01B002_720575941723233338,ascending,18.51,TRUE,above threshold,ascending above threshold,720575941723233338
AN01B004_720575941532484581,ascending,17.83,FALSE,below threshold,ascending below threshold,720575941532484581
AN01B004_720575941554623130,ascending,19.4,TRUE,above threshold,ascending above threshold,720575941554623130
AN01B004_720575941555066451,ascending,19.66,TRUE,above threshold,ascending above threshold,720575941555066451
AN01B004_720575941626190282,ascending,17.54,FALSE,below threshold,ascending below threshold,720575941626190282
AN01B004_720575941626522762,ascending,19.79,TRUE,above threshold,ascending above threshold,720575941626522762
AN01B004_720575941659000400,ascending,19.31,TRUE,above threshold,ascending above threshold,720575941659000400
AN01B005_720575941480969123,ascending,17.09,FALSE,below threshold,ascending below threshold,720575941480969123
AN01B005_720575941493318832,ascending,17.08,FALSE,below threshold,ascending below threshold,720575941493318832
AN01B005_720575941552590910,ascending,17.15,FALSE,below threshold,ascending below threshold,720575941552590910
AN01B005_720575941595295783,ascending,16.75,FALSE,below threshold,ascending below threshold,720575941595295783
AN01B005_720575941655665108,ascending,17.04,FALSE,below threshold,ascending below threshold,720575941655665108
AN01B005_720575941663484028,ascending,17.17,FALSE,below threshold,ascending below threshold,720575941663484028
AN01B011_720575941408800047,ascending,17.25,FALSE,below threshold,ascending below threshold,720575941408800047
AN01B011_720575941474054496,ascending,16.53,FALSE,below threshold,ascending below threshold,720575941474054496
AN01B011_720575941488207305,ascending,15.18,FALSE,below threshold,ascending below threshold,720575941488207305
AN01B011_720575941513278457,ascending,15.84,FALSE,below threshold,ascending below threshold,720575941513278457
AN01B011_720575941559494415,ascending,16.39,FALSE,below threshold,ascending below threshold,720575941559494415
AN01B011_720575941641370962,ascending,17.09,FALSE,below threshold,ascending below threshold,720575941641370962
AN01B014_720575941495147719,ascending,15.1,FALSE,below threshold,ascending below threshold,720575941495147719
AN01B014_720575941595083734,ascending,16.29,FALSE,below threshold,ascending below threshold,720575941595083734
AN01B018_720575941555384868,ascending,15.49,FALSE,below threshold,ascending below threshold,720575941555384868
AN01B018_720575941644291154,ascending,15.88,FALSE,below threshold,ascending below threshold,720575941644291154
AN02A001_720575941604155638,ascending,22.37,TRUE,above threshold,ascending above threshold,720575941604155638
AN02A001_720575941633028549,ascending,22.25,TRUE,above threshold,ascending above threshold,720575941633028549
AN02A002_720575941474101344,ascending,21.15,TRUE,above threshold,ascending above threshold,720575941474101344
AN02A002_720575941514047052,ascending,21.18,TRUE,above threshold,ascending above threshold,720575941514047052
AN02A005_720575941565517975,ascending,20.32,TRUE,above threshold,ascending above threshold,720575941565517975
AN02A005_720575941576660840,ascending,20.54,TRUE,above threshold,ascending above threshold,720575941576660840
AN02A009_720575941440240335,ascending,20.1,TRUE,above threshold,ascending above threshold,720575941440240335
AN02A009_720575941521285047,ascending,17.87,FALSE,below threshold,ascending below threshold,720575941521285047
AN02A016_720575941450620494,ascending,17.22,FALSE,below threshold,ascending below threshold,720575941450620494
AN02A016_720575941536519194,ascending,18.66,TRUE,above threshold,ascending above threshold,720575941536519194
AN02A017_720575941565348103,ascending,18.97,TRUE,above threshold,ascending above threshold,720575941565348103
AN02A017_720575941589256260,ascending,18.32,TRUE,above threshold,ascending above threshold,720575941589256260
AN02A022_720575941461310096,ascending,18.86,TRUE,above threshold,ascending above threshold,720575941461310096
AN02A022_720575941591683212,ascending,18.99,TRUE,above threshold,ascending above threshold,720575941591683212
AN02A025_720575941497853769,ascending,16.26,FALSE,below threshold,ascending below threshold,720575941497853769
AN02A025_720575941536070170,ascending,16.29,FALSE,below threshold,ascending below threshold,720575941536070170
AN02A046_720575941413523604,ascending,14.34,FALSE,below threshold,ascending below threshold,720575941413523604
AN02A046_720575941661428280,ascending,13.57,FALSE,below threshold,ascending below threshold,720575941661428280
AN03A002_720575941562287202,ascending,21.02,TRUE,above threshold,ascending above threshold,720575941562287202
AN03A002_720575941567089908,ascending,21.31,TRUE,above threshold,ascending above threshold,720575941567089908
AN03B009_720575941655202265,ascending,19.8,TRUE,above threshold,ascending above threshold,720575941655202265
AN03B009_720575941669856945,ascending,20.37,TRUE,above threshold,ascending above threshold,720575941669856945
AN03B011_720575941441643099,ascending,18.49,TRUE,above threshold,ascending above threshold,720575941441643099
AN03B011_720575941536695066,ascending,18.56,TRUE,above threshold,ascending above threshold,720575941536695066
AN03B011_720575941561632045,ascending,19.15,TRUE,above threshold,ascending above threshold,720575941561632045
AN03B011_720575941574549768,ascending,19.3,TRUE,above threshold,ascending above threshold,720575941574549768
AN03B039_720575941523203403,ascending,18.32,TRUE,above threshold,ascending above threshold,720575941523203403
AN03B039_720575941571394811,ascending,18.65,TRUE,above threshold,ascending above threshold,720575941571394811
AN03B050_720575941507453313,ascending,19.39,TRUE,above threshold,ascending above threshold,720575941507453313
AN03B050_720575941633508539,ascending,19.69,TRUE,above threshold,ascending above threshold,720575941633508539
AN03B094_720575941517403308,ascending,16.71,FALSE,below threshold,ascending below threshold,720575941517403308
AN03B095_720575941600640809,ascending,19.41,TRUE,above threshold,ascending above threshold,720575941600640809
AN03B095_720575941663471740,ascending,20.29,TRUE,above threshold,ascending above threshold,720575941663471740
AN04A001_720575941393745046,ascending,19.67,TRUE,above threshold,ascending above threshold,720575941393745046
AN04A001_720575941441906779,ascending,19.88,TRUE,above threshold,ascending above threshold,720575941441906779
AN04A001_720575941476980785,ascending,20.05,TRUE,above threshold,ascending above threshold,720575941476980785
AN04A001_720575941531178469,ascending,18.82,TRUE,above threshold,ascending above threshold,720575941531178469
AN04A001_720575941566182966,ascending,19.44,TRUE,above threshold,ascending above threshold,720575941566182966
AN04A001_720575941611824358,ascending,20.04,TRUE,above threshold,ascending above threshold,720575941611824358
AN04B001_720575941431071113,ascending,20,TRUE,above threshold,ascending above threshold,720575941431071113
AN04B001_720575941451015802,ascending,20.01,TRUE,above threshold,ascending above threshold,720575941451015802
AN04B001_720575941592984616,ascending,19.15,TRUE,above threshold,ascending above threshold,720575941592984616
AN04B001_720575941723377978,ascending,19.02,TRUE,above threshold,ascending above threshold,720575941723377978
AN04B003_720575941411290539,ascending,18.44,TRUE,above threshold,ascending above threshold,720575941411290539
AN04B003_720575941479267970,ascending,18.86,TRUE,above threshold,ascending above threshold,720575941479267970
AN04B003_720575941484965186,ascending,18.61,TRUE,above threshold,ascending above threshold,720575941484965186
AN04B003_720575941548351549,ascending,18.4,TRUE,above threshold,ascending above threshold,720575941548351549
AN04B003_720575941566729460,ascending,18.01,TRUE,above threshold,ascending above threshold,720575941566729460
AN04B003_720575941591512972,ascending,17.82,FALSE,below threshold,ascending below threshold,720575941591512972
AN04B004_720575941486839046,ascending,18.66,TRUE,above threshold,ascending above threshold,720575941486839046
AN04B004_720575941588978244,ascending,19.7,TRUE,above threshold,ascending above threshold,720575941588978244
AN04B023_720575941477743646,ascending,17.37,FALSE,below threshold,ascending below threshold,720575941477743646
AN04B023_720575941478387306,ascending,16.56,FALSE,below threshold,ascending below threshold,720575941478387306
AN04B023_720575941491649511,ascending,16.87,FALSE,below threshold,ascending below threshold,720575941491649511
AN04B023_720575941517281708,ascending,16.99,FALSE,below threshold,ascending below threshold,720575941517281708
AN04B023_720575941603845817,ascending,17.28,FALSE,below threshold,ascending below threshold,720575941603845817
AN04B023_720575941611688681,ascending,17.27,FALSE,below threshold,ascending below threshold,720575941611688681
AN04B051_720575941520363511,ascending,14.63,FALSE,below threshold,ascending below threshold,720575941520363511
AN04B051_720575941567010930,ascending,15.21,FALSE,below threshold,ascending below threshold,720575941567010930
AN05B004_720575941508517761,ascending,20.59,TRUE,above threshold,ascending above threshold,720575941508517761
AN05B005_720575941499192905,ascending,18.38,TRUE,above threshold,ascending above threshold,720575941499192905
AN05B005_720575941504555570,ascending,18.29,TRUE,above threshold,ascending above threshold,720575941504555570
AN05B006_720575941458803952,ascending,18.89,TRUE,above threshold,ascending above threshold,720575941458803952
AN05B006_720575941539242389,ascending,19.18,TRUE,above threshold,ascending above threshold,720575941539242389
AN05B006_720575941560024847,ascending,19.02,TRUE,above threshold,ascending above threshold,720575941560024847
AN05B006_720575941618058197,ascending,19.18,TRUE,above threshold,ascending above threshold,720575941618058197
AN05B007_720575941586127750,ascending,18.99,TRUE,above threshold,ascending above threshold,720575941586127750
AN05B007_720575941605174462,ascending,18.59,TRUE,above threshold,ascending above threshold,720575941605174462
AN05B009_720575941528979844,ascending,18.75,TRUE,above threshold,ascending above threshold,720575941528979844
AN05B009_720575941585933190,ascending,17.6,FALSE,below threshold,ascending below threshold,720575941585933190
AN05B009_720575941654998233,ascending,17.24,FALSE,below threshold,ascending below threshold,720575941654998233
AN05B010_720575941543158813,ascending,17.78,FALSE,below threshold,ascending below threshold,720575941543158813
AN05B010_720575941569361658,ascending,17.4,FALSE,below threshold,ascending below threshold,720575941569361658
AN05B015_720575941504533810,ascending,17.66,FALSE,below threshold,ascending below threshold,720575941504533810
AN05B015_720575941586476510,ascending,17.69,FALSE,below threshold,ascending below threshold,720575941586476510
AN05B017_720575941504723906,ascending,19,TRUE,above threshold,ascending above threshold,720575941504723906
AN05B017_720575941508628830,ascending,17.95,FALSE,below threshold,ascending below threshold,720575941508628830
AN05B021_720575941483850749,ascending,17.92,FALSE,below threshold,ascending below threshold,720575941483850749
AN05B021_720575941611313738,ascending,19.33,TRUE,above threshold,ascending above threshold,720575941611313738
AN05B023_720575941408436142,ascending,17.06,FALSE,below threshold,ascending below threshold,720575941408436142
AN05B023_720575941476515636,ascending,18.91,TRUE,above threshold,ascending above threshold,720575941476515636
AN05B023_720575941480782755,ascending,16.82,FALSE,below threshold,ascending below threshold,720575941480782755
AN05B023_720575941499916962,ascending,19.11,TRUE,above threshold,ascending above threshold,720575941499916962
AN05B023_720575941527011865,ascending,18.14,TRUE,above threshold,ascending above threshold,720575941527011865
AN05B023_720575941548476276,ascending,16.43,FALSE,below threshold,ascending below threshold,720575941548476276
AN05B024_720575941492685232,ascending,17.57,FALSE,below threshold,ascending below threshold,720575941492685232
AN05B024_720575941503553474,ascending,17.79,FALSE,below threshold,ascending below threshold,720575941503553474
AN05B025_720575941488143824,ascending,19.07,TRUE,above threshold,ascending above threshold,720575941488143824
AN05B025_720575941511203026,ascending,18.23,TRUE,above threshold,ascending above threshold,720575941511203026
AN05B025_720575941530045624,ascending,17.83,FALSE,below threshold,ascending below threshold,720575941530045624
AN05B026_720575941555201025,ascending,17.88,FALSE,below threshold,ascending below threshold,720575941555201025
AN05B026_720575941662397752,ascending,17.68,FALSE,below threshold,ascending below threshold,720575941662397752
AN05B027_720575941671431335,ascending,16.5,FALSE,below threshold,ascending below threshold,720575941671431335
AN05B027_720575941690974104,ascending,17.88,FALSE,below threshold,ascending below threshold,720575941690974104
AN05B029_720575941438841919,ascending,16.08,FALSE,below threshold,ascending below threshold,720575941438841919
AN05B036_720575941441978575,ascending,16.62,FALSE,below threshold,ascending below threshold,720575941441978575
AN05B036_720575941521275315,ascending,17.28,FALSE,below threshold,ascending below threshold,720575941521275315
AN05B040_720575941471648631,ascending,14.44,FALSE,below threshold,ascending below threshold,720575941471648631
AN05B040_720575941680166333,ascending,15.03,FALSE,below threshold,ascending below threshold,720575941680166333
AN05B044_720575941505558085,ascending,16.35,FALSE,below threshold,ascending below threshold,720575941505558085
AN05B044_720575941626447754,ascending,17.08,FALSE,below threshold,ascending below threshold,720575941626447754
AN05B045_720575941459896390,ascending,16.68,FALSE,below threshold,ascending below threshold,720575941459896390
AN05B045_720575941565122055,ascending,16.37,FALSE,below threshold,ascending below threshold,720575941565122055
AN05B046_720575941424935508,ascending,13.09,FALSE,below threshold,ascending below threshold,720575941424935508
AN05B046_720575941630080038,ascending,16.45,FALSE,below threshold,ascending below threshold,720575941630080038
AN05B046_720575941654021081,ascending,16.17,FALSE,below threshold,ascending below threshold,720575941654021081
AN05B047_720575941703186394,ascending,16.23,FALSE,below threshold,ascending below threshold,720575941703186394
AN05B048_720575941566122855,ascending,15.73,FALSE,below threshold,ascending below threshold,720575941566122855
AN05B048_720575941631922117,ascending,14.44,FALSE,below threshold,ascending below threshold,720575941631922117
AN05B049_720575941460258515,ascending,17.74,FALSE,below threshold,ascending below threshold,720575941460258515
AN05B049_720575941492360679,ascending,14.66,FALSE,below threshold,ascending below threshold,720575941492360679
AN05B049_720575941527273316,ascending,15.39,FALSE,below threshold,ascending below threshold,720575941527273316
AN05B049_720575941574540040,ascending,13.87,FALSE,below threshold,ascending below threshold,720575941574540040
AN05B049_720575941626435483,ascending,17.78,FALSE,below threshold,ascending below threshold,720575941626435483
AN05B050_720575941439093333,ascending,15.66,FALSE,below threshold,ascending below threshold,720575941439093333
AN05B050_720575941508518785,ascending,16.21,FALSE,below threshold,ascending below threshold,720575941508518785
AN05B050_720575941549450301,ascending,15.82,FALSE,below threshold,ascending below threshold,720575941549450301
AN05B050_720575941552643841,ascending,15.96,FALSE,below threshold,ascending below threshold,720575941552643841
AN05B050_720575941557337764,ascending,15.62,FALSE,below threshold,ascending below threshold,720575941557337764
AN05B050_720575941564682135,ascending,19.59,TRUE,above threshold,ascending above threshold,720575941564682135
AN05B052_720575941451921274,ascending,17.15,FALSE,below threshold,ascending below threshold,720575941451921274
AN05B052_720575941481059663,ascending,15.84,FALSE,below threshold,ascending below threshold,720575941481059663
AN05B052_720575941498489723,ascending,18.33,TRUE,above threshold,ascending above threshold,720575941498489723
AN05B052_720575941511390673,ascending,16.14,FALSE,below threshold,ascending below threshold,720575941511390673
AN05B052_720575941523985410,ascending,15.38,FALSE,below threshold,ascending below threshold,720575941523985410
AN05B052_720575941588619148,ascending,16.05,FALSE,below threshold,ascending below threshold,720575941588619148
AN05B052_720575941652716305,ascending,16.68,FALSE,below threshold,ascending below threshold,720575941652716305
AN05B053_720575941554501459,ascending,19.09,TRUE,above threshold,ascending above threshold,720575941554501459
AN05B053_720575941564541191,ascending,16.72,FALSE,below threshold,ascending below threshold,720575941564541191
AN05B053_720575941565158663,ascending,19.68,TRUE,above threshold,ascending above threshold,720575941565158663
AN05B053_720575941569581170,ascending,16,FALSE,below threshold,ascending below threshold,720575941569581170
AN05B054_720575941435317134,ascending,15.41,FALSE,below threshold,ascending below threshold,720575941435317134
AN05B054_720575941438468114,ascending,16.96,FALSE,below threshold,ascending below threshold,720575941438468114
AN05B054_720575941555245313,ascending,15.55,FALSE,below threshold,ascending below threshold,720575941555245313
AN05B054_720575941562721938,ascending,17.36,FALSE,below threshold,ascending below threshold,720575941562721938
AN05B056_720575941586647686,ascending,16.11,FALSE,below threshold,ascending below threshold,720575941586647686
AN05B058_720575941569479930,ascending,17.37,FALSE,below threshold,ascending below threshold,720575941569479930
AN05B060_720575941447521373,ascending,14.38,FALSE,below threshold,ascending below threshold,720575941447521373
AN05B060_720575941466712662,ascending,13.99,FALSE,below threshold,ascending below threshold,720575941466712662
AN05B060_720575941556231652,ascending,14.4,FALSE,below threshold,ascending below threshold,720575941556231652
AN05B062_720575941458853702,ascending,13.22,FALSE,below threshold,ascending below threshold,720575941458853702
AN05B062_720575941487869904,ascending,15.15,FALSE,below threshold,ascending below threshold,720575941487869904
AN05B062_720575941531528421,ascending,16.48,FALSE,below threshold,ascending below threshold,720575941531528421
AN05B062_720575941540625101,ascending,14.47,FALSE,below threshold,ascending below threshold,720575941540625101
AN05B062_720575941575439798,ascending,12.83,FALSE,below threshold,ascending below threshold,720575941575439798
AN05B062_720575941645080225,ascending,12.42,FALSE,below threshold,ascending below threshold,720575941645080225
AN05B062_720575941654405076,ascending,13.86,FALSE,below threshold,ascending below threshold,720575941654405076
AN05B063_720575941477490794,ascending,13.87,FALSE,below threshold,ascending below threshold,720575941477490794
AN05B063_720575941595947456,ascending,12.47,FALSE,below threshold,ascending below threshold,720575941595947456
AN05B063_720575941611963309,ascending,15.01,FALSE,below threshold,ascending below threshold,720575941611963309
AN05B063_720575941655952340,ascending,14.16,FALSE,below threshold,ascending below threshold,720575941655952340
AN05B067_720575941506486437,ascending,16.6,FALSE,below threshold,ascending below threshold,720575941506486437
AN05B068_720575941436671711,ascending,14.74,FALSE,below threshold,ascending below threshold,720575941436671711
AN05B068_720575941495729019,ascending,15.76,FALSE,below threshold,ascending below threshold,720575941495729019
AN05B068_720575941624214780,ascending,15.8,FALSE,below threshold,ascending below threshold,720575941624214780
AN05B069_720575941433466126,ascending,15.59,FALSE,below threshold,ascending below threshold,720575941433466126
AN05B069_720575941504319319,ascending,17.54,FALSE,below threshold,ascending below threshold,720575941504319319
AN05B069_720575941564160402,ascending,14.23,FALSE,below threshold,ascending below threshold,720575941564160402
AN05B069_720575941667034355,ascending,16.78,FALSE,below threshold,ascending below threshold,720575941667034355
AN05B071_720575941411184043,ascending,15.65,FALSE,below threshold,ascending below threshold,720575941411184043
AN05B071_720575941431332088,ascending,16.37,FALSE,below threshold,ascending below threshold,720575941431332088
AN05B071_720575941520584631,ascending,16.56,FALSE,below threshold,ascending below threshold,720575941520584631
AN05B071_720575941542484060,ascending,15.3,FALSE,below threshold,ascending below threshold,720575941542484060
AN05B071_720575941558973455,ascending,16.12,FALSE,below threshold,ascending below threshold,720575941558973455
AN05B071_720575941560405875,ascending,16.16,FALSE,below threshold,ascending below threshold,720575941560405875
AN05B071_720575941643467877,ascending,15.09,FALSE,below threshold,ascending below threshold,720575941643467877
AN05B076_720575941429552815,ascending,16.71,FALSE,below threshold,ascending below threshold,720575941429552815
AN05B076_720575941606579309,ascending,16.25,FALSE,below threshold,ascending below threshold,720575941606579309
AN05B078_720575941515233859,ascending,16.65,FALSE,below threshold,ascending below threshold,720575941515233859
AN05B078_720575941551486463,ascending,15.86,FALSE,below threshold,ascending below threshold,720575941551486463
AN05B078_720575941572120136,ascending,15.85,FALSE,below threshold,ascending below threshold,720575941572120136
AN05B078_720575941645236856,ascending,17.04,FALSE,below threshold,ascending below threshold,720575941645236856
AN05B078_720575941653538065,ascending,16.63,FALSE,below threshold,ascending below threshold,720575941653538065
AN05B078_720575941658542928,ascending,17.93,FALSE,below threshold,ascending below threshold,720575941658542928
AN05B078_720575941703146458,ascending,14.62,FALSE,below threshold,ascending below threshold,720575941703146458
AN05B081_720575941524168011,ascending,14.89,FALSE,below threshold,ascending below threshold,720575941524168011
AN05B081_720575941534900824,ascending,15.24,FALSE,below threshold,ascending below threshold,720575941534900824
AN05B081_720575941555509331,ascending,16.17,FALSE,below threshold,ascending below threshold,720575941555509331
AN05B083_720575941564189026,ascending,14.92,FALSE,below threshold,ascending below threshold,720575941564189026
AN05B083_720575941580693881,ascending,14.13,FALSE,below threshold,ascending below threshold,720575941580693881
AN05B094_720575941455074099,ascending,17.18,FALSE,below threshold,ascending below threshold,720575941455074099
AN05B094_720575941504443074,ascending,17.15,FALSE,below threshold,ascending below threshold,720575941504443074
AN05B096_720575941525364994,ascending,20.61,TRUE,above threshold,ascending above threshold,720575941525364994
AN05B096_720575941542468956,ascending,20.28,TRUE,above threshold,ascending above threshold,720575941542468956
AN05B096_720575941659115288,ascending,20.18,TRUE,above threshold,ascending above threshold,720575941659115288
AN05B096_720575941721644602,ascending,20.4,TRUE,above threshold,ascending above threshold,720575941721644602
AN05B097_720575941416724764,ascending,20.12,TRUE,above threshold,ascending above threshold,720575941416724764
AN05B097_720575941453086535,ascending,19.56,TRUE,above threshold,ascending above threshold,720575941453086535
AN05B097_720575941461092036,ascending,17.74,FALSE,below threshold,ascending below threshold,720575941461092036
AN05B097_720575941507242309,ascending,18.33,TRUE,above threshold,ascending above threshold,720575941507242309
AN05B097_720575941515375171,ascending,17.64,FALSE,below threshold,ascending below threshold,720575941515375171
AN05B097_720575941519028396,ascending,18.49,TRUE,above threshold,ascending above threshold,720575941519028396
AN05B097_720575941578601049,ascending,21.75,TRUE,above threshold,ascending above threshold,720575941578601049
AN05B099_720575941440399445,ascending,16.84,FALSE,below threshold,ascending below threshold,720575941440399445
AN05B099_720575941458897392,ascending,15.84,FALSE,below threshold,ascending below threshold,720575941458897392
AN05B099_720575941614272531,ascending,15.64,FALSE,below threshold,ascending below threshold,720575941614272531
AN05B099_720575941625561196,ascending,16.83,FALSE,below threshold,ascending below threshold,720575941625561196
AN05B099_720575941633138629,ascending,15.91,FALSE,below threshold,ascending below threshold,720575941633138629
AN05B099_720575941703180762,ascending,15.72,FALSE,below threshold,ascending below threshold,720575941703180762
AN05B100_720575941441805503,ascending,19.74,TRUE,above threshold,ascending above threshold,720575941441805503
AN05B100_720575941504636610,ascending,20.04,TRUE,above threshold,ascending above threshold,720575941504636610
AN05B100_720575941538080754,ascending,20.32,TRUE,above threshold,ascending above threshold,720575941538080754
AN05B100_720575941558331684,ascending,19.43,TRUE,above threshold,ascending above threshold,720575941558331684
AN05B100_720575941607851117,ascending,20.45,TRUE,above threshold,ascending above threshold,720575941607851117
AN05B100_720575941703228634,ascending,20.29,TRUE,above threshold,ascending above threshold,720575941703228634
AN05B102_720575941563345576,ascending,15.94,FALSE,below threshold,ascending below threshold,720575941563345576
AN05B102_720575941572659870,ascending,16.33,FALSE,below threshold,ascending below threshold,720575941572659870
AN05B102_720575941611418442,ascending,15.91,FALSE,below threshold,ascending below threshold,720575941611418442
AN05B102_720575941668463347,ascending,16.5,FALSE,below threshold,ascending below threshold,720575941668463347
AN05B103_720575941524165453,ascending,15.34,FALSE,below threshold,ascending below threshold,720575941524165453
AN05B103_720575941556498660,ascending,15.64,FALSE,below threshold,ascending below threshold,720575941556498660
AN05B104_720575941473859424,ascending,18.31,TRUE,above threshold,ascending above threshold,720575941473859424
AN05B104_720575941503524914,ascending,16.57,FALSE,below threshold,ascending below threshold,720575941503524914
AN05B104_720575941521081271,ascending,16.77,FALSE,below threshold,ascending below threshold,720575941521081271
AN05B104_720575941532995521,ascending,18.55,TRUE,above threshold,ascending above threshold,720575941532995521
AN05B104_720575941536507162,ascending,19.02,TRUE,above threshold,ascending above threshold,720575941536507162
AN05B104_720575941626065516,ascending,18.81,TRUE,above threshold,ascending above threshold,720575941626065516
AN05B105_720575941437379090,ascending,19.8,TRUE,above threshold,ascending above threshold,720575941437379090
AN05B105_720575941595201573,ascending,19.32,TRUE,above threshold,ascending above threshold,720575941595201573
AN05B106_720575941666666483,ascending,16.9,FALSE,below threshold,ascending below threshold,720575941666666483
AN06A010_720575941507037057,ascending,19.27,TRUE,above threshold,ascending above threshold,720575941507037057
AN06A010_720575941534998282,ascending,19.34,TRUE,above threshold,ascending above threshold,720575941534998282
AN06A015_720575941579749365,ascending,17,FALSE,below threshold,ascending below threshold,720575941579749365
AN06A015_720575941633187488,ascending,17.72,FALSE,below threshold,ascending below threshold,720575941633187488
AN06A016_720575941477158721,ascending,21.23,TRUE,above threshold,ascending above threshold,720575941477158721
AN06A016_720575941572855439,ascending,21.11,TRUE,above threshold,ascending above threshold,720575941572855439
AN06A017_720575941480556162,ascending,18.93,TRUE,above threshold,ascending above threshold,720575941480556162
AN06A017_720575941549936957,ascending,19.25,TRUE,above threshold,ascending above threshold,720575941549936957
AN06A018_720575941485886672,ascending,18.89,TRUE,above threshold,ascending above threshold,720575941485886672
AN06A018_720575941537510386,ascending,19.19,TRUE,above threshold,ascending above threshold,720575941537510386
AN06A018_720575941628282150,ascending,19.58,TRUE,above threshold,ascending above threshold,720575941628282150
AN06A026_720575941542580316,ascending,19.66,TRUE,above threshold,ascending above threshold,720575941542580316
AN06A026_720575941583263710,ascending,20.56,TRUE,above threshold,ascending above threshold,720575941583263710
AN06A026_720575941595949937,ascending,19.33,TRUE,above threshold,ascending above threshold,720575941595949937
AN06A026_720575941658893648,ascending,20.45,TRUE,above threshold,ascending above threshold,720575941658893648
AN06A027_720575941503680087,ascending,21.43,TRUE,above threshold,ascending above threshold,720575941503680087
AN06A027_720575941552229887,ascending,21.33,TRUE,above threshold,ascending above threshold,720575941552229887
AN06A030_720575941565124918,ascending,22.75,TRUE,above threshold,ascending above threshold,720575941565124918
AN06A030_720575941631635426,ascending,23.08,TRUE,above threshold,ascending above threshold,720575941631635426
AN06A062_720575941399595555,ascending,20.6,TRUE,above threshold,ascending above threshold,720575941399595555
AN06A062_720575941466431766,ascending,20.52,TRUE,above threshold,ascending above threshold,720575941466431766
AN06A062_720575941504849714,ascending,20.44,TRUE,above threshold,ascending above threshold,720575941504849714
AN06A062_720575941505421602,ascending,21.1,TRUE,above threshold,ascending above threshold,720575941505421602
AN06A062_720575941589590782,ascending,20.26,TRUE,above threshold,ascending above threshold,720575941589590782
AN06A080_720575941468496093,ascending,19.92,TRUE,above threshold,ascending above threshold,720575941468496093
AN06A080_720575941470584128,ascending,20.05,TRUE,above threshold,ascending above threshold,720575941470584128
AN06A080_720575941558279972,ascending,20.07,TRUE,above threshold,ascending above threshold,720575941558279972
AN06A080_720575941590014775,ascending,18.91,TRUE,above threshold,ascending above threshold,720575941590014775
AN06A092_720575941458439123,ascending,19.83,TRUE,above threshold,ascending above threshold,720575941458439123
AN06A092_720575941461560720,ascending,19.57,TRUE,above threshold,ascending above threshold,720575941461560720
