seed,seed_type,max_influence_log,in_group,group_status,combined_group,root_id
DNg68_720575941461347027,descending,19.08,TRUE,above threshold,descending above threshold,720575941461347027
DNg68_720575941598469276,descending,18.14,TRUE,above threshold,descending above threshold,720575941598469276
DNg69_720575941507894366,descending,20.41,TRUE,above threshold,descending above threshold,720575941507894366
DNg69_720575941592925992,descending,20.62,TRUE,above threshold,descending above threshold,720575941592925992
DNg70_720575941352918576,descending,20.65,TRUE,above threshold,descending above threshold,720575941352918576
DNg70_720575941478429802,descending,18.73,TRUE,above threshold,descending above threshold,720575941478429802
DNg71_720575941503549931,descending,19.88,TRUE,above threshold,descending above threshold,720575941503549931
DNg71_720575941508492417,descending,20.02,TRUE,above threshold,descending above threshold,720575941508492417
DNg72_720575941496731042,descending,18.86,TRUE,above threshold,descending above threshold,720575941496731042
DNg72_720575941514111564,descending,20.05,TRUE,above threshold,descending above threshold,720575941514111564
DNg72_720575941531735269,descending,20.62,TRUE,above threshold,descending above threshold,720575941531735269
DNg72_720575941643043272,descending,20.42,TRUE,above threshold,descending above threshold,720575941643043272
DNg73_720575941431747086,descending,21.57,TRUE,above threshold,descending above threshold,720575941431747086
DNg73_720575941632167611,descending,21.32,TRUE,above threshold,descending above threshold,720575941632167611
DNg74_a_720575941579876085,descending,20.19,TRUE,above threshold,descending above threshold,720575941579876085
DNg74_a_720575941652728049,descending,20.53,TRUE,above threshold,descending above threshold,720575941652728049
DNg74_b_720575941563183016,descending,20.93,TRUE,above threshold,descending above threshold,720575941563183016
DNg74_b_720575941572471454,descending,20.82,TRUE,above threshold,descending above threshold,720575941572471454
DNg75_720575941441623899,descending,19.92,TRUE,above threshold,descending above threshold,720575941441623899
DNg75_720575941595517735,descending,20.25,TRUE,above threshold,descending above threshold,720575941595517735
DNg76_720575941519866840,descending,21.12,TRUE,above threshold,descending above threshold,720575941519866840
DNg76_720575941603791350,descending,20.82,TRUE,above threshold,descending above threshold,720575941603791350
DNg77_720575941481337679,descending,20.41,TRUE,above threshold,descending above threshold,720575941481337679
DNg78_720575941413642268,descending,21.07,TRUE,above threshold,descending above threshold,720575941413642268
DNg78_720575941541271325,descending,21.2,TRUE,above threshold,descending above threshold,720575941541271325
DNg79_720575941459103391,descending,19.37,TRUE,above threshold,descending above threshold,720575941459103391
DNg79_720575941467350237,descending,19.17,TRUE,above threshold,descending above threshold,720575941467350237
DNg79_720575941480554370,descending,19.28,TRUE,above threshold,descending above threshold,720575941480554370
DNg79_720575941494960254,descending,19.24,TRUE,above threshold,descending above threshold,720575941494960254
DNg80_720575941640840991,descending,21.49,TRUE,above threshold,descending above threshold,720575941640840991
DNg81_720575941508471824,descending,19.48,TRUE,above threshold,descending above threshold,720575941508471824
DNg81_720575941514608995,descending,20.03,TRUE,above threshold,descending above threshold,720575941514608995
DNg82_720575941472044352,descending,19.46,TRUE,above threshold,descending above threshold,720575941472044352
DNg82_720575941505673566,descending,19.4,TRUE,above threshold,descending above threshold,720575941505673566
DNg82_720575941562059176,descending,19.42,TRUE,above threshold,descending above threshold,720575941562059176
DNg82_720575941563391383,descending,19.1,TRUE,above threshold,descending above threshold,720575941563391383
DNg83_720575941450039477,descending,16.27,FALSE,below threshold,descending below threshold,720575941450039477
DNg84_720575941542885661,descending,16.44,FALSE,below threshold,descending below threshold,720575941542885661
DNg84_720575941569909106,descending,16.46,FALSE,below threshold,descending below threshold,720575941569909106
DNg85_720575941542676572,descending,16.84,FALSE,below threshold,descending below threshold,720575941542676572
DNg85_720575941669726129,descending,16.43,FALSE,below threshold,descending below threshold,720575941669726129
DNg86_720575941557838756,descending,0,FALSE,below threshold,descending below threshold,720575941557838756
DNg87_720575941566165302,descending,16.87,FALSE,below threshold,descending below threshold,720575941566165302
DNg87_720575941703187674,descending,17.78,FALSE,below threshold,descending below threshold,720575941703187674
DNg88_720575941528109222,descending,19.32,TRUE,above threshold,descending above threshold,720575941528109222
DNg88_720575941528320952,descending,20.02,TRUE,above threshold,descending above threshold,720575941528320952
DNg89_720575941474677825,descending,20.93,TRUE,above threshold,descending above threshold,720575941474677825
DNg89_720575941611136476,descending,20.87,TRUE,above threshold,descending above threshold,720575941611136476
DNg90_720575941456625567,descending,19.87,TRUE,above threshold,descending above threshold,720575941456625567
DNg90_720575941504810290,descending,19.68,TRUE,above threshold,descending above threshold,720575941504810290
DNg91_720575941430250377,descending,20.64,TRUE,above threshold,descending above threshold,720575941430250377
DNg91_720575941546446697,descending,20.15,TRUE,above threshold,descending above threshold,720575941546446697
DNg92_a_720575941477736066,descending,19.68,TRUE,above threshold,descending above threshold,720575941477736066
DNg92_a_720575941651139349,descending,19.25,TRUE,above threshold,descending above threshold,720575941651139349
DNg92_b_720575941471627639,descending,18.3,TRUE,above threshold,descending above threshold,720575941471627639
DNg92_b_720575941552863489,descending,18.05,TRUE,above threshold,descending above threshold,720575941552863489
DNg92_b_720575941567187962,descending,18.32,TRUE,above threshold,descending above threshold,720575941567187962
DNg92_b_720575941643030945,descending,18.48,TRUE,above threshold,descending above threshold,720575941643030945
DNg92_b_720575941681384637,descending,17.65,FALSE,below threshold,descending below threshold,720575941681384637
DNg93_720575941490416181,descending,21.63,TRUE,above threshold,descending above threshold,720575941490416181
DNg93_720575941688517388,descending,21.9,TRUE,above threshold,descending above threshold,720575941688517388
DNg94_720575941543684357,descending,17.18,FALSE,below threshold,descending below threshold,720575941543684357
DNg94_720575941733143339,descending,17.53,FALSE,below threshold,descending below threshold,720575941733143339
DNg95_720575941499200585,descending,19.59,TRUE,above threshold,descending above threshold,720575941499200585
DNg95_720575941626032074,descending,19.59,TRUE,above threshold,descending above threshold,720575941626032074
DNg96_720575941470533131,descending,20.79,TRUE,above threshold,descending above threshold,720575941470533131
DNg96_720575941511281618,descending,19.43,TRUE,above threshold,descending above threshold,720575941511281618
DNg97_720575941519464046,descending,19.91,TRUE,above threshold,descending above threshold,720575941519464046
DNg97_720575941572713886,descending,20.45,TRUE,above threshold,descending above threshold,720575941572713886
DNg98_720575941537710824,descending,19.66,TRUE,above threshold,descending above threshold,720575941537710824
DNg99_720575941515972698,descending,17.85,FALSE,below threshold,descending below threshold,720575941515972698
DNg99_720575941552726407,descending,19.08,TRUE,above threshold,descending above threshold,720575941552726407
DNge001_720575941550401086,descending,20.38,TRUE,above threshold,descending above threshold,720575941550401086
DNge001_720575941566232886,descending,20.41,TRUE,above threshold,descending above threshold,720575941566232886
DNge001_720575941653841681,descending,21.21,TRUE,above threshold,descending above threshold,720575941653841681
DNge002_720575941516800147,descending,21.85,TRUE,above threshold,descending above threshold,720575941516800147
DNge002_720575941574878351,descending,21.69,TRUE,above threshold,descending above threshold,720575941574878351
DNge003_720575941471297911,descending,21.02,TRUE,above threshold,descending above threshold,720575941471297911
DNge003_720575941657989712,descending,20.94,TRUE,above threshold,descending above threshold,720575941657989712
DNge004_720575941529711288,descending,20,TRUE,above threshold,descending above threshold,720575941529711288
DNge004_720575941556283876,descending,20.37,TRUE,above threshold,descending above threshold,720575941556283876
DNge005_720575941480797859,descending,21.94,TRUE,above threshold,descending above threshold,720575941480797859
DNge005_720575941572407710,descending,21.4,TRUE,above threshold,descending above threshold,720575941572407710
DNge006_720575941526955266,descending,21.18,TRUE,above threshold,descending above threshold,720575941526955266
DNge006_720575941632059372,descending,20.91,TRUE,above threshold,descending above threshold,720575941632059372
DNge007_720575941502262411,descending,19.84,TRUE,above threshold,descending above threshold,720575941502262411
DNge007_720575941513798097,descending,18.73,TRUE,above threshold,descending above threshold,720575941513798097
DNge009_720575941451023482,descending,17.52,FALSE,below threshold,descending below threshold,720575941451023482
DNge010_720575941503461867,descending,18.02,TRUE,above threshold,descending above threshold,720575941503461867
DNge010_720575941579793909,descending,18.38,TRUE,above threshold,descending above threshold,720575941579793909
DNge011_720575941565694262,descending,20.57,TRUE,above threshold,descending above threshold,720575941565694262
DNge011_720575941568199726,descending,21.05,TRUE,above threshold,descending above threshold,720575941568199726
DNge012_720575941535097578,descending,21.08,TRUE,above threshold,descending above threshold,720575941535097578
DNge012_720575941586099334,descending,20.53,TRUE,above threshold,descending above threshold,720575941586099334
DNge013_720575941447884820,descending,17.63,FALSE,below threshold,descending below threshold,720575941447884820
DNge013_720575941480587394,descending,17.8,FALSE,below threshold,descending below threshold,720575941480587394
DNge014_720575941609747430,descending,17.7,FALSE,below threshold,descending below threshold,720575941609747430
DNge015_720575941405473327,descending,18.06,TRUE,above threshold,descending above threshold,720575941405473327
DNge016_720575941436095788,descending,17.38,FALSE,below threshold,descending below threshold,720575941436095788
DNge016_720575941487659984,descending,17.6,FALSE,below threshold,descending below threshold,720575941487659984
DNge016_720575941506310821,descending,17.71,FALSE,below threshold,descending below threshold,720575941506310821
DNge017_720575941436259602,descending,18.51,TRUE,above threshold,descending above threshold,720575941436259602
DNge017_720575941526676301,descending,17.57,FALSE,below threshold,descending below threshold,720575941526676301
DNge018_720575941566180199,descending,21.04,TRUE,above threshold,descending above threshold,720575941566180199
DNge018_720575941691021720,descending,21.01,TRUE,above threshold,descending above threshold,720575941691021720
DNge019_720575941438049621,descending,19.71,TRUE,above threshold,descending above threshold,720575941438049621
DNge019_720575941476367937,descending,20.44,TRUE,above threshold,descending above threshold,720575941476367937
DNge019_720575941565293063,descending,20.44,TRUE,above threshold,descending above threshold,720575941565293063
DNge019_720575941569808754,descending,20.18,TRUE,above threshold,descending above threshold,720575941569808754
DNge019_720575941586425412,descending,18.32,TRUE,above threshold,descending above threshold,720575941586425412
DNge019_720575941649976049,descending,20.19,TRUE,above threshold,descending above threshold,720575941649976049
DNge019_720575941652319705,descending,20.06,TRUE,above threshold,descending above threshold,720575941652319705
DNge019_720575941680648893,descending,20.26,TRUE,above threshold,descending above threshold,720575941680648893
DNge020_720575941472597051,descending,16.55,FALSE,below threshold,descending below threshold,720575941472597051
DNge020_720575941473825888,descending,18.33,TRUE,above threshold,descending above threshold,720575941473825888
DNge020_720575941540535069,descending,17.51,FALSE,below threshold,descending below threshold,720575941540535069
DNge020_720575941542584837,descending,15.79,FALSE,below threshold,descending below threshold,720575941542584837
DNge020_720575941574226024,descending,17.58,FALSE,below threshold,descending below threshold,720575941574226024
DNge020_720575941579450745,descending,20.24,TRUE,above threshold,descending above threshold,720575941579450745
DNge020_720575941614893013,descending,19.64,TRUE,above threshold,descending above threshold,720575941614893013
DNge022_720575941539325333,descending,21.84,TRUE,above threshold,descending above threshold,720575941539325333
DNge022_720575941554701722,descending,21.42,TRUE,above threshold,descending above threshold,720575941554701722
DNge023_720575941430120289,descending,19.17,TRUE,above threshold,descending above threshold,720575941430120289
DNge023_720575941479543776,descending,19.64,TRUE,above threshold,descending above threshold,720575941479543776
DNge024_720575941448968029,descending,18.37,TRUE,above threshold,descending above threshold,720575941448968029
DNge024_720575941466965725,descending,18.64,TRUE,above threshold,descending above threshold,720575941466965725
DNge024_720575941686310895,descending,18.35,TRUE,above threshold,descending above threshold,720575941686310895
DNge024_720575941688242328,descending,18.29,TRUE,above threshold,descending above threshold,720575941688242328
DNge025_720575941390722710,descending,17.24,FALSE,below threshold,descending below threshold,720575941390722710
DNge025_720575941433030414,descending,18.33,TRUE,above threshold,descending above threshold,720575941433030414
DNge025_720575941439567327,descending,20.16,TRUE,above threshold,descending above threshold,720575941439567327
DNge025_720575941503527147,descending,18.58,TRUE,above threshold,descending above threshold,720575941503527147
DNge025_720575941504258839,descending,19.11,TRUE,above threshold,descending above threshold,720575941504258839
DNge025_720575941515077699,descending,18.02,TRUE,above threshold,descending above threshold,720575941515077699
DNge025_720575941529830840,descending,20.03,TRUE,above threshold,descending above threshold,720575941529830840
DNge025_720575941555461377,descending,20.5,TRUE,above threshold,descending above threshold,720575941555461377
DNge025_720575941595534981,descending,18.23,TRUE,above threshold,descending above threshold,720575941595534981
DNge025_720575941615259289,descending,19.75,TRUE,above threshold,descending above threshold,720575941615259289
DNge026_720575941603785913,descending,21.34,TRUE,above threshold,descending above threshold,720575941603785913
DNge026_720575941658910488,descending,21.72,TRUE,above threshold,descending above threshold,720575941658910488
DNge027_720575941470004445,descending,20.69,TRUE,above threshold,descending above threshold,720575941470004445
DNge027_720575941486815238,descending,19.67,TRUE,above threshold,descending above threshold,720575941486815238
DNge028_720575941515726691,descending,20.41,TRUE,above threshold,descending above threshold,720575941515726691
DNge029_720575941407788206,descending,21.99,TRUE,above threshold,descending above threshold,720575941407788206
DNge029_720575941628349990,descending,21.57,TRUE,above threshold,descending above threshold,720575941628349990
DNge030_720575941526954498,descending,19.35,TRUE,above threshold,descending above threshold,720575941526954498
DNge030_720575941557413284,descending,18.68,TRUE,above threshold,descending above threshold,720575941557413284
DNge031_720575941529212600,descending,22.22,TRUE,above threshold,descending above threshold,720575941529212600
DNge032_720575941547317940,descending,18.9,TRUE,above threshold,descending above threshold,720575941547317940
DNge032_720575941603744697,descending,19.08,TRUE,above threshold,descending above threshold,720575941603744697
DNge033_720575941514447097,descending,21.51,TRUE,above threshold,descending above threshold,720575941514447097
DNge033_720575941663518844,descending,21.56,TRUE,above threshold,descending above threshold,720575941663518844
DNge034_720575941435997984,descending,19.91,TRUE,above threshold,descending above threshold,720575941435997984
DNge034_720575941626282634,descending,20.5,TRUE,above threshold,descending above threshold,720575941626282634
DNge035_720575941597345692,descending,18.6,TRUE,above threshold,descending above threshold,720575941597345692
DNge035_720575941631013090,descending,19.66,TRUE,above threshold,descending above threshold,720575941631013090
DNge035_720575941640505375,descending,20.16,TRUE,above threshold,descending above threshold,720575941640505375
DNge036_720575941353080624,descending,21.62,TRUE,above threshold,descending above threshold,720575941353080624
DNge036_720575941438655506,descending,21.79,TRUE,above threshold,descending above threshold,720575941438655506
DNge037_720575941492328167,descending,20.05,TRUE,above threshold,descending above threshold,720575941492328167
DNge037_720575941513768780,descending,19.83,TRUE,above threshold,descending above threshold,720575941513768780
DNge038_720575941513808849,descending,20.47,TRUE,above threshold,descending above threshold,720575941513808849
DNge038_720575941539028722,descending,20.81,TRUE,above threshold,descending above threshold,720575941539028722
DNge039_720575941558807411,descending,20.62,TRUE,above threshold,descending above threshold,720575941558807411
DNge039_720575941569105658,descending,20.74,TRUE,above threshold,descending above threshold,720575941569105658
DNge040_720575941519241176,descending,19.49,TRUE,above threshold,descending above threshold,720575941519241176
DNge040_720575941628237625,descending,19.2,TRUE,above threshold,descending above threshold,720575941628237625
DNge041_720575941453538473,descending,17.37,FALSE,below threshold,descending below threshold,720575941453538473
DNge041_720575941477145393,descending,17.42,FALSE,below threshold,descending below threshold,720575941477145393
DNge042_720575941477392926,descending,19.36,TRUE,above threshold,descending above threshold,720575941477392926
DNge042_720575941543093021,descending,18.79,TRUE,above threshold,descending above threshold,720575941543093021
DNge043_720575941557943155,descending,20.33,TRUE,above threshold,descending above threshold,720575941557943155
DNge043_720575941561743872,descending,19.19,TRUE,above threshold,descending above threshold,720575941561743872
DNge044_720575941515746051,descending,21.41,TRUE,above threshold,descending above threshold,720575941515746051
DNge045_720575941476250164,descending,18.74,TRUE,above threshold,descending above threshold,720575941476250164
DNge045_720575941536972018,descending,19.09,TRUE,above threshold,descending above threshold,720575941536972018
DNge046_720575941489274057,descending,17.76,FALSE,below threshold,descending below threshold,720575941489274057
DNge046_720575941515548515,descending,18.6,TRUE,above threshold,descending above threshold,720575941515548515
DNge046_720575941688133871,descending,17.7,FALSE,below threshold,descending below threshold,720575941688133871
DNge047_720575941477713770,descending,14.71,FALSE,below threshold,descending below threshold,720575941477713770
DNge047_720575941614432409,descending,15.7,FALSE,below threshold,descending below threshold,720575941614432409
DNge048_720575941515944803,descending,20.71,TRUE,above threshold,descending above threshold,720575941515944803
DNge048_720575941589304644,descending,20.76,TRUE,above threshold,descending above threshold,720575941589304644
DNge049_720575941431097737,descending,19.93,TRUE,above threshold,descending above threshold,720575941431097737
DNge049_720575941441633883,descending,20.18,TRUE,above threshold,descending above threshold,720575941441633883
DNge050_720575941401814307,descending,20.36,TRUE,above threshold,descending above threshold,720575941401814307
DNge051_720575941560655731,descending,20.75,TRUE,above threshold,descending above threshold,720575941560655731
DNge051_720575941611833577,descending,20.94,TRUE,above threshold,descending above threshold,720575941611833577
DNge052_720575941432255959,descending,18.68,TRUE,above threshold,descending above threshold,720575941432255959
DNge052_720575941645117304,descending,19.14,TRUE,above threshold,descending above threshold,720575941645117304
DNge053_720575941439563583,descending,21.22,TRUE,above threshold,descending above threshold,720575941439563583
DNge053_720575941554952858,descending,21.16,TRUE,above threshold,descending above threshold,720575941554952858
DNge054_720575941518509495,descending,17.47,FALSE,below threshold,descending below threshold,720575941518509495
DNge054_720575941573266171,descending,17.77,FALSE,below threshold,descending below threshold,720575941573266171
DNge055_720575941519611608,descending,20.6,TRUE,above threshold,descending above threshold,720575941519611608
DNge055_720575941653640465,descending,20.53,TRUE,above threshold,descending above threshold,720575941653640465
DNge056_720575941535724522,descending,19.1,TRUE,above threshold,descending above threshold,720575941535724522
DNge057_720575941505410876,descending,19.79,TRUE,above threshold,descending above threshold,720575941505410876
DNge057_720575941548641085,descending,20.65,TRUE,above threshold,descending above threshold,720575941548641085
DNge058_720575941496208071,descending,19.88,TRUE,above threshold,descending above threshold,720575941496208071
DNge058_720575941690788827,descending,20.12,TRUE,above threshold,descending above threshold,720575941690788827
DNge059_720575941607119725,descending,20.46,TRUE,above threshold,descending above threshold,720575941607119725
DNge060_720575941445677332,descending,21.05,TRUE,above threshold,descending above threshold,720575941445677332
DNge060_720575941515579747,descending,20.65,TRUE,above threshold,descending above threshold,720575941515579747
DNge060_720575941615336601,descending,18.25,TRUE,above threshold,descending above threshold,720575941615336601
DNge060_720575941632652987,descending,18.48,TRUE,above threshold,descending above threshold,720575941632652987
DNge061_720575941468787520,descending,20.42,TRUE,above threshold,descending above threshold,720575941468787520
DNge061_720575941507243333,descending,20.69,TRUE,above threshold,descending above threshold,720575941507243333
DNge061_720575941513674131,descending,20.52,TRUE,above threshold,descending above threshold,720575941513674131
DNge061_720575941547763060,descending,20.86,TRUE,above threshold,descending above threshold,720575941547763060
DNge062_720575941471266423,descending,21.69,TRUE,above threshold,descending above threshold,720575941471266423
DNge062_720575941640075551,descending,21.57,TRUE,above threshold,descending above threshold,720575941640075551
DNge063_720575941510621968,descending,20.84,TRUE,above threshold,descending above threshold,720575941510621968
DNge063_720575941631028962,descending,20.81,TRUE,above threshold,descending above threshold,720575941631028962
DNge064_720575941507079703,descending,19.71,TRUE,above threshold,descending above threshold,720575941507079703
DNge064_720575941552017663,descending,18.57,TRUE,above threshold,descending above threshold,720575941552017663
DNge065_720575941467453462,descending,18.41,TRUE,above threshold,descending above threshold,720575941467453462
DNge065_720575941644554184,descending,18.33,TRUE,above threshold,descending above threshold,720575941644554184
DNge067_720575941450728314,descending,19.65,TRUE,above threshold,descending above threshold,720575941450728314
DNge067_720575941495266247,descending,19.23,TRUE,above threshold,descending above threshold,720575941495266247
DNge068_720575941514787907,descending,20.15,TRUE,above threshold,descending above threshold,720575941514787907
DNge068_720575941575525992,descending,18.76,TRUE,above threshold,descending above threshold,720575941575525992
DNge069_720575941480917187,descending,20.81,TRUE,above threshold,descending above threshold,720575941480917187
DNge069_720575941630522850,descending,19.33,TRUE,above threshold,descending above threshold,720575941630522850
DNge070_720575941513096012,descending,20.07,TRUE,above threshold,descending above threshold,720575941513096012
DNge070_720575941602114494,descending,21.1,TRUE,above threshold,descending above threshold,720575941602114494
DNge071_720575941452264361,descending,18.09,TRUE,above threshold,descending above threshold,720575941452264361
DNge071_720575941498788258,descending,19.22,TRUE,above threshold,descending above threshold,720575941498788258
DNge071_720575941506644028,descending,18.55,TRUE,above threshold,descending above threshold,720575941506644028
DNge071_720575941518945459,descending,19.45,TRUE,above threshold,descending above threshold,720575941518945459
DNge071_720575941533567754,descending,17.61,FALSE,below threshold,descending below threshold,720575941533567754
DNge071_720575941534075370,descending,19.65,TRUE,above threshold,descending above threshold,720575941534075370
DNge071_720575941534800618,descending,19.05,TRUE,above threshold,descending above threshold,720575941534800618
DNge071_720575941545033916,descending,17.97,FALSE,below threshold,descending below threshold,720575941545033916
DNge071_720575941575484598,descending,19.41,TRUE,above threshold,descending above threshold,720575941575484598
DNge071_720575941592628950,descending,19.81,TRUE,above threshold,descending above threshold,720575941592628950
DNge071_720575941595605029,descending,19.37,TRUE,above threshold,descending above threshold,720575941595605029
DNge071_720575941645731272,descending,18.05,TRUE,above threshold,descending above threshold,720575941645731272
DNge071_720575941687006988,descending,19.67,TRUE,above threshold,descending above threshold,720575941687006988
DNge072_720575941452165801,descending,21.38,TRUE,above threshold,descending above threshold,720575941452165801
DNge072_720575941514949881,descending,21.38,TRUE,above threshold,descending above threshold,720575941514949881
DNge073_720575941548066184,descending,19.59,TRUE,above threshold,descending above threshold,720575941548066184
DNge073_720575941556379108,descending,19.89,TRUE,above threshold,descending above threshold,720575941556379108
DNge074_720575941540291789,descending,17.79,FALSE,below threshold,descending below threshold,720575941540291789
DNge074_720575941566487655,descending,17.35,FALSE,below threshold,descending below threshold,720575941566487655
DNge075_720575941439786719,descending,18.53,TRUE,above threshold,descending above threshold,720575941439786719
DNge075_720575941576562792,descending,18.69,TRUE,above threshold,descending above threshold,720575941576562792
DNge076_720575941477099313,descending,18.95,TRUE,above threshold,descending above threshold,720575941477099313
DNge076_720575941483679674,descending,19.13,TRUE,above threshold,descending above threshold,720575941483679674
DNge077_720575941399042851,descending,17.53,FALSE,below threshold,descending below threshold,720575941399042851
DNge077_720575941564504832,descending,17.79,FALSE,below threshold,descending below threshold,720575941564504832
DNge078_720575941536048321,descending,20.62,TRUE,above threshold,descending above threshold,720575941536048321
DNge078_720575941574790664,descending,20.87,TRUE,above threshold,descending above threshold,720575941574790664
DNge079_720575941564432786,descending,21.08,TRUE,above threshold,descending above threshold,720575941564432786
DNge080_720575941519246296,descending,21.29,TRUE,above threshold,descending above threshold,720575941519246296
DNge080_720575941576254134,descending,21.11,TRUE,above threshold,descending above threshold,720575941576254134
DNge081_720575941508500609,descending,18.71,TRUE,above threshold,descending above threshold,720575941508500609
DNge081_720575941602854841,descending,18.87,TRUE,above threshold,descending above threshold,720575941602854841
DNge082_720575941472005952,descending,18.45,TRUE,above threshold,descending above threshold,720575941472005952
DNge082_720575941486575426,descending,18.29,TRUE,above threshold,descending above threshold,720575941486575426
DNge083_720575941454913075,descending,18.12,TRUE,above threshold,descending above threshold,720575941454913075
DNge083_720575941569348858,descending,17.39,FALSE,below threshold,descending below threshold,720575941569348858
DNge084_720575941491972327,descending,20.2,TRUE,above threshold,descending above threshold,720575941491972327
DNge084_720575941651815445,descending,20.37,TRUE,above threshold,descending above threshold,720575941651815445
DNge085_720575941425381716,descending,18.07,TRUE,above threshold,descending above threshold,720575941425381716
DNge085_720575941453869619,descending,16.03,FALSE,below threshold,descending below threshold,720575941453869619
DNge085_720575941480901827,descending,18.02,TRUE,above threshold,descending above threshold,720575941480901827
DNge085_720575941495775431,descending,18.91,TRUE,above threshold,descending above threshold,720575941495775431
DNge085_720575941533578177,descending,19.24,TRUE,above threshold,descending above threshold,720575941533578177
DNge085_720575941605091518,descending,18.17,TRUE,above threshold,descending above threshold,720575941605091518
DNge085_720575941612340909,descending,18.52,TRUE,above threshold,descending above threshold,720575941612340909
DNge085_720575941627576377,descending,19.24,TRUE,above threshold,descending above threshold,720575941627576377
DNge085_720575941632799392,descending,18.17,TRUE,above threshold,descending above threshold,720575941632799392
DNge085_720575941645239752,descending,18.45,TRUE,above threshold,descending above threshold,720575941645239752
DNge085_720575941688644315,descending,18.26,TRUE,above threshold,descending above threshold,720575941688644315
DNge086_720575941530295013,descending,20.47,TRUE,above threshold,descending above threshold,720575941530295013
DNge086_720575941593505387,descending,20.61,TRUE,above threshold,descending above threshold,720575941593505387
DNge087_720575941493998464,descending,20.09,TRUE,above threshold,descending above threshold,720575941493998464
DNge087_720575941536003314,descending,19.85,TRUE,above threshold,descending above threshold,720575941536003314
DNge087_720575941631020192,descending,19.94,TRUE,above threshold,descending above threshold,720575941631020192
DNge087_720575941652278033,descending,18.71,TRUE,above threshold,descending above threshold,720575941652278033
DNge088_720575941430069641,descending,18.96,TRUE,above threshold,descending above threshold,720575941430069641
DNge088_720575941562404008,descending,18.53,TRUE,above threshold,descending above threshold,720575941562404008
DNge089_720575941455929837,descending,13.48,FALSE,below threshold,descending below threshold,720575941455929837
DNge089_720575941477201002,descending,15.66,FALSE,below threshold,descending below threshold,720575941477201002
DNge089_720575941506229889,descending,15.94,FALSE,below threshold,descending below threshold,720575941506229889
DNge089_720575941539552717,descending,14.11,FALSE,below threshold,descending below threshold,720575941539552717
DNge089_720575941577519961,descending,14.18,FALSE,below threshold,descending below threshold,720575941577519961
DNge089_720575941586901316,descending,15.25,FALSE,below threshold,descending below threshold,720575941586901316
DNge090_720575941439143954,descending,17.65,FALSE,below threshold,descending below threshold,720575941439143954
DNge090_720575941562192429,descending,18.11,TRUE,above threshold,descending above threshold,720575941562192429
DNge090_720575941609235302,descending,17.46,FALSE,below threshold,descending below threshold,720575941609235302
DNge091_720575941430630392,descending,16.87,FALSE,below threshold,descending below threshold,720575941430630392
DNge091_720575941468862583,descending,16.22,FALSE,below threshold,descending below threshold,720575941468862583
DNge091_720575941482058179,descending,15.9,FALSE,below threshold,descending below threshold,720575941482058179
DNge091_720575941485358733,descending,15.88,FALSE,below threshold,descending below threshold,720575941485358733
DNge091_720575941511473996,descending,18.07,TRUE,above threshold,descending above threshold,720575941511473996
DNge091_720575941512837452,descending,15.95,FALSE,below threshold,descending below threshold,720575941512837452
DNge091_720575941513772179,descending,16.37,FALSE,below threshold,descending below threshold,720575941513772179
DNge091_720575941513942106,descending,16.03,FALSE,below threshold,descending below threshold,720575941513942106
DNge091_720575941517695660,descending,16.59,FALSE,below threshold,descending below threshold,720575941517695660
DNge091_720575941541726493,descending,16.59,FALSE,below threshold,descending below threshold,720575941541726493
DNge091_720575941571871241,descending,15.91,FALSE,below threshold,descending below threshold,720575941571871241
DNge091_720575941574375272,descending,18.21,TRUE,above threshold,descending above threshold,720575941574375272
DNge091_720575941590576424,descending,15.87,FALSE,below threshold,descending below threshold,720575941590576424
DNge091_720575941591804712,descending,16.75,FALSE,below threshold,descending below threshold,720575941591804712
DNge091_720575941592644054,descending,16.14,FALSE,below threshold,descending below threshold,720575941592644054
DNge091_720575941612286428,descending,18.72,TRUE,above threshold,descending above threshold,720575941612286428
DNge091_720575941626967865,descending,16.27,FALSE,below threshold,descending below threshold,720575941626967865
DNge091_720575941633833403,descending,15.4,FALSE,below threshold,descending below threshold,720575941633833403
DNge091_720575941656710736,descending,17.94,FALSE,below threshold,descending below threshold,720575941656710736
DNge092_720575941476398897,descending,18.68,TRUE,above threshold,descending above threshold,720575941476398897
DNge092_720575941531918565,descending,18.64,TRUE,above threshold,descending above threshold,720575941531918565
DNge092_720575941688582518,descending,18.2,TRUE,above threshold,descending above threshold,720575941688582518
DNge093_720575941681678525,descending,17.57,FALSE,below threshold,descending below threshold,720575941681678525
DNge094_720575941461352659,descending,15.87,FALSE,below threshold,descending below threshold,720575941461352659
DNge094_720575941474312800,descending,16.01,FALSE,below threshold,descending below threshold,720575941474312800
DNge094_720575941498434683,descending,16.32,FALSE,below threshold,descending below threshold,720575941498434683
DNge094_720575941513032780,descending,16.45,FALSE,below threshold,descending below threshold,720575941513032780
DNge094_720575941533398659,descending,16.74,FALSE,below threshold,descending below threshold,720575941533398659
DNge094_720575941552584510,descending,16.16,FALSE,below threshold,descending below threshold,720575941552584510
DNge094_720575941571453342,descending,16.09,FALSE,below threshold,descending below threshold,720575941571453342
DNge094_720575941572941051,descending,16.75,FALSE,below threshold,descending below threshold,720575941572941051
DNge094_720575941573846941,descending,16.32,FALSE,below threshold,descending below threshold,720575941573846941
