display_name,root_id,cell_representative_point_id,cell_type,cell_class,cell_sub_class,super_class,cluster,side,neurotransmitter,body_part_sensory,body_part_effector
eye_motor_neuron,720575941611096028,10698,CB0901,eye_motor_neuron,,motor,head-eye-antenna,left,octopamine,,eye
eye_motor_neuron,720575941525655833,12935,CB0901,eye_motor_neuron,,motor,head-eye-antenna,right,octopamine,,eye
neck_roll_motor_neuron,720575941448945757,30032,DProN3a,neck_motor_neuron,neck_roll_motor_neuron,motor,head-eye-antenna,left,gaba,,neck
neck_roll_motor_neuron,720575941492452222,636,DProN4,neck_motor_neuron,neck_roll_motor_neuron,motor,head-eye-antenna,left,acetylcholine,,neck
neck_roll_motor_neuron,720575941489332169,1042,DProN4,neck_motor_neuron,neck_roll_motor_neuron,motor,head-eye-antenna,right,gaba,,neck
neck_motor_neuron,720575941574538504,566,DProN9,neck_motor_neuron,,motor,head-eye-antenna,right,gaba,,neck
neck_motor_neuron,720575941598584768,747,CvN9,neck_motor_neuron,,motor,head-eye-antenna,left,acetylcholine,,neck
neck_motor_neuron,720575941493508551,835,DProN8,neck_motor_neuron,,motor,head-eye-antenna,left,gaba,,neck
neck_motor_neuron,720575941390352388,893,DProN9,neck_motor_neuron,,motor,head-eye-antenna,left,octopamine,,neck
neck_motor_neuron,720575941577663825,1121,DProN8,neck_motor_neuron,,motor,head-eye-antenna,right,octopamine,,neck
neck_roll_motor_neuron,720575941502691819,2188,DProN1,neck_motor_neuron,neck_roll_motor_neuron,motor,head-eye-antenna,left,gaba,,neck
neck_roll_motor_neuron,720575941489125351,788,DProN2,neck_motor_neuron,neck_roll_motor_neuron,motor,head-eye-antenna,left,gaba,,neck
neck_roll_motor_neuron,720575941512880643,791,DProN2,neck_motor_neuron,neck_roll_motor_neuron,motor,head-eye-antenna,right,gaba,,neck
