id,supervoxel_id,composite_cell_type,super_class,cell_type,cluster,colours,UMAP1,UMAP2
720575941602751934,75226180861291258,CvN1-3,motor,CvN1-3,EFF_18,#A59B8D,-3.648535005523765,1.9783496334630897
720575941573355592,76847273652768948,CvN_A2,motor,CvN_A2,EFF_18,#A59B8D,-3.4883124751587746,1.9002648069936683
720575941564288263,76422243018012042,VCvN,motor,VCvN,EFF_18,#A59B8D,-3.3344771785279153,1.7099124863225867
720575941577100277,75929868034187527,VCvN,motor,VCvN,EFF_18,#A59B8D,-3.3344771785279153,1.7099124863225867
720575941502691819,76847342237930296,DProN_d_T1,motor,DProN_d,EFF_18,#A59B8D,-3.584422342254722,2.259705372102921
720575941507526213,76282811736221012,EAXXX079,visceral_circulatory,EAXXX079,EFF_13,#695B52,0.36637426190177225,0.41766232991999885
720575941623015788,76707498170134156,VUM,visceral_circulatory,VUM,EFF_11,#B56FCC,0.6276788788298728,1.0525819733220985
720575941482057414,75859568076415651,DNg28,visceral_circulatory,DNg28,EFF_12,#CB9D81,2.2733081953982475,-0.5228670165460656
720575941439445823,75302735498594711,EN00B019,visceral_circulatory,EN00B019,EFF_08,#EFCD6D,3.530170925186074,1.0529326870519569
720575941458041247,75232229248400985,ENXXX226_A4,motor,ENXXX226,EFF_10,#E22C2C,1.8359613495329978,0.7134944870550086
720575941526582093,76139738524189051,m_NSC_DH44,visceral_circulatory,m_NSC_DH44,EFF_12,#CB9D81,1.3287239151457908,-0.20841746782475212
720575941435729964,75864860818854550,MNad25,visceral_circulatory,MNad25,EFF_13,#695B52,0.8133708315352561,0.09318918729609749
720575941431976718,75231610504959476,femur_reductor,motor,femur_reductor,EFF_13,#695B52,0.1271710472563865,-0.09283404802494744
720575941503422187,75372691254827501,sternal_adductor_MetaAN_T3,motor,sternal_adductor_MetaAN,EFF_04,#71C4EF,-0.4546658916016457,-0.3200748488824914
720575941688507148,75373104175876900,MNad22_A6,visceral_circulatory,MNad22,EFF_07,#90735D,2.354041435048974,0.9698967411596229
720575941448798133,76002917173775590,femur_reductor_T1,motor,femur_reductor,EFF_03,#D3432B,1.0736446457366111,-3.320313267461593
720575941548856381,75794423287856205,MNad02_A2,motor,MNad02,EFF_15,#EB9C30,0.5353767948607566,2.0718024447042396
720575941561204626,77058311098675724,femur_reductor_T1,motor,femur_reductor,EFF_03,#D3432B,1.0736446457366111,-3.320313267461593
720575941611945389,76217048203999588,sternal_adductor_MetaAN,motor,sternal_adductor_MetaAN,EFF_23,#3A9B9C,-2.784070722534263,-0.5351489112299035
720575941689140854,75933167642703818,DVM3a-b_T1,motor,DVM3a-b,EFF_19,#50AC4C,-1.1036741656800149,2.517327971704667
720575941590220684,77270104995617318,DVM3a-b_T1,motor,DVM3a-b,EFF_19,#50AC4C,-1.1036741656800149,2.517327971704667
720575941466521622,75091697918947227,MNad14_A5,motor,MNad14,EFF_14,#6B5194,1.276973493621743,2.471133656748002
720575941532477874,74951166722906382,NA,motor,NA,EFF_13,#695B52,0.8030845003584983,0.4369880631048133
720575941579572561,75021604186930473,CMU-like,motor,CMU-like,EFF_06,#F63C3C,2.3756077515343788,2.245139308222001
720575941449780405,76985261959397613,CB0720,motor,CB0720,EFF_01,#F96B3D,3.7564945297698142,-1.9164779708307336
720575941595182629,75021329241399945,CMU-like_A9,motor,CMU-like,EFF_06,#F63C3C,2.4109452443579795,2.38808912778682
720575941405981487,76280407293169001,m_NSC_DH44,visceral_circulatory,m_NSC_DH44,EFF_12,#CB9D81,1.3287239151457908,-0.20841746782475212
720575941514602499,77130467220262559,femur_reductor,motor,femur_reductor,EFF_13,#695B52,0.1271710472563865,-0.09283404802494744
720575941475008577,75513429481247949,NA,motor,NA,EFF_13,#695B52,0.8030845003584983,0.4369880631048133
720575941514710931,75162272888692714,NA,motor,NA,EFF_13,#695B52,0.8030845003584983,0.4369880631048133
720575941535910849,75232641699566531,CMU,motor,CMU,EFF_06,#F63C3C,2.492191195712483,2.3743770792562415
720575941485106317,75443129389945303,ENXXX286_A2,visceral_circulatory,ENXXX286,EFF_13,#695B52,0.8189902382353904,0.04910559202021858
720575941519783128,75933167643010357,DLM1-4_T1,motor,DLM1-4,EFF_19,#50AC4C,-1.397788993789756,2.82138831163234
720575941513362252,75441479518201351,femur_reductor,motor,femur_reductor,EFF_13,#695B52,0.1271710472563865,-0.09283404802494744
720575941552141191,76139875963608533,m_NSC_DILP,visceral_circulatory,m_NSC_DILP,EFF_12,#CB9D81,1.3169834690550926,-0.3954370543878625
720575941501934423,75161516638670708,femur_reductor,motor,femur_reductor,EFF_13,#695B52,0.1271710472563865,-0.09283404802494744
720575941524155467,75232229248846268,MNad11_A5,motor,MNad11,EFF_15,#EB9C30,0.9828013258437278,2.0599256231862952
720575941511256140,75512879524869769,MNad25,visceral_circulatory,MNad25,EFF_13,#695B52,0.8133708315352561,0.09318918729609749
720575941588099140,75366849428344808,CB0720,motor,CB0720,EFF_01,#F96B3D,3.7564945297698142,-1.9164779708307336
720575941496173947,76498591631799733,long_tendon_muscle_ltm_B,motor,long_tendon_muscle_ltm_B,EFF_24,#F3B539,-2.280573121978843,-1.0863559768121789
720575941511197516,76143723381113045,long_tendon_muscle_B_femur_T1,motor,long_tendon_muscle_B_femur,EFF_03,#D3432B,0.9990848379592063,-2.3486378714960168
720575941573215995,76143517357014842,sternal_anterior_rotator_miller_31,motor,sternal_anterior_rotator_miller_31,EFF_03,#D3432B,1.0397739487151267,-3.2047074363153527
720575941486583046,76216223167966267,long_tendon_muscle_B,motor,long_tendon_muscle_B,EFF_13,#695B52,0.5824267940978172,-0.21368103479557732
720575941524748877,77199048586807266,long_tendon_muscle_B_T1,motor,long_tendon_muscle_B,EFF_21,#F4533A,-2.0153906268616555,-3.729862026922042
720575941612256476,76287760277289600,accessory_tibia_flexor_A,motor,accessory_tibia_flexor_A,EFF_24,#F3B539,-2.255295507385337,-0.7024138495843957
720575941594091397,75653203957861195,trochanter_flexor_MesoAN_T2,motor,trochanter_flexor_MesoAN,EFF_13,#695B52,0.49473429493705057,-0.3609841391962121
720575941443907754,76989523707672202,trochanter_extensor_LinJ_T2,motor,trochanter_extensor_LinJ,EFF_22,#FECA44,-3.338852636291587,-1.5156567618768761
720575941656372304,76143586009508945,trochanter_flexor_VProN,motor,trochanter_flexor_VProN,EFF_03,#D3432B,0.8899135666350486,-2.956611447088058
720575941569766302,75582216939863407,trochanter_flexor_MesoLN_ventral_5,motor,trochanter_flexor_MesoLN_ventral_5,EFF_05,#3093C4,0.2198233681182029,-1.180582813970382
720575941603110134,76984986947089004,CB0783,motor,CB0783,EFF_01,#F96B3D,3.6802740173796775,-2.023307137243087
720575941520237559,76145992131127851,ENXXX226_T3,motor,ENXXX226,EFF_10,#E22C2C,1.539999969528115,0.9261693432409217
720575941596050112,75933236362770387,DLM5,motor,DLM5,EFF_19,#50AC4C,-1.3409912509461281,2.79523343587703
720575941454380013,76563049292830523,CB0858,motor,CB0858,EFF_01,#F96B3D,3.5701222496489646,-1.8567073867242883
720575941529911525,75021604253923122,NA,motor,NA,EFF_13,#695B52,0.8030845003584983,0.4369880631048133
720575941487732432,76357648119007276,accessory_tibia_flexor_B_T3,motor,accessory_tibia_flexor_B,EFF_23,#3A9B9C,-2.4971434993286965,-0.8320248649042199
720575941518204888,76284323431135701,tergopleural_promotor_pleural_promotor_miller_28_30,motor,tergopleural_promotor_pleural_promotor_miller_28_30,EFF_03,#D3432B,1.1579741316298606,-3.066076569310958
720575941499964555,76284392150097220,sternal_adductor_ProAN,motor,sternal_adductor_ProAN,EFF_03,#D3432B,1.0594897346953513,-3.1891878173273156
720575941623183612,75583866945275351,MNad11_A4,motor,MNad11,EFF_14,#6B5194,1.0341396408537986,2.8050881102163245
720575941503444162,75162066596094961,NA,motor,NA,EFF_13,#695B52,0.8030845003584983,0.4369880631048133
720575941461333648,76847273652486471,tergotrochanter_extensor_T1,motor,tergotrochanter_extensor,EFF_21,#F4533A,-2.243379346801841,-4.101027779332931
720575941409035691,76076448020392717,accessory_tibia_flexor_A_T3,motor,accessory_tibia_flexor_A,EFF_24,#F3B539,-2.058836690857017,-0.5785763785760949
720575941643248328,76287348094388139,accessory_tibia_flexor_A_T3,motor,accessory_tibia_flexor_A,EFF_24,#F3B539,-2.058836690857017,-0.5785763785760949
720575941405886511,75021123083214863,MNad43,motor,MNad43,EFF_13,#695B52,0.19647885136405252,0.6313406899053504
720575941412001940,76491993286650936,CB0910,motor,CB0910,EFF_12,#CB9D81,1.0013545828322532,-0.09798460458927849
720575941566924135,75721579903998086,femur_reductor_tiny_T1,motor,femur_reductor_tiny,EFF_03,#D3432B,1.1656167583922508,-3.2254031226556847
720575941596267121,75513016963310623,MNad18_A2,visceral_circulatory,MNad18,EFF_07,#90735D,2.2540782766799095,1.0439986660558631
720575941557562862,75721992422443695,EN21X001,visceral_circulatory,EN21X001,EFF_18,#A59B8D,-3.4180376452942727,1.8260013535100867
720575941463979533,76356892204702944,hi2 MN,motor,hi2 MN,EFF_19,#50AC4C,-1.8585483951111672,2.3458699657995155
720575941501750103,76844386897664172,CB0416,motor,CB0416,EFF_01,#F96B3D,3.6975891666869285,-1.9133723304193566
720575941611369705,76989248292838229,accessory_tibia_flexor_A_T2,motor,accessory_tibia_flexor_A,EFF_05,#3093C4,0.07164073757926248,-1.24521427606755
720575941535437338,75654304408754501,NA,motor,NA,EFF_13,#695B52,0.8030845003584983,0.4369880631048133
720575941479728291,76076448020702540,tarsus_depressor_A,motor,tarsus_depressor_A,EFF_24,#F3B539,-2.2531936091919778,-0.8633893058221886
720575941667370739,76847273451423206,tibia_flexor_T1,motor,tibia_flexor,EFF_21,#F4533A,-2.2425091189881203,-4.320861153356368
720575941609423021,75513635640265212,NA,motor,NA,EFF_13,#695B52,0.8030845003584983,0.4369880631048133
720575941456870893,76139738524030948,m_NSC_DILP,visceral_circulatory,m_NSC_DILP,EFF_12,#CB9D81,1.3169834690550926,-0.3954370543878625
720575941542328837,76778348755959866,DVM2a-b,motor,DVM2a-b,EFF_19,#50AC4C,-1.1284511012574074,2.5242857410985877
720575941562029224,75582973257094553,MNhl87_T3,motor,MNhl87,EFF_16,#773485,-1.1393666190644143,1.6439024880010535
720575941655645652,75295725978014392,l_NSC_DH31,visceral_circulatory,l_NSC_DH31,EFF_12,#CB9D81,1.7219191270331504,-0.5872133300226281
720575941535427562,75507244124827603,NA,visceral_circulatory,NA,EFF_13,#695B52,0.8030845003584983,0.4369880631048133
720575941411902100,75161516906713418,MNad13_A1,visceral_circulatory,MNad13,EFF_07,#90735D,2.2495460885028007,0.599373765237992
720575941652157657,77340473672867922,EN21X001,visceral_circulatory,EN21X001,EFF_18,#A59B8D,-3.4180376452942727,1.8260013535100867
720575941495069054,76493024682800355,l_NSC_CRZ,visceral_circulatory,l_NSC_CRZ,EFF_13,#695B52,0.9129037933806541,0.1800302937108924
720575941575210761,76210038549114914,m_NSC_DH44,visceral_circulatory,m_NSC_DH44,EFF_12,#CB9D81,1.3287239151457908,-0.20841746782475212
720575941626483001,76914756380244796,l_NSC_CRZ,visceral_circulatory,l_NSC_CRZ,EFF_13,#695B52,0.9129037933806541,0.1800302937108924
720575941432280334,76703169581163540,l_NSC_CRZ,visceral_circulatory,l_NSC_CRZ,EFF_13,#695B52,0.9129037933806541,0.1800302937108924
720575941433374990,76914344532926829,l_NSC_unknown,visceral_circulatory,l_NSC_unknown,EFF_12,#CB9D81,1.0775817709426048,0.06895608449763557
720575941463977229,76914344466103490,l_NSC_unknown,visceral_circulatory,l_NSC_unknown,EFF_12,#CB9D81,1.0775817709426048,0.06895608449763557
720575941663719804,76633624799736177,l_NSC_unknown,visceral_circulatory,l_NSC_unknown,EFF_12,#CB9D81,1.0775817709426048,0.06895608449763557
720575941450146638,76914825099425768,l_NSC_DH31,visceral_circulatory,l_NSC_DH31,EFF_12,#CB9D81,1.7219191270331504,-0.5872133300226281
720575941539999693,75513635438539526,EN00B026_A5,visceral_circulatory,EN00B026,EFF_08,#EFCD6D,3.3393077331046226,0.751144595392411
720575941492266110,76567448681962729,MNxm02,motor,MNxm02,EFF_22,#FECA44,-2.935013048126304,-1.0310423896234582
720575941392167318,76425542559326244,VUM_left_ProAN_left_ProLN_left_VProN_right_ProAN_right_VProN_right_ProLN,visceral_circulatory,VUM_left_ProAN_left_ProLN_left_VProN_right_ProAN_right_VProN_right_ProLN,EFF_13,#695B52,0.6588351803282859,0.5186676457006385
720575941511883985,77340679898295512,trochanter_flexor_posterior_soma_T1,motor,trochanter_flexor_posterior_soma,EFF_21,#F4533A,-2.017966978027427,-4.123768620244796
720575941532427754,77270104995884461,trochanter_flexor_posterior_soma,motor,trochanter_flexor_posterior_soma,EFF_21,#F4533A,-2.1284177226563332,-4.379370980016525
720575941610029642,77410223539272033,accessory_tibia_flexor_B,motor,accessory_tibia_flexor_B,EFF_05,#3093C4,0.4564867096404197,-0.7529380843561242
720575941515355795,77410154819409596,accessory_tibia_flexor_A_out_of_bundle_T1,motor,accessory_tibia_flexor_A_out_of_bundle,EFF_21,#F4533A,-1.9187500400086281,-4.093257241002853
720575941435830546,77410223539029380,long_tendon_muscle_B,motor,long_tendon_muscle_B,EFF_13,#695B52,0.5824267940978172,-0.21368103479557732
720575941481179066,77339854795199438,tibia_flexor_Fast_T1,motor,tibia_flexor_Fast,EFF_21,#F4533A,-2.1336133403321145,-4.344987206212814
720575941627155238,77480523630643921,accessory_tibia_flexor_B_T1,motor,accessory_tibia_flexor_B,EFF_03,#D3432B,1.465252049491799,-2.3739712760370324
720575941720479034,76987942354234365,trochanter_extensor,motor,trochanter_extensor,EFF_23,#3A9B9C,-2.8597648067017434,-0.6406643912714074
720575941668683687,76776836054782560,tergopleural_promotor_pleural_promotor,motor,tergopleural_promotor_pleural_promotor,EFF_21,#F4533A,-1.8936583919068215,-4.389431290380294
720575941406488494,77128748495042489,accessory_tibia_flexor_A_T1,motor,accessory_tibia_flexor_A,EFF_21,#F4533A,-2.1594850940247414,-3.9993918464105676
720575941506261538,76917573677184857,tergopleural_promotor_pleural_promotor,motor,tergopleural_promotor_pleural_promotor,EFF_21,#F4533A,-1.8936583919068215,-4.389431290380294
720575941651501585,77269486050495376,tibia_flexor_T1,motor,tibia_flexor,EFF_21,#F4533A,-2.2425091189881203,-4.320861153356368
720575941489123047,77128748562359652,long_tendon_muscle_B_T1,motor,long_tendon_muscle_B,EFF_21,#F4533A,-2.0153906268616555,-3.729862026922042
720575941408338862,77058311165518002,tergotrochanter_extensor_T1,motor,tergotrochanter_extensor,EFF_21,#F4533A,-2.243379346801841,-4.101027779332931
720575941639506207,76987942421604836,tergotrochanter_extensor_T1,motor,tergotrochanter_extensor,EFF_21,#F4533A,-2.243379346801841,-4.101027779332931
720575941621725948,77058448403526241,tarsus_depressor_dipalpha_ventralU_T1,motor,tarsus_depressor_dipalpha_ventralU,EFF_21,#F4533A,-1.8586509151001809,-4.030339531652267
720575941610059238,76706467243299039,tergopleural_promotor_pleural_promotor,motor,tergopleural_promotor_pleural_promotor,EFF_21,#F4533A,-1.8936583919068215,-4.389431290380294
720575941469052535,76776973359538030,femur_reductor_T1,motor,femur_reductor,EFF_03,#D3432B,1.0736446457366111,-3.320313267461593
720575941501929010,77480592349928602,long_tendon_muscle_A,motor,long_tendon_muscle_A,EFF_21,#F4533A,-1.8774778766175149,-3.962858967534835
720575941527847608,76776904640077104,sternal_adductor,motor,sternal_adductor,EFF_21,#F4533A,-1.5971081180115578,-4.413411431066329
720575941642303944,76847204731708838,tergotrochanter_extensor_T1,motor,tergotrochanter_extensor,EFF_21,#F4533A,-2.243379346801841,-4.101027779332931
720575941551356570,76988010939588083,trochanter_flexor_VProN_T1,motor,trochanter_flexor_VProN,EFF_21,#F4533A,-1.9740269107361672,-4.425586991063888
720575941536923624,76987942287089904,trochanter_flexor_ProAN_T1,motor,trochanter_flexor_ProAN,EFF_03,#D3432B,0.922518976257241,-2.8066595122736047
720575941455787245,76917573543221171,sternal_anterior_rotator,motor,sternal_anterior_rotator,EFF_21,#F4533A,-1.650286428405845,-4.429350189916427
720575941566788084,76988011006884219,pleural_remotor_and_abductor,motor,pleural_remotor_and_abductor,EFF_21,#F4533A,-1.4332787913819192,-4.359387688390548
720575941570833736,76988011006563593,accessory_tibia_flexor_B_T1,motor,accessory_tibia_flexor_B,EFF_03,#D3432B,1.465252049491799,-2.3739712760370324
720575941563973174,76917573543576980,femur_reductor_tiny_T1,motor,femur_reductor_tiny,EFF_03,#D3432B,1.1656167583922508,-3.2254031226556847
720575941498960546,76987942354697304,tergopleural_promotor_pleural_promotor,motor,tergopleural_promotor_pleural_promotor,EFF_21,#F4533A,-1.8936583919068215,-4.389431290380294
720575941505660801,76847342103630842,long_tendon_muscle_B,motor,long_tendon_muscle_B,EFF_13,#695B52,0.5824267940978172,-0.21368103479557732
720575941583222623,76847342170613674,sternotrochanter_extensor_T1,motor,sternotrochanter_extensor,EFF_21,#F4533A,-1.868768922760093,-4.4367859885614465
720575941583323358,76917710914933400,accessory_tibia_flexor_C_T1,motor,accessory_tibia_flexor_C,EFF_03,#D3432B,1.019696481750405,-2.9247100875299523
720575941553516167,76988011073969324,sternal_anterior_rotator,motor,sternal_anterior_rotator,EFF_21,#F4533A,-1.650286428405845,-4.429350189916427
720575941516874094,76988011141158278,sternotrochanter_extensor,motor,sternotrochanter_extensor,EFF_21,#F4533A,-1.970822088195884,-4.445295624486739
720575941494164864,77058311098566601,pleural_remotor_and_abductor,motor,pleural_remotor_and_abductor,EFF_21,#F4533A,-1.4332787913819192,-4.359387688390548
720575941508205185,76917573610430849,femur_reductor_tiny_T1,motor,femur_reductor_tiny,EFF_03,#D3432B,1.1656167583922508,-3.2254031226556847
720575941479472258,76988010872346688,accessory_tibia_flexor_B_T1,motor,accessory_tibia_flexor_B,EFF_03,#D3432B,1.465252049491799,-2.3739712760370324
720575941720492346,77058448470418950,tarsus_depressor_B_T1,motor,tarsus_depressor_B,EFF_03,#D3432B,1.259265072868264,-2.5007274672906945
720575941464925462,76988079659350163,long_tendon_muscle_B,motor,long_tendon_muscle_B,EFF_13,#695B52,0.5824267940978172,-0.21368103479557732
720575941411838612,77058379751294583,long_tendon_muscle_B_T1,motor,long_tendon_muscle_B,EFF_21,#F4533A,-2.0153906268616555,-3.729862026922042
720575941402088304,77340473672999320,sternal_posterior_rotator,motor,sternal_posterior_rotator,EFF_21,#F4533A,-1.3558871669312356,-3.8359249160211633
720575941611361811,77058379683707465,tarsus_levator_D_T1,motor,tarsus_levator_D,EFF_21,#F4533A,-2.1632912082215188,-4.1516674086969445
720575941464194902,77199117239542575,accessory_tibia_flexor_B_T1,motor,accessory_tibia_flexor_B,EFF_03,#D3432B,1.465252049491799,-2.3739712760370324
720575941542454876,77128679775835790,tibia_flexor_T1,motor,tibia_flexor,EFF_21,#F4533A,-2.2425091189881203,-4.320861153356368
720575941460703245,77128679842663986,femur_reductor_T1,motor,femur_reductor,EFF_03,#D3432B,1.0736446457366111,-3.320313267461593
720575941518851694,77128748495506340,trochanter_flexor_ProAN_T1,motor,trochanter_flexor_ProAN,EFF_03,#D3432B,0.922518976257241,-2.8066595122736047
720575941447389277,77199117306768041,trochanter_flexor_ProAN,motor,trochanter_flexor_ProAN,EFF_03,#D3432B,0.77390647702018045,-2.6492984816949914
720575941590872171,77128817214677967,accessory_tibia_flexor_A_T1,motor,accessory_tibia_flexor_A,EFF_21,#F4533A,-2.1594850940247414,-3.9993918464105676
720575941478577231,77058311031441279,tibia_extensor_SETi,motor,tibia_extensor_SETi,EFF_21,#F4533A,-1.9462373179932473,-4.3757298514764855
720575941595856540,77058448470362698,accessory_tibia_flexor_B_T1,motor,accessory_tibia_flexor_B,EFF_03,#D3432B,1.465252049491799,-2.3739712760370324
720575941486064962,77058379818469205,femur_reductor_T1,motor,femur_reductor,EFF_03,#D3432B,1.0736446457366111,-3.320313267461593
720575941561977088,77128748495575134,tarsus_depressor_B_T1,motor,tarsus_depressor_B,EFF_03,#D3432B,1.259265072868264,-2.5007274672906945
720575941549009663,77270173648455487,sternal_posterior_rotator,motor,sternal_posterior_rotator,EFF_21,#F4533A,-1.3558871669312356,-3.8359249160211633
