UMAP1,UMAP2,id,top_nt,nerve,region,super_class,side,super_cluster,hemilineage,cell_function,cell_function_detailed,body_part_effector,composite_cell_type,cell_class,cell_sub_class,cell_type,label,nerve_side,unordered_cluster,cluster,colours,body_part_effector2
5.433568084739865,1.9763375559528207,720575941409048235,acetylcholine,abdominal_nerve_trunk,ventral_nerve_cord,motor,right,abdomen-egg-laying,TBD,unknown,NA,abdomen,MNad53,abdomen_motor_neuron,NA,MNad53,abdomen,right,10,EFF_03,#9FB555,abdomen
5.088557804130734,2.0446397104938363,720575941409050795,octopamine,abdominal_nerve_trunk,ventral_nerve_cord,motor,left,abdomen-egg-laying,19A,unknown,NA,abdomen,MNad06,abdomen_motor_neuron,NA,MNad06,abdomen,left,10,EFF_03,#9FB555,abdomen
-1.9149293060072055,-2.550613041810241,720575941410034859,acetylcholine,right_metathoracic_leg_nerve,ventral_nerve_cord,motor,right,middle-hind leg,15B,leg_motor,leg_motor_flex_femur_tibia_joint,hind leg,accessory_tibia_flexor_A,leg_motor_neuron,hind_leg_motor_neuron,accessory_tibia_flexor_A,hind leg,right,2,EFF_10,#695B52,hind leg
9.11431797792834,-3.1446950396816398,720575941410682479,acetylcholine,left_pharyngeal_nerve_or_accessory_pharyngeal_nerve,central_brain,motor,left,proboscis-antenna,putative_primary,proboscis_motor,proboscis_motor_proboscis_positioning,proboscis,MN9,proboscis_motor_neuron,NA,MN9,proboscis,left,12,EFF_01,#7E378C,proboscis
5.162511194252194,2.4063016215045785,720575941411332719,gaba,abdominal_nerve_trunk,ventral_nerve_cord,motor,right,abdomen-egg-laying,TBD,unknown,NA,abdomen,MNad53,abdomen_motor_neuron,NA,MNad53,abdomen,right,10,EFF_03,#9FB555,abdomen
4.760523403190793,-0.27862846463128577,720575941411519855,octopamine,"left_posterior_dorsal_mesothoracic_nerve, right_posterior_dorsal_mesothoracic_nerve",ventral_nerve_cord,visceral_circulatory,right,feeding-endocrine,00B,unknown,NA,wing,EN00B001,ventral_nerve_cord_neurosecretory_cell,wing_neurosecretory_cell,EN00B001,wing,right,11,EFF_06,#55B151,wing
1.7704279368154416,0.9062358179767465,720575941411588719,gaba,abdominal_nerve_trunk,ventral_nerve_cord,motor,left,abdomen motor 1,TBD,unknown,NA,abdomen,MNad16,abdomen_motor_neuron,NA,MNad16,abdomen,left,5,EFF_07,#B56FCC,abdomen
-4.2430104369886505,-5.319189425400939,720575941411709073,acetylcholine,right_prothoracic_leg_nerve,ventral_nerve_cord,motor,right,front leg,19A,leg_motor,leg_motor_extend_coxa_trochanter_joint,front leg,trochanter_extensor_LinJ,leg_motor_neuron,front_leg_motor_neuron,trochanter_extensor_LinJ,front leg,right,7,EFF_11,#E92F2F,front leg
-7.483732616401492,0.5682562628467416,720575941411838612,octopamine,left_prothoracic_leg_nerve,ventral_nerve_cord,motor,left,front leg,15B,leg_motor,leg_motor_pull_long_tendon,front leg,long_tendon_muscle_B,leg_motor_neuron,front_leg_motor_neuron,long_tendon_muscle_B,front leg,left,8,EFF_14,#41A4D5,front leg
5.93988260080737,0.775579575606141,720575941411866027,gaba,abdominal_nerve_trunk,ventral_nerve_cord,motor,left,abdomen-ovulation,TBD,unknown,NA,abdomen,MNad49,abdomen_motor_neuron,NA,MNad49,abdomen,left,3,EFF_05,#9C9286,abdomen
8.411168182396114,-1.4533301031510497,720575941412001940,acetylcholine,left_pharyngeal_nerve,central_brain,motor,left,ingestion-digestion,putative_primary,pharynx_motor,NA,pharynx,MNx03,pharynx_motor_neuron,NA,MNx03,pharynx,left,14,EFF_02,#EF9334,pharynx
6.097186649345578,-0.09061860649987707,720575941412074155,serotonin,left_fourth_abdominal_nerve,ventral_nerve_cord,visceral_circulatory,left,abdomen-ovulation,TBD,diuresis_stress_tolerance_pain_threshold,"diuresis_stress_tolerance_pain_threshold_Dh44,Lk",abdomen,MNad25,ventral_nerve_cord_neurosecretory_cell,abdomen_neurosecretory_cell,MNad25,abdomen,left,3,EFF_05,#9C9286,abdomen
0.31716045191210607,1.2950271406848763,720575941412439956,glutamate,left_fourth_abdominal_nerve,ventral_nerve_cord,motor,right,abdomen motor 2,TBD,unknown,NA,abdomen,MNad43,abdomen_motor_neuron,NA,MNad43,abdomen,left,13,EFF_09,#FAC240,abdomen
7.4128266220323455,0.44644368083075037,720575941413600401,glutamate,right_fourth_abdominal_nerve,ventral_nerve_cord,visceral_circulatory,right,abdomen-ovulation,TBD,unknown,NA,abdomen,ENXXX128,ventral_nerve_cord_neurosecretory_cell,abdomen_neurosecretory_cell,ENXXX128,abdomen,right,6,EFF_04,#79B2E0,abdomen
-6.691391384101688,3.5913459101398324,720575941414478484,gaba,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,middle-hind leg,21A,leg_motor,leg_motor_unknown_leg_movement,hind leg,femur_reductor_dorsomedial_ribbon,leg_motor_neuron,hind_leg_motor_neuron,femur_reductor_dorsomedial_ribbon,hind leg,left,1,EFF_13,#CF603E,hind leg
-5.9891628379591095,3.248815182753358,720575941415020572,gaba,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,middle-hind leg,21A,leg_motor,leg_motor_pull_long_tendon,hind leg,long_tendon_muscle_ltm_B,leg_motor_neuron,hind_leg_motor_neuron,long_tendon_muscle_ltm_B,hind leg,left,1,EFF_13,#CF603E,hind leg
-2.9791530723341095,-3.016331191949096,720575941415175196,gaba,right_mesothoracic_leg_nerve,ventral_nerve_cord,motor,right,middle-hind leg,24B.25B,leg_motor,leg_motor_unknown_leg_movement,middle leg,femur_reductor_tiny,leg_motor_neuron,middle_leg_motor_neuron,femur_reductor_tiny,middle leg,right,2,EFF_10,#695B52,middle leg
4.8931733017198455,2.2616339960773324,720575941415606556,acetylcholine,abdominal_nerve_trunk,ventral_nerve_cord,motor,left,abdomen-egg-laying,06A,unknown,NA,abdomen,MNad53,abdomen_motor_neuron,NA,MNad53,abdomen,left,10,EFF_03,#9FB555,abdomen
