root_id,root_888,supervoxel_id,position,neurotransmitter_predicted,cell_type,volume_nm3
720575941490922697,720575941490922697,74662131597209676,"77776,27388,2641",acetylcholine,AVLP076,1952363008
720575941443252315,720575941506075842,77758219103196381,"166393, 24321, 3347",gaba,AVLP076,NA
720575941459823519,720575941459823519,76281643170300846,"124662, 58385, 1512",gaba,DNge104,135414279936
720575941479150644,720575941509305182,76000236979673512,"115209, 60076, 1579",gaba,DNge104,134676616704
720575941496984704,720575941496984704,76421212829643673,"127675, 22683, 2845",acetylcholine,lLN2X03,132999007488
720575941527668482,720575941527668482,76843425160867471,"140841, 23638, 2475",acetylcholine,lLN2X03,112334142976
720575941604964030,720575941604964030,75717456534346052,"107819, 22037, 2396",acetylcholine,lLN2X03,99749347584
720575941566876055,720575941566876055,75506075557900230,"102204, 14140, 2920",acetylcholine,lLN2X03,94966183936
720575941599987648,720575941599987648,76843287856218333,"140289, 19716, 3014",acetylcholine,lLN2X03,92986220544
720575941631032034,720575941631032034,76913793971891620,"143027, 22628, 2628",acetylcholine,lLN2X03,91081843200
720575941516418883,720575941516418883,76913725252797969,"143156, 21270, 2767",gaba,lLN2X03,88878878208
720575941393745302,720575941393745302,75787893997945413,"108586, 22661, 2376",acetylcholine,lLN2X03,80437642752
720575941555700307,720575941555700307,75717456534351470,"107224, 21881, 2393",acetylcholine,lLN2X03,76700671232
720575941493134284,720575941543514716,76984093996489057,"144053, 21640, 2594",gaba,lLN2X03,NA
720575941557592659,720575941646264993,75792498873859627,"109762, 161443, 4908",glutamate,AN02A001,132481436928
720575941561376750,720575941561376750,76563599384075140,"131476, 72566, 2283",glutamate,AN02A001,103070785536
720575941515757644,720575941631977954,74873238098152860,"82602, 27488, 3657",gaba,LHAD1g1,131113730304
720575941517679203,720575941525495115,77476812846193646,"158724, 24747, 3476",gaba,LHAD1g1,NA
720575941442477147,720575941442477147,74661994494347460,"75822, 24268, 4094",serotonin,AVLP082,129970255360
720575941432990601,720575941663516216,77476743992829926,"159539, 23302, 3034",serotonin,AVLP082,127505775360
720575941450643637,720575941450643637,75013975385134471,"86785, 26862, 2869",gaba,AVLP082,58596535296
720575941525516619,720575941525516619,75647019137939756,"105561, 20170, 2704",gaba,lLN2P_b,129521894144
720575941504989015,720575941504989015,75647019137731656,"104710, 19922, 2627",gaba,lLN2P_b,101938790144
720575941536776938,720575941536776938,76984025344301107,"145231, 19558, 2920",gaba,lLN2P_b,86655809536
720575941443325391,720575941443325391,76984093997000448,"143426, 20926, 2777",gaba,lLN2P_b,79041496576
720575941660512336,720575941660512336,76984025344065103,"144320, 20203, 2830",gaba,lLN2P_b,73291404544
720575941625906843,720575941625906843,75576650393464505,"103971, 19987, 2600",gaba,lLN2P_b,70509451776
720575941513137106,720575941501178786,76913725252588098,"142217, 22016, 2688",gaba,lLN2P_b,NA
720575941536901720,720575941690728667,76069231468927338,"118468, 18551, 2286",gaba,lLN2P_b,NA
720575941484996038,720575941575688200,75647087857163313,"105502, 20935, 2609",gaba,lLN2P_b,NA
720575941627463306,720575941627463306,76495911035154696,"130179, 152530, 3391",acetylcholine,INXXX036,128070774016
720575941447900436,720575941447900436,76777248439023394,"139128, 148181, 2992",acetylcholine,INXXX036,45113244160
720575941615214300,720575941615214300,77969737317668382,"172805, 35192, 2285",acetylcholine,MeLp1,127376999680
720575941531023492,720575941561813775,73958444222389256,"56860, 28055, 2842",acetylcholine,MeLp1,94987714560
720575941508047639,720575941508047639,76211412133367153,"122743, 63045, 2495",octopamine,DNge152,126296131584
720575941520657880,720575941520657880,75935298013778988,"113525, 221206, 5209",gaba,IN01B001,124288605952
720575941725156922,720575941472464247,76075554197227415,"118589, 207530, 4132",gaba,IN01B001,101110052608
720575941441243839,720575941441243839,76142074315503225,"119165, 92500, 2978",gaba,DNge136,123768978432
720575941480759971,720575941480759971,76422174567040960,"128025, 51960, 1660",gaba,DNge136,101012344832
720575941469738006,720575941612058982,76422174567384164,"128753, 52459, 1784",gaba,DNge136,77903992320
720575941464263312,720575941431184559,76000030888693544,"115125, 54354, 1955",gaba,DNge136,NA
720575941570144244,720575941570144244,76843356508280648,"140917, 22195, 2646",acetylcholine,lLN1_a,122872931584
720575941504978775,720575941504978775,76984025277524067,"144066, 20181, 2771",acetylcholine,lLN1_a,96861284608
720575941627278137,720575941627278137,76913725252698858,"141890, 21044, 2725",acetylcholine,lLN1_a,76837553920
720575941633855931,720575941633855931,75787825345518342,"109664, 22081, 2601",acetylcholine,lLN1_a,67876559104
720575941603666617,720575941603666617,75647225162323362,"104649, 26020, 2243",acetylcholine,lLN2X04,122522637056
720575941613704156,720575941613704156,77124831485104654,"149426, 21112, 2679",acetylcholine,lLN2X04,105502586112
720575941551975679,720575941551975679,75647225228935383,"106158, 25501, 2325",acetylcholine,lLN2X04,99014447104
720575941516896067,720575941565405026,76843425161168985,"139809, 23336, 2558",acetylcholine,lLN2X04,NA
720575941562840365,720575941562840365,76496392608578146,"130607, 166375, 5507",histamine,AN27X008,121398880768
720575941563967847,720575941563967847,75930968015632556,"113472, 92500, 2800",histamine,AN27X008,69159980800
720575941577133967,720575941577133967,77337174601086470,"153778, 58255, 2433",glutamate,aMe17a2,120901007616
720575941591623991,720575941503871115,74733049963536661,"79462, 44099, 2303",serotonin,aMe17a2,NA
720575941535022570,720575941535022570,75717387882098722,"107989, 19900, 2681",acetylcholine,lLN2X05,120731124736
720575941555414273,720575941555414273,75787894065006941,"109342, 22528, 2612",acetylcholine,lLN2X05,97651044096
720575941689084172,720575941689084172,76913725252526799,"141586, 21364, 2654",acetylcholine,lLN2X05,60807676672
720575941627860891,720575941509200990,76913725252408171,"141371, 22005, 2624",acetylcholine,lLN2X05,NA
720575941556379108,720575941556379108,76141112041708672,"119259, 64131, 2277",acetylcholine,DNge073,120720486912
720575941548066184,720575941548066184,76141112041621773,"120149, 64105, 2246",acetylcholine,DNge073,100341953536
720575941500203387,720575941500203387,77969462439803461,"173888, 28431, 2273",serotonin,aMe17c,119621212160
720575941565798546,720575941565798546,77618099889065166,"163734, 42691, 2667",serotonin,aMe17c,108142090240
