vertex_id,root_626,super_class,cell_type,betweenness
38935,720575941502608779,,,0.0
38936,720575941576120502,visual_projection,LLPC2,0.0009711637450941
38937,720575941482987974,ventral_nerve_cord_intrinsic,IN01A048,4645.144205959038
38938,720575941516238426,central_brain_intrinsic,CB2183,1.34567607429652
38939,720575941411360111,optic_lobe_intrinsic,TmY14,0.0045839173625607
38940,720575941427501396,,,0.0
38941,720575941605248958,,,0.0
38942,720575941590342440,ventral_nerve_cord_intrinsic,IN21A087,454.0296792348737
38943,720575941644385362,,,0.0
38944,720575941564721920,,,3.5266726613335524
38945,720575941519255779,sensory,,0.0
38946,720575941468766429,ventral_nerve_cord_intrinsic,IN05B065,488.7243986228385
38947,720575941612568985,ventral_nerve_cord_intrinsic,IN08A037,358.0586395991773
38948,720575941643603301,central_brain_intrinsic,AVLP288,0.0703914524107186
38949,720575941663568252,central_brain_intrinsic,CB2440,16.400833504794758
38950,720575941475529524,visual_centrifugal,cLP01,0.0
38951,720575941639219317,optic_lobe_intrinsic,Tm4,0.0
38952,720575941566439726,optic_lobe_intrinsic,Sm19,0.0276600960307689
38953,720575941591211304,optic_lobe_intrinsic,Tm3,0.0
38954,720575941629613862,optic_lobe_intrinsic,Pm05,0.0
38955,720575941598871593,optic_lobe_intrinsic,Tm3,0.0
38956,720575941690998680,ventral_nerve_cord_intrinsic,INXXX353,3.2267071432123644
38957,720575941533902424,central_brain_intrinsic,"PFNm,PFNp",0.5549248550509556
38958,720575941591233022,,,0.0
38959,720575941498466171,sensory_ascending,SApp01,5.627960649575701
38960,720575941658851152,central_brain_intrinsic,AVLP186,0.1794313893999154
38961,720575941600415529,,,0.0570837589273688
38962,720575941471152907,optic_lobe_intrinsic,Tm35,0.0483576914089208
38963,720575941604092150,,,1.5120383462009035
38964,720575941613805276,,,0.0429792368788964
38965,720575941580022773,central_brain_intrinsic,hDeltaG,0.0
38966,720575941401905955,visual_projection,LC43,0.0
38967,720575941503801835,visual_projection,LC18,0.1143659028110466
38968,720575941506268766,central_brain_intrinsic,ER3d,0.0
38969,720575941537792488,central_brain_intrinsic,VES077,50.30731527650941
38970,720575941489344309,ventral_nerve_cord_intrinsic,IN19A068,13.390008874071825
38971,720575941658919760,ventral_nerve_cord_intrinsic,INXXX427,4154.497467308999
38972,720575941617237887,ventral_nerve_cord_intrinsic,IN13A040,38.20333135527416
38973,720575941463078413,sensory,ORN_DM1,2.7069804907167
38974,720575941439946975,,,0.0
38975,720575941512522961,optic_lobe_intrinsic,T2,0.0
38976,720575941438639148,,,0.0
38977,720575941593593896,visual_projection,LC10d,0.0004679481961912
38978,720575941494882176,visual_projection,LC40,0.0002785515320334
38979,720575941458254064,optic_lobe_intrinsic,T5a,0.0029619722880547
38980,720575941531369675,,,0.0
38981,720575941564179456,optic_lobe_intrinsic,TmY3,0.0
38982,720575941449926266,,,0.0199683202285841
38983,720575941591869992,sensory,SNta37,1.866103213181788
38984,720575941426997076,central_brain_intrinsic,CB1580,1.1336269979436544
38985,720575941555878820,central_brain_intrinsic,LHAD3a8,0.0
38986,720575941483534077,,,0.0
38987,720575941572380667,optic_lobe_intrinsic,Pm03,0.3475253999758737
38988,720575941651979025,optic_lobe_intrinsic,LLPt,0.0694573045298505
38989,720575941409916271,ventral_nerve_cord_intrinsic,INXXX220,425.838677468872
38990,720575941598800576,central_brain_intrinsic,SIP086,59.61568105486029
38991,720575941533758234,ventral_nerve_cord_intrinsic,IN23B043,652.9286776181121
38992,720575941688280438,optic_lobe_intrinsic,Mi4,0.0
38993,720575941477192222,sensory,SNppxx,8.494715616540647
38994,720575941587185621,optic_lobe_intrinsic,Tm1,0.0
38995,720575941447251037,optic_lobe_intrinsic,Y3,0.1464290403910571
38996,720575941544865797,,,0.0
38997,720575941435211150,,,0.0
38998,720575941643469512,,,0.0
38999,720575941464859926,sensory,SNta38,0.5583663065796639
39000,720575941561303853,,,0.0
39001,720575941562937751,ventral_nerve_cord_intrinsic,IN14A098,9.14697725719064
39002,720575941670910375,,,0.0
39003,720575941453835689,,,0.0
39004,720575941564874850,optic_lobe_intrinsic,T2,0.0
39005,720575941595535749,ventral_nerve_cord_intrinsic,IN08A039,33.39656598465358
39006,720575941572194057,ventral_nerve_cord_intrinsic,IN20A.22A067,77.34652233868806
39007,720575941626404251,,,0.0
39008,720575941458691487,optic_lobe_intrinsic,Tm1,0.0
39009,720575941685804044,motor,tibia_flexor,72.67079094648055
39010,720575941667773361,visual_projection,LC9,0.0
39011,720575941533761155,,,0.169879672586722
39012,720575941477590849,visual_projection,LC17,0.0233607168968295
39013,720575941429842936,optic_lobe_intrinsic,T3,0.0
39014,720575941504911013,sensory,SNta27,55.40496486377627
39015,720575941452076410,visual_projection,LC10d,0.0495109280107709
39016,720575941499296907,ventral_nerve_cord_intrinsic,IN03A033,1102.523206207683
39017,720575941496702848,ventral_nerve_cord_intrinsic,IN18B037,1106.7985385998618
39018,720575941579674193,central_brain_intrinsic,ATL044,0.2595431388352547
39019,720575941554989732,sensory,SNta30,0.3451314556187401
39020,720575941564176482,central_brain_intrinsic,,1073.5858779507137
39021,720575941506226711,central_brain_intrinsic,CB0020,774.7022092980204
39022,720575941548359796,,,0.0
39023,720575941513388387,visual_centrifugal,cL01,7.718362717021765
39024,720575941684942575,ventral_nerve_cord_intrinsic,IN20A.22A066,8.792936919493757
39025,720575941428980472,visual_centrifugal,cLP01,0.0
39026,720575941595887772,ventral_nerve_cord_intrinsic,IN06A106,372.2035476765128
39027,720575941482448893,optic_lobe_intrinsic,T4b,0.0
39028,720575941427453780,,,1.7420718511936977
39029,720575941412813204,optic_lobe_intrinsic,Tm2,0.0
39030,720575941399364899,sensory,SNta26,0.0144844129837148
39031,720575941613905171,central_brain_intrinsic,SIP089,0.3030624233760863
39032,720575941520009907,optic_lobe_intrinsic,Mi9,0.0
39033,720575941491537840,optic_lobe_intrinsic,Y3,0.0
39034,720575941430799864,optic_lobe_intrinsic,Y12,0.0003379520108144
39035,720575941595076822,central_brain_intrinsic,CB1988,269.2780083900892
39036,720575941593132651,,,0.5367977468112555
39037,720575941490035431,visual_projection,LLPC3,0.0
39038,720575941502880855,sensory,SNta38,2.8036605728533983
39039,720575941604021238,,,0.0
39040,720575941478105706,central_brain_intrinsic,CB2278,4.534983549793743
39041,720575941569858674,,,0.0
39042,720575941482256323,central_brain_intrinsic,CB0931,0.1228001186728777
39043,720575941462357188,sensory,SNxxxx,1.4502298594995606
39044,720575941503293378,optic_lobe_intrinsic,TmY3,0.0552767118301727
39045,720575941593457189,optic_lobe_intrinsic,Mi1,0.0
39046,720575941584275846,optic_lobe_intrinsic,Tm4,0.0
39047,720575941612503827,optic_lobe_intrinsic,Pm01,0.0
39048,720575941532005763,optic_lobe_intrinsic,Mi1,0.0008741258741258
39049,720575941606115437,central_brain_intrinsic,CB2834,7.710744014368054
39050,720575941393072790,visual_projection,LC17,0.0005379236148466
39051,720575941539329429,central_brain_intrinsic,CB2990,0.0819493662290718
39052,720575941475844916,optic_lobe_intrinsic,Mi9,0.0
39053,720575941639202591,optic_lobe_intrinsic,T3,0.0
39054,720575941450949198,,,0.0
39055,720575941430514135,optic_lobe_intrinsic,T4a,0.0
39056,720575941533826947,,,0.0095489881345796
39057,720575941652916692,ventral_nerve_cord_intrinsic,IN09A057,2.89904853296286
39058,720575941574468712,central_brain_intrinsic,ER2,0.0
39059,720575941483556861,,,0.0
39060,720575941437053663,ventral_nerve_cord_intrinsic,IN23B089,48.90500815036142
39061,720575941475692849,optic_lobe_intrinsic,Sm19,0.9730259499658728
39062,720575941511072466,optic_lobe_intrinsic,Pm05,0.0965617219671743
39063,720575941581845369,,,1.0151478860256724
39064,720575941411322479,optic_lobe_intrinsic,T4c,0.0224346955260919
39065,720575941535483058,,,0.0
39066,720575941540570493,central_brain_intrinsic,IB044,0.0304713360820911
39067,720575941557245476,ventral_nerve_cord_intrinsic,IN13B045,24.75709389200443
39068,720575941516934572,optic_lobe_intrinsic,T4b,0.0
39069,720575941655288276,optic_lobe_intrinsic,Li08,1.366756086384602
39070,720575941580361205,,,0.1085656095672391
39071,720575941431419384,central_brain_intrinsic,CB1446,8.958522243020125
39072,720575941609479242,optic_lobe_intrinsic,Li11,0.0278058082484261
39073,720575941519973303,ventral_nerve_cord_intrinsic,IN03B072,27.65066958735797
39074,720575941551376667,ventral_nerve_cord_intrinsic,IN23B007,6303.520397272103
39075,720575941514199116,,,0.0
39076,720575941471681547,,,0.0221211659099146
39077,720575941478549610,central_brain_intrinsic,PLP037a,0.2378786397533564
39078,720575941657242448,optic_lobe_intrinsic,T5d,0.0
39079,720575941506768444,,,0.0058259596057287
39080,720575941554069383,,,0.0
39081,720575941490709991,sensory,SNch01,41.93636242653631
39082,720575941586267526,,,36.09360292735729
39083,720575941565665943,central_brain_intrinsic,CB2290,29.27428866902522
39084,720575941483645114,visual_projection,MTe50,0.829919850558361
39085,720575941569531636,optic_lobe_intrinsic,TmY5a,0.0
39086,720575941507787024,ventral_nerve_cord_intrinsic,IN08B051,98.75490306762212
39087,720575941459312966,ventral_nerve_cord_intrinsic,IN06A022,51.115163768280205
39088,720575941572614302,,,0.0
39089,720575941525498212,sensory,SNxx20,306.6641691071256
39090,720575941497262153,optic_lobe_intrinsic,T4a,0.0
39091,720575941638307957,ventral_nerve_cord_intrinsic,IN08A028,20.133269875056097
39092,720575941670227633,,,1.0973127388021349
39093,720575941393621910,,,0.1386202713740164
39094,720575941543670121,ventral_nerve_cord_intrinsic,IN07B053,50.96721860992207
39095,720575941546547561,,,0.0
39096,720575941559301491,ventral_nerve_cord_intrinsic,IN19B071,11.619245679391812
39097,720575941689855707,ventral_nerve_cord_intrinsic,IN00A031,654.6132080032314
39098,720575941492354174,ventral_nerve_cord_intrinsic,IN12A063,28.921004585002485
39099,720575941534320362,central_brain_intrinsic,CB0787,1660.0770683348178
39100,720575941502134763,optic_lobe_intrinsic,Mi1,0.0018348623853211
39101,720575941663719804,visceral_circulatory,l_NSC_unknown,0.0008163265306122
39102,720575941629912358,central_brain_intrinsic,CB0150,47.23302177365689
39103,720575941547757345,,,0.0
39104,720575941471261303,,,0.0482050269471972
39105,720575941610672970,optic_lobe_intrinsic,Tm4,0.0
39106,720575941603784889,central_brain_intrinsic,"CL231,CL238",5.099511756809933
39107,720575941722790714,ascending,AN10B053,178.0202586277258
39108,720575941620171135,central_brain_intrinsic,VES060,0.0816970338458714
39109,720575941413791889,,,240.5446736749637
39110,720575941566239591,central_brain_intrinsic,CB1549,0.0125385459612789
39111,720575941554049307,ventral_nerve_cord_intrinsic,IN19B067,597.4767607343275
39112,720575941529446328,central_brain_intrinsic,CB1079,0.0433556997281237
39113,720575941652806385,central_brain_intrinsic,CB3486,27.14924431253575
39114,720575941537799656,central_brain_intrinsic,CB1114,6.233427815652665
39115,720575941617467263,central_brain_intrinsic,CB1856,0.7738207191852992
39116,720575941491981031,,,12.074690057098689
39117,720575941556267236,central_brain_intrinsic,LHPV4b1,2.8580601911827563
39118,720575941514026705,ventral_nerve_cord_intrinsic,IN23B072,416.5059177981982
39119,720575941638417269,sensory,SNxx04,1.7474854232167345
39120,720575941522613239,visual_projection,LC10c,0.0902617275351462
39121,720575941539622642,,,0.0247092556831243
39122,720575941429342817,ventral_nerve_cord_intrinsic,IN04B098,94.6297690787216
39123,720575941610072906,central_brain_intrinsic,FB5B,3.01151387771326
39124,720575941414897041,ventral_nerve_cord_intrinsic,IN06B052,89.39742100886478
39125,720575941614073619,central_brain_intrinsic,LAL175,0.0243662066562318
39126,720575941603896254,ventral_nerve_cord_intrinsic,IN16B094,279.6443423761692
39127,720575941491620839,sensory,SNta21,0.9949858872254288
39128,720575941559915023,,,0.0010050251256281
39129,720575941520112819,sensory,SNta45,1.496342970073088
39130,720575941408514731,ventral_nerve_cord_intrinsic,IN19A064,81.24593848074225
39131,720575941445527572,central_brain_intrinsic,CB0035,744.2093456365803
39132,720575941652256241,,,0.024509054968211
39133,720575941513218001,optic_lobe_intrinsic,Tm34,0.0
39134,720575941463952909,central_brain_intrinsic,AVLP570,33.53143239513326
39135,720575941444829354,ventral_nerve_cord_intrinsic,INXXX247,593.9859033396637
39136,720575941529636318,optic_lobe_intrinsic,Mi4,0.0
39137,720575941459285700,sensory_ascending,SApp19,47.16116593986421
39138,720575941474574132,motor,b3,162.33144814063883
39139,720575941472826976,sensory_ascending,SApp17,34.44401842927248
39140,720575941644570312,central_brain_intrinsic,CB2238,96.52874507823928
39141,720575941477510449,,,0.0
39142,720575941633384389,,,0.0010070493454179
39143,720575941524238669,ventral_nerve_cord_intrinsic,IN21A056,156.46084812051035
39144,720575941545958580,optic_lobe_intrinsic,T5c,0.0
39145,720575941593521704,optic_lobe_intrinsic,T2,0.0
39146,720575941569701108,optic_lobe_intrinsic,Tm3,0.0
39147,720575941448513373,visual_projection,LC6,1.2078696271588851
39148,720575941474333226,,,0.0
39149,720575941514002179,optic_lobe_intrinsic,Sm10,0.1658896489611602
39150,720575941476254273,,,0.0
39151,720575941452302151,,,0.0
39152,720575941475764529,optic_lobe_intrinsic,T3,0.0
39153,720575941437934933,central_brain_intrinsic,ER3d,0.0
39154,720575941411491755,,,0.0
39155,720575941489902901,visual_projection,LPLC1,14.63937488917274
39156,720575941577928437,optic_lobe_intrinsic,LPi02,0.0
39157,720575941557010596,optic_lobe_intrinsic,Mi9,0.0
39158,720575941517814188,ventral_nerve_cord_intrinsic,IN11A025,938.2976502159344
39159,720575941540429517,central_brain_intrinsic,CB2424,55.17418405333081
39160,720575941406871214,ventral_nerve_cord_intrinsic,IN09A039,51.68156520405376
39161,720575941429174665,optic_lobe_intrinsic,T4b,0.0
39162,720575941438806719,,,1.261086684598313
39163,720575941625944172,optic_lobe_intrinsic,C3,0.0
39164,720575941511569618,,,0.0355809213152637
39165,720575941518929580,central_brain_intrinsic,SMP173,0.0125316487112016
39166,720575941580602869,ascending,AN12B017,1689.5065069264535
39167,720575941574296329,,,0.0
39168,720575941450042549,,,0.3233737010174063
39169,720575941453071175,,,0.0
39170,720575941580263249,,,0.0
39171,720575941574405371,,,0.374407415793032
39172,720575941518918872,,,0.0
39173,720575941542458972,central_brain_intrinsic,KCg-m,0.0
39174,720575941459021252,sensory,SNpp62,3.0290883355039258
39175,720575941559749391,optic_lobe_intrinsic,Tm2,0.0
39176,720575941624960364,optic_lobe_intrinsic,T2,0.0
39177,720575941460372038,,,0.0391228175272889
39178,720575941449404750,,,0.0
39179,720575941518321262,optic_lobe_intrinsic,C2,0.0
39180,720575941555054081,optic_lobe_intrinsic,Tm4,0.0
39181,720575941690741400,sensory,SNpp59,24.99875094701152
39182,720575941441172671,,,8.067200552141973
39183,720575941554300699,central_brain_intrinsic,CB2628,0.0157850273442667
39184,720575941526388324,optic_lobe_intrinsic,Tm4,0.0
39185,720575941662091900,,,0.0
39186,720575941533579786,,,5.11167599240303
39187,720575941507923329,visual_projection,LT52,0.0
39188,720575941535798042,central_brain_intrinsic,IB032,2.4626741499970075
39189,720575941537504744,ventral_nerve_cord_intrinsic,INXXX315,1226.7998403172635
39190,720575941535196650,visual_projection,LC39,0.002546002180402
39191,720575941546513332,sensory,LB2,5.4397400577040695
39192,720575941492126439,,,0.5048469668766074
39193,720575941555933668,,,0.0
39194,720575941545328133,,,0.0
39195,720575941439724123,optic_lobe_intrinsic,T4a,0.0720572769834724
39196,720575941529077176,ventral_nerve_cord_intrinsic,IN19B062,662.79243275299
39197,720575941455167539,,,0.0
39198,720575941453236393,central_brain_intrinsic,LAL021,0.2253417966024802
39199,720575941473345595,central_brain_intrinsic,TuBu01a,0.0567107750472589
39200,720575941542408989,,,1.768610095042262
39201,720575941440073563,,,0.0910604754569455
39202,720575941465673302,optic_lobe_intrinsic,Dm3p,0.0
39203,720575941537264882,visual_projection,LC24,0.0
39204,720575941439262783,sensory,ORN_VC1,41.42200021573271
39205,720575941656109648,optic_lobe_intrinsic,T5a,0.0
39206,720575941525762916,,,0.0
39207,720575941564867991,,,0.0
39208,720575941562704018,optic_lobe_intrinsic,T2a,0.0
39209,720575941483384506,,,0.0
39210,720575941625672505,,,2.806715286905936
39211,720575941654771417,,,0.0
39212,720575941449183669,sensory,LB2,0.3582388804387451
39213,720575941505076674,sensory,SNta33,16.086731463643705
39214,720575941437126930,central_brain_intrinsic,AVLP039,131.41227657456642
39215,720575941482511613,optic_lobe_intrinsic,T2a,0.0
39216,720575941401354019,,,0.0
39217,720575941611044838,sensory,SNta30,2.3301733639782416
39218,720575941496294217,ventral_nerve_cord_intrinsic,IN08A026,239.26314502713765
39219,720575941558401907,optic_lobe_intrinsic,Tm1,0.0
39220,720575941486679437,,,52.285671831202784
39221,720575941612152749,,,0.0307364868013937
39222,720575941527447940,central_brain_intrinsic,TuBu05,0.0
39223,720575941587241271,sensory,SNch02,60.69377866833305
39224,720575941533221825,ventral_nerve_cord_intrinsic,IN11B016,32.09917646976052
39225,720575941439780187,,,0.0
39226,720575941611273948,ventral_nerve_cord_intrinsic,IN20A.22A070,175.69656623479824
39227,720575941552510465,ventral_nerve_cord_intrinsic,IN09A024,1150.071798736737
39228,720575941538796018,optic_lobe_intrinsic,T3,0.0
39229,720575941512312017,optic_lobe_intrinsic,Mi1,0.180756481958226
39230,720575941470810487,,,0.6387042075948302
39231,720575941545005317,visual_projection,LC10d,0.1602983210813102
39232,720575941432378071,central_brain_intrinsic,"WED102,WED103",6.300544053968866
39233,720575941575525558,optic_lobe_intrinsic,Dm2,0.0
39234,720575941445180586,visual_projection,MTe01b,319.81139998652094
39235,720575941655496148,ventral_nerve_cord_intrinsic,IN12B039,352.0836216475604
39236,720575941593450198,visual_projection,MTe01a,0.3326648280914794
39237,720575941532715186,central_brain_intrinsic,"vDeltaF,vDeltaG,vDeltaH,vDeltaI",0.006578947368421
39238,720575941567982962,optic_lobe_intrinsic,T5c,0.0
39239,720575941608756713,optic_lobe_intrinsic,Y3,0.0088092364587475
39240,720575941582313337,sensory,JO-E,0.2466392471972685
39241,720575941691722648,sensory,JO-E,0.1514730535041206
39242,720575941576138600,central_brain_intrinsic,CB3541,0.0723493445158146
39243,720575941578229237,optic_lobe_intrinsic,Tm16,0.0
39244,720575941480458403,central_brain_intrinsic,KCg-m,0.0
39245,720575941439565023,ventral_nerve_cord_intrinsic,INXXX346,14.75034900734017
39246,720575941528127416,optic_lobe_intrinsic,Mi4,0.0
39247,720575941472143914,ventral_nerve_cord_intrinsic,IN13A051,628.443785582849
39248,720575941452630067,,,0.0510256282437193
39249,720575941528316548,optic_lobe_intrinsic,Mi1,0.0
39250,720575941535261674,,,0.0625806576390408
39251,720575941645240952,central_brain_intrinsic,FB2J,0.2452940093972341
39252,720575941595422247,central_brain_intrinsic,CL335,18.07746751810248
39253,720575941504533157,,,0.0
39254,720575941433628046,optic_lobe_intrinsic,Mi13,0.0
39255,720575941574959261,,,82.54394507589501
39256,720575941588919607,ventral_nerve_cord_intrinsic,IN12B041,288.88773963226095
39257,720575941432101390,ventral_nerve_cord_intrinsic,IN19A059,15.488349872093456
39258,720575941411435947,central_brain_intrinsic,CB2625,0.0458018114587051
39259,720575941456176799,ventral_nerve_cord_intrinsic,IN06B079,36.84158362137741
39260,720575941549578301,ventral_nerve_cord_intrinsic,IN12B056,212.13310724449292
39261,720575941591805291,optic_lobe_intrinsic,T5b,0.0
39262,720575941497724283,visual_projection,MTe11,4.125618883450359
39263,720575941632548332,,,22.452439703211
39264,720575941404776048,,,22.33656645525784
39265,720575941672023207,ventral_nerve_cord_intrinsic,IN14A086,140.181698298088
39266,720575941624099274,optic_lobe_intrinsic,Sm20,147.36062444913736
39267,720575941542480476,ventral_nerve_cord_intrinsic,IN11B006,602.1724722570583
39268,720575941558759204,visual_projection,aMe5,0.0365162903581946
39269,720575941524415513,ventral_nerve_cord_intrinsic,INXXX426,13.457595327288592
39270,720575941553721601,optic_lobe_intrinsic,Tm2,0.0
39271,720575941475063867,optic_lobe_intrinsic,TmY5a,0.0002743484224965
39272,720575941623879420,optic_lobe_intrinsic,C3,0.0244368131039015
39273,720575941659356240,,,0.0
39274,720575941477521972,central_brain_intrinsic,LHl1_38,1.249844560598231
39275,720575941460163910,sensory,ORN_VL1,0.0363755864352046
39276,720575941429463767,ventral_nerve_cord_intrinsic,IN13B057,24.455671287619808
39277,720575941526097574,optic_lobe_intrinsic,Tm9,0.0
39278,720575941540885789,visual_projection,LLPC1,0.0158641918938252
39279,720575941438915391,optic_lobe_intrinsic,Mi9,0.0
39280,720575941651231473,optic_lobe_intrinsic,Mi4,0.0
39281,720575941524094797,ventral_nerve_cord_intrinsic,IN20A.22A044,169.16489052353293
39282,720575941591732776,,,0.0
39283,720575941404638320,optic_lobe_intrinsic,T2a,0.0
39284,720575941529753476,ventral_nerve_cord_intrinsic,IN17A032,1550.8758833285551
39285,720575941512674257,optic_lobe_intrinsic,T3,0.0
39286,720575941508095010,,,0.0
39287,720575941544339388,,,0.0
39288,720575941589095308,central_brain_intrinsic,CB1078,588.649440365711
39289,720575941572115358,optic_lobe_intrinsic,Tm3,0.0
39290,720575941502375307,,,0.0
39291,720575941484184829,optic_lobe_intrinsic,T2,0.0336016455576239
39292,720575941475247402,,,1.1699878808111652
39293,720575941611153069,central_brain_intrinsic,CB0289,969.6579548208044
39294,720575941403698288,optic_lobe_intrinsic,T5a,0.0
39295,720575941409352107,optic_lobe_intrinsic,T5d,0.060830967690656
39296,720575941480717219,,,0.0193448901150087
39297,720575941613256211,ventral_nerve_cord_intrinsic,IN12A054,62.32614579221004
39298,720575941480514434,ventral_nerve_cord_intrinsic,IN13B073,43.71495267941127
39299,720575941482313402,central_brain_intrinsic,CB2591,13.541981161265568
39300,720575941555583652,optic_lobe_intrinsic,Tm4,0.0
39301,720575941525077092,optic_lobe_intrinsic,Tm3,0.0
39302,720575941414729620,central_brain_intrinsic,CB2795,0.0
39303,720575941605713005,optic_lobe_intrinsic,Y3,0.0
39304,720575941613735577,optic_lobe_intrinsic,TmY3,0.0
39305,720575941608193133,,,0.094628186511048
39306,720575941433402912,sensory,SNch09,0.4301705381484628
39307,720575941514075724,,,0.0
39308,720575941631940332,optic_lobe_intrinsic,T4d,0.0
39309,720575941651361777,,,108.55722260563007
39310,720575941491575500,central_brain_intrinsic,SAD093,2291.144407675324
39311,720575941604449270,,,0.0
39312,720575941561850413,,,0.0
39313,720575941483800717,ventral_nerve_cord_intrinsic,IN21A088,49.80191862861509
39314,720575941572415227,,,7.447426401013663
39315,720575941525291853,ventral_nerve_cord_intrinsic,IN16B059,176.51789110412776
39316,720575941573567753,optic_lobe_intrinsic,T4b,0.0
39317,720575941583658462,ventral_nerve_cord_intrinsic,IN03A023,509.7442189184708
39318,720575941663707260,,,30.75942436324317
39319,720575941653997780,ventral_nerve_cord_intrinsic,INXXX281,6974.690706090824
39320,720575941574912438,optic_lobe_intrinsic,T4c,0.0
39321,720575941459361183,central_brain_intrinsic,SMP276,137.02621027075023
39322,720575941470430016,sensory,SNta29,1.6994598979580615
39323,720575941416717340,,,0.0
39324,720575941414447505,sensory,ORN_VA6,0.0
39325,720575941690732952,,,0.0
39326,720575941540498813,visual_projection,LC39,0.009139411739212
39327,720575941433342478,central_brain_intrinsic,CB1138,13.01438692216306
39328,720575941624295050,optic_lobe_intrinsic,T5c,0.0
39329,720575941566233177,optic_lobe_intrinsic,Tm1,0.0
39330,720575941562284178,optic_lobe_intrinsic,T4c,0.0
39331,720575941470269248,ascending,AN19B065,76.60705626883912
39332,720575941435091342,optic_lobe_intrinsic,Tm2,0.0
39333,720575941574173179,sensory,,0.63681978712916
39334,720575941572011785,ventral_nerve_cord_intrinsic,IN02A049,53.43479490714021
39335,720575941404359024,central_brain_intrinsic,CB1721,4.926399187724541
39336,720575941589164100,central_brain_intrinsic,CB0666,28.543800469736823
39337,720575941560816173,,,1.3315994977472256
39338,720575941551277823,central_brain_intrinsic,LAL059,0.7032896970552519
39339,720575941688971638,sensory,R7,0.0
39340,720575941476080177,ventral_nerve_cord_intrinsic,IN03B066,5.969368674257312
39341,720575941686962806,visual_projection,LPLC1,0.0243437429462338
39342,720575941431055864,,,0.0031880199162829
39343,720575941439399359,optic_lobe_intrinsic,Li10,0.0
39344,720575941548342817,ventral_nerve_cord_intrinsic,IN01B098,0.802796354873313
39345,720575941540728445,visual_projection,MTe01a,0.0365024758140277
39346,720575941471164171,,,0.0
39347,720575941483440070,,,0.0
39348,720575941553479815,,,0.095639439127501
39349,720575941545884521,central_brain_intrinsic,KCab,0.0
39350,720575941502615602,optic_lobe_intrinsic,TmY10,0.0
39351,720575941450563406,ventral_nerve_cord_intrinsic,IN08A048,129.1282072818583
39352,720575941572200713,ventral_nerve_cord_intrinsic,IN03A047,214.08881461096087
39353,720575941514441804,,,0.0038112335428737
39354,720575941540420813,,,0.2661597699651463
39355,720575941417105948,,,0.0349896752197392
39356,720575941413869201,optic_lobe_intrinsic,TmY14,0.0
39357,720575941410795375,optic_lobe_intrinsic,T4c,0.0
39358,720575941512353745,,,101.65616310873936
39359,720575941702635226,central_brain_intrinsic,CB1017,16.692082693786855
39360,720575941484239357,visual_projection,LLPC1,0.1779022839343267
39361,720575941464107350,ventral_nerve_cord_intrinsic,IN20A.22A084,25.693867038911176
39362,720575941508828962,,,43.35483412539293
39363,720575941691337624,,,0.0199561820020988
39364,720575941463362317,optic_lobe_intrinsic,Li06,0.0
39365,720575941557882895,ventral_nerve_cord_intrinsic,IN06B061,32.736691511308045
39366,720575941450104910,visual_projection,MeTu1,0.0
39367,720575941554566995,central_brain_intrinsic,KCab,0.179350959911925
39368,720575941527142756,,,0.0011716461628588
39369,720575941442202715,sensory,SNpp45,24.48003530318741
39370,720575941644240210,,,0.0
39371,720575941651234289,optic_lobe_intrinsic,Tm9,0.0
39372,720575941542576413,sensory,,17.89044330811695
39373,720575941563539207,optic_lobe_intrinsic,T4d,0.0
39374,720575941436174368,central_brain_intrinsic,AVLP465a,0.0
39375,720575941495108551,sensory_ascending,SAch01,57.32917287555832
39376,720575941626801190,ventral_nerve_cord_intrinsic,IN08A030,86.55923470298046
39377,720575941514450252,,,22.85897170333775
39378,720575941553792410,central_brain_intrinsic,PS026,0.2248436198160274
39379,720575941612349542,sensory,ORN_VL2a,2.923912752932453
39380,720575941667992819,,,0.0
39381,720575941637721205,ventral_nerve_cord_intrinsic,IN16B061,426.7952063746639
39382,720575941462398148,central_brain_intrinsic,CB0135,400.3348889450703
39383,720575941435491470,central_brain_intrinsic,LHAD1f4b,0.0200114628332358
39384,720575941639958815,,,0.0
39385,720575941449885511,optic_lobe_intrinsic,T5b,0.0
39386,720575941633861563,,,376.9406642433816
39387,720575941495487102,,,0.0928017052039149
39388,720575941663906940,,,0.0
39389,720575941515809273,,,0.0
39390,720575941432481633,descending,DNge137,4990.3167177288
39391,720575941444469674,optic_lobe_intrinsic,Tm1,0.0
39392,720575941555518547,ventral_nerve_cord_intrinsic,IN03A027,266.65169532936545
39393,720575941439506639,,,168.4726423339282
39394,720575941565324386,central_brain_intrinsic,CB0087,217.1842805012325
39395,720575941566734836,sensory_ascending,SApp19,81.41516188783909
39396,720575941480032451,,,3.375958702463494
39397,720575941498042747,,,0.0
39398,720575941440718287,central_brain_intrinsic,KCg-m,0.0
39399,720575941431495265,optic_lobe_intrinsic,Dm3v,0.0
39400,720575941587171908,visual_projection,LC9,0.0
39401,720575941486021072,optic_lobe_intrinsic,TmY5a,0.0513649579570372
39402,720575941553291777,,,0.0618828279944091
39403,720575941568595826,central_brain_intrinsic,v2LN46b,0.6214308165889497
39404,720575941588993079,sensory,SNta29,8.243321290742905
39405,720575941551204158,optic_lobe_intrinsic,Tm1,0.0
39406,720575941564003584,,,0.0
39407,720575941611671981,optic_lobe_intrinsic,Tm1,0.0
