display_name,root_id,cell_type,cell_class,cell_sub_class,super_class,super_cluster,side,neurotransmitter,body_part_sensory,body_part_effector
DNp38,720575941502734475,DNp38,descending_neuron,descending_neuron,descending,threat response,left,acetylcholine,unknown,NA
DNp38,720575941413189999,DNp38,descending_neuron,descending_neuron,descending,threat response,right,acetylcholine,unknown,NA
DNg100,720575941626500746,DNg100,descending_neuron,descending_neuron,descending,walking,left,acetylcholine,unknown,NA
DNg100,720575941500851362,DNg100,descending_neuron,descending_neuron,descending,walking,right,acetylcholine,unknown,NA
AN09B029_b,720575941594293032,AN09B029_b,ascending_neuron,ascending_neuron,ascending,taste-touch,left,acetylcholine,unknown,NA
AN09B029_b,720575941484372221,AN09B029_b,ascending_neuron,ascending_neuron,ascending,taste-touch,right,acetylcholine,unknown,NA
AN02A002,720575941474101344,AN02A002,ascending_neuron,ascending_neuron,ascending,probing,left,glutamate,unknown,NA
AN02A002,720575941483106243,AN02A002,ascending_neuron,ascending_neuron,ascending,probing,left,glutamate,unknown,NA
front_leg_motor_neuron,720575941448798133,femur_reductor,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,right,glutamate,unknown,front_leg
front_leg_motor_neuron,720575941561204626,femur_reductor,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,glutamate,unknown,front_leg
front_leg_motor_neuron,720575941511197516,long_tendon_muscle_B_femur,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,right,gaba,unknown,front_leg
front_leg_motor_neuron,720575941692129243,sternal_anterior_rotator_miller_31,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,right,gaba,unknown,front_leg
front_leg_motor_neuron,720575941524748877,long_tendon_muscle_B,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,gaba,unknown,front_leg
front_leg_motor_neuron,720575941656372304,trochanter_flexor_VProN,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,right,gaba,unknown,front_leg
front_leg_motor_neuron,720575941518204888,tergopleural_promotor_pleural_promotor_miller_28_30,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,right,gaba,unknown,front_leg
front_leg_motor_neuron,720575941499964555,sternal_adductor_ProAN,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,right,octopamine,unknown,front_leg
front_leg_motor_neuron,720575941461333648,tergotrochanter_extensor,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,gaba,unknown,front_leg
front_leg_motor_neuron,720575941566924135,femur_reductor_tiny,leg_motor_neuron,front_leg_motor_neuron,motor,middle-hind leg,right,NA,unknown,front_leg
front_leg_motor_neuron,720575941667370739,tibia_flexor,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,glutamate,unknown,front_leg
front_leg_motor_neuron,720575941511883985,trochanter_flexor_posterior_soma,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,NA,unknown,front_leg
front_leg_motor_neuron,720575941532427754,trochanter_flexor_posterior_soma,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,gaba,unknown,front_leg
front_leg_motor_neuron,720575941610029642,accessory_tibia_flexor_B,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,dopamine,unknown,front_leg
front_leg_motor_neuron,720575941515355795,accessory_tibia_flexor_A_out_of_bundle,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,glutamate,unknown,front_leg
front_leg_motor_neuron,720575941435830546,long_tendon_muscle_B,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,gaba,unknown,front_leg
front_leg_motor_neuron,720575941481179066,tibia_flexor_Fast,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,glutamate,unknown,front_leg
front_leg_motor_neuron,720575941627155238,accessory_tibia_flexor_B,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,glutamate,unknown,front_leg
front_leg_motor_neuron,720575941720479034,trochanter_extensor,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,gaba,unknown,front_leg
front_leg_motor_neuron,720575941668683687,tergopleural_promotor_pleural_promotor,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,gaba,unknown,front_leg
front_leg_motor_neuron,720575941406488494,accessory_tibia_flexor_A,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,left,gaba,unknown,front_leg
