display_name,root_id,cell_type,cell_class,cell_sub_class,super_class,super_cluster,side,neurotransmitter,body_part_sensory,body_part_effector
front_leg_motor_neuron,720575941580731001,tibia_flexor,leg_motor_neuron,front_leg_motor_neuron,motor,front leg,right,glutamate,unknown,front_leg
middle_leg_motor_neuron,720575941483728326,femur_reductor,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,gaba,unknown,middle_leg
middle_leg_motor_neuron,720575941513362252,femur_reductor,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,right,octopamine,unknown,middle_leg
middle_leg_motor_neuron,720575941594091397,trochanter_flexor_MesoAN,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,right,glutamate,unknown,middle_leg
middle_leg_motor_neuron,720575941443907754,trochanter_extensor_LinJ,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,acetylcholine,unknown,middle_leg
middle_leg_motor_neuron,720575941569766302,trochanter_flexor_MesoLN_ventral_5,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,right,glutamate,unknown,middle_leg
middle_leg_motor_neuron,720575941611369705,accessory_tibia_flexor_A,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,glutamate,unknown,middle_leg
middle_leg_motor_neuron,720575941442381738,sternotrochanter_extensor_MesoLN_dorsal_3,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,gaba,unknown,middle_leg
middle_leg_motor_neuron,720575941637140597,femur_reductor_tiny,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,NA,unknown,middle_leg
middle_leg_motor_neuron,720575941587334199,long_tendon_muscle_A_dipalpha,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,glutamate,unknown,middle_leg
middle_leg_motor_neuron,720575941691080155,trochanter_flexor_MesoLN_ventral_3,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,glutamate,unknown,middle_leg
middle_leg_motor_neuron,720575941468687581,tibia_extensor_FETi,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,gaba,unknown,middle_leg
middle_leg_motor_neuron,720575941497863497,tibia_extensor_SETi,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,gaba,unknown,middle_leg
middle_leg_motor_neuron,720575941494963582,femur_reductor,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,acetylcholine,unknown,middle_leg
middle_leg_motor_neuron,720575941687653238,trochanter_extensor,leg_motor_neuron,middle_leg_motor_neuron,motor,middle-hind leg,left,gaba,unknown,middle_leg
