1,mn_9_optogenetic_activation_rate,split_gal_4_behavioral_information,shortest_path,10_hz_mn_9_left_5,10_hz_mn_9_right_6,20_hz_mn_9_left_7,20_hz_mn_9_right_8,30_hz_mn_9_left_9,30_hz_mn_9_right_10,40_hz_mn_9_left_11,40_hz_mn_9_right_12,50_hz_mn_9_left_13,50_hz_mn_9_right_14,100_hz_mn_9_left_15,100_hz_mn_9_right_16,150_hz_mn_9_left_17,150_hz_mn_9_right_18,200_hz_mn_9_left_19,200_hz_mn_9_right_20,standard_deviation,10_hz_mn_9_left_22,10_hz_mn_9_right_23,20_hz_mn_9_left_24,20_hz_mn_9_right_25,30_hz_mn_9_left_26,30_hz_mn_9_right_27,40_hz_mn_9_left_28,40_hz_mn_9_right_29,50_hz_mn_9_left_30,50_hz_mn_9_right_31,100_hz_mn_9_left_32,100_hz_mn_9_right_33,150_hz_mn_9_left_34,150_hz_mn_9_right_35,200_hz_mn_9_left_36,200_hz_mn_9_right_37,neuron_name,flywire_id,root_id,root_783,supervoxel_id,proofread,status,pos_x,pos_y,pos_z,nucleus_id,soma_x,soma_y,soma_z,side,nerve,top_nt,flow,super_class,cell_class,cell_sub_class,cell_type,hemibrain_match,hemibrain_type,morphology_group,known_nt,known_nt_source,notes,region,hemilineage,modality,seed,top_nt_conf,optic,flywire_xyz,root_recent,dataset,soma_dcv_density,soma_dcv_count,soma_volume,cell_dcv_count,cell_dcv_avg_size,known_np,total_outputs,total_inputs,axon_outputs,dend_outputs,axon_inputs,dend_inputs,pd_outputs,pn_outputs,pd_inputs,pn_inputs,total_outputs_density,total_inputs_density,axon_outputs_density,dend_outputs_density,axon_inputs_density,dend_inputs_density,axon_length,dend_length,pd_length,pn_length,axon_width,dend_width,pd_width,pn_width,segregation_index,projection_score,root,nodes,segments,branchpoints,endpoints,cable_length,n_trees,connectors,postsynapse_side_index,presynapse_side_index,cell_dcv_density,conf_nt,conf_nt_p,top_p,gaba,acetylcholine,glutamate,octopamine,serotonin,dopamine,output_degree,input_degree,sez_class
amulet,0,SS32423: 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amulet,720575940635211768,720575940635211768,720575940635211768,79309835631773144,1,complete,125932,70232,2863,2686235,106624,79032,2851,left,NA,gaba,brain_intrinsic,central,NA,NA,CB0626,5813083315,hb5813083315,NA,NA,NA,NA,midbrain,putative_primary,NA,NA,0.8646358,FALSE,"(125932, 70232, 2863)",720575940635211768,flywire,2.637,1379,52302529,11782,151,NA,22172,7785,21050,247,1611,5814,0,0,0,0,1.81,0.6355,6.461,0.03884,0.4945,0.9142,3258,6360,103.8,96.95,0.48,0.314,1.323,0.902,0.5831,126.5,1,23620,7118,3454,3665,12250,1,29957,1,1,0.9618,gaba,0.804,0.8210000000000001,0.7715,0.07301,0.1286,0.001928,0.015799999999999998,0.007995,4682,7785,NA
asteroid,0,SS35282: 0; SS42335: 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asteroid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bamboo,0,"SS44928, SS44937: 0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bamboo,720575940634333631,720575940622491632,720575940622491632,78465479152515292,1,outlier_bio,114104,70680,847,3137697,114104,70680,847,left,NA,glutamate,brain_intrinsic,antennal_lobe,ALLN,NA,vLN26,NA,vLN26,NA,NA,NA,"this guy is missing the ventral branch of the vLN26 - looks like it gets lost in the segmentation?


",midbrain,ALv2,NA,NA,0.3751531,FALSE,"(114104, 70680, 847)",720575940622491632,flywire,2.236,604,27017422,2350,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37515309999999996,NA,NA,NA,NA,NA,NA,NA,584,338,NA
bamboo,0,"SS44928, SS44937: 0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bamboo,720575940612107673,720575940612991381,720575940612991381,80576816288417197,1,adequate,144684,74535,439,NA,144633,74517,438,right,NA,glutamate,brain_intrinsic,antennal_lobe,ALLN,NA,vLN26,NA,vLN26,NA,NA,NA,"\[YY] perhaps first larval born


",midbrain,ALv2,NA,NA,0.5555846,FALSE,"(144684, 74535, 439)",720575940612991381,flywire,NA,NA,NA,3242,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5555846,NA,NA,NA,NA,NA,NA,NA,1457,432,NA
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940618299216,720575940628031896,720575940628031896,80155085464063086,1,adequate,138301,82353,4916,6475228,155760,78312,4845,right,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB2195,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.7416545,FALSE,"(138301, 82353, 4916)",720575940628031896,flywire,1.049,87,8289874,886,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7416545,NA,NA,NA,NA,NA,NA,NA,222,66,sez_superior_projection
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940626922810,720575940626922810,720575940626922810,80155085464064272,1,incomplete,138331,82450,4919,6474786,153352,76752,5074,right,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB2195,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.8223525,FALSE,"(138331, 82450, 4919)",720575940626922810,flywire,0.3129,23,7350264,615,136,NA,1003,170,932,0,61,88,0,0,0,0,0.8994,0.15240000000000004,2.897,0,0.1896,0.3097,321.8,284.1,221.8,100.4,0.312,0.344,0.464,0.327,0.4711,120,1,2050,313,152,162,1115,1,1173,1,1,0.5516,acetylcholine,0.8610000000000001,0.8670000000000001,0.01467,0.7347,0.09267,0.001333,0.03033,0.1263,285,170,sez_superior_projection
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940613043939,720575940637321079,720575940637321079,80155154183543271,1,incomplete,139061,82986,4919,6475201,155632,79160,4807,right,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB2415,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.8154262,FALSE,"(139061, 82986, 4919)",720575940637321079,flywire,0.4291,41,9553983,774,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8154262,NA,NA,NA,NA,NA,NA,NA,343,315,sez_intrinsic
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940626412298,720575940626412298,720575940626412298,79381029278248545,1,adequate,127821,82140,5018,3868218,119232,84224,5157,left,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB3150,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.7771566,FALSE,"(127821, 82140, 5018)",720575940626412298,flywire,0.5413,60,11083487,760,144,NA,1590,193,1386,148,112,59,0,0,0,0,1.28,0.15540000000000004,3.8219999999999996,0.5153,0.3089,0.20540000000000003,362.6,287.2,261.6,50.86,0.344,0.446,0.512,0.316,0.0603,113.1,1,2351,472,231,241,1242,1,1783,1,1,0.6119,acetylcholine,0.8560000000000001,0.8630000000000001,0.01781,0.6979,0.08849,0.006438,0.03945,0.14840000000000003,382,193,NA
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940613950530,720575940613950530,720575940613950530,79451398022414979,1,incomplete,128165,81999,5018,3202259,109288,75536,5169,left,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB3150,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.7650984,FALSE,"(128165, 81999, 5018)",720575940613950530,flywire,1.189,113,9503836,579,152,NA,997,161,958,0,44,99,0,0,0,0,0.8693000000000001,0.14040000000000002,3.21,0,0.14740000000000003,0.3378,298.5,293.1,229.2,116.8,0.34,0.339,0.47,0.284,0.5754,116.5,1,2136,345,169,177,1147,1,1158,1,1,0.5048,acetylcholine,0.8230000000000001,0.8210000000000001,0.03,0.6889,0.1932,0.004286,0.01036,0.07143000000000001,230,161,NA
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940624005868,720575940628433490,720575940624005868,80155154183536907,1,adequate,138830,82775,4916,6474823,153720,76048,5051,right,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB3158,NA,NA,LB19__0,NA,NA,"\*not a tadpole - fixed continuation


",sez,LB19,NA,NA,0.6364662,FALSE,"(138830, 82775, 4916)",720575940628433490,flywire,0.5369,66,12293496,738,137,NA,985,491,571,341,8,474,0,0,0,0,0.536,0.2672,2.8949999999999996,0.33009999999999995,0.04055,0.45890000000000003,197.3,1033,176,101.6,0.456,0.348,0.515,0.35,0.33669999999999994,102.5,1,3483,744,366,379,1838,1,1476,1,1,0.4015,acetylcholine,0.778,0.776,0.029599999999999998,0.5992,0.14,0.0104,0.07790000000000001,0.1421,206,491,sez_intrinsic
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940628134555,720575940628134555,720575940628134555,78395385890354717,1,NA,113056,74696,5415,3204078,113056,74696,5415,left,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB3158,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.6025985,FALSE,"(113056, 74696, 5415)",720575940628134555,flywire,0.5851,78,13330931,857,138,NA,1217,286,1023,132,40,244,0,0,0,0,0.7371,0.17320000000000002,3.3569999999999998,0.17200000000000001,0.1313,0.3179,304.7,767.5,176.7,92.38,0.478,0.366,0.54,0.296,0.42060000000000003,107.1,1,3089,609,298,312,1651,1,1503,1,1,0.5191,acetylcholine,0.612,0.591,0.029699999999999997,0.4626,0.202,0.00303,0.08061,0.2206,290,286,sez_intrinsic
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940633611418,720575940633611418,720575940633611418,80155085464060779,1,incomplete,138496,82556,4919,6474744,152656,75344,5067,right,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB3150,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.7990487,FALSE,"(138496, 82556, 4919)",720575940633611418,flywire,0.5176,44,8500201,523,136,NA,990,174,877,15,49,112,0,0,0,0,0.8770000000000001,0.15410000000000001,3.744,0.041150000000000006,0.20920000000000002,0.3072,234.2,364.5,267.1,103.5,0.342,0.348,0.447,0.322,0.47200000000000003,119.3,1,2071,333,162,172,1129,1,1164,1,1,0.4632,acetylcholine,0.763,0.76,0.0172,0.6344,0.0796,0.0044,0.08839999999999999,0.17520000000000002,253,174,sez_superior_projection
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940631177809,720575940631177809,720575940631177809,79451398022402030,1,adequate,128195,82020,5021,3774795,115504,74744,5437,left,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB2415,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.6554812,FALSE,"(128195, 82020, 5021)",720575940631177809,flywire,0.8984,108,12020965,842,137,NA,839,245,706,114,19,206,0,0,0,0,0.5647000000000001,0.16490000000000002,3.4509999999999996,0.184,0.09287999999999999,0.33249999999999996,204.6,619.5,164.6,91.93,0.459,0.36,0.52,0.284,0.4556,110.4,1,2800,626,303,324,1486,1,1084,1,1,0.5666,acetylcholine,0.775,0.773,0.052730000000000006,0.5650000000000001,0.15700000000000003,0.007955,0.06841,0.14840000000000003,168,245,sez_intrinsic
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940620183462,720575940620183462,720575940620183462,79381029278245449,1,incomplete,127777,82128,5021,3202182,108696,75096,5209,left,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB3150,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.7732639,FALSE,"(127777, 82128, 5021)",720575940620183462,flywire,0.4884,45,9214444,748,148,NA,1293,245,1166,20,68,160,0,0,0,0,0.9612999999999999,0.1822,4.2010000000000005,0.04466,0.24500000000000002,0.3573,277.6,447.9,222.9,119.7,0.384,0.35,0.488,0.304,0.4781,114.6,1,2496,465,230,236,1345,1,1538,1,1,0.5561,acetylcholine,0.7919999999999999,0.7889999999999999,0.02368,0.6408,0.1395,0.0028949999999999996,0.04263000000000001,0.14970000000000003,329,245,NA
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940631416121,720575940631416121,720575940631416121,80225522927710705,1,incomplete,139237,83065,4919,6919776,156944,77848,4804,right,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB2415,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.6808881,FALSE,"(139237, 83065, 4919)",720575940631416121,flywire,0.8142,100,12282271,739,140,NA,1351,474,1051,258,35,439,0,0,0,0,0.6501,0.2281,3.34,0.24140000000000003,0.11120000000000001,0.4107,314.7,1069,190.5,107.2,0.474,0.312,0.584,0.336,0.40530000000000005,122,1,3933,738,361,378,2078,1,1825,1,1,0.3556,acetylcholine,0.747,0.742,0.02015,0.6073,0.1332,0.00697,0.08788,0.1426,272,474,sez_intrinsic
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940621614246,720575940631480364,720575940621614246,80155085464060568,1,incomplete,138619,82253,4916,6919658,156784,81000,4697,right,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB3150,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.8244849,FALSE,"(138619, 82253, 4916)",720575940631480364,flywire,0.3513,41,11671955,742,144,NA,1167,241,1015,43,54,178,0,0,0,0,0.8702000000000001,0.17970000000000003,3.464,0.08301,0.1843,0.34359999999999996,293,518,233.3,97.14,0.352,0.321,0.49,0.366,0.46900000000000003,115,1,2513,399,197,202,1341,1,1408,1,1,0.5533,acetylcholine,0.7879999999999999,0.7859999999999999,0.01214,0.7057,0.1125,0.0025,0.02571,0.1393,268,241,sez_superior_projection
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940628069904,720575940628069904,720575940628069904,79381029278256519,1,incomplete,127780,81883,5021,3200242,107312,75408,5131,left,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB2415,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.7295210,FALSE,"(127780, 81883, 5021)",720575940628069904,flywire,0.5512,73,13243789,805,145,NA,1474,258,1371,94,71,176,0,0,0,0,0.8378000000000001,0.1466,3.063,0.14870000000000003,0.15860000000000002,0.27840000000000004,447.6,632.3,188,115.6,0.392,0.374,0.544,0.302,0.3524,113.3,1,3289,566,280,287,1759,1,1732,1,1,0.4576,acetylcholine,0.729,0.721,0.01688,0.6031,0.1456,0.006066,0.07033,0.15750000000000003,377,258,sez_intrinsic
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940616287645,720575940616287645,720575940616287645,80155085464060590,1,incomplete,138202,82295,4916,6431321,152952,72600,5134,right,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB2195,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.7989006,FALSE,"(138202, 82295, 4916)",720575940616287645,flywire,0.7881,69,8754826,640,145,NA,833,87,697,1,33,45,0,0,0,0,0.7725,0.08068,2.508,0.004899000000000001,0.1187,0.2205,277.9,204.1,252.8,113.9,0.322,0.346,0.424,0.33,0.4499,108.6,1,1995,284,140,145,1078,1,920,1,1,0.5937,acetylcholine,0.9530000000000001,0.969,0.01844,0.7974999999999999,0.053750000000000006,0,0.043120000000000006,0.08438,281,87,sez_superior_projection
basket,0,SS29227: 0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basket,720575940627565059,720575940627565059,720575940627565059,81351147956457564,1,NA,156080,78520,4774,6919432,156080,78520,4774,right,NA,acetylcholine,brain_intrinsic,central,NA,NA,CB2415,NA,NA,LB19__0,NA,NA,NA,sez,LB19,NA,NA,0.6638512,FALSE,"(156080, 78520, 4774)",720575940627565059,flywire,0.5806,63,10851216,731,136,NA,1445,443,1111,207,73,366,0,0,0,0,0.7541,0.23120000000000002,2.907,0.2268,0.191,0.401,382.2,912.7,212.4,98.77,0.401,0.316,0.552,0.344,0.34299999999999997,106.3,1,3652,734,361,374,1916,1,1888,1,1,0.3815,acetylcholine,0.659,0.645,0.03566,0.5187,0.1645,0.02276,0.08907999999999999,0.1683,351,443,sez_intrinsic
bluebell,0,"SS31328, SS31341: 0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bluebell,720575940635166571,720575940635166571,720575940635166571,81210685010825340,1,NA,154536,82944,2441,6512286,154536,82944,2441,right,CV,gaba,brain_vnc_transfer,descending,descending_neuron,NA,DNg60,NA,NA,NA,gaba,Sapkal et al. 2024 (FISH),"cell_type==BB


",sez,MD3,NA,descending_right,0.5765406,FALSE,"(154536, 82944, 2441)",720575940635166571,flywire,1.988,823,41408525,2825,167,NA,4449,2685,3263,1183,53,2631,0,0,0,0,1.079,0.6509,4.2219999999999995,0.3792,0.06858,0.8434,772.8,3120,120.8,92.22,0.516,0.268,0.8,0.689,0.4423,95.46,1,8149,2865,1393,1473,4125,1,7134,1,1,0.6848,gaba,0.5630000000000001,0.556,0.4957,0.2529,0.22790000000000002,8.020000000000001e-4,0.008025,0.013090000000000001,1422,NA,sez_descending
bluebell,0,"SS31328, SS31341: 0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bluebell,720575940631168057,720575940631168057,720575940631168057,78747641592848143,1,adequate,118198,81208,3060,2684074,103312,78664,2527,left,CV,gaba,brain_vnc_transfer,descending,descending_neuron,NA,DNg60,NA,NA,NA,gaba,Sapkal et al. 2024 (FISH),"cell_type==BB


",sez,MD3,NA,descending_left,0.5035298,FALSE,"(118198, 81208, 3060)",720575940631168057,flywire,1.861,484,26004162,2849,163,NA,4741,2576,0,4741,0,2576,0,0,0,0,1.204,0.6543,0,1.204,0,0.6543,0,3937,0,0,0,0.33,0,0,NA,NA,1,7769,2528,1230,1299,3937,1,7317,1,1,0.7236,gaba,0.492,0.464,0.4402,0.2001,0.3144,0.01,0.015,0.01884,1727,NA,sez_descending
bobber,0,SS29032: 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bobber,720575940621628582,720575940623044613,720575940621628582,79451672832915358,1,incomplete,128326,86462,4279,4708968,124464,84280,5185,left,CV,acetylcholine,brain_vnc_transfer,descending,descending_neuron,NA,DNg85,NA,NA,LB23__0,NA,NA,NA,sez,LB23,NA,descending_left,0.8795861,FALSE,"(128326, 86462, 4279)",720575940623044613,flywire,1.001,242,24176553,1528,141,NA,2779,5164,761,1917,907,4229,0,0,0,0,0.6268,1.165,0.9708,0.5513,1.157,1.216,783.9,3477,35.379999999999995,93.74,0.1415,0.14,0.614,0.446,0.011729999999999999,16.63,1,8570,3206,1543,1664,4433,1,7943,1,1,0.3447,acetylcholine,0.919,0.8580000000000001,0.009458999999999999,0.9338000000000001,0.013510000000000001,0.002703,0.01712,0.02342,NA,NA,NA
box,0,SS35283: 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,box,720575940637849822,720575940637849822,720575940637849822,80507135275937530,1,adequate,144121,84770,4152,6917784,159248,82008,3674,right,NA,gaba,brain_intrinsic,central,NA,NA,CB0241,NA,NA,LB7__3,NA,NA,NA,sez,LB7,NA,NA,0.5254553,FALSE,"(144121, 84770, 4152)",720575940637849822,flywire,1.684,337,20009717,3741,174,NA,3343,1014,2029,1241,345,667,0,0,0,0,1.2049999999999998,0.3654,2.6919999999999997,1.013,0.4577,0.5442,753.7,1226,137,79.29,0.41,0.366,0.727,0.52,0.052360000000000004,49.62,1,5395,1568,765,804,2775,1,4357,1,1,1.348,gaba,0.521,0.51,0.48040000000000005,0.1968,0.1953,0.002349,0.0451,0.07906,739,1014,sez_intrinsic
box,0,SS35283: 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,box,720575940633340953,720575940625154487,720575940633340953,78325772925947429,1,adequate,112012,85951,4193,2692955,101512,77552,4078,left,NA,gaba,brain_intrinsic,central,NA,NA,CB0241,NA,NA,LB7__3,NA,NA,NA,sez,LB7,NA,NA,0.4431542,FALSE,"(112012, 85951, 4193)",720575940625154487,flywire,0.9274,240,25879072,3108,184,NA,3395,821,2185,1107,253,564,0,0,0,0,1.282,0.31,3.123,0.8994,0.3616,0.4582,699.6,1231,96.55,98.59,0.465,0.402,0.644,0.546,0.08222000000000002,42.79,1,5000,1334,651,684,2649,1,4216,1,1,1.173,unknown,NA,0.389,0.36269999999999997,0.21980000000000002,0.3073,0.0040739999999999995,0.026850000000000002,0.07732000000000001,NA,NA,NA
bridle,0,"SS50095, SS50120: 0",No path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bridle,720575940627293201,720575940627293201,720575940627293201,80296303585836566,1,NA,140656,89192,1923,5868620,140656,89192,1923,right,NCC,gaba,brain_efferent,endocrine,NA,SEZ-NSC,Hugin-RG,NA,NA,NA,hugin,"Reinhard et al., 2023 (immuno)","cell_type==SEZ-NSC_Hugin


",midbrain,putative_primary,endocrine,endocrine_right,0.4244534,FALSE,"(140656, 89192, 1923)",720575940627293201,flywire,18.44,6166,33447194,4425,316,hugin,31,283,0,31,0,283,0,0,0,0,0.0279,0.2547,0,0.0279,0,0.2547,0,1111,0,0,0,0.35,0,0,NA,NA,1,2105,718,345,373,1111,1,314,1,1,3.983,acetylcholine,0.516,0.5,0.30619999999999997,0.33249999999999996,0.1312,0.04875,0.1312,0.04625,NA,NA,sez_endocrine
bridle,0,"SS50095, SS50120: 0",No path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bridle,720575940637851069,720575940637851069,720575940637851069,78888860049812454,1,NA,120248,87864,2150,3823083,120248,87864,2150,left,NCC,serotonin,brain_efferent,endocrine,NA,SEZ-NSC,Hugin-RG,NA,NA,NA,hugin,"Reinhard et al., 2023 (immuno)","cell_type==SEZ-NSC_Hugin


",midbrain,putative_primary,endocrine,endocrine_left,0.2859234,FALSE,"(120248, 87864, 2150)",720575940637851069,flywire,19.19,5970,31105925,2824,284,hugin,6,297,0,6,0,297,0,0,0,0,0.006540000000000001,0.3237,0,0.006540000000000001,0,0.3237,0,917.4,0,0,0,0.39,0,0,NA,NA,1,1681,489,234,256,917.4,1,303,1,1,3.078,acetylcholine,0.98,1,0.33999999999999997,0.38,0.09,0.03,0.14,0.03,NA,NA,sez_endocrine
bridle,0,"SS50095, SS50120: 0",No path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bridle,720575940643847022,720575940643847022,720575940643847022,80437041074177802,1,NA,142576,89008,1774,5869554,142576,89008,1774,right,NCC,octopamine,brain_efferent,endocrine,NA,SEZ-NSC,Hugin-RG,NA,NA,NA,hugin,"Reinhard et al., 2023 (immuno)","cell_type==SEZ-NSC_Hugin


",midbrain,putative_primary,endocrine,endocrine_right,0.5037917,FALSE,"(142576, 89008, 1774)",720575940643847022,flywire,16.98,8345,49142198,4806,312,hugin,7,165,4,3,10,154,0,0,0,0,0.00732,0.1726,0.01376,0.0061600000000000005,0.034390000000000004,0.3162,290.8,487,24.24,115.2,0.422,0.29,0.694,0.858,0.20550000000000002,55.46,1,1777,620,297,324,956.2,1,172,1,1,5.026,unknown,NA,0.33299999999999996,0.11829999999999999,0.3217,0.05833000000000001,0.3533,0.04333000000000001,0.10170000000000001,NA,NA,sez_endocrine
bridle,0,"SS50095, SS50120: 0",No path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bridle,720575940638394446,720575940638394446,720575940638394446,78818422586095413,1,NA,118753,87263,2064,NA,118401,86694,1942,left,NCC,acetylcholine,brain_efferent,endocrine,NA,SEZ-NSC,Hugin-RG,NA,NA,NA,hugin,"Reinhard et al., 2023 (immuno)","cell_type==SEZ-NSC_Hugin


",midbrain,putative_primary,endocrine,endocrine_left,0.6097478,FALSE,"(118753, 87263, 2064)",720575940638394446,flywire,NA,NA,NA,4588,303,hugin,2,211,0,2,0,211,0,0,0,0,0.001912,0.20170000000000002,0,0.001912,0,0.20170000000000002,0,1046,0,0,0,0.404,0,0,NA,NA,1,1913,545,261,284,1046,1,213,1,1,4.386,unknown,NA,0.5,0.1,0.49,0.185,0.10500000000000001,0.08,0.034999999999999996,NA,NA,NA
