root_id,spectral_cluster,umap_x,umap_y,unofficial_cluster_name
720575941558534436,5,2.8153899,6.516838,lateral brain
720575941629051174,9,0.7691068,12.067137,left visual
720575941594317095,2,-6.27743,9.154212,leg VNC
720575941592219944,2,-10.037328,7.48518,leg VNC
720575941594841383,9,2.191761,7.6107326,left visual
720575941474779434,4,0.48603442,4.035795,posterior brain
720575941732204843,13,15.52017,8.344186,central complex
720575941732991275,11,9.254796,9.966358,left olfactory
720575941474779444,2,-9.548362,6.6387873,leg VNC
720575941589205303,11,12.377215,15.004286,left olfactory
720575941661688120,12,9.850736,2.0482948,right olfactory
720575941662474552,7,2.8837082,2.8184106,inferior brain
720575941723423034,7,4.965339,3.4116154,inferior brain
720575941473206587,9,2.8013887,15.37739,left visual
720575941721719098,9,1.6696908,11.911342,left visual
720575941486444866,1,-1.1340058,1.7590181,dorsal VNC
720575941514756419,13,15.481666,9.693374,central complex
720575941459968326,4,1.257641,2.186866,posterior brain
720575941451841863,1,-4.7121434,0.78415346,dorsal VNC
720575941459312966,1,-8.0882635,-0.72211045,dorsal VNC
720575941450269006,11,12.287809,14.634797,left olfactory
720575941481201999,5,2.60156,-0.61363804,lateral brain
720575941659066704,8,7.7561493,3.650455,superior brain
720575941659328848,2,-12.054808,4.8158765,leg VNC
720575941642158418,2,-11.681471,4.546934,leg VNC
720575941451186510,7,4.800751,7.1707315,inferior brain
720575941553815891,10,1.721806,-4.219055,right visual
720575941503877463,7,6.30015,0.48858252,inferior brain
720575941450269021,13,15.564492,5.715656,central complex
720575941583307103,12,16.87189,-2.984784,right olfactory
720575941473599840,5,0.7896641,6.9469013,lateral brain
720575941565088103,10,5.7786236,-1.4020194,right visual
720575941576753512,8,8.678339,2.7683296,superior brain
720575941546606953,12,11.6871805,-0.62012386,right olfactory
720575941478580586,11,9.698905,9.078063,left olfactory
720575941593923947,9,-6.0854883,16.247831,left visual
720575941557617011,2,-7.8943405,7.4711595,leg VNC
720575941644386680,8,9.470643,5.637374,superior brain
720575941580685689,2,-7.4423013,5.722457,leg VNC
720575941451579770,7,4.520759,8.312287,inferior brain
720575941495095678,12,9.96938,1.2466688,right olfactory
720575941480546690,2,-11.586957,3.837477,leg VNC
720575941551063431,3,-12.6687765,-0.6755775,abdominal VNC
720575941501649291,9,3.6830711,8.420261,left visual
720575941588550028,2,-6.698001,9.597172,leg VNC
720575941413044625,8,8.20625,6.594618,superior brain
720575941564432786,2,-8.256887,6.118091,leg VNC
720575941562466706,10,3.8175282,-5.1899333,right visual
720575941430590857,9,1.967415,11.726942,left visual
720575941456429471,2,-10.064542,7.4859967,leg VNC
720575941633245600,11,10.09181,11.390906,left olfactory
720575941556830628,7,4.664268,5.6135426,inferior brain
720575941556568484,4,1.1804068,3.2333348,posterior brain
720575941557485988,11,8.429531,7.905175,left olfactory
720575941561680296,9,1.6511279,11.895951,left visual
720575941450793385,4,2.0017462,2.5447483,posterior brain
720575941430739375,8,5.777878,1.8182136,superior brain
720575941493522864,11,12.24555,15.659149,left olfactory
720575941546344884,11,9.382089,9.533196,left olfactory
720575941449875893,2,-8.593343,6.617478,leg VNC
720575941575705014,2,-8.062146,4.945843,leg VNC
720575941518950839,5,0.89368415,5.7343345,lateral brain
720575941544116668,11,12.963773,16.929583,left olfactory
720575941598249408,8,7.2788835,5.1529055,superior brain
720575941536252353,7,4.8618145,4.5330725,inferior brain
720575941645566408,8,7.957866,6.1408935,superior brain
720575941529305547,13,15.525521,5.7141933,central complex
720575941490901452,12,14.904787,-2.3964188,right olfactory
720575941594972630,12,10.658255,0.4700875,right olfactory
720575941431919063,7,5.972791,3.7504475,inferior brain
720575941519213016,1,-5.9074016,1.3566935,dorsal VNC
720575941594448342,10,3.7378707,-1.5800492,right visual
720575941436899807,2,-6.755268,9.699449,leg VNC
720575941479236064,13,15.574045,9.535463,central complex
720575941532713445,6,-2.6476676,10.778128,flange/GNG/median bundle
720575941537825256,12,16.948534,-3.3542616,right olfactory
720575941608866281,1,-5.953394,0.85266435,dorsal VNC
720575941503746539,10,3.6571577,-2.3469684,right visual
720575941686985199,3,-13.115411,-1.8439854,abdominal VNC
720575941568889332,5,-4.9085865,5.2869263,lateral brain
720575941515936249,2,-7.9093575,4.5644245,leg VNC
720575941573739003,8,6.7302213,3.9707172,superior brain
720575941590909438,7,6.2091155,3.813611,inferior brain
720575941552374273,2,-10.173818,6.8707047,leg VNC
720575941526946306,4,1.8108891,2.5981843,posterior brain
720575941515936259,7,4.929672,2.3677,inferior brain
720575941514625539,2,-6.1746063,9.355665,leg VNC
720575941391811076,2,-8.013834,5.7138405,leg VNC
720575941565350407,8,7.844591,3.5967262,superior brain
720575941573083656,2,-7.4321322,6.1250777,leg VNC
720575941574001161,5,1.9374794,-0.8322623,lateral brain
720575941574656520,7,5.1245623,1.7614926,inferior brain
720575941573607944,13,-2.867539,-4.3900228,central complex
720575941463769613,8,8.993568,3.7407796,superior brain
720575941438603794,4,0.7985526,1.8890613,posterior brain
720575941465080342,2,-6.799325,9.586329,leg VNC
720575941543199261,6,6.615229,9.032682,flange/GNG/median bundle
720575941542281757,9,0.8866685,13.15186,left visual
720575941433360928,2,-9.25273,8.041905,leg VNC
720575941549883937,13,15.513491,7.7494516,central complex
720575941595496997,12,9.861971,1.421241,right olfactory
720575941629706790,3,-13.785682,-1.8023438,abdominal VNC
720575941593137704,7,4.6938024,3.266425,inferior brain
720575941591302696,7,5.2997627,0.6443748,inferior brain
720575941474648618,2,-7.203463,4.401464,leg VNC
720575941732729387,7,3.6242604,3.3893998,inferior brain
720575941438603820,7,5.3319507,1.755826,inferior brain
720575941408850479,12,9.80977,1.5206001,right olfactory
720575941590254135,8,5.262394,5.7244077,superior brain
720575941587239479,2,-10.077508,6.7935066,leg VNC
720575941437948479,2,-11.068097,5.3307924,leg VNC
720575941450007111,5,-3.8034542,5.198481,lateral brain
720575941496406601,10,4.8484774,0.12023519,right visual
720575941498634825,12,16.54508,-2.4411037,right olfactory
720575941513839180,8,7.332457,3.9015653,superior brain
720575941526291021,5,2.4605482,-0.6281384,lateral brain
720575941450924622,11,9.666317,10.544425,left olfactory
720575941658018384,2,-6.1833897,9.450619,leg VNC
720575941464162902,2,-10.046727,6.7836103,leg VNC
720575941578719833,7,4.5469265,3.100595,inferior brain
720575941441618523,5,-5.533759,5.2461185,lateral brain
720575941542675036,13,15.812209,7.6041636,central complex
720575941449089629,7,4.598857,4.7937016,inferior brain
720575941432050273,7,5.2610893,3.4534945,inferior brain
720575941565219426,8,8.105875,4.85085,superior brain
720575941643469413,2,-11.990488,4.764958,leg VNC
720575941642682981,11,11.989958,14.456567,left olfactory
720575941626298988,9,1.4550551,11.274205,left visual
720575941626167916,11,8.673068,8.574167,left olfactory
720575941623284332,3,-13.8099,-1.9345502,abdominal VNC
720575941594055281,10,2.572529,-7.481349,right visual
720575941686723190,12,14.138418,-3.4047391,right olfactory
720575941468357239,2,-7.0537643,9.148965,leg VNC
720575941581079161,4,2.5177047,2.4079802,posterior brain
