root_id,spectral_cluster,umap_x,umap_y,unofficial_cluster_name
720575941586584542,4,1.7541414,6.4643188,posterior brain
720575941436900319,2,-9.369597,10.030148,ventral VNC
720575941631149026,12,15.22634,-3.8331943,right olfactory
720575941535859683,13,8.104801,14.277711,central complex
720575941533107173,13,8.603599,-5.6809764,central complex
720575941531927525,13,14.55666,1.5862426,central complex
720575941534286826,4,1.0113767,6.753656,posterior brain
720575941503091691,7,5.8757243,2.1646848,inferior brain
720575941502698475,2,-10.242081,7.7243,ventral VNC
720575941453939693,2,-8.989744,11.370338,ventral VNC
720575941687378927,7,5.569859,10.062124,inferior brain
720575941459313648,4,2.0977197,5.085263,posterior brain
720575941569414132,5,1.2685145,1.8294774,lateral brain
720575941568889850,7,3.5818162,3.9280946,inferior brain
720575941574657019,9,4.9370537,10.841248,left visual
720575941481726973,4,0.47726002,5.606375,posterior brain
720575941550932991,2,-5.718919,11.848165,ventral VNC
720575941550146559,12,15.351374,-4.266073,right olfactory
720575941555127297,4,2.4354365,6.1358047,posterior brain
720575941515936771,13,8.973042,-4.8768296,central complex
720575941542282245,1,-6.1112037,1.1982383,dorsal VNC
720575941574657032,1,-0.5354319,5.486193,dorsal VNC
720575941472158731,8,7.1402073,5.4516,superior brain
720575941653562385,3,-12.146038,2.8739488,abdominal VNC
720575941438735378,12,10.996501,-0.11482259,right olfactory
720575941651989525,7,4.614506,4.870291,inferior brain
720575941551326235,2,-7.8758793,9.004384,ventral VNC
720575941415666716,4,0.9230159,6.768141,posterior brain
720575941543199773,8,8.108977,6.652309,superior brain
720575941540316189,6,-1.2575082,2.6668084,flange median bundle
720575941475304478,10,1.5106674,-3.030846,right visual
720575941436638240,1,-6.449059,0.6842185,dorsal VNC
720575941433230368,2,-7.519301,9.383825,ventral VNC
720575941436113952,8,6.009646,8.151504,superior brain
720575941401773091,2,-6.4708652,12.758629,ventral VNC
720575941400855587,12,14.922217,-6.131562,right olfactory
720575941594186789,2,-7.1078224,10.587056,ventral VNC
720575941629969446,13,9.583226,-4.5560026,central complex
720575941595497509,4,0.84106433,5.6250916,posterior brain
720575941595759655,9,4.920937,10.878241,left visual
720575941626692646,2,-6.644559,8.318894,ventral VNC
720575941436769324,5,0.83236724,10.629956,lateral brain
720575941438866476,11,11.116475,10.738309,left olfactory
720575941501912114,2,-6.2394924,11.604736,ventral VNC
720575941503878194,11,14.617086,12.222822,left olfactory
720575941563253814,1,-6.5760345,1.3120825,dorsal VNC
720575941628265529,8,9.27054,8.230435,superior brain
720575941505975356,11,16.157072,14.581941,left olfactory
720575941548442685,7,5.1631436,2.1855185,inferior brain
720575941552768062,7,-6.273554,8.470973,inferior brain
720575941453022279,11,11.847096,11.204781,left olfactory
720575941644125266,8,9.073935,6.394806,superior brain
720575941642159186,2,-10.909938,9.001034,ventral VNC
720575941427725396,7,4.826452,1.9420806,inferior brain
720575941438735445,9,4.944023,10.821003,left visual
720575941440570453,10,-7.0984297,-6.33083,right visual
720575941553947731,8,9.27343,2.9999075,superior brain
720575941514888282,11,16.555996,14.339168,left olfactory
720575941441094747,8,8.133218,4.766194,superior brain
720575941450269789,12,9.875533,1.3168123,right olfactory
720575941584749663,8,4.7508016,3.513902,superior brain
720575941471372384,6,-2.0078857,3.3570585,flange median bundle
720575941562467426,2,-8.468471,9.935661,ventral VNC
720575941565351010,12,10.149622,0.6869495,right olfactory
720575941610308710,10,2.1666996,-2.7100885,right visual
720575941609260134,2,-7.7538323,8.728118,ventral VNC
720575941566268519,2,-6.6424403,11.863629,ventral VNC
720575941545690217,12,14.600089,-4.772885,right olfactory
720575941471503479,13,9.0684805,-5.43554,central complex
720575941540185213,2,-9.193347,9.9029665,ventral VNC
720575941620139135,5,3.620541,7.916865,lateral brain
720575941585929350,2,-8.450714,8.477214,ventral VNC
720575941626299530,1,-6.6611795,2.670964,dorsal VNC
720575941486707853,11,9.914544,8.936337,left olfactory
720575941435458702,8,9.086003,7.549344,superior brain
720575941462590608,1,-6.1445684,0.9153287,dorsal VNC
720575941460886672,9,3.3632073,13.205527,left visual
720575941564302482,9,-3.0892136,19.88519,left visual
720575941414880404,9,5.77594,8.341843,left visual
720575941539529877,4,3.4637997,5.945762,posterior brain
720575941393646742,8,5.974636,3.662621,superior brain
720575941566006423,10,3.972437,-1.1099122,right visual
720575941551588506,1,-6.7696033,0.8569122,dorsal VNC
720575941571904669,1,-6.050267,1.020513,dorsal VNC
720575941632722080,11,14.784597,12.426078,left olfactory
720575941644649633,5,0.3527441,11.026095,lateral brain
720575941498635426,2,-5.880978,10.866248,ventral VNC
720575941478057123,2,-6.7574115,12.219328,ventral VNC
720575941499290786,8,9.2989235,8.324016,superior brain
720575941444895914,2,-9.989346,8.628907,ventral VNC
720575941411472555,2,-6.8137183,8.344963,ventral VNC
720575941445420202,10,4.2844357,-0.08836468,right visual
720575941408457902,2,-10.876482,8.995472,ventral VNC
720575941493785776,7,5.950406,9.563869,inferior brain
720575941449876661,12,14.983275,-5.730049,right olfactory
720575941518427319,1,-7.106484,2.1445932,dorsal VNC
720575941527209144,1,-5.7817264,3.5734773,dorsal VNC
720575941603755193,2,-6.8475842,8.246252,ventral VNC
720575941481333946,1,-0.7993215,5.637652,dorsal VNC
720575941633508539,1,-5.7321224,3.1844647,dorsal VNC
720575941597988032,12,10.252776,0.9981191,right olfactory
720575941504664770,8,9.244739,7.9978347,superior brain
720575941489722569,13,9.566266,-4.6628523,central complex
720575941528782027,2,-9.623461,10.288851,ventral VNC
720575941491033292,12,14.519189,-3.6785693,right olfactory
720575941540316365,6,-2.603098,3.0086029,flange median bundle
720575941511480529,2,-9.592154,10.389808,ventral VNC
720575941511611602,8,10.0744915,5.5445323,superior brain
720575941430215895,8,8.244901,4.047982,superior brain
720575941613716700,6,-2.537089,2.4793727,flange median bundle
720575941468095709,9,3.8219597,13.165454,left visual
720575941586453726,3,-10.383341,4.0100574,abdominal VNC
720575941480416480,12,10.055411,0.8490054,right olfactory
720575941480154336,8,9.275155,8.559613,superior brain
720575941537301731,11,14.778057,12.986574,left olfactory
720575941556176100,10,4.7403007,-3.341147,right visual
720575941534942440,2,-7.121336,12.989608,ventral VNC
720575941456823533,7,4.966692,3.300995,inferior brain
720575941560239342,13,14.046138,0.850931,central complex
720575941688165615,8,6.3974104,7.031197,superior brain
720575941685675247,11,15.942147,14.550153,left olfactory
720575941458658544,11,11.365827,10.910363,left olfactory
720575941579900149,2,-8.521413,9.426106,ventral VNC
720575941513577721,10,1.1687137,-3.6063998,right visual
720575941567710458,10,2.40552,-2.0468566,right visual
720575941569545466,12,10.474436,0.027632685,right olfactory
720575941486839046,2,-6.8814554,12.728929,ventral VNC
720575941562336519,2,-8.997495,9.9996395,ventral VNC
720575941484086534,1,-6.1147146,2.8553064,dorsal VNC
