id,supervoxel_id,cell_sub_type,super_class,cell_type,side,UMAP1,UMAP2,cluster,colours
720575941472733451,76142074248072351,DNp32,descending,DNp32,right,-7.195522954536525,-6.768639717256467,DN_18,#51B07B
720575941662395704,76212442992686915,DNd02,descending,DNd02,left,-11.481312921119777,-28.773629341279904,DN_16,#77C8F2
720575941626500746,75930968015558765,DNg100,descending,DNg100,left,8.844888517784032,-3.55858508125488,DN_06,#E42E2E
720575941631721954,76142074248100748,AN07B004,ascending,AN07B004,left,-1.4193703437577163,12.093813743436893,AN_01,#F7BA3C
720575941566084871,76212442992270175,AN07B004,ascending,AN07B004,right,-1.4193703437577163,12.093813743436893,AN_01,#F7BA3C
720575941500851362,75014662244566844,DNg100,descending,DNg100,right,8.844888517784032,-3.55858508125488,DN_06,#E42E2E
720575941620273535,76353180480628309,DNd03,descending,DNd03,left,-14.663904359413234,-42.267205391084595,DN_08,#298ABB
720575941393242628,75788375369986196,DNp30,descending,DNp30,right,-6.624305894447414,-0.9870652630979222,DN_14,#BFB09A
720575941508609665,76353180547663916,AN19B001_b,ascending,AN19B001_b,right,-0.22669445521935572,2.0686374567395047,AN_18,#51B07B
720575941492471502,76353180480635889,DNg74_a,descending,DNg74_a,right,6.776220152305516,2.4115911386853055,DN_18,#51B07B
720575941633206944,76142074315067918,DNp103,descending,DNp103,right,0.24534041635886084,-15.52743831649963,DN_19,#4D9C3C
720575941505797682,76141180626620093,DNge149,descending,DNge149,right,9.104872534202489,-8.840450916444698,DN_08,#298ABB
720575941537710824,76212442924872167,DNg98,descending,DNg98,right,-15.287922074867335,-9.411358986055294,DN_14,#BFB09A
720575941401814307,75930968015332293,DNge050,descending,DNge050,left,6.160368750022801,3.0344360731488065,DN_18,#51B07B
720575941507745826,76848373029768217,ANXXX005,ascending,ANXXX005,left,-14.645397355629054,-26.371531639253536,AN_17,#8B3A9C
720575941663102520,76001336759552753,DNg34,descending,DNg34,right,-12.839833428932277,-32.162787590181274,DN_14,#BFB09A
720575941586006111,76071705571064966,DNp103,descending,DNp103,left,0.24534041635886084,-15.52743831649963,DN_19,#4D9C3C
