UMAP1,UMAP2,id,neurotransmitter,side,region,super_class,hemilineage,cell_function,nerve,cell_sub_type,cell_class,cell_sub_class,cell_type,fafb_cell_type,manc_cell_type,super_cluster,st_cluster,manual_cluster,seed_12,pd_width,neck_group,group,label,cell_type_base,modality,cell_function_plot,clusterno,image_path,cosine_UMAP1,cosine_UMAP2,calculated_cluster,cluster,colours,pd_has_width,pd_size,image
11.594786474632176,-48.93362918869202,720575941351919360,acetylcholine,right,neck_connective,ascending,08B,unknown,NA,AN08B018_A2,ascending_neuron,ascending_neuron,AN08B018,AN_AVLP_43,AN08B018,vibratory,AN_06,AN_06,AN08B018_720575941351919408,0.47,OUT,ascending_OUT,AN08B018,AN08B018,NA,NA,12,NA,-15.66376600136702,-41.25857476392059,10,AN_10,#695B52,TRUE,0.47,NA
-23.055497338844383,37.204073753202515,720575941352057856,acetylcholine,right,neck_connective,descending,PSp2,unknown,NA,DNpe054,descending_neuron,descending_neuron,DNpe054,DNpe054,DNht001,head orienting,DN_01,DN_01,DNpe054_720575941352057904,0.22,OUT,descending_OUT,DNpe054,DNpe054,NA,NA,3,NA,43.06960191855485,2.0692030986282375,3,DN_03,#947E6C,TRUE,0.22,NA
-13.66455285794839,-6.54967132583801,720575941352918528,Lk,left,neck_connective,descending,MX3,unknown,NA,DNg70,descending_neuron,descending_neuron,DNg70,DNg70,DNxn180,reproduction,DN_16,DN_16,DNg70_720575941352918576,0.64,IN,descending_IN,DNg70,DNg70,neuromodulatory,neuromodulatory,4,figures/schematics/umap_icons/neuromodulatory.svg,-25.530823801659988,17.191755970332338,14,DN_14,#BFB09A,TRUE,0.64,figures/schematics/umap_icons/neuromodulatory.svg
7.187502214836034,-41.45908084884827,720575941352944384,gaba,right,neck_connective,ascending,17B,unknown,NA,AN17B007,ascending_neuron,ascending_neuron,AN17B007,AN_AVLP_SAD_3,AN17B007,vibratory,AN_06,AN_06,AN17B007_720575941352944432,0.5,IN,ascending_IN,AN17B007,AN17B007,NA,NA,18,NA,-16.667872522973465,-32.87838677563934,9,AN_09,#D24A2C,TRUE,0.5,NA
18.98418504946128,-10.163819465791622,720575941353080576,acetylcholine,right,neck_connective,descending,putative_primary,unknown,NA,DNge036,descending_neuron,descending_neuron,DNge036,DNge036,DNfl042,walking,DN_13,DN_13,DNge036_720575941353080624,NA,IN,descending_IN,DNge036,DNge036,NA,NA,2,NA,1.863989452815604,-11.728957454350278,6,DN_06,#E42E2E,FALSE,0.5,NA
-10.11874978788003,45.11904033645447,720575941353112064,acetylcholine,left,neck_connective,ascending,07B,unknown,NA,AN07B046,ascending_neuron,ascending_neuron,AN07B046,AN_GNG_179,AN07B046,flight steering 2,AN_02,AN_02,AN07B046_720575941353112112,0.39,OUT,ascending_OUT,AN07B046,AN07B046,NA,NA,14,NA,29.12201967368181,-2.508197585728452,4,AN_04,#FE4545,TRUE,0.39,NA
16.582461187766942,-32.62713924423401,720575941353247488,acetylcholine,right,neck_connective,ascending,10B,unknown,NA,AN10B046_T2,ascending_neuron,ascending_neuron,AN10B046,AN_GNG_165,AN10B046,proprioceptive,AN_07,AN_07,AN10B046_720575941353247536,NA,OUT,ascending_OUT,AN10B046,AN10B046,NA,NA,16,NA,-12.922551249169755,-20.631350795414733,11,AN_11,#F36237,FALSE,0.5,NA
19.925173590110692,-10.769902382051388,720575941353771008,acetylcholine,left,neck_connective,descending,LB7__prim,unknown,NA,DNge100,descending_neuron,descending_neuron,DNge100,DNge100,DNg47,walking,DN_13,DN_13,DNge100_720575941353771056,NA,IN,descending_IN,DNge100,DNge100,NA,NA,2,NA,2.27546807656343,-12.02510480084686,6,DN_06,#E42E2E,FALSE,0.5,NA
-14.611375978065578,-5.334427986299436,720575941353897216,acetylcholine,right,neck_connective,ascending,05B,unknown,NA,AN05B097_A1,ascending_neuron,ascending_neuron,AN05B097,AN_GNG_SAD_5,AN05B097,feeding-ingestion,AN_16,AN_16,AN05B097_720575941353897264,0.58,IN,ascending_IN,AN05B097,AN05B097,NA,NA,4,NA,-20.777756785058425,20.659201343867498,14,AN_14,#BFB09A,TRUE,0.58,NA
-7.378582646919337,0.750042166555484,720575941354281728,glutamate,right,neck_connective,descending,putative_primary,unknown,NA,DNc01,descending_neuron,descending_neuron,DNc01,DNc01,DNc01,reproduction,DN_14,DN_14,DNc01_720575941354281776,0.71,OUT,descending_OUT,DNc01,DNc01,neuromodulatory,neuromodulatory,4,figures/schematics/umap_icons/neuromodulatory.svg,-29.941508387231277,16.703987797114564,14,DN_14,#BFB09A,TRUE,0.71,figures/schematics/umap_icons/neuromodulatory.svg
